GENE	TF	ENHANCER_LIST
ABCA7	0	1_MACS_peak_7345_lociStitched
ABCB10	0	1_MACS_peak_1920_lociStitched
ABCF1	0	2_MACS_peak_13248_lociStitched
ACBD3	0	2_MACS_peak_1840_lociStitched,1_MACS_peak_1846_lociStitched
ACOXL	0	4_MACS_peak_9045_lociStitched
ADAM15	0	1_MACS_peak_1034_lociStitched
ADAMTS4	0	6_MACS_peak_1229_lociStitched,1_MACS_peak_1228_lociStitched,1_MACS_peak_1224_lociStitched
ADAMTSL4	0	2_MACS_peak_924_lociStitched,1_MACS_peak_922_lociStitched,1_MACS_peak_923_lociStitched
ADAR	0	1_MACS_peak_1018_lociStitched
ADAT3	0	2_MACS_peak_7408_lociStitched
ADCK3	0	3_MACS_peak_1869_lociStitched
ADCY10	0	1_MACS_peak_1320_lociStitched
AEN	0	1_MACS_peak_5600_lociStitched
AIM2	0	1_MACS_peak_1166_lociStitched
AKAP8	0	3_MACS_peak_7817_lociStitched,3_MACS_peak_7814_lociStitched
AKAP8L	0	3_MACS_peak_7817_lociStitched
ALG2	0	1_MACS_peak_15447_lociStitched
ALOX12	0	5_MACS_peak_6348_lociStitched
AMH	0	2_MACS_peak_7439_lociStitched,3_MACS_peak_7435_lociStitched
ANKDD1A	0	1_MACS_peak_5338_lociStitched
ANKRD11	0	2_MACS_peak_6252_lociStitched
ANKRD34A	0	1_MACS_peak_849_lociStitched,2_MACS_peak_850_lociStitched
ANKRD36BP2	0	7_MACS_peak_8949_lociStitched,4_MACS_peak_8931_lociStitched,4_MACS_peak_8939_lociStitched
ANP32A	0	2_MACS_peak_5390_lociStitched
ANXA9	0	3_MACS_peak_941_lociStitched
AP1G1	0	2_MACS_peak_6125_lociStitched
APBA3	0	3_MACS_peak_7497_lociStitched
APC2	0	2_MACS_peak_7378_lociStitched
APOA2	0	6_MACS_peak_1229_lociStitched,1_MACS_peak_1228_lociStitched
APOBEC4	0	3_MACS_peak_1435_lociStitched
APOLD1	0	3_MACS_peak_3593_lociStitched,3_MACS_peak_3596_lociStitched
AQP10	0	2_MACS_peak_1006_lociStitched
ARF1	1	3_MACS_peak_1885_lociStitched
ARHGAP30	0	1_MACS_peak_1216_lociStitched
ARHGAP4	0	2_MACS_peak_15937_lociStitched
ARHGAP9	0	5_MACS_peak_3893_lociStitched
ARHGEF18	0	1_MACS_peak_7577_lociStitched
ARHGEF2	0	3_MACS_peak_1087_lociStitched,7_MACS_peak_1076_lociStitched
ARID2	0	4_MACS_peak_3721_lociStitched
ARID3A	1	2_MACS_peak_7340_lociStitched,1_MACS_peak_7336_lociStitched
ARID4B	0	1_MACS_peak_1968_lociStitched
ARIH1	0	1_MACS_peak_5416_lociStitched
ARL8A	0	1_MACS_peak_1585_lociStitched
ARPC5L	0	6_MACS_peak_15544_lociStitched
ARRDC3	0	5_MACS_peak_12463_lociStitched
ASB9P1	0	1_MACS_peak_5652_lociStitched,1_MACS_peak_5655_lociStitched
ASH1L	0	3_MACS_peak_1060_lociStitched
ATAT1	0	2_MACS_peak_13248_lociStitched
ATP13A1	0	1_MACS_peak_7960_lociStitched
ATP2B4	0	4_MACS_peak_1628_lociStitched
ATP6AP1	0	2_MACS_peak_15957_lociStitched
ATP8B2	0	2_MACS_peak_1006_lociStitched
ATP8B3	0	1_MACS_peak_7398_lociStitched
ATXN1	0	2_MACS_peak_13085_lociStitched
ATXN1L	0	2_MACS_peak_6125_lociStitched
AZU1	0	3_MACS_peak_7332_lociStitched
B2M	0	3_MACS_peak_5194_lociStitched,2_MACS_peak_5188_lociStitched
B3GALNT2	0	1_MACS_peak_1970_lociStitched
B4GALT3	0	6_MACS_peak_1229_lociStitched,1_MACS_peak_1228_lociStitched,1_MACS_peak_1224_lociStitched
BAT2L2	0	1_MACS_peak_1330_lociStitched
BCAN	0	1_MACS_peak_1131_lociStitched
BCL2L11	0	4_MACS_peak_9045_lociStitched
BCL6B	1	5_MACS_peak_6348_lociStitched
BEST2	0	1_MACS_peak_7731_lociStitched
BMF	0	1_MACS_peak_5108_lociStitched
BMI1	0	3_MACS_peak_2159_lociStitched,1_MACS_peak_2171_lociStitched
BNIPL	0	3_MACS_peak_941_lociStitched
BOD1	0	4_MACS_peak_12832_lociStitched
BOLA1	0	2_MACS_peak_910_lociStitched,1_MACS_peak_908_lociStitched
BRD2	0	2_MACS_peak_13315_lociStitched
BRP44	0	1_MACS_peak_1320_lociStitched
BST2	0	1_MACS_peak_7875_lociStitched
BTBD2	0	1_MACS_peak_7418_lociStitched
BTG2	0	1_MACS_peak_1611_lociStitched,4_MACS_peak_1620_lociStitched,5_MACS_peak_1615_lociStitched,2_MACS_peak_1613_lociStitched,3_MACS_peak_1606_lociStitched
C12ORF5	0	3_MACS_peak_3509_lociStitched
C12ORF60	0	2_MACS_peak_3607_lociStitched
C12ORF61	0	1_MACS_peak_3918_lociStitched
C12ORF69	0	2_MACS_peak_3607_lociStitched
C14ORF145	0	5_MACS_peak_4867_lociStitched
C14ORF181	0	1_MACS_peak_4777_lociStitched
C15ORF28	0	2_MACS_peak_5390_lociStitched
C15ORF39	0	1_MACS_peak_5471_lociStitched
C15ORF61	0	1_MACS_peak_5367_lociStitched
C17ORF46	0	4_MACS_peak_6728_lociStitched
C17ORF49	0	5_MACS_peak_6348_lociStitched
C17ORF60	0	1_MACS_peak_6898_lociStitched
C17ORF96	0	5_MACS_peak_6607_lociStitched
C19ORF21	0	3_MACS_peak_7332_lociStitched
C19ORF22	0	2_MACS_peak_7340_lociStitched,1_MACS_peak_7336_lociStitched
C19ORF30	0	2_MACS_peak_7526_lociStitched
C19ORF34	0	2_MACS_peak_7408_lociStitched
C19ORF35	0	2_MACS_peak_7439_lociStitched,3_MACS_peak_7435_lociStitched
C19ORF42	0	2_MACS_peak_7854_lociStitched
C19ORF50	0	3_MACS_peak_7912_lociStitched
C19ORF6	0	1_MACS_peak_7345_lociStitched
C1ORF106	0	2_MACS_peak_1562_lociStitched
C1ORF186	0	5_MACS_peak_1682_lociStitched
C1ORF189	0	2_MACS_peak_1002_lociStitched
C1ORF192	0	1_MACS_peak_1243_lociStitched
C1ORF220	0	2_MACS_peak_1385_lociStitched,2_MACS_peak_1387_lociStitched
C1ORF25	0	2_MACS_peak_1451_lociStitched
C1ORF26	0	2_MACS_peak_1451_lociStitched
C1ORF27	0	1_MACS_peak_1454_lociStitched
C1ORF35	0	3_MACS_peak_1885_lociStitched
C1ORF43	0	2_MACS_peak_1002_lociStitched
C1ORF55	0	1_MACS_peak_1833_lociStitched
C1ORF56	0	3_MACS_peak_941_lociStitched
C1ORF66	0	1_MACS_peak_1137_lociStitched
C1ORF69	0	1_MACS_peak_1898_lociStitched
C1ORF9	0	1_MACS_peak_1338_lociStitched
C21ORF125	0	3_MACS_peak_10196_lociStitched
C3	0	2_MACS_peak_7557_lociStitched
C5ORF39	0	3_MACS_peak_12277_lociStitched
C5ORF45	0	4_MACS_peak_12893_lociStitched
C6ORF105	0	1_MACS_peak_13033_lociStitched
C6ORF136	0	2_MACS_peak_13248_lociStitched
C7ORF47	0	1_MACS_peak_14322_lociStitched
C7ORF61	0	1_MACS_peak_14322_lociStitched
C8ORF31	0	2_MACS_peak_15092_lociStitched
CACYBP	0	1_MACS_peak_1359_lociStitched
CADM1	0	2_MACS_peak_3373_lociStitched
CAPS	0	2_MACS_peak_7542_lociStitched
CCDC117	0	2_MACS_peak_10370_lociStitched
CCDC45	0	1_MACS_peak_6898_lociStitched
CCDC88C	0	8_MACS_peak_4898_lociStitched
CCND2	0	3_MACS_peak_3509_lociStitched
CCNL1	0	1_MACS_peak_11319_lociStitched
CD46	0	1_MACS_peak_1718_lociStitched,3_MACS_peak_1715_lociStitched
CD48	0	2_MACS_peak_1203_lociStitched,2_MACS_peak_1194_lociStitched,3_MACS_peak_1197_lociStitched
CDC37	0	1_MACS_peak_7643_lociStitched
CDKN1B	0	3_MACS_peak_3593_lociStitched,3_MACS_peak_3596_lociStitched
CEP170	0	1_MACS_peak_1991_lociStitched
CEP57	0	1_MACS_peak_3295_lociStitched
CETP	0	4_MACS_peak_6024_lociStitched
CFD	0	1_MACS_peak_7336_lociStitched
CFLAR	0	5_MACS_peak_9426_lociStitched,3_MACS_peak_9423_lociStitched
CHD2	1	2_MACS_peak_5657_lociStitched,1_MACS_peak_5660_lociStitched
CHD3	0	2_MACS_peak_6387_lociStitched
CHERP	0	2_MACS_peak_7852_lociStitched
