GENE	TF	CHROM	START	STOP	ENHANCER_ID
ABCD2	0	chr12	40009701	40016869	5_MACS_peak_6311_lociStitched
ABCF1	0	chr6	30582815	30586934	2_MACS_peak_25747_lociStitched
ABHD12	0	chr20	25274312	25281784	2_MACS_peak_18453_lociStitched
ABHD4	0	chr14	23022874	23040202	10_MACS_peak_8175_lociStitched
ACO2	0	chr22	41840063	41844510	3_MACS_peak_20071_lociStitched
ACSF3	0	chr16	89179569	89185771	3_MACS_peak_11683_lociStitched
ACTG1	0	chr17	79478472	79485251	5_MACS_peak_13433_lociStitched
ACTR3C	0	chr7	150063981	150068070	1_MACS_peak_28705_lociStitched
ADA	0	chr20	43270616	43282299	3_MACS_peak_18773_lociStitched
ADAM15	0	chr1	154969624	154977530	3_MACS_peak_1696_lociStitched
ADAMTS4	0	chr1	161151085	161157730	2_MACS_peak_1862_lociStitched
ADAMTSL4	0	chr1	150531533	150543125	2_MACS_peak_1573_lociStitched
ADAMTSL4	0	chr1	150547847	150553255	2_MACS_peak_1575_lociStitched
ADCY10	0	chr1	167904081	167907338	1_MACS_peak_2009_lociStitched
ADM	0	chr11	10323912	10332936	4_MACS_peak_4529_lociStitched
ADNP	0	chr20	49546118	49548979	1_MACS_peak_18916_lociStitched
AFF1	0	chr4	87855311	87862573	4_MACS_peak_22865_lociStitched
AFMID	0	chr17	76163966	76171801	5_MACS_peak_13328_lociStitched
AGK	0	chr7	141254713	141265025	3_MACS_peak_28633_lociStitched
AGK	0	chr7	141249743	141254209	1_MACS_peak_28632_lociStitched
AHNAK	0	chr11	62316903	62328079	4_MACS_peak_4979_lociStitched
AHNAK	0	chr11	62223496	62232769	4_MACS_peak_4973_lociStitched
AHNAK	0	chr11	62309574	62315619	2_MACS_peak_4977_lociStitched
AKAP2	0	chr9	112908621	112924805	11_MACS_peak_31318_lociStitched
ALDH1A3	0	chr15	101458379	101464962	3_MACS_peak_10404_lociStitched
ALDOA	0	chr16	30074767	30078559	2_MACS_peak_11006_lociStitched
ALG12	0	chr22	50326396	50332019	2_MACS_peak_20228_lociStitched
ALG12	0	chr22	50352911	50357304	2_MACS_peak_20233_lociStitched
ALKBH4	0	chr7	102063773	102070608	3_MACS_peak_28190_lociStitched
ALKBH4	0	chr7	102071234	102075998	1_MACS_peak_28193_lociStitched
ALOX12	0	chr17	6914791	6928170	6_MACS_peak_11940_lociStitched
ANAPC1	0	chr2	112458989	112465797	3_MACS_peak_17105_lociStitched
ANAPC11	0	chr17	79827928	79830889	1_MACS_peak_13457_lociStitched
ANAPC16	0	chr10	74018395	74024151	4_MACS_peak_3634_lociStitched
ANKDD1A	0	chr15	65183802	65188916	2_MACS_peak_9850_lociStitched
ANKMY1	0	chr2	241503972	241509493	4_MACS_peak_18138_lociStitched
ANKRD12	0	chr18	9101725	9109370	3_MACS_peak_13597_lociStitched
ANKRD12	0	chr18	9135085	9141734	4_MACS_peak_13601_lociStitched
ANKRD16	0	chr10	5929828	5949359	10_MACS_peak_2980_lociStitched
ANKRD34A	0	chr1	145451325	145457358	4_MACS_peak_1473_lociStitched
ANKRD37	0	chr4	186272577	186285715	6_MACS_peak_23542_lociStitched
ANKRD37	0	chr4	186313943	186319593	3_MACS_peak_23548_lociStitched
ANKRD55	0	chr5	55435541	55455172	11_MACS_peak_23953_lociStitched
ANP32A	0	chr15	69109105	69114482	1_MACS_peak_9947_lociStitched
ANP32B	0	chr9	100744558	100747977	2_MACS_peak_31214_lociStitched
ANP32E	0	chr1	150206318	150209765	2_MACS_peak_1560_lociStitched
ANXA9	0	chr1	150945577	150948442	1_MACS_peak_1591_lociStitched
APH1A	0	chr1	150206318	150209765	2_MACS_peak_1560_lociStitched
APOA2	0	chr1	161151085	161157730	2_MACS_peak_1862_lociStitched
APOBEC3C	0	chr22	39459592	39466504	4_MACS_peak_19986_lociStitched
APOBEC3D	0	chr22	39459592	39466504	4_MACS_peak_19986_lociStitched
APOBEC3F	0	chr22	39459592	39466504	4_MACS_peak_19986_lociStitched
APOBEC3G	0	chr22	39459592	39466504	4_MACS_peak_19986_lociStitched
APOBEC3H	0	chr22	39459592	39466504	4_MACS_peak_19986_lociStitched
APOBEC4	0	chr1	183808692	183816953	1_MACS_peak_2182_lociStitched
APOD	0	chr3	195265112	195271815	4_MACS_peak_22074_lociStitched
APOLD1	0	chr12	12866599	12875321	7_MACS_peak_6163_lociStitched
APRT	0	chr16	88846217	88852571	1_MACS_peak_11670_lociStitched
AQP10	0	chr1	154296576	154302485	2_MACS_peak_1668_lociStitched
ARFRP1	0	chr20	62364511	62373107	4_MACS_peak_19126_lociStitched
ARFRP1	0	chr20	62357738	62363983	4_MACS_peak_19122_lociStitched
ARHGAP4	0	chrX	153233715	153239684	5_MACS_peak_32741_lociStitched
ARHGAP9	0	chr12	57913102	57917819	2_MACS_peak_6628_lociStitched
ARHGDIA	0	chr17	79827928	79830889	1_MACS_peak_13457_lociStitched
ARHGEF12	0	chr11	120206154	120212394	5_MACS_peak_5764_lociStitched
ARHGEF2	0	chr1	155943980	155953499	1_MACS_peak_1746_lociStitched
ARID1A	0	chr1	27018559	27025245	2_MACS_peak_441_lociStitched
ARID2	0	chr12	46120192	46125211	3_MACS_peak_6349_lociStitched
ARID3B	1	chr15	74832264	74840477	5_MACS_peak_10012_lociStitched
ARL3	0	chr10	104521562	104529817	6_MACS_peak_4033_lociStitched
ARRDC3	0	chr5	90675179	90680737	3_MACS_peak_24329_lociStitched
ARSI	0	chr5	149717425	149723879	3_MACS_peak_24861_lociStitched
ASAP3	0	chr1	23850665	23858793	6_MACS_peak_322_lociStitched
ASB16	0	chr17	42294640	42300133	1_MACS_peak_12670_lociStitched
ASB16	0	chr17	42244625	42250178	3_MACS_peak_12661_lociStitched
ASB9P1	0	chr15	93350848	93356363	2_MACS_peak_10309_lociStitched
ASB9P1	0	chr15	93360436	93364603	2_MACS_peak_10311_lociStitched
ASCC1	0	chr10	74018395	74024151	4_MACS_peak_3634_lociStitched
ASF1A	0	chr6	119212566	119218429	4_MACS_peak_26667_lociStitched
ASH1L	0	chr1	155531036	155535082	2_MACS_peak_1733_lociStitched
ATAD1	0	chr10	89620179	89628591	4_MACS_peak_3775_lociStitched
ATAT1	0	chr6	30582815	30586934	2_MACS_peak_25747_lociStitched
ATHL1	0	chr11	267537	271651	1_MACS_peak_4360_lociStitched
ATP13A3	0	chr3	194206264	194209734	2_MACS_peak_22062_lociStitched
ATP2C1	0	chr3	130566960	130573842	3_MACS_peak_21442_lociStitched
ATP5B	0	chr12	57076733	57084414	4_MACS_peak_6607_lociStitched
ATP5I	0	chr4	667164	671759	3_MACS_peak_22154_lociStitched
ATP6V1E2	0	chr2	46794424	46805006	6_MACS_peak_16348_lociStitched
ATP8B2	0	chr1	154296576	154302485	2_MACS_peak_1668_lociStitched
ATXN1	0	chr6	16759774	16763894	2_MACS_peak_25507_lociStitched
ATXN2L	0	chr16	28833208	28836867	2_MACS_peak_10956_lociStitched
ATXN7L3	0	chr17	42294640	42300133	1_MACS_peak_12670_lociStitched
ATXN7L3	0	chr17	42244625	42250178	3_MACS_peak_12661_lociStitched
AUTS2	0	chr7	70158568	70161873	1_MACS_peak_27678_lociStitched
AVEN	0	chr15	34329998	34333915	1_MACS_peak_9353_lociStitched
AZIN1	0	chr8	103816777	103823090	2_MACS_peak_29888_lociStitched
AZIN1	0	chr8	103823859	103829097	2_MACS_peak_29890_lociStitched
B4GALT3	0	chr1	161151085	161157730	2_MACS_peak_1862_lociStitched
BAGE	0	chr21	11168394	11171986	1_MACS_peak_19158_lociStitched
BAIAP2L2	0	chr22	38463378	38468396	1_MACS_peak_19927_lociStitched
BANF1	0	chr11	65768921	65775469	2_MACS_peak_5181_lociStitched
BANF1	0	chr11	65818560	65823222	3_MACS_peak_5186_lociStitched
BAT5	0	chr6	31701402	31708992	3_MACS_peak_25798_lociStitched
BAZ2A	0	chr12	57076733	57084414	4_MACS_peak_6607_lociStitched
BCL2	0	chr18	60822423	60832046	2_MACS_peak_14079_lociStitched
BCL6B	1	chr17	6914791	6928170	6_MACS_peak_11940_lociStitched
BCR	0	chr22	23477778	23484738	6_MACS_peak_19646_lociStitched
BGLAP	0	chr1	156194504	156200548	4_MACS_peak_1767_lociStitched
BIRC5	0	chr17	76163966	76171801	5_MACS_peak_13328_lociStitched
BMI1	0	chr10	22595345	22616812	11_MACS_peak_3202_lociStitched
BNIPL	0	chr1	151042041	151044258	1_MACS_peak_1600_lociStitched
BOLA1	0	chr1	149818471	149827684	3_MACS_peak_1550_lociStitched
BOLA1	0	chr1	149855164	149861437	2_MACS_peak_1554_lociStitched
BOLA1	0	chr1	149829156	149835065	1_MACS_peak_1553_lociStitched
BRD2	0	chr6	32934849	32941590	3_MACS_peak_25886_lociStitched
BRP44	0	chr1	167904081	167907338	1_MACS_peak_2009_lociStitched
BTG2	0	chr1	203264706	203278376	4_MACS_peak_2435_lociStitched
BTG2	0	chr1	203254941	203261544	1_MACS_peak_2434_lociStitched
BTG2	0	chr1	203288605	203298166	3_MACS_peak_2439_lociStitched
BZRAP1	0	chr17	56407604	56424096	4_MACS_peak_12939_lociStitched
C10ORF10	0	chr10	45467605	45475557	8_MACS_peak_3414_lociStitched
C10ORF105	0	chr10	73485182	73490314	2_MACS_peak_3620_lociStitched
C10ORF25	0	chr10	45467605	45475557	8_MACS_peak_3414_lociStitched
C10ORF26	0	chr10	104531678	104539152	7_MACS_peak_4039_lociStitched
C10ORF26	0	chr10	104521562	104529817	6_MACS_peak_4033_lociStitched
C10ORF54	0	chr10	73485182	73490314	2_MACS_peak_3620_lociStitched
C12ORF40	0	chr12	40009701	40016869	5_MACS_peak_6311_lociStitched
C12ORF5	0	chr12	4377568	4386579	6_MACS_peak_6004_lociStitched
C12ORF73	0	chr12	104320562	104325412	2_MACS_peak_6992_lociStitched
C14ORF181	0	chr14	69258042	69263225	2_MACS_peak_8605_lociStitched
C14ORF4	0	chr14	77487548	77496472	5_MACS_peak_8767_lociStitched
C14ORF48	0	chr14	94474531	94481406	3_MACS_peak_8983_lociStitched
C15ORF28	0	chr15	69109105	69114482	1_MACS_peak_9947_lociStitched
C15ORF39	0	chr15	75491150	75497177	2_MACS_peak_10063_lociStitched
C16ORF53	0	chr16	29815749	29821095	3_MACS_peak_10990_lociStitched
C16ORF81	0	chr16	89179569	89185771	3_MACS_peak_11683_lociStitched
C16ORF92	0	chr16	30074767	30078559	2_MACS_peak_11006_lociStitched
C17ORF107	0	chr17	4850179	4855078	2_MACS_peak_11904_lociStitched
C17ORF37	0	chr17	37909368	37916053	2_MACS_peak_12491_lociStitched
C17ORF46	0	chr17	43296713	43309195	1_MACS_peak_12705_lociStitched
C17ORF49	0	chr17	6914791	6928170	6_MACS_peak_11940_lociStitched
C17ORF53	0	chr17	42244625	42250178	3_MACS_peak_12661_lociStitched
C17ORF65	0	chr17	42294640	42300133	1_MACS_peak_12670_lociStitched
C17ORF65	0	chr17	42244625	42250178	3_MACS_peak_12661_lociStitched
C17ORF70	0	chr17	79478472	79485251	5_MACS_peak_13433_lociStitched
C17ORF96	0	chr17	36857384	36862426	2_MACS_peak_12457_lociStitched
C17ORF99	0	chr17	76122730	76129075	1_MACS_peak_13322_lociStitched
C17ORF99	0	chr17	76163966	76171801	5_MACS_peak_13328_lociStitched
C1ORF104	0	chr1	155276993	155280889	3_MACS_peak_1720_lociStitched
C1ORF106	0	chr1	200858935	200864790	1_MACS_peak_2396_lociStitched
C1ORF111	0	chr1	162327598	162332232	1_MACS_peak_1904_lociStitched
C1ORF186	0	chr1	206285974	206295219	4_MACS_peak_2507_lociStitched
C1ORF189	0	chr1	154191656	154194536	2_MACS_peak_1665_lociStitched
C1ORF21	0	chr1	184459099	184465769	2_MACS_peak_2197_lociStitched
C1ORF21	0	chr1	184354995	184358392	1_MACS_peak_2194_lociStitched
C1ORF226	0	chr1	162327598	162332232	1_MACS_peak_1904_lociStitched
C1ORF43	0	chr1	154191656	154194536	2_MACS_peak_1665_lociStitched
C1ORF51	0	chr1	150206318	150209765	2_MACS_peak_1560_lociStitched
C1ORF54	0	chr1	150206318	150209765	2_MACS_peak_1560_lociStitched
C1ORF56	0	chr1	151042041	151044258	1_MACS_peak_1600_lociStitched
C1ORF61	0	chr1	156425710	156428367	1_MACS_peak_1776_lociStitched
C1ORF66	0	chr1	156716489	156722583	2_MACS_peak_1792_lociStitched
C1QL4	0	chr12	49759577	49763703	1_MACS_peak_6438_lociStitched
C1QTNF6	0	chr22	37605983	37621377	6_MACS_peak_19898_lociStitched
C1QTNF6	0	chr22	37623979	37628904	1_MACS_peak_19904_lociStitched
C20ORF197	0	chr20	58674704	58683356	6_MACS_peak_19050_lociStitched
C20ORF197	0	chr20	58976845	58983922	2_MACS_peak_19063_lociStitched
C20ORF203	0	chr20	31254018	31262963	7_MACS_peak_18515_lociStitched
C21ORF91	0	chr21	19151867	19163847	10_MACS_peak_19208_lociStitched
C2ORF48	0	chr2	10259894	10264125	3_MACS_peak_15967_lociStitched
C2ORF57	0	chr2	232476252	232480881	1_MACS_peak_17981_lociStitched
C3ORF37	0	chr3	129023274	129037085	4_MACS_peak_21416_lociStitched
C3ORF47	0	chr3	129023274	129037085	4_MACS_peak_21416_lociStitched
C4ORF36	0	chr4	87855311	87862573	4_MACS_peak_22865_lociStitched
C4ORF42	0	chr4	1240848	1244792	2_MACS_peak_22167_lociStitched
C4ORF47	0	chr4	186313943	186319593	3_MACS_peak_23548_lociStitched
C6ORF105	0	chr6	11829425	11837809	3_MACS_peak_25413_lociStitched
C6ORF126	0	chr6	35694505	35701238	5_MACS_peak_25966_lociStitched
C6ORF127	0	chr6	35694505	35701238	5_MACS_peak_25966_lociStitched
C6ORF136	0	chr6	30649935	30656091	2_MACS_peak_25752_lociStitched
C6ORF136	0	chr6	30582815	30586934	2_MACS_peak_25747_lociStitched
C6ORF25	0	chr6	31701402	31708992	3_MACS_peak_25798_lociStitched
C6ORF26	0	chr6	31701402	31708992	3_MACS_peak_25798_lociStitched
C6ORF27	0	chr6	31701402	31708992	3_MACS_peak_25798_lociStitched
C6ORF81	0	chr6	35694505	35701238	5_MACS_peak_25966_lociStitched
C7ORF29	0	chr7	150063981	150068070	1_MACS_peak_28705_lociStitched
C8ORF46	0	chr8	67415895	67422396	2_MACS_peak_29502_lociStitched
C8ORF75	0	chr8	29629655	29634482	2_MACS_peak_29197_lociStitched
C9ORF152	0	chr9	112908621	112924805	11_MACS_peak_31318_lociStitched
C9ORF78	0	chr9	132646886	132654038	3_MACS_peak_31632_lociStitched
CA14	0	chr1	150206318	150209765	2_MACS_peak_1560_lociStitched
CACYBP	0	chr1	174931964	174942885	4_MACS_peak_2089_lociStitched
CACYBP	0	chr1	174966968	174970374	1_MACS_peak_2097_lociStitched
CADM1	0	chr11	115132991	115140526	3_MACS_peak_5678_lociStitched
CALHM1	0	chr10	105258251	105265747	4_MACS_peak_4074_lociStitched
CALHM2	0	chr10	105258251	105265747	4_MACS_peak_4074_lociStitched
CALHM3	0	chr10	105258251	105265747	4_MACS_peak_4074_lociStitched
CALML4	0	chr15	68492659	68500166	2_MACS_peak_9929_lociStitched
CALML4	0	chr15	68516566	68523340	6_MACS_peak_9932_lociStitched
CALN1	0	chr7	71504120	71511459	3_MACS_peak_27713_lociStitched
CAMK2A	0	chr5	149717425	149723879	3_MACS_peak_24861_lociStitched
CAMKK2	0	chr12	121690744	121699733	3_MACS_peak_7299_lociStitched
CAMKK2	0	chr12	121729676	121736360	6_MACS_peak_7308_lociStitched
CAMTA1	1	chr1	6977281	6984709	2_MACS_peak_106_lociStitched
CAMTA2	1	chr17	4850179	4855078	2_MACS_peak_11904_lociStitched
CAPN10	0	chr2	241503972	241509493	4_MACS_peak_18138_lociStitched
CASP8	0	chr2	202112920	202126797	9_MACS_peak_17653_lociStitched
CATSPER1	0	chr11	65768921	65775469	2_MACS_peak_5181_lociStitched
CATSPER1	0	chr11	65818560	65823222	3_MACS_peak_5186_lociStitched
CBFA2T3	0	chr16	89041054	89046139	1_MACS_peak_11679_lociStitched
CCDC117	0	chr22	29191229	29199002	2_MACS_peak_19728_lociStitched
CCDC117	0	chr22	29212227	29221522	3_MACS_peak_19732_lociStitched
CCDC127	0	chr5	188903	193428	1_MACS_peak_23577_lociStitched
CCDC134	0	chr22	42227050	42231804	4_MACS_peak_20090_lociStitched
