GENE	CHROM	START	STOP	ENHANCER_ID
ARID3A	chr19	924373	933621	2_MACS_peak_10068_lociStitched
ARID3B	chr15	74832347	74842671	3_MACS_peak_7420_lociStitched
ARID5A	chr2	97191747	97205659	5_MACS_peak_11950_lociStitched
ATF4	chr22	39897703	39928918	9_MACS_peak_14408_lociStitched
ATF4	chr22	39850152	39869227	8_MACS_peak_14400_lociStitched
ATF5	chr19	50369767	50381983	4_MACS_peak_11019_lociStitched
ATF5	chr19	50414141	50434271	4_MACS_peak_11024_lociStitched
BARX2	chr11	129278651	129320238	8_MACS_peak_4500_lociStitched
BARX2	chr11	129234106	129248437	5_MACS_peak_4493_lociStitched
BCL6B	chr17	6915049	6926205	3_MACS_peak_8628_lociStitched
BCLAF1	chr6	136608635	136612537	1_MACS_peak_19462_lociStitched
BHLHE41	chr12	26266142	26281085	2_MACS_peak_4741_lociStitched
CAMTA2	chr17	4841997	4854737	3_MACS_peak_8606_lociStitched
CHD2	chr15	93439384	93450875	2_MACS_peak_7681_lociStitched
CHD2	chr15	93424460	93429511	1_MACS_peak_7680_lociStitched
CREB1	chr2	208392812	208400290	3_MACS_peak_12690_lociStitched
CREB3L2	chr7	137663606	137688017	5_MACS_peak_20651_lociStitched
DMRTC2	chr19	42363271	42389041	5_MACS_peak_10809_lociStitched
E2F3	chr6	20402116	20417470	4_MACS_peak_18519_lociStitched
ELK3	chr12	96587247	96609801	7_MACS_peak_5241_lociStitched
ERF	chr19	42771628	42775775	1_MACS_peak_10830_lociStitched
ERF	chr19	42782591	42791270	3_MACS_peak_10831_lociStitched
ESRRA	chr11	64050971	64054031	1_MACS_peak_3659_lociStitched
ESRRA	chr11	64070565	64074690	2_MACS_peak_3660_lociStitched
ESRRA	chr11	64035209	64039808	1_MACS_peak_3658_lociStitched
FIZ1	chr19	56110081	56118255	2_MACS_peak_11084_lociStitched
FIZ1	chr19	56145605	56155581	3_MACS_peak_11087_lociStitched
FLI1	chr11	128556440	128631533	14_MACS_peak_4473_lociStitched
FOSB	chr19	45970304	45973966	1_MACS_peak_10895_lociStitched
FOSB	chr19	45942450	45955665	3_MACS_peak_10892_lociStitched
FOSL1	chr11	65655029	65662117	1_MACS_peak_3731_lociStitched
FOSL1	chr11	65623671	65628899	1_MACS_peak_3729_lociStitched
FOXO3	chr6	108877820	108887924	2_MACS_peak_19236_lociStitched
FOXO3	chr6	109005733	109025808	12_MACS_peak_19261_lociStitched
GZF1	chr20	23329309	23343720	3_MACS_peak_13076_lociStitched
HAP1	chr17	39843860	39847149	1_MACS_peak_9013_lociStitched
HES1	chr3	193851191	193859726	3_MACS_peak_15925_lociStitched
HES5	chr1	2473111	2488956	3_MACS_peak_53_lociStitched
HES5	chr1	2507769	2518595	2_MACS_peak_56_lociStitched
HES7	chr17	8053690	8067281	5_MACS_peak_8679_lociStitched
HINFP	chr11	118963434	118978722	4_MACS_peak_4385_lociStitched
HIVEP2	chr6	143263979	143269891	1_MACS_peak_19547_lociStitched
HIVEP2	chr6	143160099	143178275	3_MACS_peak_19538_lociStitched
IKZF1	chr7	50343647	50359306	4_MACS_peak_20099_lociStitched
IKZF3	chr17	37909192	37935510	4_MACS_peak_8979_lociStitched
IKZF3	chr17	38015723	38025168	2_MACS_peak_8986_lociStitched
IRF1	chr5	131789708	131837146	13_MACS_peak_17719_lociStitched
IRF2	chr4	185390322	185399574	1_MACS_peak_16855_lociStitched
IRF3	chr19	50165874	50184202	3_MACS_peak_11010_lociStitched
IRF4	chr6	388774	403669	3_MACS_peak_18307_lociStitched
JUNB	chr19	12885805	12905720	5_MACS_peak_10420_lociStitched
JUND	chr19	18388868	18396456	2_MACS_peak_10569_lociStitched
KLF1	chr19	13043832	13057650	5_MACS_peak_10430_lociStitched
KLF12	chr13	74696615	74710649	1_MACS_peak_5931_lociStitched
KLF13	chr15	31630534	31661052	5_MACS_peak_6897_lociStitched
KLF13	chr15	31615780	31622136	1_MACS_peak_6896_lociStitched
KLF13	chr15	31726340	31738236	4_MACS_peak_6903_lociStitched
KLF13	chr15	31546609	31559853	3_MACS_peak_6893_lociStitched
KLF16	chr19	1847592	1865568	4_MACS_peak_10114_lociStitched
KLF2	chr19	16475716	16484144	2_MACS_peak_10521_lociStitched
KLF3	chr4	38664066	38675132	4_MACS_peak_16224_lociStitched
KLF6	chr10	3823975	3828619	2_MACS_peak_2294_lociStitched
LHX6	chr9	125025704	125031104	2_MACS_peak_22360_lociStitched
MAZ	chr16	29815835	29837005	5_MACS_peak_8113_lociStitched
MEF2C	chr5	88108943	88139036	5_MACS_peak_17415_lociStitched
MEF2C	chr5	88168294	88187015	1_MACS_peak_17420_lociStitched
