GENE	CHROM	START	STOP	ENHANCER_ID
AIRE	chr21	45659045	45667803	2_MACS_peak_14591_lociStitched
ARF1	chr1	228268675	228273079	1_MACS_peak_2276_lociStitched
ARID3A	chr19	908741	927779	5_MACS_peak_10644_lociStitched
ARID5A	chr2	97186287	97205989	3_MACS_peak_12799_lociStitched
ATF4	chr22	39914801	39929443	4_MACS_peak_15058_lociStitched
BCL6B	chr17	6915040	6926245	3_MACS_peak_8973_lociStitched
BHLHE40	chr3	5017641	5029244	4_MACS_peak_15292_lociStitched
CAMTA2	chr17	4837593	4856637	3_MACS_peak_8939_lociStitched
CREB3L4	chr1	153929016	153941257	3_MACS_peak_1495_lociStitched
CREB3L4	chr1	153916378	153919853	1_MACS_peak_1494_lociStitched
CTCF	chr16	67594217	67601121	1_MACS_peak_8536_lociStitched
CUX1	chr7	101916580	101935833	5_MACS_peak_21131_lociStitched
DUX4	chr4	190991390	191013931	13_MACS_peak_17588_lociStitched
DUX4	chr10	135477887	135495711	10_MACS_peak_3388_lociStitched
E2F2	chr1	23850554	23861150	2_MACS_peak_399_lociStitched
E2F3	chr6	20400917	20410781	3_MACS_peak_19054_lociStitched
E2F4	chr16	67191398	67218500	7_MACS_peak_8517_lociStitched
ESRRA	chr11	64050803	64054454	1_MACS_peak_3955_lociStitched
ETV6	chr12	11900780	11920673	4_MACS_peak_4750_lociStitched
FIZ1	chr19	56145740	56170499	4_MACS_peak_11966_lociStitched
FOSL1	chr11	65623909	65630139	1_MACS_peak_4033_lociStitched
FOXH1	chr8	145741957	145754923	3_MACS_peak_22454_lociStitched
FOXO3	chr6	108878297	108887626	3_MACS_peak_19853_lociStitched
FOXR1	chr11	118794351	118801522	1_MACS_peak_4466_lociStitched
GLI1	chr12	57846052	57856662	3_MACS_peak_5179_lociStitched
HES1	chr3	193848451	193860851	3_MACS_peak_16585_lociStitched
HNF1B	chr17	36101153	36112031	3_MACS_peak_9333_lociStitched
HSF4	chr16	67191398	67218500	7_MACS_peak_8517_lociStitched
IRF1	chr5	131790732	131804998	2_MACS_peak_18317_lociStitched
IRF1	chr5	131823193	131837578	3_MACS_peak_18320_lociStitched
IRF2	chr4	185391484	185403395	3_MACS_peak_17541_lociStitched
IRF2	chr4	185324199	185345112	3_MACS_peak_17533_lociStitched
IRF4	chr6	390705	400900	1_MACS_peak_18830_lociStitched
IRF5	chr7	128572260	128582380	2_MACS_peak_21314_lociStitched
JUNB	chr19	12885820	12918289	8_MACS_peak_11055_lociStitched
KLF13	chr15	31615688	31647230	7_MACS_peak_7063_lociStitched
KLF13	chr15	31545572	31560575	3_MACS_peak_7060_lociStitched
KLF16	chr19	1847348	1865605	3_MACS_peak_10701_lociStitched
KLF3	chr4	38664424	38677424	3_MACS_peak_16910_lociStitched
KLF6	chr10	3823561	3829143	1_MACS_peak_2463_lociStitched
KLF9	chr9	73025702	73036506	3_MACS_peak_22766_lociStitched
LTF	chr3	46453689	46466482	3_MACS_peak_15608_lociStitched
MAF	chr16	79948387	79966681	2_MACS_peak_8679_lociStitched
MAF	chr16	79902394	79915665	3_MACS_peak_8674_lociStitched
MAF	chr16	79629074	79644617	3_MACS_peak_8666_lociStitched
MAF	chr16	79872762	79884096	1_MACS_peak_8673_lociStitched
MAFG	chr17	79875198	79886694	2_MACS_peak_10130_lociStitched
MAZ	chr16	29815432	29837266	4_MACS_peak_8271_lociStitched
MEF2D	chr1	156450697	156479761	4_MACS_peak_1614_lociStitched
MNX1	chr7	156799719	156810770	1_MACS_peak_21524_lociStitched
MYC	chr8	128740131	128754776	3_MACS_peak_22296_lociStitched
MZF1	chr19	59064859	59071945	1_MACS_peak_12035_lociStitched
NFAT5	chr16	69596852	69601823	1_MACS_peak_8591_lociStitched
NFE2L1	chr17	46123831	46136641	1_MACS_peak_9597_lociStitched
NFE2L2	chr2	178127330	178131749	1_MACS_peak_13220_lociStitched
NFE2L3	chr7	26191101	26199494	1_MACS_peak_20488_lociStitched
NFE2L3	chr7	26238026	26244360	2_MACS_peak_20490_lociStitched
NFIC	chr19	3358776	3368824	2_MACS_peak_10779_lociStitched
NFKB2	chr10	104153093	104159851	1_MACS_peak_3143_lociStitched
NOTCH1	chr9	139432478	139447463	3_MACS_peak_23429_lociStitched
NR1D1	chr17	38253847	38270746	5_MACS_peak_9393_lociStitched
NR3C1	chr5	142774207	142785757	4_MACS_peak_18497_lociStitched
NR4A2	chr2	157188845	157200376	2_MACS_peak_13106_lociStitched
POU2F1	chr1	167187868	167193784	1_MACS_peak_1738_lociStitched
PRDM1	chr6	106531251	106555558	5_MACS_peak_19819_lociStitched
RARA	chr17	38462925	38487392	5_MACS_peak_9402_lociStitched
RARG	chr12	53590607	53605683	1_MACS_peak_5069_lociStitched
RUNX3	chr1	25251163	25259020	2_MACS_peak_445_lociStitched
RXRA	chr9	137281762	137300696	3_MACS_peak_23381_lociStitched
RXRB	chr6	33166820	33176974	3_MACS_peak_19363_lociStitched
SMAD3	chr15	67369948	67396144	7_MACS_peak_7426_lociStitched
SMAD7	chr18	46473058	46480189	1_MACS_peak_10445_lociStitched
SMAD7	chr18	46439307	46462829	7_MACS_peak_10438_lociStitched
SP3	chr2	174826687	174831989	1_MACS_peak_13197_lociStitched
SREBF1	chr17	17721198	17744613	4_MACS_peak_9105_lociStitched
SREBF2	chr22	42221575	42231096	3_MACS_peak_15104_lociStitched
TBX6	chr16	30074614	30078873	1_MACS_peak_8283_lociStitched
TCF4	chr18	52979421	52992201	1_MACS_peak_10493_lociStitched
THAP11	chr16	67875378	67882189	2_MACS_peak_8544_lociStitched
THRA	chr17	38253847	38270746	5_MACS_peak_9393_lociStitched
XBP1	chr22	29187031	29199813	2_MACS_peak_14815_lociStitched
ZBTB3	chr11	62492117	62497662	1_MACS_peak_3910_lociStitched
ZBTB38	chr3	141085002	141110871	5_MACS_peak_16259_lociStitched
ZBTB7A	chr19	4063803	4068649	1_MACS_peak_10807_lociStitched
ZBTB7B	chr1	154969609	154980183	1_MACS_peak_1539_lociStitched
ZBTB7B	chr1	154942344	154957635	3_MACS_peak_1536_lociStitched
ZBTB7B	chr1	154924959	154936201	2_MACS_peak_1534_lociStitched
ZBTB7B	chr1	155016979	155026212	2_MACS_peak_1541_lociStitched
ZFP62	chr5	180228843	180247866	3_MACS_peak_18798_lociStitched
ZFP91	chr11	58340062	58348750	1_MACS_peak_3825_lociStitched
ZNF114	chr19	48823482	48837806	4_MACS_peak_11744_lociStitched
ZNF131	chr5	43119909	43123255	1_MACS_peak_17835_lociStitched
ZNF217	chr20	52195057	52215569	3_MACS_peak_14205_lociStitched
ZNF267	chr16	31880026	31892404	4_MACS_peak_8360_lociStitched
ZNF283	chr19	44281049	44289809	2_MACS_peak_11610_lociStitched
ZNF497	chr19	58891194	58899829	2_MACS_peak_12022_lociStitched
ZNF524	chr19	56145740	56170499	4_MACS_peak_11966_lociStitched
ZNF580	chr19	56145740	56170499	4_MACS_peak_11966_lociStitched
ZNF581	chr19	56145740	56170499	4_MACS_peak_11966_lociStitched
ZNF584	chr19	58891194	58899829	2_MACS_peak_12022_lociStitched
ZNF688	chr16	30536969	30547850	3_MACS_peak_8308_lociStitched
ZNF689	chr16	30661302	30673063	2_MACS_peak_8319_lociStitched
ZNF740	chr12	53590607	53605683	1_MACS_peak_5069_lociStitched
ZNF764	chr16	30536969	30547850	3_MACS_peak_8308_lociStitched
