GENE	TF	CHROM	START	STOP	ENHANCER_ID
AASDHPPT	0	chr11	105946661	105950033	1_MACS_peak_7046_lociStitched
ABCF1	0	chr6	30581967	30586613	2_MACS_peak_31108_lociStitched
ABP1	0	chr7	150592666	150596650	1_MACS_peak_34856_lociStitched
ACSS1	0	chr20	25036219	25040044	1_MACS_peak_21980_lociStitched
ACTR3C	0	chr7	150018817	150021466	1_MACS_peak_34836_lociStitched
ADAM17	0	chr2	9687443	9697217	6_MACS_peak_18687_lociStitched
ADAM19	0	chr5	156970553	156979622	3_MACS_peak_30110_lociStitched
ADAMTSL4	0	chr1	150532543	150541590	4_MACS_peak_2317_lociStitched
ADAMTSL4	0	chr1	150545040	150553206	3_MACS_peak_2321_lociStitched
ADM	0	chr11	10323703	10332420	3_MACS_peak_5731_lociStitched
ADM2	0	chr22	50963378	50974037	3_MACS_peak_24280_lociStitched
ADORA2A	0	chr22	24822333	24826646	1_MACS_peak_23543_lociStitched
ADRB2	0	chr5	148208428	148217109	5_MACS_peak_29940_lociStitched
ADRBK1	0	chr11	67053888	67057914	1_MACS_peak_6487_lociStitched
ADRBK1	0	chr11	67043327	67047540	3_MACS_peak_6484_lociStitched
AFF1	0	chr4	87855240	87862489	3_MACS_peak_27510_lociStitched
AFF4	0	chr5	132297584	132300180	1_MACS_peak_29662_lociStitched
AFG3L1P	0	chr16	90060131	90065984	2_MACS_peak_14393_lociStitched
AKAP2	0	chr9	112908408	112925483	7_MACS_peak_37604_lociStitched
AKAP5	0	chr14	64967164	64972445	2_MACS_peak_10751_lociStitched
AKR1D1	0	chr7	137705926	137716426	6_MACS_peak_34664_lociStitched
AKT1S1	0	chr19	50378411	50381833	1_MACS_peak_18443_lociStitched
AKT1S1	0	chr19	50353522	50355291	1_MACS_peak_18440_lociStitched
AKT1S1	0	chr19	50423755	50428814	2_MACS_peak_18445_lociStitched
ALDH1A3	0	chr15	101457513	101464460	2_MACS_peak_12959_lociStitched
ALDH3B1	0	chr11	67774525	67777844	2_MACS_peak_6545_lociStitched
ALG2	0	chr9	101983080	101985903	1_MACS_peak_37490_lociStitched
ALKBH3	0	chr11	43939043	43945429	3_MACS_peak_6016_lociStitched
ALKBH4	0	chr7	102064249	102068158	1_MACS_peak_34157_lociStitched
ALOX5	0	chr10	45913400	45919042	1_MACS_peak_4505_lociStitched
ALPK1	0	chr4	113205204	113211402	5_MACS_peak_27737_lociStitched
AMBRA1	0	chr11	46637753	46640154	1_MACS_peak_6060_lociStitched
AMIGO3	0	chr3	49760016	49763110	1_MACS_peak_25048_lociStitched
AMZ2	0	chr17	66230263	66236826	2_MACS_peak_15827_lociStitched
AMZ2	0	chr17	66283436	66289514	2_MACS_peak_15834_lociStitched
ANK3	0	chr10	61891193	61901004	5_MACS_peak_4602_lociStitched
ANKDD1A	0	chr15	65183021	65190083	1_MACS_peak_12219_lociStitched
ANKRD11	0	chr16	89552048	89557934	4_MACS_peak_14363_lociStitched
ANKRD13D	0	chr11	67053888	67057914	1_MACS_peak_6487_lociStitched
ANKRD13D	0	chr11	67043327	67047540	3_MACS_peak_6484_lociStitched
ANKRD28	0	chr3	15835134	15840128	2_MACS_peak_24515_lociStitched
ANKRD36BP2	0	chr2	89151071	89175635	3_MACS_peak_19946_lociStitched
ANKRD36BP2	0	chr2	89128744	89150320	1_MACS_peak_19945_lociStitched
ANKRD36BP2	0	chr2	89050129	89057875	2_MACS_peak_19931_lociStitched
ANKRD36BP2	0	chr2	89064210	89070036	3_MACS_peak_19936_lociStitched
ANKRD44	0	chr2	198168864	198176756	4_MACS_peak_21097_lociStitched
ANP32A	0	chr15	69109507	69114387	1_MACS_peak_12321_lociStitched
ANP32B	0	chr9	100744032	100748326	1_MACS_peak_37473_lociStitched
AP1G1	0	chr16	71841087	71844370	1_MACS_peak_14054_lociStitched
APEH	0	chr3	49760016	49763110	1_MACS_peak_25048_lociStitched
APOBEC3A	0	chr22	39349069	39352060	1_MACS_peak_23901_lociStitched
APOBEC3B	0	chr22	39349069	39352060	1_MACS_peak_23901_lociStitched
APOBEC3H	0	chr22	39540024	39546270	2_MACS_peak_23919_lociStitched
APOLD1	0	chr12	12866178	12879317	4_MACS_peak_7732_lociStitched
ARAP1	0	chr11	72428919	72434480	2_MACS_peak_6621_lociStitched
ARCN1	0	chr11	118442137	118444326	1_MACS_peak_7243_lociStitched
ARF1	1	chr1	228269049	228272349	1_MACS_peak_3670_lociStitched
