GENE	CHROM	START	STOP	ENHANCER_ID
ATF3	chr1	212779354	212783464	1_MACS_peak_2733_lociStitched
ATF4	chr22	39914816	39919058	1_MACS_peak_20744_lociStitched
ATF5	chr19	50396282	50405109	4_MACS_peak_15955_lociStitched
ATF5	chr19	50378787	50382385	1_MACS_peak_15952_lociStitched
ATF5	chr19	50430566	50433689	1_MACS_peak_15963_lociStitched
BACH2	chr6	90992781	90997227	1_MACS_peak_27179_lociStitched
BHLHE40	chr3	5018420	5031583	6_MACS_peak_21029_lociStitched
BHLHE41	chr12	26265907	26280233	3_MACS_peak_6412_lociStitched
CHD2	chr15	93443014	93451987	1_MACS_peak_10622_lociStitched
CHD2	chr15	93424184	93430041	3_MACS_peak_10619_lociStitched
CUX1	chr7	101926518	101936091	3_MACS_peak_29107_lociStitched
DDIT3	chr12	57912755	57917759	2_MACS_peak_6845_lociStitched
E2F2	chr1	23850345	23858845	1_MACS_peak_378_lociStitched
E2F2	chr1	23880328	23886682	1_MACS_peak_384_lociStitched
E2F6	chr2	11637228	11641885	1_MACS_peak_16399_lociStitched
ELF2	chr4	140095642	140100596	1_MACS_peak_23896_lociStitched
ELK3	chr12	96587091	96594485	4_MACS_peak_7132_lociStitched
ERF	chr19	42771686	42776422	3_MACS_peak_15635_lociStitched
FOS	chr14	75741066	75746921	2_MACS_peak_9011_lociStitched
FOSL1	chr11	65624133	65629092	2_MACS_peak_5420_lociStitched
FOSL2	chr2	28612162	28617408	2_MACS_peak_16604_lociStitched
FOXK2	chr17	80451030	80457919	1_MACS_peak_13830_lociStitched
FOXN3	chr14	89891266	89903695	1_MACS_peak_9113_lociStitched
FOXN3	chr14	89768721	89773223	1_MACS_peak_9106_lociStitched
FOXO3	chr6	108878436	108887094	5_MACS_peak_27321_lociStitched
FOXP1	chr3	71466688	71476204	2_MACS_peak_21768_lociStitched
HBP1	chr7	106807444	106811409	2_MACS_peak_29220_lociStitched
HES1	chr3	193815334	193822651	1_MACS_peak_22794_lociStitched
HES1	chr3	193851344	193856316	3_MACS_peak_22796_lociStitched
HIVEP2	chr6	143264769	143269792	1_MACS_peak_27696_lociStitched
IKZF3	chr17	37922930	37935365	1_MACS_peak_12844_lociStitched
IRF2	chr4	185263688	185276625	2_MACS_peak_24200_lociStitched
IRF2	chr4	185301707	185308760	2_MACS_peak_24202_lociStitched
JUNB	chr19	12898765	12906053	1_MACS_peak_14949_lociStitched
JUND	chr19	18389681	18394052	3_MACS_peak_15181_lociStitched
KLF2	chr19	16475201	16484437	1_MACS_peak_15094_lociStitched
KLF2	chr19	16434680	16440241	3_MACS_peak_15086_lociStitched
KLF2	chr19	16448831	16454789	2_MACS_peak_15090_lociStitched
KLF6	chr10	3822033	3829207	4_MACS_peak_3258_lociStitched
KLF6	chr10	3663791	3670461	1_MACS_peak_3252_lociStitched
KLF6	chr10	3915053	3920097	1_MACS_peak_3270_lociStitched
LHX3	chr9	139095702	139101355	1_MACS_peak_32516_lociStitched
LHX6	chr9	125025972	125028644	1_MACS_peak_32181_lociStitched
MAFF	chr22	38572125	38578548	2_MACS_peak_20658_lociStitched
MEF2D	chr1	156455347	156479623	1_MACS_peak_1973_lociStitched
MEF2D	chr1	156425724	156428445	1_MACS_peak_1971_lociStitched
MYBL2	chr20	42306915	42313839	1_MACS_peak_19363_lociStitched
MYNN	chr3	169489323	169492305	2_MACS_peak_22528_lociStitched
NFE2	chr12	54672167	54675929	1_MACS_peak_6758_lociStitched
NFE2L1	chr17	46123702	46127836	1_MACS_peak_13124_lociStitched
NFE2L2	chr2	178075792	178079421	2_MACS_peak_18137_lociStitched
NFE2L2	chr2	178127709	178131067	1_MACS_peak_18139_lociStitched
NFE2L3	chr7	26237914	26242824	1_MACS_peak_28329_lociStitched
NFE2L3	chr7	26191138	26199837	2_MACS_peak_28327_lociStitched
NFKB2	chr10	104152920	104157007	1_MACS_peak_4246_lociStitched
NR1D1	chr17	38251798	38268883	6_MACS_peak_12869_lociStitched
NR1D2	chr3	23954485	23959989	2_MACS_peak_21242_lociStitched
NR4A2	chr2	157187900	157192565	1_MACS_peak_17944_lociStitched
NR4A3	chr9	102580553	102586714	3_MACS_peak_31930_lociStitched
POU2F1	chr1	167188652	167192731	2_MACS_peak_2173_lociStitched
POU2F2	chr19	42616649	42622597	1_MACS_peak_15623_lociStitched
