GENE	TF	ENHANCER_LIST
AAMP	0	2_MACS_peak_16613_lociStitched
AARS2	0	4_MACS_peak_24921_lociStitched
AASDHPPT	0	3_MACS_peak_5400_lociStitched
ABCA7	0	2_MACS_peak_13146_lociStitched
ABCB6	0	1_MACS_peak_16639_lociStitched
ABCF1	0	1_MACS_peak_24603_lociStitched
ABHD2	0	4_MACS_peak_10053_lociStitched
ABHD3	0	4_MACS_peak_12673_lociStitched,1_MACS_peak_12672_lociStitched
ABHD4	0	5_MACS_peak_8140_lociStitched
ACAT2	0	1_MACS_peak_26006_lociStitched
ACBD4	0	4_MACS_peak_11837_lociStitched
ACOXL	0	1_MACS_peak_15639_lociStitched
ACRC	0	1_MACS_peak_30871_lociStitched
ACTR3C	0	3_MACS_peak_27726_lociStitched
ADAM10	0	3_MACS_peak_9543_lociStitched
ADAM17	0	3_MACS_peak_14425_lociStitched
ADAM19	0	5_MACS_peak_23834_lociStitched
ADAMTS4	0	7_MACS_peak_2005_lociStitched
ADAMTSL4	0	1_MACS_peak_1707_lociStitched
ADAT3	0	2_MACS_peak_13187_lociStitched
ADD1	0	6_MACS_peak_21007_lociStitched
ADD3	0	3_MACS_peak_4056_lociStitched
ADM	0	4_MACS_peak_4398_lociStitched
ADM2	0	4_MACS_peak_18615_lociStitched
ADORA2A	0	2_MACS_peak_18122_lociStitched
ADRA2B	0	3_MACS_peak_15464_lociStitched
ADRB2	0	2_MACS_peak_23719_lociStitched
ADRBK1	0	3_MACS_peak_4967_lociStitched
AEN	0	4_MACS_peak_10041_lociStitched
AFF1	0	4_MACS_peak_21558_lociStitched
AFTPH	0	4_MACS_peak_15128_lociStitched
AGER	0	3_MACS_peak_24668_lociStitched
AGPAT1	0	3_MACS_peak_24668_lociStitched
AGPAT3	0	2_MACS_peak_17883_lociStitched
AGRP	0	5_MACS_peak_10902_lociStitched
AHNAK	0	3_MACS_peak_4771_lociStitched,4_MACS_peak_4775_lociStitched,1_MACS_peak_4774_lociStitched
AIM2	0	1_MACS_peak_1952_lociStitched
AK1	0	3_MACS_peak_30254_lociStitched
AKAP2	0	3_MACS_peak_30009_lociStitched,6_MACS_peak_30001_lociStitched,4_MACS_peak_29997_lociStitched
AKAP5	0	1_MACS_peak_8517_lociStitched
AKAP8	0	1_MACS_peak_13590_lociStitched
AKIRIN2	0	2_MACS_peak_25204_lociStitched
AKR1D1	0	13_MACS_peak_27584_lociStitched
AKT1S1	0	2_MACS_peak_14201_lociStitched,2_MACS_peak_14205_lociStitched
ALCAM	0	2_MACS_peak_19729_lociStitched
ALDH16A1	0	2_MACS_peak_14188_lociStitched
ALDH1A3	0	5_MACS_peak_10216_lociStitched
ALDH3B1	0	1_MACS_peak_4993_lociStitched
ALG12	0	2_MACS_peak_18595_lociStitched
ALG2	0	3_MACS_peak_29908_lociStitched
ALKBH4	0	4_MACS_peak_27147_lociStitched
ALKBH5	0	2_MACS_peak_11388_lociStitched
ALOX5	0	4_MACS_peak_3378_lociStitched
ALPK1	0	2_MACS_peak_21733_lociStitched
AMBN	0	5_MACS_peak_21401_lociStitched
AMH	0	2_MACS_peak_13213_lociStitched
AMZ2	0	2_MACS_peak_12219_lociStitched
AMZ2P1	0	4_MACS_peak_12166_lociStitched
ANAPC16	0	3_MACS_peak_3620_lociStitched
ANKDD1A	0	3_MACS_peak_9649_lociStitched
ANKHD1-EIF4EBP3	0	5_MACS_peak_23619_lociStitched
ANKIB1	0	1_MACS_peak_26991_lociStitched
ANKRD12	0	2_MACS_peak_12585_lociStitched,4_MACS_peak_12581_lociStitched
ANKRD13A	0	6_MACS_peak_7125_lociStitched
ANKRD13D	0	3_MACS_peak_4967_lociStitched
ANKRD16	0	3_MACS_peak_3060_lociStitched
ANKRD28	0	4_MACS_peak_18793_lociStitched
ANKRD34A	0	4_MACS_peak_1591_lociStitched
ANKRD42	0	3_MACS_peak_5222_lociStitched
ANKRD44	0	3_MACS_peak_16429_lociStitched
ANKRD56	0	3_MACS_peak_21480_lociStitched
ANKRD6	0	2_MACS_peak_25240_lociStitched
ANKZF1	0	1_MACS_peak_16639_lociStitched
ANP32A	0	1_MACS_peak_9730_lociStitched
ANP32B	0	4_MACS_peak_29887_lociStitched
ANXA11	0	3_MACS_peak_3734_lociStitched
ANXA6	0	5_MACS_peak_23755_lociStitched,5_MACS_peak_23760_lociStitched,3_MACS_peak_23766_lociStitched
AP1AR	0	2_MACS_peak_21733_lociStitched
APBB3	0	5_MACS_peak_23619_lociStitched
APOA2	0	7_MACS_peak_2005_lociStitched
APOBEC3H	0	1_MACS_peak_18391_lociStitched
APOD	0	2_MACS_peak_20886_lociStitched
APOLD1	0	1_MACS_peak_5949_lociStitched
APTX	0	1_MACS_peak_29371_lociStitched
AQP10	0	6_MACS_peak_1803_lociStitched
AQP3	0	4_MACS_peak_29390_lociStitched
AQP7	0	4_MACS_peak_29390_lociStitched
ARF1	1	1_MACS_peak_2828_lociStitched
ARF6	0	1_MACS_peak_8312_lociStitched,4_MACS_peak_8308_lociStitched
ARHGAP25	0	5_MACS_peak_15206_lociStitched
ARHGAP4	0	1_MACS_peak_31198_lociStitched
ARHGAP42	0	3_MACS_peak_5337_lociStitched
ARHGDIB	0	1_MACS_peak_5992_lociStitched
ARHGEF1	0	3_MACS_peak_13980_lociStitched,5_MACS_peak_13975_lociStitched
ARHGEF12	0	3_MACS_peak_5612_lociStitched
ARHGEF18	0	3_MACS_peak_13355_lociStitched
ARHGEF2	0	5_MACS_peak_1870_lociStitched
ARHGEF37	0	1_MACS_peak_23729_lociStitched
ARID1A	0	3_MACS_peak_466_lociStitched
ARID1B	0	2_MACS_peak_25926_lociStitched
ARID2	0	1_MACS_peak_6276_lociStitched
ARID3A	1	4_MACS_peak_13137_lociStitched
ARID3B	1	2_MACS_peak_9812_lociStitched
ARID5A	1	1_MACS_peak_15486_lociStitched
ARID5B	0	2_MACS_peak_3508_lociStitched,1_MACS_peak_3501_lociStitched
ARIH1	0	1_MACS_peak_9779_lociStitched
ARL6IP5	0	1_MACS_peak_19509_lociStitched
ARL8A	0	4_MACS_peak_2454_lociStitched
ARL8B	0	3_MACS_peak_18666_lociStitched
ARMC2	0	4_MACS_peak_25384_lociStitched
ARMC6	0	1_MACS_peak_13713_lociStitched
ARPC2	0	2_MACS_peak_16613_lociStitched
ARPC5L	0	4_MACS_peak_30190_lociStitched
ARPM1	0	3_MACS_peak_20502_lociStitched
ARPP19	0	2_MACS_peak_9459_lociStitched
ARRDC3	0	3_MACS_peak_23100_lociStitched
ARSG	0	2_MACS_peak_12219_lociStitched
ARTN	0	4_MACS_peak_805_lociStitched
ASAM	0	2_MACS_peak_5649_lociStitched
ASB5	0	3_MACS_peak_22215_lociStitched
ASB8	0	1_MACS_peak_6328_lociStitched
ASB9P1	0	10_MACS_peak_10132_lociStitched
ASCC1	0	3_MACS_peak_3620_lociStitched
ASF1A	0	1_MACS_peak_25481_lociStitched
ASF1B	0	3_MACS_peak_13555_lociStitched
ASNA1	0	4_MACS_peak_13512_lociStitched
ASPH	0	5_MACS_peak_28240_lociStitched
ASTL	0	3_MACS_peak_15464_lociStitched
ATAD1	0	1_MACS_peak_3789_lociStitched
ATAT1	0	2_MACS_peak_24606_lociStitched,1_MACS_peak_24603_lociStitched
ATF4	1	8_MACS_peak_18400_lociStitched,5_MACS_peak_18408_lociStitched
ATF5	1	2_MACS_peak_14201_lociStitched,2_MACS_peak_14205_lociStitched
ATF6B	0	3_MACS_peak_24668_lociStitched
ATG16L2	0	2_MACS_peak_5057_lociStitched
ATG9A	0	1_MACS_peak_16639_lociStitched
ATHL1	0	3_MACS_peak_4258_lociStitched
ATM	0	1_MACS_peak_5429_lociStitched
ATN1	0	6_MACS_peak_5872_lociStitched
ATOX1	0	3_MACS_peak_23784_lociStitched
ATP11B	0	3_MACS_peak_20685_lociStitched
ATP1A3	0	3_MACS_peak_13980_lociStitched
ATP2C1	0	1_MACS_peak_20115_lociStitched
ATP5B	0	6_MACS_peak_6528_lociStitched,2_MACS_peak_6526_lociStitched
ATP5D	0	5_MACS_peak_13160_lociStitched
