GENE	CHROM	START	STOP	ENHANCER_ID
ARF1	chr1	228269107	228273500	3_MACS_peak_1885_lociStitched
ARID3A	chr19	924339	928343	2_MACS_peak_7340_lociStitched
ARID3A	chr19	892245	893895	1_MACS_peak_7336_lociStitched
BCL6B	chr17	6915212	6918863	5_MACS_peak_6348_lociStitched
CHD2	chr15	93425037	93429102	2_MACS_peak_5657_lociStitched
CHD2	chr15	93445742	93448973	1_MACS_peak_5660_lociStitched
DDIT3	chr12	57913199	57916881	5_MACS_peak_3893_lociStitched
ELF2	chr4	140097299	140099772	1_MACS_peak_12028_lociStitched
ELK4	chr1	205599601	205601800	1_MACS_peak_1670_lociStitched
FOSB	chr19	45970567	45973166	3_MACS_peak_8190_lociStitched
FOXO3	chr6	108878422	108882575	3_MACS_peak_13643_lociStitched
HBP1	chr7	106807790	106810641	3_MACS_peak_14384_lociStitched
JUNB	chr19	12899874	12905232	1_MACS_peak_7731_lociStitched
JUND	chr19	18389961	18393693	2_MACS_peak_7900_lociStitched
JUND	chr19	18413645	18416487	2_MACS_peak_7903_lociStitched
KLF13	chr15	31555264	31559843	2_MACS_peak_5051_lociStitched
KLF13	chr15	31616902	31621209	2_MACS_peak_5053_lociStitched
KLF13	chr15	31643525	31646697	2_MACS_peak_5058_lociStitched
KLF13	chr15	31637198	31640062	1_MACS_peak_5055_lociStitched
KLF16	chr19	1847315	1848911	1_MACS_peak_7398_lociStitched
KLF2	chr19	16434952	16439887	2_MACS_peak_7837_lociStitched
KLF2	chr19	16475834	16478312	1_MACS_peak_7841_lociStitched
MEF2C	chr5	88177554	88182945	7_MACS_peak_12440_lociStitched
MEF2D	chr1	156457032	156471720	6_MACS_peak_1117_lociStitched
MEF2D	chr1	156473878	156475828	1_MACS_peak_1123_lociStitched
MEIS2	chr15	37325810	37328220	1_MACS_peak_5089_lociStitched
MIXL1	chr1	226373110	226375127	1_MACS_peak_1846_lociStitched
MYBL2	chr20	42309367	42312082	2_MACS_peak_9867_lociStitched
MYC	chr8	128747002	128753168	4_MACS_peak_15035_lociStitched
NHLH1	chr1	160311977	160313749	1_MACS_peak_1179_lociStitched
NR3C1	chr5	142781774	142785347	2_MACS_peak_12704_lociStitched
NR4A2	chr2	157197597	157199912	1_MACS_peak_9210_lociStitched
NR4A2	chr2	157188703	157191988	3_MACS_peak_9207_lociStitched
NR5A2	chr1	199997620	200000509	2_MACS_peak_1543_lociStitched
PAX4	chr7	127290976	127293134	2_MACS_peak_14465_lociStitched
PBX4	chr19	19771954	19775048	1_MACS_peak_7960_lociStitched
POU2F1	chr1	167188811	167192253	2_MACS_peak_1296_lociStitched
PRDM1	chr6	106533275	106540875	3_MACS_peak_13621_lociStitched
RAX2	chr19	3761071	3763558	3_MACS_peak_7497_lociStitched
RFX1	chr19	14115319	14118348	1_MACS_peak_7773_lociStitched
RFX3	chr9	3525290	3527759	2_MACS_peak_15171_lociStitched
SIN3A	chr15	75742644	75748690	5_MACS_peak_5475_lociStitched
TCF3	chr19	1648113	1653641	3_MACS_peak_7390_lociStitched
USF1	chr1	161014451	161017648	1_MACS_peak_1216_lociStitched
XBP1	chr22	29194224	29198532	2_MACS_peak_10370_lociStitched
ZBTB38	chr3	141119424	141123745	2_MACS_peak_11253_lociStitched
ZBTB38	chr3	141102398	141108133	5_MACS_peak_11248_lociStitched
ZBTB7B	chr1	154946014	154949261	1_MACS_peak_1032_lociStitched
ZBTB7B	chr1	154971324	154974655	1_MACS_peak_1034_lociStitched
ZFP91	chr11	58345089	58347422	2_MACS_peak_2936_lociStitched
ZNF490	chr19	12721010	12722917	1_MACS_peak_7718_lociStitched
ZNF672	chr1	249132359	249133612	1_MACS_peak_2035_lociStitched
ZNF687	chr1	151253741	151256228	2_MACS_peak_952_lociStitched
ZNF692	chr1	249132359	249133612	1_MACS_peak_2035_lociStitched
ZNF775	chr7	150101112	150104984	2_MACS_peak_14579_lociStitched
ZNF791	chr19	12721010	12722917	1_MACS_peak_7718_lociStitched
