GENE	CHROM	START	STOP	ENHANCER_ID
ARF1	chr1	228269493	228273818	2_MACS_peak_2680_lociStitched
ARF4	chr3	57580967	57584933	1_MACS_peak_18803_lociStitched
ARF5	chr7	127224518	127229440	2_MACS_peak_25896_lociStitched
ARID5A	chr2	97192307	97205343	4_MACS_peak_14899_lociStitched
ATF5	chr19	50423241	50434748	3_MACS_peak_13726_lociStitched
ATF5	chr19	50378827	50382069	1_MACS_peak_13723_lociStitched
BARX2	chr11	129304304	129318616	5_MACS_peak_5382_lociStitched
BARX2	chr11	129234187	129250183	7_MACS_peak_5367_lociStitched
BCL6B	chr17	6915179	6919408	1_MACS_peak_10754_lociStitched
BHLHA15	chr7	97839678	97843302	2_MACS_peak_25555_lociStitched
BHLHE41	chr12	26266295	26280727	6_MACS_peak_5675_lociStitched
CAMTA2	chr17	4842430	4854726	6_MACS_peak_10724_lociStitched
CEBPG	chr19	33863313	33866010	2_MACS_peak_13249_lociStitched
CHD2	chr15	93424664	93429176	2_MACS_peak_9560_lociStitched
CHD2	chr15	93439632	93451115	5_MACS_peak_9562_lociStitched
CNOT3	chr19	54640055	54643112	2_MACS_peak_13794_lociStitched
CREB1	chr2	208392837	208396156	1_MACS_peak_15757_lociStitched
CREB3L2	chr7	137663406	137687825	17_MACS_peak_26018_lociStitched
DMRTC2	chr19	42363652	42389159	13_MACS_peak_13439_lociStitched
ERF	chr19	42720082	42725312	2_MACS_peak_13466_lociStitched
ERF	chr19	42771663	42775712	1_MACS_peak_13474_lociStitched
ESRRA	chr11	64050951	64053954	1_MACS_peak_4503_lociStitched
ESRRA	chr11	64070838	64074595	1_MACS_peak_4504_lociStitched
FIZ1	chr19	56143194	56159965	4_MACS_peak_13832_lociStitched
FLI1	chr11	128623083	128631225	2_MACS_peak_5355_lociStitched
FOSB	chr19	45942669	45959805	4_MACS_peak_13558_lociStitched
FOSB	chr19	45970249	45974233	1_MACS_peak_13562_lociStitched
FOXO3	chr6	108878367	108888022	5_MACS_peak_24221_lociStitched
FOXP2	chr7	113722940	113728179	1_MACS_peak_25754_lociStitched
HBP1	chr7	106807872	106813867	3_MACS_peak_25726_lociStitched
HES1	chr3	193848834	193860131	4_MACS_peak_20050_lociStitched
HES5	chr1	2473269	2489043	4_MACS_peak_73_lociStitched
HES7	chr17	8053712	8067145	6_MACS_peak_10813_lociStitched
IKZF1	chr7	50343063	50361759	5_MACS_peak_25177_lociStitched
IRF1	chr5	131812971	131837014	7_MACS_peak_22359_lociStitched
IRF1	chr5	131791388	131803721	3_MACS_peak_22356_lociStitched
