GENE	CHROM	START	STOP	ENHANCER_ID
AIRE	chr21	45758449	45760124	1_MACS_peak_18169_lociStitched
ARF1	chr1	228269438	228273274	1_MACS_peak_2858_lociStitched
ARF4	chr3	57581203	57584809	1_MACS_peak_19782_lociStitched
BACH1	chr21	30670626	30673826	1_MACS_peak_17911_lociStitched
BBX	chr3	107241376	107245144	1_MACS_peak_20051_lociStitched
BCL11A	chr2	60776132	60783101	2_MACS_peak_15228_lociStitched
BCL6B	chr17	6915176	6919274	1_MACS_peak_11309_lociStitched
BCLAF1	chr6	136608937	136612449	1_MACS_peak_25485_lociStitched
BHLHE41	chr12	26272722	26280298	1_MACS_peak_5987_lociStitched
BRCA1	chr17	41321363	41324323	2_MACS_peak_11900_lociStitched
CAMTA2	chr17	4850205	4854264	2_MACS_peak_11279_lociStitched
CEBPB	chr20	48806624	48810248	1_MACS_peak_17582_lociStitched
CEBPG	chr19	33863096	33866147	2_MACS_peak_13919_lociStitched
CHD2	chr15	93443179	93449081	1_MACS_peak_9999_lociStitched
CHD2	chr15	93424390	93428786	1_MACS_peak_9998_lociStitched
CNOT3	chr19	54640268	54643130	3_MACS_peak_14484_lociStitched
CREB1	chr2	208392765	208396158	1_MACS_peak_16664_lociStitched
CREB3L2	chr7	137664504	137672848	3_MACS_peak_27114_lociStitched
CREM	chr10	35415226	35417567	1_MACS_peak_3396_lociStitched
CST6	chr11	65818744	65821061	1_MACS_peak_4855_lociStitched
CTCF	chr16	67562191	67565684	1_MACS_peak_10781_lociStitched
CTCF	chr16	67595397	67599029	2_MACS_peak_10787_lociStitched
DBP	chr19	49137058	49142158	2_MACS_peak_14349_lociStitched
DDIT3	chr12	57913109	57917476	1_MACS_peak_6492_lociStitched
DEAF1	chr11	693875	697230	1_MACS_peak_4242_lociStitched
ERF	chr19	42720192	42722894	1_MACS_peak_14152_lociStitched
ERF	chr19	42771733	42775503	1_MACS_peak_14157_lociStitched
ESRRA	chr11	64084202	64086855	1_MACS_peak_4750_lociStitched
ESRRA	chr11	64051290	64053772	1_MACS_peak_4748_lociStitched
ESRRA	chr11	64036300	64039564	1_MACS_peak_4747_lociStitched
FIZ1	chr19	56145595	56147879	2_MACS_peak_14526_lociStitched
FLI1	chr11	128562294	128565882	1_MACS_peak_5648_lociStitched
FOSB	chr19	45970232	45973958	1_MACS_peak_14240_lociStitched
FOSB	chr19	45952693	45955475	2_MACS_peak_14237_lociStitched
FOSB	chr19	45946221	45948674	1_MACS_peak_14236_lociStitched
FOSL2	chr2	28612648	28617587	2_MACS_peak_14897_lociStitched
FOXN3	chr14	90082346	90088395	2_MACS_peak_8664_lociStitched
FOXN3	chr14	89769285	89772894	1_MACS_peak_8650_lociStitched
FOXN3	chr14	89881596	89884739	1_MACS_peak_8658_lociStitched
FOXO3	chr6	108878458	108885195	1_MACS_peak_25215_lociStitched
FOXP1	chr3	71630349	71634100	1_MACS_peak_19869_lociStitched
FOXP2	chr7	113722763	113728206	1_MACS_peak_26930_lociStitched
GFI1	chr1	92947909	92952909	1_MACS_peak_1334_lociStitched
GLIS3	chr9	4296795	4300598	1_MACS_peak_28517_lociStitched
GZF1	chr20	23341726	23344268	1_MACS_peak_17164_lociStitched
HAP1	chr17	39844443	39846783	1_MACS_peak_11839_lociStitched
HBP1	chr7	106807861	106811073	2_MACS_peak_26905_lociStitched
HES5	chr1	2477178	2481457	2_MACS_peak_87_lociStitched
HES7	chr17	8053884	8060875	4_MACS_peak_11357_lociStitched
HES7	chr17	8065052	8067022	1_MACS_peak_11362_lociStitched
HEY1	chr8	80634357	80639364	2_MACS_peak_27806_lociStitched
HEY2	chr6	126067601	126072828	1_MACS_peak_25367_lociStitched
HIVEP2	chr6	143264708	143269656	1_MACS_peak_25579_lociStitched
IRF1	chr5	131822313	131827974	3_MACS_peak_23350_lociStitched
IRF1	chr5	131791281	131796230	1_MACS_peak_23343_lociStitched
IRF2	chr4	185393104	185397807	2_MACS_peak_22252_lociStitched
IRF3	chr19	50178703	50184237	3_MACS_peak_14407_lociStitched
IRF3	chr19	50142907	50146363	3_MACS_peak_14402_lociStitched
IRF4	chr6	388942	405813	1_MACS_peak_24005_lociStitched
IRF9	chr14	24663963	24666493	1_MACS_peak_8074_lociStitched
ISL2	chr15	76627360	76630750	1_MACS_peak_9734_lociStitched
JUN	chr1	59247475	59251511	1_MACS_peak_992_lociStitched
JUNB	chr19	12899020	12905553	1_MACS_peak_13571_lociStitched
JUND	chr19	18389870	18393901	1_MACS_peak_13773_lociStitched
KLF10	chr8	103665631	103670115	2_MACS_peak_27996_lociStitched
KLF12	chr13	74706385	74710611	1_MACS_peak_7792_lociStitched
KLF13	chr15	31616536	31622055	1_MACS_peak_9058_lociStitched
KLF13	chr15	31554879	31559707	1_MACS_peak_9055_lociStitched
KLF13	chr15	31643921	31647892	2_MACS_peak_9061_lociStitched
KLF13	chr15	31636391	31642324	1_MACS_peak_9060_lociStitched
KLF13	chr15	31726302	31730586	2_MACS_peak_9072_lociStitched
KLF13	chr15	31519948	31524060	1_MACS_peak_9052_lociStitched
KLF15	chr3	126074506	126076800	1_MACS_peak_20301_lociStitched
KLF2	chr19	16434127	16440355	1_MACS_peak_13683_lociStitched
KLF2	chr19	16479760	16484100	3_MACS_peak_13688_lociStitched
KLF6	chr10	3823957	3828768	1_MACS_peak_3023_lociStitched
KLF7	chr2	208029426	208032231	1_MACS_peak_16657_lociStitched
KLF9	chr9	73033263	73036385	1_MACS_peak_28989_lociStitched
LHX6	chr9	125025971	125028446	1_MACS_peak_29410_lociStitched
MAFG	chr17	79894312	79896262	1_MACS_peak_12585_lociStitched
MEF2A	chr15	100104397	100108008	1_MACS_peak_10043_lociStitched
MEF2B	chr19	19269431	19273513	2_MACS_peak_13825_lociStitched
MEF2C	chr5	88175276	88180996	2_MACS_peak_22937_lociStitched
MNT	chr17	2302313	2306110	1_MACS_peak_11217_lociStitched
MYNN	chr3	169489806	169492162	1_MACS_peak_20683_lociStitched
MZF1	chr19	59083655	59087784	3_MACS_peak_14603_lociStitched
MZF1	chr19	59068505	59071575	1_MACS_peak_14602_lociStitched
NFE2L2	chr2	178126828	178130877	2_MACS_peak_16370_lociStitched
NFE2L2	chr2	178075955	178078944	1_MACS_peak_16369_lociStitched
NFE2L3	chr7	26237784	26242386	2_MACS_peak_26119_lociStitched
NFIL3	chr9	94183207	94187799	1_MACS_peak_29106_lociStitched
NFYA	chr6	41039104	41042709	2_MACS_peak_24766_lociStitched
NR1D2	chr3	23986082	23988834	1_MACS_peak_19268_lociStitched
NR2C2	chr3	14988128	14990804	1_MACS_peak_19164_lociStitched
NR3C1	chr5	142780196	142785595	3_MACS_peak_23601_lociStitched
NR3C1	chr5	142599779	142603274	1_MACS_peak_23590_lociStitched
NR4A2	chr2	157188189	157191836	1_MACS_peak_16184_lociStitched
NR4A2	chr2	157197042	157200208	1_MACS_peak_16185_lociStitched
NR4A3	chr9	102580959	102585605	1_MACS_peak_29213_lociStitched
NRL	chr14	24562169	24564992	1_MACS_peak_8065_lociStitched
PAX4	chr7	127290830	127293998	2_MACS_peak_27019_lociStitched
PAX5	chr9	37033608	37038255	1_MACS_peak_28805_lociStitched
PAX5	chr9	36993360	36998176	4_MACS_peak_28795_lociStitched
PAX5	chr9	37078930	37081232	1_MACS_peak_28807_lociStitched
PEG3	chr19	57348410	57351482	1_MACS_peak_14546_lociStitched
PRDM1	chr6	106531205	106541197	3_MACS_peak_25167_lociStitched
PRDM1	chr6	106610697	106617274	7_MACS_peak_25185_lociStitched
PRDM10	chr11	129871280	129874074	1_MACS_peak_5670_lociStitched
RARA	chr17	38476053	38483513	3_MACS_peak_11829_lociStitched
RAX2	chr19	3760670	3763385	2_MACS_peak_13313_lociStitched
RBPJ	chr4	26320409	26323679	1_MACS_peak_21316_lociStitched
RELA	chr11	65429084	65431800	1_MACS_peak_4834_lociStitched
RELA	chr11	65380495	65384469	2_MACS_peak_4828_lociStitched
RFX1	chr19	14115652	14118457	1_MACS_peak_13621_lociStitched
RFX3	chr9	3524283	3527860	1_MACS_peak_28505_lociStitched
RORA	chr15	60883054	60885586	1_MACS_peak_9453_lociStitched
RUNX1	chr21	36257360	36263479	1_MACS_peak_17994_lociStitched
RXRA	chr9	137282190	137285043	1_MACS_peak_29713_lociStitched
SF1	chr11	64544655	64547579	1_MACS_peak_4754_lociStitched
SIN3A	chr15	75742563	75748942	2_MACS_peak_9716_lociStitched
SIX5	chr19	46270522	46274869	1_MACS_peak_14262_lociStitched
SMAD7	chr18	46473290	46479943	3_MACS_peak_12922_lociStitched
SNAI3	chr16	88715160	88719241	2_MACS_peak_11077_lociStitched
SPI1	chr11	47398075	47401098	1_MACS_peak_4578_lociStitched
TCF12	chr15	57209527	57212561	1_MACS_peak_9413_lociStitched
TFEB	chr6	41699268	41703544	3_MACS_peak_24782_lociStitched
TGIF2	chr20	35200721	35204023	1_MACS_peak_17327_lociStitched
TP53	chr17	7588449	7591186	1_MACS_peak_11348_lociStitched
USF1	chr1	161013650	161018071	1_MACS_peak_2154_lociStitched
VSX1	chr20	25035048	25040037	2_MACS_peak_17174_lociStitched
XBP1	chr22	29193943	29199050	1_MACS_peak_18508_lociStitched
ZBTB1	chr14	64968347	64972704	3_MACS_peak_8376_lociStitched
ZBTB11	chr3	101394204	101396687	2_MACS_peak_20015_lociStitched
ZBTB20	chr3	114864505	114867676	2_MACS_peak_20195_lociStitched
ZBTB3	chr11	62492416	62496726	2_MACS_peak_4704_lociStitched
ZBTB32	chr19	36235464	36237233	1_MACS_peak_13955_lociStitched
ZBTB38	chr3	141097354	141112438	4_MACS_peak_20473_lociStitched
ZBTB38	chr3	141125394	141134599	5_MACS_peak_20479_lociStitched
ZBTB38	chr3	141117998	141124402	2_MACS_peak_20477_lociStitched
ZBTB7A	chr19	4063645	4067941	2_MACS_peak_13322_lociStitched
ZFP91	chr11	58340317	58347871	2_MACS_peak_4628_lociStitched
ZIM2	chr19	57348410	57351482	1_MACS_peak_14546_lociStitched
ZNF135	chr19	58608382	58610875	1_MACS_peak_14581_lociStitched
ZNF136	chr19	12273465	12275104	1_MACS_peak_13544_lociStitched
ZNF143	chr11	9481332	9484645	2_MACS_peak_4346_lociStitched
ZNF20	chr19	12273465	12275104	1_MACS_peak_13544_lociStitched
ZNF215	chr11	6981675	6985860	2_MACS_peak_4318_lociStitched
ZNF215	chr11	6946725	6949708	1_MACS_peak_4317_lociStitched
ZNF283	chr19	44280408	44285812	1_MACS_peak_14187_lociStitched
ZNF331	chr19	54056550	54059194	2_MACS_peak_14480_lociStitched
ZNF367	chr9	99178846	99182092	1_MACS_peak_29177_lociStitched
ZNF440	chr19	11877100	11879201	1_MACS_peak_13529_lociStitched
ZNF441	chr19	11877100	11879201	1_MACS_peak_13529_lociStitched
ZNF460	chr19	57790456	57793051	1_MACS_peak_14551_lociStitched
