GENE	TF	CHROM	START	STOP	ENHANCER_ID
A1BG	0	chr19	58891194	58899829	2_MACS_peak_12022_lociStitched
A1BG-AS1	0	chr19	58891194	58899829	2_MACS_peak_12022_lociStitched
AARS2	0	chr6	44223437	44233900	2_MACS_peak_19570_lociStitched
ABCA7	0	chr19	1018921	1031306	3_MACS_peak_10652_lociStitched
ABCA7	0	chr19	1066547	1070272	1_MACS_peak_10656_lociStitched
ABHD12	0	chr20	25261619	25282492	3_MACS_peak_13895_lociStitched
ACAP3	0	chr1	1239496	1245981	1_MACS_peak_40_lociStitched
ACBD3	0	chr1	226308755	226316734	2_MACS_peak_2248_lociStitched
ACO2	0	chr22	41839952	41844779	1_MACS_peak_15093_lociStitched
ACTG1	0	chr17	79476674	79487377	2_MACS_peak_10109_lociStitched
ACTR3C	0	chr7	150062799	150084022	2_MACS_peak_21459_lociStitched
ADAM15	0	chr1	154969609	154980183	1_MACS_peak_1539_lociStitched
ADAM15	0	chr1	155016979	155026212	2_MACS_peak_1541_lociStitched
ADAMTSL4	0	chr1	150532083	150541898	1_MACS_peak_1431_lociStitched
ADAMTSL4	0	chr1	150547928	150554221	2_MACS_peak_1432_lociStitched
ADAT3	0	chr19	1847348	1865605	3_MACS_peak_10701_lociStitched
ADCY1	0	chr7	45438184	45451231	4_MACS_peak_20672_lociStitched
ADCY10	0	chr1	167902911	167908243	1_MACS_peak_1752_lociStitched
ADCY7	0	chr16	50298820	50318816	4_MACS_peak_8405_lociStitched
ADM2	0	chr22	50962551	50983750	4_MACS_peak_15266_lociStitched
ADORA2A	0	chr22	24819693	24831254	3_MACS_peak_14769_lociStitched
AFMID	0	chr17	76117418	76152295	7_MACS_peak_10009_lociStitched
AFMID	0	chr17	76163926	76177580	2_MACS_peak_10016_lociStitched
AGAP1	0	chr2	236402292	236424114	4_MACS_peak_13642_lociStitched
AHNAK	0	chr11	62305396	62327475	4_MACS_peak_3892_lociStitched
AIRE	1	chr21	45659045	45667803	2_MACS_peak_14591_lociStitched
ALDH3B1	0	chr11	67761481	67778616	4_MACS_peak_4125_lociStitched
ALDOA	0	chr16	30074614	30078873	1_MACS_peak_8283_lociStitched
ALG12	0	chr22	50352820	50364832	3_MACS_peak_15239_lociStitched
ALG12	0	chr22	50324723	50331615	2_MACS_peak_15235_lociStitched
ALKBH4	0	chr7	102062618	102092598	6_MACS_peak_21144_lociStitched
