GENE	TF	ENHANCER_LIST
AARS2	0	2_MACS_peak_14008_lociStitched
AASDHPPT	0	1_MACS_peak_3125_lociStitched
ABCF1	0	1_MACS_peak_13752_lociStitched,1_MACS_peak_13754_lociStitched
ACADVL	0	2_MACS_peak_6452_lociStitched
ACBD7	0	1_MACS_peak_1810_lociStitched
ACE	0	1_MACS_peak_7068_lociStitched
ACO2	0	1_MACS_peak_10889_lociStitched
ACTR3C	0	1_MACS_peak_15292_lociStitched
ADAMTSL4	0	4_MACS_peak_1013_lociStitched
ADAT3	0	1_MACS_peak_7680_lociStitched
ADM2	0	1_MACS_peak_10986_lociStitched
ADPGK	0	1_MACS_peak_5508_lociStitched
ADRBK1	0	1_MACS_peak_2899_lociStitched
AEN	0	3_MACS_peak_5665_lociStitched
AFF4	0	1_MACS_peak_13118_lociStitched
AGPHD1	0	1_MACS_peak_5579_lociStitched
AHNAK	0	1_MACS_peak_2726_lociStitched
AKAP5	0	2_MACS_peak_4780_lociStitched
AKAP8	0	1_MACS_peak_8012_lociStitched,2_MACS_peak_8009_lociStitched
AKAP8L	0	1_MACS_peak_8012_lociStitched
AKT1S1	0	1_MACS_peak_8487_lociStitched,1_MACS_peak_8484_lociStitched
ALDH1A3	0	1_MACS_peak_5740_lociStitched
ALDOA	0	2_MACS_peak_6026_lociStitched
ALG12	0	3_MACS_peak_10967_lociStitched
ALG2	0	1_MACS_peak_16314_lociStitched
ALG9	0	1_MACS_peak_3159_lociStitched
ALKBH4	0	2_MACS_peak_15053_lociStitched
ALKBH5	0	1_MACS_peak_6546_lociStitched
ALKBH7	0	1_MACS_peak_7812_lociStitched
ALOX12	0	1_MACS_peak_6440_lociStitched
AMBRA1	0	1_MACS_peak_2642_lociStitched
AMH	0	3_MACS_peak_7702_lociStitched
AMIGO3	0	1_MACS_peak_11303_lociStitched
AMZ2	0	4_MACS_peak_7141_lociStitched
ANKDD1A	0	1_MACS_peak_5432_lociStitched
ANKRA2	0	1_MACS_peak_12861_lociStitched
ANKRD10	0	2_MACS_peak_4518_lociStitched
ANKRD12	0	2_MACS_peak_7392_lociStitched
ANKRD13D	0	1_MACS_peak_2899_lociStitched
ANKRD19	0	1_MACS_peak_16260_lociStitched
ANKRD28	0	1_MACS_peak_11088_lociStitched
ANKRD36BP2	0	2_MACS_peak_9174_lociStitched
ANKRD37	0	1_MACS_peak_12597_lociStitched
ANKRD42	0	1_MACS_peak_3062_lociStitched,2_MACS_peak_3060_lociStitched
ANKZF1	0	1_MACS_peak_9742_lociStitched
ANP32A	0	1_MACS_peak_5477_lociStitched
ANP32B	0	1_MACS_peak_16307_lociStitched
APEH	0	1_MACS_peak_11303_lociStitched
API5	0	1_MACS_peak_2622_lociStitched
APLP1	0	1_MACS_peak_8193_lociStitched
APOLD1	0	4_MACS_peak_3416_lociStitched,1_MACS_peak_3420_lociStitched
APTX	0	1_MACS_peak_16044_lociStitched
ARF1	1	1_MACS_peak_1595_lociStitched
ARFGAP3	0	1_MACS_peak_10915_lociStitched
ARHGAP30	0	1_MACS_peak_1197_lociStitched
ARHGAP33	0	1_MACS_peak_8190_lociStitched
ARHGAP4	0	3_MACS_peak_17157_lociStitched
ARHGEF37	0	1_MACS_peak_13263_lociStitched
ARID1A	0	2_MACS_peak_286_lociStitched
ARID2	0	3_MACS_peak_3545_lociStitched
ARIH1	0	1_MACS_peak_5505_lociStitched
ARMC5	0	1_MACS_peak_6079_lociStitched
ARPM1	0	1_MACS_peak_11806_lociStitched
ARPP19	0	1_MACS_peak_5356_lociStitched
ARRDC3	0	1_MACS_peak_12953_lociStitched
ARSG	0	4_MACS_peak_7141_lociStitched
ASCL3	0	1_MACS_peak_2522_lociStitched
