GENE	CHROM	START	STOP	ENHANCER_ID
ARF1	chr1	228269426	228273099	1_MACS_peak_1959_lociStitched
ARF4	chr3	57581301	57584921	2_MACS_peak_13130_lociStitched
ATF3	chr1	212780039	212783426	1_MACS_peak_1816_lociStitched
ATF3	chr1	212731352	212732911	1_MACS_peak_1813_lociStitched
ATF4	chr22	39914981	39917842	1_MACS_peak_12519_lociStitched
ATF5	chr19	50423542	50428409	3_MACS_peak_9808_lociStitched
BACH1	chr21	30670512	30673791	1_MACS_peak_11978_lociStitched
BCLAF1	chr6	136609224	136612045	1_MACS_peak_16673_lociStitched
BHLHA15	chr7	97839755	97842400	3_MACS_peak_17381_lociStitched
BHLHE40	chr3	5018505	5022262	2_MACS_peak_12700_lociStitched
BHLHE41	chr12	26273559	26280255	1_MACS_peak_4080_lociStitched
BRCA1	chr17	41321388	41324044	1_MACS_peak_7993_lociStitched
CAMTA2	chr17	4850614	4854170	1_MACS_peak_7542_lociStitched
CEBPB	chr20	48806629	48810179	1_MACS_peak_11796_lociStitched
CEBPG	chr19	33863196	33865970	2_MACS_peak_9448_lociStitched
CHD2	chr15	93443244	93449007	2_MACS_peak_6609_lociStitched
CHD2	chr15	93425163	93428658	2_MACS_peak_6607_lociStitched
CNOT3	chr19	54640022	54642753	3_MACS_peak_9846_lociStitched
CREB1	chr2	208393100	208396048	1_MACS_peak_11169_lociStitched
CREB3L2	chr7	137664874	137668750	2_MACS_peak_17650_lociStitched
CREM	chr10	35415334	35417469	1_MACS_peak_2289_lociStitched
DDIT3	chr12	57912946	57917286	1_MACS_peak_4405_lociStitched
ELF1	chr13	41633578	41636716	1_MACS_peak_5028_lociStitched
ELF2	chr4	140097074	140100056	1_MACS_peak_14499_lociStitched
ELK4	chr1	205598826	205601906	1_MACS_peak_1738_lociStitched
FOS	chr14	75743285	75746716	1_MACS_peak_5649_lociStitched
FOSB	chr19	45970266	45973864	1_MACS_peak_9678_lociStitched
FOSB	chr19	45952909	45955209	1_MACS_peak_9676_lociStitched
FOSL2	chr2	28612645	28616883	1_MACS_peak_10074_lociStitched
FOXN2	chr2	48540221	48543333	2_MACS_peak_10219_lociStitched
FOXP2	chr7	113724376	113727342	1_MACS_peak_17541_lociStitched
GLI1	chr12	57847721	57851317	2_MACS_peak_4400_lociStitched
HAP1	chr17	39844356	39847373	3_MACS_peak_7947_lociStitched
HBP1	chr7	106807736	106810890	1_MACS_peak_17517_lociStitched
HIVEP2	chr6	143264957	143269473	1_MACS_peak_16713_lociStitched
IRF2	chr4	185392858	185397191	1_MACS_peak_14706_lociStitched
IRF4	chr6	389237	397134	7_MACS_peak_15802_lociStitched
IRF9	chr14	24663800	24666546	1_MACS_peak_5385_lociStitched
JUN	chr1	59247283	59251527	1_MACS_peak_692_lociStitched
JUNB	chr19	12899387	12905361	3_MACS_peak_9215_lociStitched
JUND	chr19	18389287	18393633	1_MACS_peak_9367_lociStitched
KLF13	chr15	31617110	31621429	2_MACS_peak_5985_lociStitched
KLF2	chr19	16434199	16440393	1_MACS_peak_9307_lociStitched
KLF6	chr10	3824265	3828560	1_MACS_peak_2113_lociStitched
KLF7	chr2	208028600	208032334	2_MACS_peak_11161_lociStitched
KLF9	chr9	73032887	73036590	1_MACS_peak_18904_lociStitched
KLF9	chr9	73025888	73029875	1_MACS_peak_18903_lociStitched
LHX6	chr9	125026213	125028254	1_MACS_peak_19225_lociStitched
MAFG	chr17	79894363	79896071	1_MACS_peak_8541_lociStitched
MEF2A	chr15	100104869	100107351	1_MACS_peak_6632_lociStitched
MEF2C	chr5	88175733	88181330	5_MACS_peak_15145_lociStitched
MNT	chr17	2302285	2306008	2_MACS_peak_7493_lociStitched
MXI1	chr10	111967052	111972597	1_MACS_peak_2753_lociStitched
MZF1	chr19	59083775	59087641	3_MACS_peak_9922_lociStitched
NFE2L2	chr2	178127878	178130780	1_MACS_peak_10992_lociStitched
NFE2L2	chr2	178075923	178078655	1_MACS_peak_10991_lociStitched
NFE2L3	chr7	26237789	26242575	1_MACS_peak_17007_lociStitched
NFIL3	chr9	94183603	94188015	2_MACS_peak_19005_lociStitched
NFKB2	chr10	104153347	104156198	1_MACS_peak_2699_lociStitched
NFYA	chr6	41039052	41042642	2_MACS_peak_16264_lociStitched
NR1D1	chr17	38253740	38257714	3_MACS_peak_7926_lociStitched
NR1D2	chr3	23986143	23988542	1_MACS_peak_12828_lociStitched
NR3C1	chr5	142781528	142785580	1_MACS_peak_15530_lociStitched
NR3C1	chr5	142599864	142603371	1_MACS_peak_15525_lociStitched
NR4A2	chr2	157188319	157191909	1_MACS_peak_10876_lociStitched
NR4A2	chr2	157197198	157200206	1_MACS_peak_10877_lociStitched
NR4A3	chr9	102581107	102585385	1_MACS_peak_19092_lociStitched
NRL	chr14	24561853	24565044	1_MACS_peak_5377_lociStitched
PAX4	chr7	127290863	127293350	1_MACS_peak_17584_lociStitched
PLAGL2	chr20	30792324	30796147	1_MACS_peak_11564_lociStitched
POU2F1	chr1	167188808	167192324	2_MACS_peak_1445_lociStitched
PRDM1	chr6	106531867	106540776	5_MACS_peak_16545_lociStitched
PRDM10	chr11	129871438	129874090	1_MACS_peak_3857_lociStitched
PRDM5	chr4	121841876	121844784	2_MACS_peak_14436_lociStitched
RARA	chr17	38477559	38481229	2_MACS_peak_7938_lociStitched
RBPJ	chr4	26320396	26323718	1_MACS_peak_14040_lociStitched
RFX1	chr19	14115995	14118416	1_MACS_peak_9257_lociStitched
RFX3	chr9	3524405	3528323	1_MACS_peak_18566_lociStitched
RUNX1	chr21	36259987	36262769	1_MACS_peak_12019_lociStitched
RXRA	chr9	137282471	137285000	1_MACS_peak_19439_lociStitched
TBX6	chr16	30075533	30078434	1_MACS_peak_7014_lociStitched
THRA	chr17	38253740	38257714	3_MACS_peak_7926_lociStitched
TP53	chr17	7588661	7591214	1_MACS_peak_7595_lociStitched
USF1	chr1	161013743	161018204	1_MACS_peak_1381_lociStitched
VSX1	chr20	25037055	25039687	1_MACS_peak_11533_lociStitched
XBP1	chr22	29192885	29199015	2_MACS_peak_12338_lociStitched
YY1	chr14	100703996	100707106	1_MACS_peak_5752_lociStitched
ZBTB38	chr3	141102559	141108583	3_MACS_peak_13547_lociStitched
ZBTB7A	chr19	4064037	4068129	2_MACS_peak_9031_lociStitched
ZBTB7B	chr1	154971274	154977150	1_MACS_peak_1251_lociStitched
ZBTB7B	chr1	154945917	154949235	1_MACS_peak_1249_lociStitched
ZBTB7B	chr1	154926142	154929470	2_MACS_peak_1245_lociStitched
ZFP91	chr11	58344304	58347769	1_MACS_peak_3224_lociStitched
ZFX	chrX	24166885	24168983	1_MACS_peak_19604_lociStitched
ZNF165	chr6	28047321	28049570	1_MACS_peak_16043_lociStitched
ZNF189	chr9	104159857	104162027	1_MACS_peak_19109_lociStitched
ZNF460	chr19	57790611	57792907	1_MACS_peak_9884_lociStitched
ZNF483	chr9	114244666	114247290	1_MACS_peak_19155_lociStitched
ZNF543	chr19	57790611	57792907	1_MACS_peak_9884_lociStitched
ZNF672	chr1	249131794	249133946	1_MACS_peak_2097_lociStitched
ZNF672	chr1	249118953	249121419	2_MACS_peak_2095_lociStitched
ZNF687	chr1	151253459	151256360	1_MACS_peak_1181_lociStitched
ZNF692	chr1	249131794	249133946	1_MACS_peak_2097_lociStitched
ZNF692	chr1	249118953	249121419	2_MACS_peak_2095_lociStitched
ZNF775	chr7	150064539	150066839	1_MACS_peak_17745_lociStitched
ZNF79	chr9	130212007	130214670	2_MACS_peak_19274_lociStitched
ZNF805	chr19	57790611	57792907	1_MACS_peak_9884_lociStitched
ZSCAN16	chr6	28047321	28049570	1_MACS_peak_16043_lociStitched
