GENE	CHROM	START	STOP	ENHANCER_ID
ARF1	chr1	228269272	228277302	4_MACS_peak_2110_lociStitched
ARF4	chr3	57581058	57585374	2_MACS_peak_14444_lociStitched
ARID3A	chr19	891447	893953	1_MACS_peak_9605_lociStitched
ARID3A	chr19	908499	913989	2_MACS_peak_9606_lociStitched
ARID3A	chr19	924508	927777	1_MACS_peak_9608_lociStitched
ARID5A	chr2	97191558	97205376	3_MACS_peak_11532_lociStitched
ATF4	chr22	39912132	39918901	4_MACS_peak_13687_lociStitched
BCL6	chr3	187461469	187464768	1_MACS_peak_15266_lociStitched
BCLAF1	chr6	136609145	136612394	2_MACS_peak_18554_lociStitched
BHLHE40	chr3	5019031	5029171	3_MACS_peak_13884_lociStitched
BHLHE41	chr12	26266507	26280172	6_MACS_peak_4372_lociStitched
BRCA1	chr17	41321568	41324147	1_MACS_peak_8670_lociStitched
CAMTA2	chr17	4842913	4854011	3_MACS_peak_8211_lociStitched
CHD2	chr15	93439539	93451565	4_MACS_peak_7177_lociStitched
CHD2	chr15	93424921	93432231	2_MACS_peak_7175_lociStitched
CREB3L2	chr7	137665261	137673088	3_MACS_peak_19817_lociStitched
CREB3L4	chr1	153929814	153940862	4_MACS_peak_1267_lociStitched
CREM	chr10	35415158	35417347	1_MACS_peak_2473_lociStitched
CTCFL	chr20	56044218	56057136	6_MACS_peak_12966_lociStitched
CUX1	chr7	101922079	101938209	5_MACS_peak_19548_lociStitched
DBP	chr19	49137108	49142105	1_MACS_peak_10630_lociStitched
DDIT3	chr12	57913297	57917172	1_MACS_peak_4703_lociStitched
ELF2	chr4	140097364	140100125	1_MACS_peak_16034_lociStitched
ELK4	chr1	205598842	205601881	1_MACS_peak_1893_lociStitched
ERF	chr19	42783656	42791228	4_MACS_peak_10485_lociStitched
ERF	chr19	42771647	42775627	2_MACS_peak_10483_lociStitched
ERF	chr19	42720594	42725204	2_MACS_peak_10479_lociStitched
ETV1	chr7	14019379	14031640	3_MACS_peak_18880_lociStitched
FIZ1	chr19	56110361	56117970	2_MACS_peak_10778_lociStitched
FLI1	chr11	128585803	128609725	15_MACS_peak_4125_lociStitched
FOS	chr14	75724783	75726881	1_MACS_peak_6079_lociStitched
FOS	chr14	75743331	75746937	2_MACS_peak_6080_lociStitched
FOSB	chr19	45970266	45973865	1_MACS_peak_10547_lociStitched
FOSB	chr19	45952954	45955279	1_MACS_peak_10546_lociStitched
FOSB	chr19	45981089	45982591	1_MACS_peak_10548_lociStitched
FOXO3	chr6	108878486	108888238	4_MACS_peak_18387_lociStitched
FOXP2	chr7	113722629	113728213	1_MACS_peak_19671_lociStitched
GZF1	chr20	23337669	23344223	4_MACS_peak_12625_lociStitched
HAP1	chr17	39844091	39846567	1_MACS_peak_8619_lociStitched
HBP1	chr7	106807612	106811218	1_MACS_peak_19637_lociStitched
HES5	chr1	2472124	2481458	3_MACS_peak_73_lociStitched
HES7	chr17	8053901	8067028	5_MACS_peak_8274_lociStitched
HIVEP2	chr6	143264855	143269541	1_MACS_peak_18617_lociStitched
IKZF1	chr7	50343636	50358283	2_MACS_peak_19179_lociStitched
IKZF3	chr17	38016598	38024494	3_MACS_peak_8587_lociStitched
IRF1	chr5	131822652	131834189	4_MACS_peak_17015_lociStitched
IRF2	chr4	185454786	185460169	2_MACS_peak_16210_lociStitched
IRF2	chr4	185392193	185396942	2_MACS_peak_16207_lociStitched
IRF3	chr19	50175385	50184120	4_MACS_peak_10677_lociStitched
IRF3	chr19	50143035	50146355	2_MACS_peak_10674_lociStitched
IRF9	chr14	24604819	24617254	4_MACS_peak_5713_lociStitched
JUN	chr1	59247294	59251648	2_MACS_peak_752_lociStitched
JUNB	chr19	12899151	12905402	1_MACS_peak_9981_lociStitched
JUND	chr19	18389498	18393877	1_MACS_peak_10155_lociStitched
KLF1	chr19	13043486	13057687	3_MACS_peak_9987_lociStitched
KLF13	chr15	31636616	31660979	2_MACS_peak_6423_lociStitched
KLF13	chr15	31616415	31622089	2_MACS_peak_6419_lociStitched
KLF16	chr19	1862799	1865386	1_MACS_peak_9664_lociStitched
KLF2	chr19	16434578	16442202	1_MACS_peak_10089_lociStitched
KLF2	chr19	16473995	16485584	4_MACS_peak_10092_lociStitched
KLF3	chr4	38664494	38676305	5_MACS_peak_15566_lociStitched
KLF6	chr10	3824324	3828717	1_MACS_peak_2238_lociStitched
KLF6	chr10	3910127	3918444	3_MACS_peak_2242_lociStitched
KLF9	chr9	73026796	73036061	2_MACS_peak_21129_lociStitched
MAF	chr16	79629965	79636196	1_MACS_peak_7968_lociStitched
MEF2C	chr5	88168010	88186115	2_MACS_peak_16726_lociStitched
MEF2C	chr5	88113351	88132893	6_MACS_peak_16720_lociStitched
MEF2D	chr1	156457453	156478911	10_MACS_peak_1384_lociStitched
MEIS2	chr15	37323107	37334396	2_MACS_peak_6476_lociStitched
MEIS2	chr15	37387414	37394342	3_MACS_peak_6479_lociStitched
MNT	chr17	2302344	2305923	1_MACS_peak_8166_lociStitched
MYNN	chr3	169489333	169492293	2_MACS_peak_15086_lociStitched
MZF1	chr19	59065654	59071413	2_MACS_peak_10846_lociStitched
MZF1	chr19	59083817	59087574	2_MACS_peak_10848_lociStitched
NFE2L2	chr2	178075586	178078966	1_MACS_peak_12013_lociStitched
NFE2L2	chr2	178127185	178130661	1_MACS_peak_12014_lociStitched
NFE2L3	chr7	26236590	26242731	1_MACS_peak_18969_lociStitched
NFIL3	chr9	94181626	94192340	3_MACS_peak_21234_lociStitched
NFIX	chr19	13043486	13057687	3_MACS_peak_9987_lociStitched
NFKB2	chr10	104153325	104159758	2_MACS_peak_2952_lociStitched
NR1D1	chr17	38251519	38264862	6_MACS_peak_8595_lociStitched
NR1D2	chr3	23986217	23991989	2_MACS_peak_14033_lociStitched
NR2C2	chr3	14987886	14990856	1_MACS_peak_13955_lociStitched
NR3C1	chr5	142774832	142785694	2_MACS_peak_17174_lociStitched
NR4A2	chr2	157188187	157192239	1_MACS_peak_11870_lociStitched
NR4A2	chr2	157196679	157200068	1_MACS_peak_11871_lociStitched
PAX4	chr7	127290788	127293213	2_MACS_peak_19732_lociStitched
PBX2	chr6	32157102	32164591	4_MACS_peak_17913_lociStitched
PBX4	chr19	19772057	19780319	4_MACS_peak_10205_lociStitched
POU2F1	chr1	167188848	167192671	2_MACS_peak_1535_lociStitched
POU5F1	chr6	31164922	31172286	2_MACS_peak_17863_lociStitched
PRDM1	chr6	106531895	106555020	8_MACS_peak_18360_lociStitched
PRDM10	chr11	129871432	129874185	1_MACS_peak_4143_lociStitched
RARA	chr17	38470611	38482946	6_MACS_peak_8606_lociStitched
RAX2	chr19	3760969	3763497	1_MACS_peak_9748_lociStitched
RELB	chr19	45504131	45505365	1_MACS_peak_10525_lociStitched
RFX1	chr19	14113753	14118503	2_MACS_peak_10020_lociStitched
RFX3	chr9	3524809	3528267	1_MACS_peak_20895_lociStitched
RREB1	chr6	7136589	7147831	6_MACS_peak_17595_lociStitched
RXRB	chr6	33167610	33176729	3_MACS_peak_17927_lociStitched
SIN3A	chr15	75742348	75748869	2_MACS_peak_6960_lociStitched
SOX11	chr2	5835479	5841509	1_MACS_peak_10859_lociStitched
SP3	chr2	174826838	174831133	2_MACS_peak_11986_lociStitched
SP4	chr7	21466097	21468500	1_MACS_peak_18923_lociStitched
TCF3	chr19	1648122	1653769	1_MACS_peak_9657_lociStitched
TFEC	chr7	115303155	115317357	5_MACS_peak_19679_lociStitched
THRA	chr17	38251519	38264862	6_MACS_peak_8595_lociStitched
USF1	chr1	161014068	161017688	1_MACS_peak_1474_lociStitched
XBP1	chr22	29183475	29199050	6_MACS_peak_13484_lociStitched
ZBED6	chr1	203732595	203739396	4_MACS_peak_1847_lociStitched
ZBTB1	chr14	64968365	64972578	2_MACS_peak_5945_lociStitched
ZBTB20	chr3	114864711	114867537	2_MACS_peak_14726_lociStitched
ZBTB32	chr19	36230832	36240037	5_MACS_peak_10304_lociStitched
ZBTB38	chr3	141117905	141161167	15_MACS_peak_14917_lociStitched
ZBTB38	chr3	141097475	141111319	3_MACS_peak_14914_lociStitched
ZBTB7A	chr19	4058066	4067515	4_MACS_peak_9754_lociStitched
ZBTB7B	chr1	154908154	154935570	7_MACS_peak_1304_lociStitched
ZBTB7B	chr1	154941477	154949282	4_MACS_peak_1311_lociStitched
ZBTB7B	chr1	154971155	154976872	1_MACS_peak_1317_lociStitched
