GENE	TF	CHROM	START	STOP	ENHANCER_ID
ABCA7	0	chr19	1016563	1029628	2_MACS_peak_11022_lociStitched
ABCA7	0	chr19	1064608	1077289	4_MACS_peak_11026_lociStitched
ABCB6	0	chr2	220109484	220119200	4_MACS_peak_14057_lociStitched
ABCF1	0	chr6	30579277	30586838	3_MACS_peak_20456_lociStitched
ABCF1	0	chr6	30523280	30525970	1_MACS_peak_20454_lociStitched
ABCG4	0	chr11	118971482	118979473	2_MACS_peak_4767_lociStitched
ABHD2	0	chr15	89644117	89662519	6_MACS_peak_8323_lociStitched
ABL2	0	chr1	179048956	179065798	6_MACS_peak_1871_lociStitched
ACADVL	0	chr17	7137030	7147050	3_MACS_peak_9550_lociStitched
ACAP1	0	chr17	7209924	7219363	5_MACS_peak_9554_lociStitched
ACAT2	0	chr6	160146942	160151745	2_MACS_peak_21615_lociStitched
ACBD3	0	chr1	226308920	226317142	2_MACS_peak_2420_lociStitched
ACBD3	0	chr1	226410765	226422536	3_MACS_peak_2430_lociStitched
ACO2	0	chr22	41839826	41844702	1_MACS_peak_15612_lociStitched
ACTR3C	0	chr7	150064304	150083827	5_MACS_peak_22791_lociStitched
ACTR8	0	chr3	53915246	53926851	3_MACS_peak_16425_lociStitched
ADAM15	0	chr1	154971232	154977551	1_MACS_peak_1458_lociStitched
ADAMTS4	0	chr1	161134572	161157737	6_MACS_peak_1636_lociStitched
ADAMTS4	0	chr1	161122854	161129956	2_MACS_peak_1634_lociStitched
ADAMTSL4	0	chr1	150532113	150553181	2_MACS_peak_1323_lociStitched
ADAR	0	chr1	154573036	154582292	3_MACS_peak_1436_lociStitched
ADAT3	0	chr19	1939985	1943561	1_MACS_peak_11081_lociStitched
ADCY10	0	chr1	167903556	167907651	1_MACS_peak_1754_lociStitched
ADM	0	chr11	10323845	10336886	4_MACS_peak_3745_lociStitched
ADM2	0	chr22	50962988	50987345	6_MACS_peak_15750_lociStitched
ADRB2	0	chr5	148205264	148215493	4_MACS_peak_19698_lociStitched
ADRBK1	0	chr11	67033735	67046769	4_MACS_peak_4282_lociStitched
AEN	0	chr15	89164426	89185836	3_MACS_peak_8317_lociStitched
AFF1	0	chr4	87855226	87862394	3_MACS_peak_18128_lociStitched
AFTPH	0	chr2	64750086	64754193	1_MACS_peak_12904_lociStitched
AGER	0	chr6	32152524	32164751	4_MACS_peak_20534_lociStitched
AGPAT1	0	chr6	32152524	32164751	4_MACS_peak_20534_lociStitched
AHNAK	0	chr11	62318693	62325579	2_MACS_peak_4085_lociStitched
AHNAK	0	chr11	62306125	62314637	1_MACS_peak_4084_lociStitched
AIF1	0	chr6	31627351	31634778	2_MACS_peak_20495_lociStitched
AIM2	0	chr1	159035541	159048077	4_MACS_peak_1572_lociStitched
AK1	0	chr9	130661164	130681035	5_MACS_peak_24845_lociStitched
AKAP2	0	chr9	112904427	112928969	7_MACS_peak_24657_lociStitched
AKAP5	0	chr14	64967855	64974508	2_MACS_peak_6988_lociStitched
AKAP8	0	chr19	15434118	15445432	3_MACS_peak_11509_lociStitched
AKAP8	0	chr19	15488505	15491759	1_MACS_peak_11513_lociStitched
AKAP8L	0	chr19	15488505	15491759	1_MACS_peak_11513_lociStitched
AKT1S1	0	chr19	50378812	50381872	1_MACS_peak_12166_lociStitched
ALAD	0	chr9	116168659	116179299	3_MACS_peak_24691_lociStitched
ALCAM	0	chr3	105085091	105089406	1_MACS_peak_16684_lociStitched
ALDH1A3	0	chr15	101458327	101473476	4_MACS_peak_8481_lociStitched
ALDH3B1	0	chr11	67769817	67777835	2_MACS_peak_4311_lociStitched
ALDH9A1	0	chr1	165704034	165710833	2_MACS_peak_1697_lociStitched
ALG2	0	chr9	101982782	101987103	1_MACS_peak_24597_lociStitched
ALKBH4	0	chr7	102064724	102074913	3_MACS_peak_22413_lociStitched
