GENE	TF	CHROM	START	STOP	ENHANCER_ID
ABCE1	0	chr4	146018278	146020530	1_MACS_peak_14540_lociStitched
ABCF1	0	chr6	30581881	30586379	1_MACS_peak_16079_lociStitched
ABCF1	0	chr6	30523208	30525704	1_MACS_peak_16077_lociStitched
ACAD11	0	chr3	132377919	132380288	1_MACS_peak_13496_lociStitched
ACCN4	0	chr2	220406408	220408962	1_MACS_peak_11239_lociStitched
ACE	0	chr17	61522421	61524863	1_MACS_peak_8245_lociStitched
ACER2	0	chr9	19378779	19381029	1_MACS_peak_18638_lociStitched
ACO2	0	chr22	41840584	41844467	3_MACS_peak_12544_lociStitched
ACOXL	0	chr2	111875069	111881101	2_MACS_peak_10692_lociStitched
ACSF2	0	chr17	48473266	48475301	1_MACS_peak_8138_lociStitched
ACSS1	0	chr20	25037055	25039687	1_MACS_peak_11533_lociStitched
ACTR3C	0	chr7	150064539	150066839	1_MACS_peak_17745_lociStitched
ACTR8	0	chr3	53924413	53926567	2_MACS_peak_13104_lociStitched
ADAM15	0	chr1	154971274	154977150	1_MACS_peak_1251_lociStitched
ADAMTS13	0	chr9	136241359	136243767	1_MACS_peak_19425_lociStitched
ADAMTS4	0	chr1	161122921	161124848	1_MACS_peak_1386_lociStitched
ADAMTSL4	0	chr1	150545684	150553058	2_MACS_peak_1157_lociStitched
ADCK3	0	chr1	227126375	227129007	1_MACS_peak_1948_lociStitched
ADCY10	0	chr1	167904172	167907151	1_MACS_peak_1459_lociStitched
ADM	0	chr11	10323813	10332200	2_MACS_peak_3027_lociStitched
ADM2	0	chr22	50968196	50971356	1_MACS_peak_12672_lociStitched
ADNP	0	chr20	49546291	49548711	1_MACS_peak_11803_lociStitched
ADRBK1	0	chr11	67007311	67009721	2_MACS_peak_3437_lociStitched
AEN	0	chr15	89180620	89183546	1_MACS_peak_6543_lociStitched
AFF1	0	chr4	87855239	87858450	1_MACS_peak_14295_lociStitched
AFTPH	0	chr2	64750310	64753614	2_MACS_peak_10335_lociStitched
