GENE	TF	ENHANCER_LIST
ABCE1	0	1_MACS_peak_14540_lociStitched
ABCF1	0	1_MACS_peak_16079_lociStitched,1_MACS_peak_16077_lociStitched
ACAD11	0	1_MACS_peak_13496_lociStitched
ACCN4	0	1_MACS_peak_11239_lociStitched
ACE	0	1_MACS_peak_8245_lociStitched
ACER2	0	1_MACS_peak_18638_lociStitched
ACO2	0	3_MACS_peak_12544_lociStitched
ACOXL	0	2_MACS_peak_10692_lociStitched
ACSF2	0	1_MACS_peak_8138_lociStitched
ACSS1	0	1_MACS_peak_11533_lociStitched
ACTR3C	0	1_MACS_peak_17745_lociStitched
ACTR8	0	2_MACS_peak_13104_lociStitched
ADAM15	0	1_MACS_peak_1251_lociStitched
ADAMTS13	0	1_MACS_peak_19425_lociStitched
ADAMTS4	0	1_MACS_peak_1386_lociStitched
ADAMTSL4	0	2_MACS_peak_1157_lociStitched
ADCK3	0	1_MACS_peak_1948_lociStitched
ADCY10	0	1_MACS_peak_1459_lociStitched
ADM	0	2_MACS_peak_3027_lociStitched
ADM2	0	1_MACS_peak_12672_lociStitched
ADNP	0	1_MACS_peak_11803_lociStitched
ADRBK1	0	2_MACS_peak_3437_lociStitched
AEN	0	1_MACS_peak_6543_lociStitched
AFF1	0	1_MACS_peak_14295_lociStitched
AFTPH	0	2_MACS_peak_10335_lociStitched
AGA	0	1_MACS_peak_14685_lociStitched
AGAP11	0	1_MACS_peak_2556_lociStitched
AHNAK	0	1_MACS_peak_3260_lociStitched
AHSP	0	1_MACS_peak_7076_lociStitched
AIDA	0	1_MACS_peak_1867_lociStitched
AIMP1	0	1_MACS_peak_14379_lociStitched
AK1	0	1_MACS_peak_19289_lociStitched
AKAP8	0	1_MACS_peak_9287_lociStitched
AKAP8L	0	1_MACS_peak_9287_lociStitched
AKT1S1	0	1_MACS_peak_9805_lociStitched,3_MACS_peak_9808_lociStitched
ALCAM	0	1_MACS_peak_13283_lociStitched
ALDH1L2	0	1_MACS_peak_4653_lociStitched
ALDH4A1	0	1_MACS_peak_212_lociStitched
ALDH9A1	0	1_MACS_peak_1430_lociStitched
ALDOA	0	1_MACS_peak_7014_lociStitched
ALDOB	0	1_MACS_peak_19109_lociStitched
ALG12	0	3_MACS_peak_12643_lociStitched,1_MACS_peak_12642_lociStitched
ALG13	0	1_MACS_peak_19947_lociStitched
ALG2	0	1_MACS_peak_19086_lociStitched,1_MACS_peak_19089_lociStitched
ALG5	0	2_MACS_peak_5010_lociStitched
ALKBH5	0	1_MACS_peak_7682_lociStitched
AMBRA1	0	1_MACS_peak_3183_lociStitched
AMDHD2	0	1_MACS_peak_6744_lociStitched
AMH	0	1_MACS_peak_8964_lociStitched
