GENE	TF	ENHANCER_LIST
AANAT	0	2_MACS_peak_10977_lociStitched
ABCB9	0	4_MACS_peak_6425_lociStitched
ABCF1	0	2_MACS_peak_21408_lociStitched
ABCG1	0	5_MACS_peak_15782_lociStitched
ABHD12	0	3_MACS_peak_15106_lociStitched
ACBD3	0	3_MACS_peak_2430_lociStitched,1_MACS_peak_2427_lociStitched
ACO2	0	4_MACS_peak_16280_lociStitched
ACOXL	0	3_MACS_peak_13710_lociStitched,3_MACS_peak_13715_lociStitched,4_MACS_peak_13703_lociStitched
ACSL1	0	3_MACS_peak_19576_lociStitched
ACSS1	0	3_MACS_peak_15099_lociStitched
ACTN4	0	6_MACS_peak_12233_lociStitched
ADAM17	0	1_MACS_peak_12701_lociStitched
ADAM19	0	4_MACS_peak_20777_lociStitched,4_MACS_peak_20773_lociStitched
ADAM9	0	4_MACS_peak_24381_lociStitched
ADAMTS4	0	5_MACS_peak_1768_lociStitched
ADAMTSL4	0	1_MACS_peak_1547_lociStitched
ADM2	0	6_MACS_peak_16445_lociStitched
ADORA2A	0	1_MACS_peak_16021_lociStitched
ADRBK1	0	2_MACS_peak_4455_lociStitched
AEN	0	4_MACS_peak_8829_lociStitched
AFF1	0	3_MACS_peak_18891_lociStitched
AGER	0	3_MACS_peak_21467_lociStitched
AGPAT1	0	3_MACS_peak_21467_lociStitched
AGRP	0	7_MACS_peak_9581_lociStitched
AHNAK	0	2_MACS_peak_4289_lociStitched
AIM2	0	2_MACS_peak_1733_lociStitched
AIP	0	6_MACS_peak_4462_lociStitched
AK1	0	1_MACS_peak_26156_lociStitched
AKAP13	0	1_MACS_peak_8805_lociStitched
AKAP2	0	10_MACS_peak_25974_lociStitched,4_MACS_peak_25984_lociStitched
AKAP5	0	1_MACS_peak_7573_lociStitched
AKNA	0	4_MACS_peak_26027_lociStitched
AKR1D1	0	10_MACS_peak_23898_lociStitched
AKT1S1	0	2_MACS_peak_12489_lociStitched
ALDH1A3	0	3_MACS_peak_8947_lociStitched
ALG2	0	1_MACS_peak_25924_lociStitched
ALKBH4	0	3_MACS_peak_23594_lociStitched
ALOX5	0	3_MACS_peak_3032_lociStitched
ALOXE3	0	1_MACS_peak_10057_lociStitched
AMH	0	4_MACS_peak_11682_lociStitched
AMZ2P1	0	3_MACS_peak_10818_lociStitched
ANAPC11	0	2_MACS_peak_11075_lociStitched
ANKDD1A	0	1_MACS_peak_8501_lociStitched
ANKMY1	0	4_MACS_peak_14871_lociStitched
ANKRD11	0	2_MACS_peak_9873_lociStitched
ANKRD13D	0	2_MACS_peak_4455_lociStitched
ANKRD28	0	3_MACS_peak_16592_lociStitched
ANKRD34A	0	2_MACS_peak_1470_lociStitched
ANKRD36BP2	0	3_MACS_peak_13568_lociStitched,3_MACS_peak_13563_lociStitched
ANKRD44	0	3_MACS_peak_14492_lociStitched
ANXA6	0	6_MACS_peak_20716_lociStitched
APOA2	0	5_MACS_peak_1768_lociStitched
APOLD1	0	4_MACS_peak_5187_lociStitched
ARF1	1	2_MACS_peak_2460_lociStitched
ARHGAP25	0	4_MACS_peak_13358_lociStitched,4_MACS_peak_13354_lociStitched
ARHGAP30	0	4_MACS_peak_1761_lociStitched
ARHGDIA	0	2_MACS_peak_11075_lociStitched
ARHGEF1	0	3_MACS_peak_12319_lociStitched,4_MACS_peak_12315_lociStitched
ARHGEF18	0	1_MACS_peak_11813_lociStitched
ARHGEF2	0	3_MACS_peak_1668_lociStitched
ARID1B	0	3_MACS_peak_22590_lociStitched,1_MACS_peak_22576_lociStitched,4_MACS_peak_22572_lociStitched
ARID2	0	1_MACS_peak_5497_lociStitched
ARID3A	1	7_MACS_peak_11617_lociStitched
ARID5A	1	3_MACS_peak_13596_lociStitched
ARID5B	0	3_MACS_peak_3162_lociStitched,2_MACS_peak_3159_lociStitched
ARL6IP4	0	4_MACS_peak_6425_lociStitched
ARMC2	0	4_MACS_peak_22088_lociStitched
ARPC5L	0	4_MACS_peak_26119_lociStitched
ARRDC3	0	1_MACS_peak_20213_lociStitched
ARX	1	1_MACS_peak_26568_lociStitched
ASAM	0	2_MACS_peak_4958_lociStitched
ASB2	0	2_MACS_peak_7891_lociStitched
ASB9P1	0	8_MACS_peak_8887_lociStitched
ASNA1	0	5_MACS_peak_11935_lociStitched
ATAT1	0	2_MACS_peak_21408_lociStitched
ATF4	1	4_MACS_peak_16237_lociStitched,5_MACS_peak_16241_lociStitched
ATF5	1	2_MACS_peak_12489_lociStitched
ATF6	1	4_MACS_peak_1792_lociStitched
ATF6B	0	3_MACS_peak_21467_lociStitched
ATG2A	0	3_MACS_peak_4355_lociStitched
ATHL1	0	3_MACS_peak_3837_lociStitched,4_MACS_peak_3840_lociStitched
ATN1	0	5_MACS_peak_5110_lociStitched
ATP1A3	0	3_MACS_peak_12319_lociStitched
ATP2A3	0	2_MACS_peak_9966_lociStitched
ATP2B4	0	4_MACS_peak_2189_lociStitched
ATP5D	0	6_MACS_peak_11639_lociStitched
ATP5O	0	1_MACS_peak_15688_lociStitched
ATP6AP1	0	4_MACS_peak_27174_lociStitched
ATP6V0D1	0	7_MACS_peak_9581_lociStitched
ATP6V1E2	0	3_MACS_peak_13098_lociStitched
ATP8A1	0	3_MACS_peak_18608_lociStitched
ATXN1	0	5_MACS_peak_21208_lociStitched,1_MACS_peak_21228_lociStitched,3_MACS_peak_21205_lociStitched
ATXN10	0	2_MACS_peak_16365_lociStitched
ATXN1L	0	2_MACS_peak_9680_lociStitched
AURKB	0	1_MACS_peak_10057_lociStitched
AURKC	0	2_MACS_peak_12595_lociStitched
AZIN1	0	4_MACS_peak_24890_lociStitched
B2M	0	3_MACS_peak_8291_lociStitched
B4GALNT4	0	4_MACS_peak_3840_lociStitched
B4GALT1	0	4_MACS_peak_25507_lociStitched
B4GALT3	0	5_MACS_peak_1768_lociStitched
BCAR3	0	6_MACS_peak_1167_lociStitched
BCAS1	0	3_MACS_peak_15451_lociStitched
BCL2	0	3_MACS_peak_11536_lociStitched,6_MACS_peak_11539_lociStitched,7_MACS_peak_11547_lociStitched
BCL2L1	0	5_MACS_peak_15121_lociStitched
BCL2L11	0	3_MACS_peak_13710_lociStitched,3_MACS_peak_13715_lociStitched
BCLAF1	1	1_MACS_peak_22340_lociStitched
BCR	0	2_MACS_peak_15981_lociStitched
BEST2	0	5_MACS_peak_11935_lociStitched
BHLHA15	1	4_MACS_peak_23506_lociStitched
BHLHE41	1	2_MACS_peak_5298_lociStitched
BLVRB	0	7_MACS_peak_12283_lociStitched
BMI1	0	1_MACS_peak_2891_lociStitched
BMP6	0	4_MACS_peak_21098_lociStitched
BMP8B	0	2_MACS_peak_583_lociStitched
BOD1	0	4_MACS_peak_20894_lociStitched
BOLA1	0	4_MACS_peak_1525_lociStitched,1_MACS_peak_1529_lociStitched
BRD2	0	1_MACS_peak_21482_lociStitched
BRF2	0	1_MACS_peak_24363_lociStitched
BTBD2	0	8_MACS_peak_11669_lociStitched
BTG1	0	2_MACS_peak_5965_lociStitched
BTG2	0	4_MACS_peak_2183_lociStitched
BZW1	0	1_MACS_peak_14533_lociStitched
C10ORF91	0	3_MACS_peak_3811_lociStitched
C11ORF2	0	4_MACS_peak_4367_lociStitched
C11ORF24	0	3_MACS_peak_4488_lociStitched
C11ORF92	0	6_MACS_peak_4819_lociStitched
C11ORF93	0	6_MACS_peak_4819_lociStitched
C12ORF57	0	5_MACS_peak_5110_lociStitched
C12ORF60	0	2_MACS_peak_5215_lociStitched
C12ORF69	0	2_MACS_peak_5215_lociStitched
C12ORF72	0	6_MACS_peak_5376_lociStitched
C14ORF104	0	3_MACS_peak_7410_lociStitched
C14ORF162	0	6_MACS_peak_7627_lociStitched
C14ORF181	0	1_MACS_peak_7621_lociStitched
C14ORF4	0	2_MACS_peak_7742_lociStitched
C14ORF43	0	4_MACS_peak_7692_lociStitched
C14ORF48	0	2_MACS_peak_7891_lociStitched
C14ORF50	0	1_MACS_peak_7573_lociStitched
C14ORF80	0	3_MACS_peak_8033_lociStitched
C14ORF86	0	2_MACS_peak_7891_lociStitched
C15ORF55	0	3_MACS_peak_8162_lociStitched
C16ORF74	0	1_MACS_peak_9807_lociStitched
C17ORF101	0	5_MACS_peak_11102_lociStitched
C17ORF103	0	3_MACS_peak_10213_lociStitched
C17ORF37	0	2_MACS_peak_10424_lociStitched
C17ORF46	0	1_MACS_peak_10537_lociStitched,3_MACS_peak_10540_lociStitched
C17ORF59	0	1_MACS_peak_10057_lociStitched
C17ORF60	0	2_MACS_peak_10812_lociStitched
C17ORF62	0	5_MACS_peak_11102_lociStitched
C17ORF86	0	2_MACS_peak_10994_lociStitched,3_MACS_peak_10991_lociStitched
C19ORF22	0	7_MACS_peak_11617_lociStitched
C19ORF23	0	6_MACS_peak_11639_lociStitched
C19ORF24	0	6_MACS_peak_11639_lociStitched
C19ORF26	0	6_MACS_peak_11639_lociStitched
C19ORF35	0	4_MACS_peak_11682_lociStitched
C19ORF43	0	5_MACS_peak_11935_lociStitched
C19ORF61	0	1_MACS_peak_12351_lociStitched
C1GALT1	0	1_MACS_peak_22816_lociStitched
C1ORF220	0	1_MACS_peak_1943_lociStitched,1_MACS_peak_1944_lociStitched
C1ORF25	0	1_MACS_peak_2019_lociStitched
C1ORF26	0	1_MACS_peak_2019_lociStitched
C1ORF35	0	2_MACS_peak_2460_lociStitched
C1ORF38	0	3_MACS_peak_416_lociStitched
C1ORF61	0	1_MACS_peak_1688_lociStitched
C1QTNF6	0	4_MACS_peak_16173_lociStitched
C20ORF117	0	7_MACS_peak_15231_lociStitched
C20ORF118	0	7_MACS_peak_15231_lociStitched
C20ORF3	0	3_MACS_peak_15099_lociStitched
C21ORF125	0	3_MACS_peak_15814_lociStitched
C21ORF33	0	2_MACS_peak_15834_lociStitched
C21ORF71	0	1_MACS_peak_15604_lociStitched
C21ORF84	0	3_MACS_peak_15814_lociStitched
C21ORF91	0	1_MACS_peak_15590_lociStitched
C22ORF26	0	4_MACS_peak_16368_lociStitched
C22ORF41	0	6_MACS_peak_16445_lociStitched
C22ORF45	0	1_MACS_peak_16021_lociStitched
C2ORF42	0	8_MACS_peak_13379_lociStitched
C3ORF18	0	3_MACS_peak_16971_lociStitched
C3ORF52	0	2_MACS_peak_17433_lociStitched
C4ORF36	0	3_MACS_peak_18891_lociStitched
C4ORF52	0	3_MACS_peak_18492_lociStitched
C5ORF27	0	12_MACS_peak_20231_lociStitched
C5ORF45	0	1_MACS_peak_20966_lociStitched
C5ORF56	0	3_MACS_peak_20536_lociStitched
C6ORF136	0	2_MACS_peak_21408_lociStitched
C6ORF222	0	3_MACS_peak_21550_lociStitched
C6ORF26	0	3_MACS_peak_21450_lociStitched,4_MACS_peak_21453_lociStitched
C6ORF27	0	3_MACS_peak_21450_lociStitched,4_MACS_peak_21453_lociStitched
C6ORF48	0	3_MACS_peak_21450_lociStitched,4_MACS_peak_21453_lociStitched
C7ORF40	0	3_MACS_peak_23173_lociStitched
C7ORF47	0	2_MACS_peak_23550_lociStitched
C7ORF49	0	2_MACS_peak_23879_lociStitched
C7ORF51	0	2_MACS_peak_23550_lociStitched
C7ORF61	0	2_MACS_peak_23550_lociStitched
C8ORF73	0	1_MACS_peak_25246_lociStitched
C9ORF152	0	4_MACS_peak_25984_lociStitched
CA11	0	4_MACS_peak_12448_lociStitched
CABP4	0	6_MACS_peak_4462_lociStitched
CACNA1I	0	5_MACS_peak_16241_lociStitched
CACYBP	0	2_MACS_peak_1917_lociStitched
CADM1	0	3_MACS_peak_4860_lociStitched
CADPS2	0	2_MACS_peak_23784_lociStitched
CAMKK1	0	2_MACS_peak_9966_lociStitched
CAPN1	0	4_MACS_peak_4367_lociStitched
CAPN10	0	4_MACS_peak_14871_lociStitched
CAPN12	0	6_MACS_peak_12233_lociStitched
CAPN2	0	2_MACS_peak_2387_lociStitched
CAPN8	0	2_MACS_peak_2387_lociStitched
CARNS1	0	6_MACS_peak_4462_lociStitched
CASC3	0	2_MACS_peak_10438_lociStitched
CASP10	0	2_MACS_peak_14539_lociStitched,5_MACS_peak_14543_lociStitched
CASP8	0	5_MACS_peak_14543_lociStitched
CCDC102A	0	3_MACS_peak_9536_lociStitched
CCDC106	0	4_MACS_peak_12580_lociStitched
CCDC114	0	2_MACS_peak_12438_lociStitched
CCDC117	0	3_MACS_peak_16054_lociStitched
CCDC134	0	2_MACS_peak_16292_lociStitched
CCDC45	0	2_MACS_peak_10812_lociStitched
CCDC88C	0	4_MACS_peak_7856_lociStitched
CCDC97	0	1_MACS_peak_12304_lociStitched
CCHCR1	0	4_MACS_peak_21424_lociStitched
CCL18	0	4_MACS_peak_10373_lociStitched
CCL3	0	4_MACS_peak_10373_lociStitched
CCL4	0	4_MACS_peak_10373_lociStitched
CCM2	0	3_MACS_peak_23173_lociStitched
CCND1	0	2_MACS_peak_4519_lociStitched
CCNE2	0	2_MACS_peak_24802_lociStitched
CD180	0	3_MACS_peak_19983_lociStitched
CD27	0	4_MACS_peak_5089_lociStitched
CD28	0	6_MACS_peak_14583_lociStitched
CD34	0	2_MACS_peak_2267_lociStitched
CD46	0	2_MACS_peak_2264_lociStitched
CD48	0	4_MACS_peak_1751_lociStitched
CD69	0	2_MACS_peak_5133_lociStitched
CD79A	0	4_MACS_peak_12315_lociStitched
CD86	0	7_MACS_peak_17575_lociStitched,3_MACS_peak_17582_lociStitched
CDC42BPG	0	3_MACS_peak_4355_lociStitched
CDC6	0	3_MACS_peak_10444_lociStitched
CDCA5	0	4_MACS_peak_4367_lociStitched
CDK14	0	4_MACS_peak_23457_lociStitched
CDKN1A	0	4_MACS_peak_21567_lociStitched,5_MACS_peak_21558_lociStitched
CDKN1B	0	4_MACS_peak_5187_lociStitched
CELF2	0	4_MACS_peak_2748_lociStitched
CELSR1	0	1_MACS_peak_16382_lociStitched
CENPC1	0	5_MACS_peak_18715_lociStitched
CENPM	0	5_MACS_peak_16302_lociStitched
CETP	0	2_MACS_peak_9517_lociStitched,1_MACS_peak_9516_lociStitched
CFD	0	7_MACS_peak_11617_lociStitched
CFLAR	0	2_MACS_peak_14539_lociStitched
CHD2	1	8_MACS_peak_8887_lociStitched,4_MACS_peak_8897_lociStitched,1_MACS_peak_8896_lociStitched
CHEK2	0	3_MACS_peak_16054_lociStitched
CHIT1	0	4_MACS_peak_2183_lociStitched
CHKB	0	6_MACS_peak_16445_lociStitched
CHRAC1	0	5_MACS_peak_25209_lociStitched
CHRNA9	0	3_MACS_peak_18588_lociStitched
CHST11	0	5_MACS_peak_6137_lociStitched
