GENE	TF	CHROM	START	STOP	ENHANCER_ID
AASDHPPT	0	chr11	105946913	105949812	2_MACS_peak_3216_lociStitched
AASS	0	chr7	121783482	121785404	1_MACS_peak_15906_lociStitched
ABCA7	0	chr19	1019814	1022268	1_MACS_peak_7880_lociStitched
ABCF1	0	chr6	30582107	30586499	3_MACS_peak_14466_lociStitched
ABCF1	0	chr6	30523436	30525833	1_MACS_peak_14463_lociStitched
ACBD5	0	chr10	27528745	27532012	1_MACS_peak_1905_lociStitched
ACO2	0	chr22	41839933	41844705	3_MACS_peak_11255_lociStitched
ACOXL	0	chr2	111874759	111881199	2_MACS_peak_9608_lociStitched
ACTL6B	0	chr7	100270666	100274173	1_MACS_peak_15753_lociStitched
ADAM10	0	chr15	59039351	59042684	1_MACS_peak_5588_lociStitched
ADAM15	0	chr1	154971510	154975761	2_MACS_peak_1139_lociStitched
ADAMTSL4	0	chr1	150545951	150552851	4_MACS_peak_1055_lociStitched
ADAMTSL4	0	chr1	150532577	150537546	3_MACS_peak_1051_lociStitched
ADAT3	0	chr19	1939921	1943643	1_MACS_peak_7925_lociStitched
ADAT3	0	chr19	1862442	1865254	1_MACS_peak_7921_lociStitched
ADM2	0	chr22	50968111	50971384	1_MACS_peak_11366_lociStitched
ADNP	0	chr20	49546798	49548649	1_MACS_peak_10578_lociStitched
ADPGK	0	chr15	73074888	73077326	1_MACS_peak_5723_lociStitched
ADRBK1	0	chr11	67055088	67057329	1_MACS_peak_2957_lociStitched
AEN	0	chr15	89177497	89185772	2_MACS_peak_5925_lociStitched
AEN	0	chr15	89164481	89171966	3_MACS_peak_5922_lociStitched
AFF4	0	chr5	132297656	132299974	1_MACS_peak_13799_lociStitched
AGPHD1	0	chr15	78832143	78834407	1_MACS_peak_5830_lociStitched
AIP	0	chr11	67274369	67276831	1_MACS_peak_2972_lociStitched
AKAP13	0	chr15	86232225	86236886	1_MACS_peak_5911_lociStitched
AKAP5	0	chr14	64968355	64972602	2_MACS_peak_4981_lociStitched
AKAP8	0	chr19	15441717	15443905	1_MACS_peak_8259_lociStitched
AKAP8	0	chr19	15489422	15491457	2_MACS_peak_8260_lociStitched
AKAP8L	0	chr19	15489422	15491457	2_MACS_peak_8260_lociStitched
AKT1S1	0	chr19	50379144	50381861	2_MACS_peak_8743_lociStitched
ALDOA	0	chr16	30074909	30078136	1_MACS_peak_6351_lociStitched
ALG2	0	chr9	101983194	101985863	1_MACS_peak_17127_lociStitched
ALG9	0	chr11	111748909	111750955	1_MACS_peak_3264_lociStitched
ALKBH4	0	chr7	102071888	102075332	1_MACS_peak_15782_lociStitched
ALKBH4	0	chr7	102064768	102067871	1_MACS_peak_15781_lociStitched
ALKBH5	0	chr17	18085586	18088735	1_MACS_peak_6877_lociStitched
AMBRA1	0	chr11	46637863	46639977	1_MACS_peak_2721_lociStitched
AMH	0	chr19	2268896	2271596	2_MACS_peak_7949_lociStitched
ANAPC2	0	chr9	140082232	140084562	1_MACS_peak_17465_lociStitched
ANKDD1A	0	chr15	65185034	65188745	1_MACS_peak_5641_lociStitched
ANKHD1	0	chr5	139779909	139782554	2_MACS_peak_13892_lociStitched
ANKHD1-EIF4EBP3	0	chr5	139779909	139782554	2_MACS_peak_13892_lociStitched
ANKRA2	0	chr5	72860108	72862425	1_MACS_peak_13441_lociStitched
ANKRD12	0	chr18	9135650	9139233	1_MACS_peak_7651_lociStitched
ANKRD13D	0	chr11	67055088	67057329	1_MACS_peak_2957_lociStitched
ANKRD28	0	chr3	15835793	15839807	1_MACS_peak_11468_lociStitched
ANKRD36BP2	0	chr2	89154505	89167733	3_MACS_peak_9488_lociStitched
ANKRD36BP2	0	chr2	89130631	89140915	5_MACS_peak_9478_lociStitched
ANKRD36BP2	0	chr2	89142350	89147555	2_MACS_peak_9483_lociStitched
ANKRD42	0	chr11	82866906	82870851	3_MACS_peak_3128_lociStitched
ANKRD55	0	chr5	55774817	55777834	1_MACS_peak_13343_lociStitched
ANP32A	0	chr15	69109264	69114352	1_MACS_peak_5697_lociStitched
ANP32B	0	chr9	100744526	100747979	1_MACS_peak_17121_lociStitched
APOBEC2	0	chr6	41039133	41042541	2_MACS_peak_14646_lociStitched
APOLD1	0	chr12	12866815	12873857	2_MACS_peak_3555_lociStitched
APOLD1	0	chr12	12875050	12879855	1_MACS_peak_3557_lociStitched
APTX	0	chr9	33024181	33026699	1_MACS_peak_16842_lociStitched
AQP10	0	chr1	154297252	154301854	1_MACS_peak_1118_lociStitched
ARAP1	0	chr11	72430317	72434270	1_MACS_peak_3030_lociStitched
ARF1	1	chr1	228269841	228271928	1_MACS_peak_1641_lociStitched
ARHGEF17	0	chr11	72979765	72985380	1_MACS_peak_3045_lociStitched
ARHGEF37	0	chr5	148928621	148931828	1_MACS_peak_13953_lociStitched
ARID2	0	chr12	46120340	46125431	1_MACS_peak_3693_lociStitched
ARID3B	1	chr15	74832491	74836495	2_MACS_peak_5738_lociStitched
ARID5B	0	chr10	63658919	63664538	2_MACS_peak_2011_lociStitched
ARID5B	0	chr10	63807651	63811976	2_MACS_peak_2018_lociStitched
