GENE	TF	CHROM	START	STOP	ENHANCER_ID
AANAT	0	chr17	74475392	74498648	8_MACS_peak_13919_lociStitched
ABCB6	0	chr2	220109488	220120208	5_MACS_peak_18985_lociStitched
ABCB9	0	chr12	123458583	123466738	2_MACS_peak_8300_lociStitched
ABCB9	0	chr12	123410493	123423127	5_MACS_peak_8292_lociStitched
ABCF1	0	chr6	30577952	30586671	3_MACS_peak_27397_lociStitched
ABCG4	0	chr11	118964422	118979026	4_MACS_peak_6414_lociStitched
ABP1	0	chr7	150593047	150601951	3_MACS_peak_30664_lociStitched
ACBD3	0	chr1	226308815	226322830	8_MACS_peak_3345_lociStitched
ACOXL	0	chr2	111874791	111881058	1_MACS_peak_17841_lociStitched
ADA	0	chr20	43270615	43282025	6_MACS_peak_19730_lociStitched
ADAM17	0	chr2	9679223	9697075	5_MACS_peak_16454_lociStitched
ADAMTSL4	0	chr1	150531919	150553224	6_MACS_peak_2104_lociStitched
ADM	0	chr11	10323920	10339776	4_MACS_peak_5262_lociStitched
ADM2	0	chr22	50963341	50988088	6_MACS_peak_21354_lociStitched
ADORA2A	0	chr22	24819778	24833761	4_MACS_peak_20741_lociStitched
ADRBK1	0	chr11	67030400	67048047	8_MACS_peak_5855_lociStitched
AEN	0	chr15	89177425	89185481	2_MACS_peak_11199_lociStitched
AFF1	0	chr4	87855201	87862663	1_MACS_peak_24337_lociStitched
AGBL3	0	chr7	134670688	134682311	4_MACS_peak_30418_lociStitched
AGER	0	chr6	32152661	32165007	5_MACS_peak_27494_lociStitched
AGPAT1	0	chr6	32152661	32165007	5_MACS_peak_27494_lociStitched
AHNAK	0	chr11	62318838	62326107	3_MACS_peak_5613_lociStitched
AIM2	0	chr1	159036102	159048223	4_MACS_peak_2400_lociStitched
AIP	0	chr11	67226180	67237235	3_MACS_peak_5880_lociStitched
AK1	0	chr9	130660832	130680206	5_MACS_peak_33475_lociStitched
AKAP13	0	chr15	85944585	85958623	4_MACS_peak_11161_lociStitched
AKAP2	0	chr9	112904601	112924950	10_MACS_peak_33247_lociStitched
AKAP2	0	chr9	112861050	112875969	8_MACS_peak_33234_lociStitched
AKAP5	0	chr14	64967143	64975274	4_MACS_peak_9563_lociStitched
AKT1	0	chr14	105260531	105268273	3_MACS_peak_10135_lociStitched
AKT1S1	0	chr19	50378427	50381916	1_MACS_peak_16195_lociStitched
ALDOA	0	chr16	30102474	30108331	2_MACS_peak_11990_lociStitched
ALG12	0	chr22	50352607	50364797	4_MACS_peak_21311_lociStitched
ALG12	0	chr22	50326485	50331243	1_MACS_peak_21307_lociStitched
ALG2	0	chr9	101983232	101986269	2_MACS_peak_33156_lociStitched
ALKBH4	0	chr7	102064511	102075031	3_MACS_peak_30103_lociStitched
ALOX5	0	chr10	45913032	45937858	11_MACS_peak_4120_lociStitched
AMH	0	chr19	2255556	2271790	5_MACS_peak_14907_lociStitched
ANAPC1	0	chr2	112456258	112465475	5_MACS_peak_17900_lociStitched
ANKDD1A	0	chr15	65183155	65190848	2_MACS_peak_10767_lociStitched
ANKMY1	0	chr2	241499205	241509295	5_MACS_peak_19169_lociStitched
ANKRD12	0	chr18	9135565	9143917	3_MACS_peak_14238_lociStitched
ANKRD13D	0	chr11	67030400	67048047	8_MACS_peak_5855_lociStitched
