GENE	TF	ENHANCER_LIST
AASDHPPT	0	2_MACS_peak_3216_lociStitched
AASS	0	1_MACS_peak_15906_lociStitched
ABCA7	0	1_MACS_peak_7880_lociStitched
ABCF1	0	3_MACS_peak_14466_lociStitched,1_MACS_peak_14463_lociStitched
ACBD5	0	1_MACS_peak_1905_lociStitched
ACO2	0	3_MACS_peak_11255_lociStitched
ACOXL	0	2_MACS_peak_9608_lociStitched
ACTL6B	0	1_MACS_peak_15753_lociStitched
ADAM10	0	1_MACS_peak_5588_lociStitched
ADAM15	0	2_MACS_peak_1139_lociStitched
ADAMTSL4	0	4_MACS_peak_1055_lociStitched,3_MACS_peak_1051_lociStitched
ADAT3	0	1_MACS_peak_7925_lociStitched,1_MACS_peak_7921_lociStitched
ADM2	0	1_MACS_peak_11366_lociStitched
ADNP	0	1_MACS_peak_10578_lociStitched
ADPGK	0	1_MACS_peak_5723_lociStitched
ADRBK1	0	1_MACS_peak_2957_lociStitched
AEN	0	2_MACS_peak_5925_lociStitched,3_MACS_peak_5922_lociStitched
AFF4	0	1_MACS_peak_13799_lociStitched
AGPHD1	0	1_MACS_peak_5830_lociStitched
AIP	0	1_MACS_peak_2972_lociStitched
AKAP13	0	1_MACS_peak_5911_lociStitched
AKAP5	0	2_MACS_peak_4981_lociStitched
AKAP8	0	1_MACS_peak_8259_lociStitched,2_MACS_peak_8260_lociStitched
AKAP8L	0	2_MACS_peak_8260_lociStitched
AKT1S1	0	2_MACS_peak_8743_lociStitched
ALDOA	0	1_MACS_peak_6351_lociStitched
ALG2	0	1_MACS_peak_17127_lociStitched
ALG9	0	1_MACS_peak_3264_lociStitched
ALKBH4	0	1_MACS_peak_15782_lociStitched,1_MACS_peak_15781_lociStitched
ALKBH5	0	1_MACS_peak_6877_lociStitched
AMBRA1	0	1_MACS_peak_2721_lociStitched
AMH	0	2_MACS_peak_7949_lociStitched
ANAPC2	0	1_MACS_peak_17465_lociStitched
ANKDD1A	0	1_MACS_peak_5641_lociStitched
ANKHD1	0	2_MACS_peak_13892_lociStitched
ANKHD1-EIF4EBP3	0	2_MACS_peak_13892_lociStitched
ANKRA2	0	1_MACS_peak_13441_lociStitched
ANKRD12	0	1_MACS_peak_7651_lociStitched
ANKRD13D	0	1_MACS_peak_2957_lociStitched
ANKRD28	0	1_MACS_peak_11468_lociStitched
ANKRD36BP2	0	3_MACS_peak_9488_lociStitched,5_MACS_peak_9478_lociStitched,2_MACS_peak_9483_lociStitched
ANKRD42	0	3_MACS_peak_3128_lociStitched
ANKRD55	0	1_MACS_peak_13343_lociStitched
ANP32A	0	1_MACS_peak_5697_lociStitched
ANP32B	0	1_MACS_peak_17121_lociStitched
APOBEC2	0	2_MACS_peak_14646_lociStitched
APOLD1	0	2_MACS_peak_3555_lociStitched,1_MACS_peak_3557_lociStitched
APTX	0	1_MACS_peak_16842_lociStitched
AQP10	0	1_MACS_peak_1118_lociStitched
ARAP1	0	1_MACS_peak_3030_lociStitched
ARF1	1	1_MACS_peak_1641_lociStitched
ARHGEF17	0	1_MACS_peak_3045_lociStitched
ARHGEF37	0	1_MACS_peak_13953_lociStitched
ARID2	0	1_MACS_peak_3693_lociStitched
ARID3B	1	2_MACS_peak_5738_lociStitched
ARID5B	0	2_MACS_peak_2011_lociStitched,2_MACS_peak_2018_lociStitched
ARIH1	0	1_MACS_peak_5720_lociStitched
ARMC5	0	2_MACS_peak_6398_lociStitched
ARPC5L	0	1_MACS_peak_17270_lociStitched
ARPM1	0	2_MACS_peak_12289_lociStitched
ARPP19	0	1_MACS_peak_5560_lociStitched
ARRDC3	0	1_MACS_peak_13559_lociStitched
