GENE	TF	CHROM	START	STOP	ENHANCER_ID
ABCF1	0	chr6	30582012	30586674	2_MACS_peak_24100_lociStitched
ABCF1	0	chr6	30522938	30526148	1_MACS_peak_24098_lociStitched
ABHD12	0	chr20	25274473	25281837	1_MACS_peak_17220_lociStitched
ABHD12	0	chr20	25289123	25293161	1_MACS_peak_17221_lociStitched
ACADS	0	chr12	121121861	121126203	2_MACS_peak_6777_lociStitched
ACBD3	0	chr1	226308908	226317035	3_MACS_peak_2673_lociStitched
ACO2	0	chr22	41839909	41844641	3_MACS_peak_18748_lociStitched
ACSS1	0	chr20	25033008	25039762	2_MACS_peak_17212_lociStitched
ACTG1	0	chr17	79478728	79482978	2_MACS_peak_12371_lociStitched
ACTR3	0	chr2	114643271	114649278	5_MACS_peak_15933_lociStitched
ACTR3C	0	chr7	150064020	150067569	1_MACS_peak_26810_lociStitched
ACTR3C	0	chr7	150017538	150021260	1_MACS_peak_26809_lociStitched
ADA	0	chr20	43270277	43276993	2_MACS_peak_17496_lociStitched
ADAMTSL4	0	chr1	150532217	150541762	2_MACS_peak_1762_lociStitched
ADRB2	0	chr5	148208327	148215639	4_MACS_peak_23133_lociStitched
ADRBK1	0	chr11	67043463	67046808	1_MACS_peak_4777_lociStitched
AFTPH	0	chr2	64749289	64753653	2_MACS_peak_15405_lociStitched
AGER	0	chr6	32156700	32161305	1_MACS_peak_24188_lociStitched
AGPAT1	0	chr6	32156700	32161305	1_MACS_peak_24188_lociStitched
AHNAK	0	chr11	62223401	62234799	3_MACS_peak_4535_lociStitched
AHNAK	0	chr11	62210797	62219032	2_MACS_peak_4533_lociStitched
AHNAK	0	chr11	62305329	62315133	1_MACS_peak_4540_lociStitched
AHNAK	0	chr11	62199404	62204019	2_MACS_peak_4531_lociStitched
AHNAK	0	chr11	62317983	62326111	4_MACS_peak_4541_lociStitched
AIF1	0	chr6	31631524	31634810	2_MACS_peak_24147_lociStitched
AK7	0	chr14	96827563	96831342	2_MACS_peak_8345_lociStitched
ALDH3B1	0	chr11	67775040	67778492	1_MACS_peak_4837_lociStitched
ALDH8A1	0	chr6	135190786	135195731	3_MACS_peak_25109_lociStitched
ALDOA	0	chr16	30074842	30078911	1_MACS_peak_10061_lociStitched
ALKBH4	0	chr7	102063619	102070411	2_MACS_peak_26342_lociStitched
ALKBH4	0	chr7	102080498	102088958	2_MACS_peak_26347_lociStitched
ALKBH4	0	chr7	102071639	102077008	2_MACS_peak_26344_lociStitched
AMH	0	chr19	2254978	2261337	2_MACS_peak_13078_lociStitched
ANAPC1	0	chr2	112458122	112465732	3_MACS_peak_15886_lociStitched
ANG	0	chr14	21147704	21153515	2_MACS_peak_7543_lociStitched
ANKDD1A	0	chr15	65183720	65189032	2_MACS_peak_9080_lociStitched
ANKRD12	0	chr18	9134752	9147838	7_MACS_peak_12530_lociStitched
ANKRD12	0	chr18	9101440	9109679	2_MACS_peak_12524_lociStitched
ANKRD13D	0	chr11	67043463	67046808	1_MACS_peak_4777_lociStitched
ANKRD16	0	chr10	5930398	5938807	6_MACS_peak_2977_lociStitched
ANKRD34A	0	chr1	145448094	145457212	2_MACS_peak_1660_lociStitched
ANKRD34A	0	chr1	145434368	145440583	1_MACS_peak_1659_lociStitched
ANKRD36BP2	0	chr2	89048977	89056908	2_MACS_peak_15690_lociStitched
ANKRD55	0	chr5	55435050	55449408	5_MACS_peak_22308_lociStitched
ANP32A	0	chr15	69109110	69113980	3_MACS_peak_9150_lociStitched
ANP32B	0	chr9	100744650	100748780	2_MACS_peak_28867_lociStitched
APOBEC3A	0	chr22	39377636	39383483	2_MACS_peak_18663_lociStitched
APOBEC3B	0	chr22	39377636	39383483	2_MACS_peak_18663_lociStitched
APOBEC3C	0	chr22	39377636	39383483	2_MACS_peak_18663_lociStitched
APOBEC3D	0	chr22	39377636	39383483	2_MACS_peak_18663_lociStitched
APOLD1	0	chr12	12866166	12874061	3_MACS_peak_5693_lociStitched
APOM	0	chr6	31631524	31634810	2_MACS_peak_24147_lociStitched
ARF6	0	chr14	50358347	50361100	1_MACS_peak_7804_lociStitched
ARHGAP26	0	chr5	142431934	142437821	1_MACS_peak_23072_lociStitched
ARHGAP27	0	chr17	43504602	43510826	2_MACS_peak_11616_lociStitched
ARHGAP27	0	chr17	43485378	43488919	2_MACS_peak_11613_lociStitched
ARHGAP27	0	chr17	43516601	43521261	2_MACS_peak_11618_lociStitched
ARHGAP31	0	chr3	119117992	119123462	3_MACS_peak_19812_lociStitched
ARHGAP4	0	chrX	153189361	153195288	3_MACS_peak_30260_lociStitched
ARHGAP4	0	chrX	153234500	153239437	4_MACS_peak_30267_lociStitched
ARHGEF2	0	chr1	155946406	155953719	5_MACS_peak_1939_lociStitched
ARID1A	0	chr1	27018597	27029304	8_MACS_peak_512_lociStitched
ARID5A	1	chr2	97201387	97205663	1_MACS_peak_15731_lociStitched
ARL6IP6	0	chr2	153921995	153929402	3_MACS_peak_16198_lociStitched
ARPC1B	0	chr7	98975496	98980029	1_MACS_peak_26250_lociStitched
ARPC5L	0	chr9	127630411	127634618	2_MACS_peak_29118_lociStitched
ASAP3	0	chr1	23850277	23858650	2_MACS_peak_407_lociStitched
ASB16	0	chr17	42294478	42300280	1_MACS_peak_11575_lociStitched
ASB2	0	chr14	94440986	94445776	1_MACS_peak_8308_lociStitched
ATAT1	0	chr6	30582012	30586674	2_MACS_peak_24100_lociStitched
ATG2B	0	chr14	96827563	96831342	2_MACS_peak_8345_lociStitched
ATG4D	0	chr19	10612078	10614693	2_MACS_peak_13367_lociStitched
ATP13A1	0	chr19	19771431	19775312	1_MACS_peak_13780_lociStitched
ATP2A1	0	chr16	28934140	28937641	1_MACS_peak_10031_lociStitched
ATP2C1	0	chr3	130566850	130574043	3_MACS_peak_20009_lociStitched
ATP5B	0	chr12	57021674	57031395	5_MACS_peak_6156_lociStitched
ATP5B	0	chr12	57076707	57084095	3_MACS_peak_6163_lociStitched
ATP6V1G2	0	chr6	31461433	31467083	4_MACS_peak_24135_lociStitched
ATXN2L	0	chr16	28833323	28837011	1_MACS_peak_10026_lociStitched
ATXN3	0	chr14	92586823	92589826	1_MACS_peak_8270_lociStitched
ATXN7L3	0	chr17	42294478	42300280	1_MACS_peak_11575_lociStitched
AVPR2	0	chrX	153189361	153195288	3_MACS_peak_30260_lociStitched
AXL	0	chr19	41768296	41772112	3_MACS_peak_14135_lociStitched
B2M	0	chr15	45015860	45023380	2_MACS_peak_8816_lociStitched
B2M	0	chr15	45001977	45006547	2_MACS_peak_8812_lociStitched
BAT1	0	chr6	31461433	31467083	4_MACS_peak_24135_lociStitched
BAT2	0	chr6	31631524	31634810	2_MACS_peak_24147_lociStitched
BAT3	0	chr6	31631524	31634810	2_MACS_peak_24147_lociStitched
BAT5	0	chr6	31701912	31709299	1_MACS_peak_24153_lociStitched
BAT5	0	chr6	31631524	31634810	2_MACS_peak_24147_lociStitched
BAZ2A	0	chr12	57021674	57031395	5_MACS_peak_6156_lociStitched
BAZ2A	0	chr12	57076707	57084095	3_MACS_peak_6163_lociStitched
BCL2	0	chr18	60821562	60830652	2_MACS_peak_12868_lociStitched
BCL2	0	chr18	60803765	60810407	2_MACS_peak_12866_lociStitched
BCL2L1	0	chr20	30291937	30302098	1_MACS_peak_17255_lociStitched
BCL2L1	0	chr20	30304579	30311872	3_MACS_peak_17256_lociStitched
BCL9L	0	chr11	118738738	118744428	3_MACS_peak_5270_lociStitched
BCLAF1	1	chr6	136609193	136612517	1_MACS_peak_25130_lociStitched
BEST2	0	chr19	12898878	12905676	1_MACS_peak_13474_lociStitched
BIRC2	0	chr11	102186226	102192604	2_MACS_peak_5135_lociStitched
BIRC3	0	chr11	102186226	102192604	2_MACS_peak_5135_lociStitched
BOD1	0	chr5	173160073	173174426	5_MACS_peak_23416_lociStitched
BOLA1	0	chr1	149820842	149825754	3_MACS_peak_1729_lociStitched
BOLA1	0	chr1	149855919	149861209	3_MACS_peak_1734_lociStitched
BRCA1	1	chr17	41320761	41324433	1_MACS_peak_11546_lociStitched
BRD2	0	chr6	32935489	32942713	3_MACS_peak_24200_lociStitched
BRSK1	0	chr19	55764199	55772040	1_MACS_peak_14565_lociStitched
BTG2	0	chr1	203288212	203298453	3_MACS_peak_2446_lociStitched
BTG2	0	chr1	203255010	203261383	2_MACS_peak_2436_lociStitched
BTG2	0	chr1	203271863	203277152	4_MACS_peak_2442_lociStitched
BTN1A1	0	chr6	26532237	26539865	2_MACS_peak_23986_lociStitched
BUD31	0	chr7	98975496	98980029	1_MACS_peak_26250_lociStitched
BZRAP1	0	chr17	56407557	56417863	1_MACS_peak_11831_lociStitched
C11ORF2	0	chr11	64899258	64903693	1_MACS_peak_4660_lociStitched
C12ORF5	0	chr12	4377425	4387123	6_MACS_peak_5508_lociStitched
C12ORF73	0	chr12	104320593	104325652	3_MACS_peak_6518_lociStitched
C14ORF102	0	chr14	90847891	90851298	1_MACS_peak_8225_lociStitched
C14ORF129	0	chr14	96827563	96831342	2_MACS_peak_8345_lociStitched
C14ORF145	0	chr14	81421271	81427742	3_MACS_peak_8160_lociStitched
C14ORF159	0	chr14	91579312	91583983	2_MACS_peak_8237_lociStitched
C14ORF4	0	chr14	77490960	77496381	2_MACS_peak_8133_lociStitched
C14ORF48	0	chr14	94440986	94445776	1_MACS_peak_8308_lociStitched
C14ORF48	0	chr14	94474454	94479139	1_MACS_peak_8310_lociStitched
C14ORF49	0	chr14	95980120	95987166	1_MACS_peak_8339_lociStitched
C14ORF49	0	chr14	95968092	95971962	1_MACS_peak_8334_lociStitched
C14ORF86	0	chr14	94440986	94445776	1_MACS_peak_8308_lociStitched
C15ORF28	0	chr15	69109110	69113980	3_MACS_peak_9150_lociStitched
C15ORF53	0	chr15	38961801	38967642	1_MACS_peak_8676_lociStitched
C16ORF53	0	chr16	29815792	29820393	3_MACS_peak_10047_lociStitched
C16ORF72	0	chr16	9183770	9187399	2_MACS_peak_9797_lociStitched
C16ORF92	0	chr16	30074842	30078911	1_MACS_peak_10061_lociStitched
C17ORF37	0	chr17	37909381	37915196	2_MACS_peak_11405_lociStitched
C17ORF46	0	chr17	43386533	43397102	1_MACS_peak_11610_lociStitched
C17ORF46	0	chr17	43299679	43307708	1_MACS_peak_11603_lociStitched
C17ORF46	0	chr17	43338594	43340705	1_MACS_peak_11606_lociStitched
C17ORF65	0	chr17	42294478	42300280	1_MACS_peak_11575_lociStitched
C17ORF70	0	chr17	79478728	79482978	2_MACS_peak_12371_lociStitched
C17ORF96	0	chr17	36856360	36863469	3_MACS_peak_11365_lociStitched
C19ORF35	0	chr19	2254978	2261337	2_MACS_peak_13078_lociStitched
C19ORF42	0	chr19	16737733	16741397	2_MACS_peak_13629_lociStitched
C19ORF44	0	chr19	16554991	16561110	3_MACS_peak_13613_lociStitched
C1ORF220	0	chr1	178546313	178552407	2_MACS_peak_2226_lociStitched
C1ORF38	0	chr1	28199023	28203719	1_MACS_peak_571_lociStitched
C1ORF38	0	chr1	28213380	28219623	1_MACS_peak_572_lociStitched
C2	0	chr6	31938043	31941227	1_MACS_peak_24178_lociStitched
C20ORF106	0	chr20	55126034	55132335	3_MACS_peak_17684_lociStitched
C20ORF107	0	chr20	55126034	55132335	3_MACS_peak_17684_lociStitched
C20ORF72	0	chr20	17946580	17952728	4_MACS_peak_17157_lociStitched
C21ORF125	0	chr21	44836440	44844776	4_MACS_peak_18104_lociStitched
C2ORF48	0	chr2	10259956	10264729	1_MACS_peak_14791_lociStitched
C2ORF52	0	chr2	232327849	232330443	2_MACS_peak_16873_lociStitched
C2ORF57	0	chr2	232476907	232480177	2_MACS_peak_16879_lociStitched
C2ORF62	0	chr2	219260255	219265677	2_MACS_peak_16776_lociStitched
C3ORF37	0	chr3	129032042	129036999	2_MACS_peak_19978_lociStitched
C3ORF47	0	chr3	129032042	129036999	2_MACS_peak_19978_lociStitched
C3ORF58	0	chr3	143689388	143693843	2_MACS_peak_20127_lociStitched
C4B	0	chr6	31938043	31941227	1_MACS_peak_24178_lociStitched
C5ORF39	0	chr5	43037395	43043699	3_MACS_peak_22211_lociStitched
C5ORF39	0	chr5	43064329	43068096	1_MACS_peak_22214_lociStitched
C5ORF39	0	chr5	42991307	42995264	2_MACS_peak_22206_lociStitched
C5ORF45	0	chr5	179245083	179248941	1_MACS_peak_23559_lociStitched
C6ORF1	0	chr6	34203192	34206893	2_MACS_peak_24246_lociStitched
C6ORF105	0	chr6	11827056	11836879	3_MACS_peak_23799_lociStitched
C6ORF105	0	chr6	11727273	11736569	3_MACS_peak_23792_lociStitched
C6ORF106	0	chr6	34621961	34628120	2_MACS_peak_24255_lociStitched
C6ORF114	0	chr6	13523663	13528338	1_MACS_peak_23825_lociStitched
C6ORF126	0	chr6	35694706	35697519	1_MACS_peak_24296_lociStitched
C6ORF136	0	chr6	30582012	30586674	2_MACS_peak_24100_lociStitched
C6ORF136	0	chr6	30649209	30655934	1_MACS_peak_24105_lociStitched
C6ORF25	0	chr6	31701912	31709299	1_MACS_peak_24153_lociStitched
C6ORF26	0	chr6	31701912	31709299	1_MACS_peak_24153_lociStitched
C6ORF26	0	chr6	31759349	31764493	4_MACS_peak_24156_lociStitched
C6ORF27	0	chr6	31701912	31709299	1_MACS_peak_24153_lociStitched
C6ORF27	0	chr6	31759349	31764493	4_MACS_peak_24156_lociStitched
C6ORF47	0	chr6	31631524	31634810	2_MACS_peak_24147_lociStitched
C6ORF48	0	chr6	31759349	31764493	4_MACS_peak_24156_lociStitched
C6ORF62	0	chr6	24719402	24722504	1_MACS_peak_23908_lociStitched
C6ORF81	0	chr6	35694706	35697519	1_MACS_peak_24296_lociStitched
C7ORF29	0	chr7	150064020	150067569	1_MACS_peak_26810_lociStitched
C7ORF29	0	chr7	150017538	150021260	1_MACS_peak_26809_lociStitched
C7ORF47	0	chr7	100025507	100028849	2_MACS_peak_26288_lociStitched
C7ORF55	0	chr7	139042802	139046813	2_MACS_peak_26687_lociStitched
C7ORF55	0	chr7	139024484	139027429	1_MACS_peak_26686_lociStitched
C7ORF61	0	chr7	100025507	100028849	2_MACS_peak_26288_lociStitched
C7ORF65	0	chr7	47708361	47712409	1_MACS_peak_25877_lociStitched
C8G	0	chr9	139791530	139798146	2_MACS_peak_29407_lociStitched
C8ORF38	0	chr8	95986709	95993166	4_MACS_peak_27614_lociStitched
C8ORF73	0	chr8	144607914	144612591	1_MACS_peak_28069_lociStitched
C9ORF129	0	chr9	96027914	96033519	2_MACS_peak_28807_lociStitched
C9ORF53	0	chr9	21992759	21997116	1_MACS_peak_28312_lociStitched
C9ORF64	0	chr9	86593849	86596801	1_MACS_peak_28656_lociStitched
C9ORF78	0	chr9	132646439	132653437	3_MACS_peak_29267_lociStitched
C9ORF95	0	chr9	77700134	77704583	2_MACS_peak_28612_lociStitched
CABP1	0	chr12	121121861	121126203	2_MACS_peak_6777_lociStitched
CADM1	0	chr11	115090561	115096501	1_MACS_peak_5218_lociStitched
CALM1	0	chr14	90847891	90851298	1_MACS_peak_8225_lociStitched
CALR3	0	chr19	16554991	16561110	3_MACS_peak_13613_lociStitched
CAPN1	0	chr11	64899258	64903693	1_MACS_peak_4660_lociStitched
CAPN14	0	chr2	31473452	31481476	1_MACS_peak_15056_lociStitched
