GENE	CHROM	START	STOP	ENHANCER_ID
ARF1	chr1	228268698	228279371	2_MACS_peak_2651_lociStitched
ARID3B	chr15	74831763	74846189	3_MACS_peak_8905_lociStitched
ARID5A	chr2	97190250	97212905	4_MACS_peak_14950_lociStitched
ATF4	chr22	39822916	39871639	9_MACS_peak_17765_lociStitched
ATF4	chr22	39910714	39929590	4_MACS_peak_17775_lociStitched
ATF5	chr19	50369672	50382254	3_MACS_peak_13759_lociStitched
ATF5	chr19	50423480	50434039	2_MACS_peak_13765_lociStitched
ATF6	chr1	161768677	161787481	4_MACS_peak_1904_lociStitched
BCL6B	chr17	6915034	6927181	3_MACS_peak_10593_lociStitched
BHLHE22	chr8	65480271	65497236	2_MACS_peak_26500_lociStitched
CAMTA1	chr1	7461883	7471145	1_MACS_peak_104_lociStitched
CAMTA1	chr1	6977215	6984304	1_MACS_peak_102_lociStitched
CAMTA2	chr17	4842167	4855259	2_MACS_peak_10565_lociStitched
CHD2	chr15	93422955	93432237	2_MACS_peak_9212_lociStitched
CHD2	chr15	93442722	93451261	1_MACS_peak_9214_lociStitched
CREB3L4	chr1	153929352	153940919	3_MACS_peak_1673_lociStitched
CTCFL	chr20	56044218	56058404	2_MACS_peak_16840_lociStitched
CUX1	chr7	101916153	101938953	6_MACS_peak_25385_lociStitched
DBP	chr19	49135609	49150676	2_MACS_peak_13695_lociStitched
E2F1	chr20	32250409	32275094	5_MACS_peak_16428_lociStitched
E2F2	chr1	23849171	23866528	3_MACS_peak_345_lociStitched
E2F3	chr6	20400968	20410885	3_MACS_peak_22932_lociStitched
E2F4	chr16	67191627	67218331	7_MACS_peak_10089_lociStitched
E2F6	chr2	11636958	11648737	3_MACS_peak_14072_lociStitched
ELF2	chr4	140121175	140137401	2_MACS_peak_20779_lociStitched
ELF2	chr4	140096544	140100571	1_MACS_peak_20776_lociStitched
ETS1	chr11	128337460	128354719	2_MACS_peak_5261_lociStitched
ETS1	chr11	128274302	128286663	2_MACS_peak_5258_lociStitched
ETV6	chr12	11902252	11916893	4_MACS_peak_5523_lociStitched
ETV6	chr12	11973422	11990601	4_MACS_peak_5529_lociStitched
FEZF1	chr7	121976070	121985719	1_MACS_peak_25598_lociStitched
FHL1	chrX	135207756	135215703	2_MACS_peak_29466_lociStitched
FIZ1	chr19	56145678	56170640	4_MACS_peak_13875_lociStitched
FIZ1	chr19	56109931	56118241	2_MACS_peak_13872_lociStitched
FLI1	chr11	128585487	128610124	5_MACS_peak_5275_lociStitched
FOSB	chr19	45921683	45932709	3_MACS_peak_13587_lociStitched
FOXH1	chr8	145732795	145755105	4_MACS_peak_27208_lociStitched
FOXO3	chr6	108897191	108933104	4_MACS_peak_23855_lociStitched
FOXO3	chr6	108982702	109013000	4_MACS_peak_23861_lociStitched
FOXO3	chr6	108878412	108888800	1_MACS_peak_23854_lociStitched
FOXO4	chrX	70315183	70339353	4_MACS_peak_29114_lociStitched
FOXR1	chr11	118888026	118901686	3_MACS_peak_5149_lociStitched
HDAC1	chr1	32713205	32740408	5_MACS_peak_592_lociStitched
