ENHANCER_ID	CHROM	START	STOP	GENE_LIST
2_MACS_peak_23931_lociStitched	chr5	88162739	88202491	MEF2C
4_MACS_peak_20888_lociStitched	chr3	141088404	141131859	ZBTB38
3_MACS_peak_23942_lociStitched	chr5	88727978	88754946	MEF2C
1_MACS_peak_26281_lociStitched	chr6	106530229	106556289	PRDM1
6_MACS_peak_2022_lociStitched	chr1	161122667	161158663	NR1I3
5_MACS_peak_9528_lociStitched	chr15	31615442	31660747	KLF13
3_MACS_peak_28479_lociStitched	chr7	137661653	137694244	CREB3L2
4_MACS_peak_814_lociStitched	chr1	40838869	40871121	ZNF643
2_MACS_peak_9524_lociStitched	chr15	31545317	31562239	KLF13
3_MACS_peak_1931_lociStitched	chr1	156456908	156479650	MEF2D
2_MACS_peak_18467_lociStitched	chr20	52191492	52215889	ZNF217
4_MACS_peak_28040_lociStitched	chr7	101921088	101955398	CUX1
4_MACS_peak_13671_lociStitched	chr18	46448217	46480230	SMAD7
3_MACS_peak_23936_lociStitched	chr5	88595584	88621231	MEF2C
9_MACS_peak_10467_lociStitched	chr15	93423358	93470180	CHD2
4_MACS_peak_12411_lociStitched	chr17	37908976	37937851	IKZF3
3_MACS_peak_9521_lociStitched	chr15	31506221	31531964	KLF13
2_MACS_peak_12669_lociStitched	chr17	46123386	46142801	NFE2L1
1_MACS_peak_1863_lociStitched	chr1	154969968	154979264	ZBTB7B
2_MACS_peak_12061_lociStitched	chr17	17720763	17744766	SREBF1
7_MACS_peak_14349_lociStitched	chr19	12885720	12918088	JUNB
5_MACS_peak_11100_lociStitched	chr16	29815074	29837767	MAZ
3_MACS_peak_129_lociStitched	chr1	6878399	6902855	CAMTA1
1_MACS_peak_6841_lociStitched	chr12	57844891	57857117	GLI1
5_MACS_peak_1858_lociStitched	chr1	154927087	154957122	ZBTB7B
1_MACS_peak_24328_lociStitched	chr5	131791234	131804331	IRF1
7_MACS_peak_18814_lociStitched	chr21	36575186	36609096	RUNX1
1_MACS_peak_24544_lociStitched	chr5	142770564	142786965	NR3C1
7_MACS_peak_7800_lociStitched	chr13	41547782	41595224	ELF1
2_MACS_peak_8348_lociStitched	chr14	21565789	21580663	ZNF219
3_MACS_peak_31509_lociStitched	chr9	139080466	139104862	LHX3
4_MACS_peak_5940_lociStitched	chr11	118954908	118979803	HINFP
3_MACS_peak_28608_lociStitched	chr7	150098187	150113083	ZNF775
5_MACS_peak_30699_lociStitched	chr9	73013732	73037170	KLF9
4_MACS_peak_167_lociStitched	chr1	8917101	8941071	RERE
2_MACS_peak_9102_lociStitched	chr14	89881551	89899324	FOXN3
4_MACS_peak_24329_lociStitched	chr5	131810834	131837471	IRF1
