GENE	TF	CHROM	START	STOP	ENHANCER_ID
AAMP	0	chr2	219080970	219096075	4_MACS_peak_14711_lociStitched
AANAT	0	chr17	74475436	74498820	4_MACS_peak_10868_lociStitched
AARS	0	chr16	70322024	70333990	3_MACS_peak_9446_lociStitched
ABCA7	0	chr19	1019923	1029650	2_MACS_peak_11493_lociStitched
ABCB9	0	chr12	123408419	123423369	2_MACS_peak_6440_lociStitched
ABCB9	0	chr12	123458429	123466108	2_MACS_peak_6443_lociStitched
ABCD1	0	chrX	152988192	152998044	4_MACS_peak_26771_lociStitched
ABCF1	0	chr6	30580056	30586732	2_MACS_peak_21235_lociStitched
ABCG4	0	chr11	118962979	118979360	3_MACS_peak_4895_lociStitched
ABHD1	0	chr2	27293405	27310449	7_MACS_peak_12992_lociStitched
ABHD12	0	chr20	25260283	25281446	5_MACS_peak_15108_lociStitched
ABHD4	0	chr14	23023908	23040267	3_MACS_peak_7133_lociStitched
ABHD4	0	chr14	23056159	23074811	4_MACS_peak_7136_lociStitched
ACADVL	0	chr17	7137031	7147392	2_MACS_peak_9834_lociStitched
ACAP1	0	chr17	7209676	7219571	2_MACS_peak_9837_lociStitched
ACAT2	0	chr6	160147042	160150103	1_MACS_peak_22488_lociStitched
ACD	0	chr16	67693177	67703054	2_MACS_peak_9382_lociStitched
ACO2	0	chr22	41839729	41845278	1_MACS_peak_16472_lociStitched
ACO2	0	chr22	41863429	41866504	1_MACS_peak_16473_lociStitched
ACOXL	0	chr2	111793223	111820770	7_MACS_peak_13871_lociStitched
ACOXL	0	chr2	111875073	111881379	1_MACS_peak_13879_lociStitched
ACSS1	0	chr20	25033112	25040237	1_MACS_peak_15105_lociStitched
ACTN4	0	chr19	39138105	39161329	8_MACS_peak_12291_lociStitched
ACTR3C	0	chr7	150064160	150081291	4_MACS_peak_23772_lociStitched
ADA	0	chr20	43270658	43281837	2_MACS_peak_15408_lociStitched
ADAM15	0	chr1	154971165	154981458	2_MACS_peak_1694_lociStitched
ADAM17	0	chr2	9678068	9697129	4_MACS_peak_12829_lociStitched
ADAM19	0	chr5	156964593	156982844	3_MACS_peak_20596_lociStitched
ADAM19	0	chr5	156907247	156916434	4_MACS_peak_20588_lociStitched
ADAMTS4	0	chr1	161122903	161137129	3_MACS_peak_1853_lociStitched
