GENE	TF	ENHANCER_LIST
ABCB9	0	8_MACS_peak_6134_lociStitched
ACBD3	0	2_MACS_peak_2418_lociStitched
ACTG1	0	2_MACS_peak_11116_lociStitched
ACTN4	0	2_MACS_peak_12518_lociStitched
ACTR3	0	3_MACS_peak_14245_lociStitched
ADAM15	0	3_MACS_peak_1665_lociStitched
ADAMTSL4	0	4_MACS_peak_1532_lociStitched,2_MACS_peak_1536_lociStitched
ADAR	0	1_MACS_peak_1640_lociStitched
ADCY10	0	2_MACS_peak_1921_lociStitched
ADM	0	7_MACS_peak_3792_lociStitched
AGAP1	0	4_MACS_peak_14949_lociStitched
AHNAK	0	1_MACS_peak_4128_lociStitched
AKAP5	0	2_MACS_peak_7178_lociStitched
AKNA	0	2_MACS_peak_25168_lociStitched
AKT1S1	0	1_MACS_peak_12976_lociStitched
ANKDD1A	0	5_MACS_peak_8084_lociStitched
ANKRD16	0	4_MACS_peak_2750_lociStitched,9_MACS_peak_2759_lociStitched
ANKRD30BL	0	1_MACS_peak_14333_lociStitched
ANKRD34A	0	5_MACS_peak_1408_lociStitched
ANP32A	0	2_MACS_peak_8162_lociStitched
ANP32B	0	2_MACS_peak_25058_lociStitched
ANP32E	0	2_MACS_peak_1518_lociStitched
ANXA9	0	3_MACS_peak_1551_lociStitched
APBA2	0	3_MACS_peak_7693_lociStitched
APH1A	0	2_MACS_peak_1518_lociStitched
APOD	0	1_MACS_peak_18167_lociStitched
APOLD1	0	3_MACS_peak_5159_lociStitched,3_MACS_peak_5162_lociStitched
APRT	0	5_MACS_peak_9587_lociStitched
AQP10	0	2_MACS_peak_1624_lociStitched
ARF1	1	2_MACS_peak_2455_lociStitched
ARHGEF2	0	4_MACS_peak_1714_lociStitched,4_MACS_peak_1707_lociStitched
ARID4B	0	3_MACS_peak_2582_lociStitched
ARL6IP4	0	8_MACS_peak_6134_lociStitched
ARTN	0	1_MACS_peak_740_lociStitched
ASAP3	0	2_MACS_peak_386_lociStitched
ASB9P1	0	4_MACS_peak_8458_lociStitched
ASH1L	0	2_MACS_peak_1696_lociStitched
ATAD3A	0	3_MACS_peak_35_lociStitched
ATAD3B	0	3_MACS_peak_35_lociStitched
ATF4	1	3_MACS_peak_16615_lociStitched
ATHL1	0	3_MACS_peak_3644_lociStitched
ATN1	0	2_MACS_peak_5101_lociStitched
ATP5L	0	3_MACS_peak_4797_lociStitched
ATP8B2	0	2_MACS_peak_1624_lociStitched
ATXN1	0	3_MACS_peak_20658_lociStitched
AURKB	0	4_MACS_peak_9904_lociStitched
AVIL	0	1_MACS_peak_5591_lociStitched
AXL	0	3_MACS_peak_12605_lociStitched
B3GALNT2	0	2_MACS_peak_2586_lociStitched
BACH2	1	2_MACS_peak_21396_lociStitched
BAGE	0	1_MACS_peak_15831_lociStitched
BCAN	0	4_MACS_peak_1754_lociStitched
BCOR	0	4_MACS_peak_25685_lociStitched
BCR	0	3_MACS_peak_16254_lociStitched
BEST2	0	7_MACS_peak_12074_lociStitched
BNIPL	0	3_MACS_peak_1551_lociStitched,1_MACS_peak_1556_lociStitched
BOLA1	0	3_MACS_peak_1501_lociStitched,2_MACS_peak_1507_lociStitched,2_MACS_peak_1505_lociStitched
BRD2	0	1_MACS_peak_20966_lociStitched
BRP44	0	2_MACS_peak_1921_lociStitched
BSPH1	0	6_MACS_peak_12845_lociStitched,7_MACS_peak_12838_lociStitched
BTG2	0	3_MACS_peak_2189_lociStitched,1_MACS_peak_2184_lociStitched,2_MACS_peak_2187_lociStitched
BZRAP1	0	1_MACS_peak_10680_lociStitched
C11ORF2	0	2_MACS_peak_4248_lociStitched
C11ORF68	0	3_MACS_peak_4322_lociStitched
C12ORF57	0	2_MACS_peak_5101_lociStitched
C12ORF73	0	6_MACS_peak_5828_lociStitched
C14ORF145	0	4_MACS_peak_7344_lociStitched
C14ORF181	0	3_MACS_peak_7220_lociStitched
C14ORF49	0	7_MACS_peak_7451_lociStitched
C14ORF50	0	2_MACS_peak_7178_lociStitched
C14ORF80	0	2_MACS_peak_7587_lociStitched
C15ORF28	0	2_MACS_peak_8162_lociStitched
C17ORF44	0	4_MACS_peak_9904_lociStitched
