GENE	TF	ENHANCER_LIST
ABCF1	0	4_MACS_peak_8878_lociStitched,3_MACS_peak_8873_lociStitched
ABI3	1	1_MACS_peak_4295_lociStitched
ACADVL	0	1_MACS_peak_4042_lociStitched,3_MACS_peak_4043_lociStitched
ACAT2	0	2_MACS_peak_9364_lociStitched
ACBD4	0	2_MACS_peak_4222_lociStitched,1_MACS_peak_4224_lociStitched
ACSF2	0	1_MACS_peak_4309_lociStitched
ACTL7B	0	2_MACS_peak_10669_lociStitched
ADAMTSL4	0	4_MACS_peak_659_lociStitched,2_MACS_peak_656_lociStitched
ADNP	0	1_MACS_peak_6400_lociStitched
AEN	0	3_MACS_peak_3520_lociStitched
AHNAK	0	3_MACS_peak_1874_lociStitched
AKAP1	0	2_MACS_peak_4348_lociStitched
AKT1S1	0	3_MACS_peak_5322_lociStitched
ALDOC	0	1_MACS_peak_4125_lociStitched
ALG2	0	1_MACS_peak_10650_lociStitched
ALOX12	0	2_MACS_peak_4037_lociStitched
AMAC1L3	0	1_MACS_peak_4051_lociStitched,1_MACS_peak_4050_lociStitched
AMDHD2	0	1_MACS_peak_3628_lociStitched
ANKDD1A	0	4_MACS_peak_3373_lociStitched
ANKRD12	0	2_MACS_peak_4572_lociStitched
ANKRD17	0	2_MACS_peak_7816_lociStitched
ANKRD34A	0	5_MACS_peak_597_lociStitched
ANKRD37	0	1_MACS_peak_8080_lociStitched
ANKRD40	0	1_MACS_peak_4313_lociStitched,1_MACS_peak_4314_lociStitched
ANKZF1	0	2_MACS_peak_6162_lociStitched
AP1G1	0	2_MACS_peak_3895_lociStitched
APOLD1	0	2_MACS_peak_2352_lociStitched
ARF1	1	2_MACS_peak_1084_lociStitched
ARHGAP27	0	1_MACS_peak_4236_lociStitched
ARHGAP30	0	3_MACS_peak_786_lociStitched
ARHGAP4	0	1_MACS_peak_11099_lociStitched
ARID5A	1	1_MACS_peak_5779_lociStitched
ARID5B	0	5_MACS_peak_1381_lociStitched
ARIH1	0	2_MACS_peak_3438_lociStitched
ARPM1	0	1_MACS_peak_7454_lociStitched
ARRDC3	0	3_MACS_peak_8324_lociStitched
ATAT1	0	4_MACS_peak_8878_lociStitched
ATF3	1	3_MACS_peak_1023_lociStitched
ATG10	0	2_MACS_peak_8300_lociStitched
ATG9A	0	2_MACS_peak_6162_lociStitched
ATHL1	0	4_MACS_peak_1669_lociStitched
ATP11B	0	3_MACS_peak_7525_lociStitched
ATP5D	0	4_MACS_peak_4786_lociStitched
ATP5G1	0	1_MACS_peak_4292_lociStitched
ATP5L2	0	1_MACS_peak_6774_lociStitched
ATP6V0C	0	1_MACS_peak_3628_lociStitched
ATP6V1E1	0	1_MACS_peak_6560_lociStitched
ATXN1	0	5_MACS_peak_8759_lociStitched
ATXN1L	0	2_MACS_peak_3895_lociStitched
AVIL	0	5_MACS_peak_2583_lociStitched
AZIN1	0	2_MACS_peak_10217_lociStitched,3_MACS_peak_10221_lociStitched
B2M	0	2_MACS_peak_3274_lociStitched
BAD	0	2_MACS_peak_1912_lociStitched
BAG1	0	1_MACS_peak_10466_lociStitched
BAIAP3	0	1_MACS_peak_3608_lociStitched
BCL2	0	5_MACS_peak_4722_lociStitched
BCL2L11	0	4_MACS_peak_5831_lociStitched
BCL2L13	0	1_MACS_peak_6560_lociStitched
BCL6B	1	2_MACS_peak_4037_lociStitched
BCLAF1	1	3_MACS_peak_9269_lociStitched
BEST2	0	4_MACS_peak_4976_lociStitched
