GENE	TF	CHROM	START	STOP	ENHANCER_ID
AAMP	0	chr2	219148351	219157668	2_MACS_peak_19829_lociStitched
AANAT	0	chr17	74484445	74498524	3_MACS_peak_14703_lociStitched
ABCA7	0	chr19	1017006	1022956	3_MACS_peak_15599_lociStitched
ABCB6	0	chr2	220109519	220119955	3_MACS_peak_19853_lociStitched
ABCB9	0	chr12	123408927	123422773	8_MACS_peak_8822_lociStitched
ABCD2	0	chr12	40007408	40016349	1_MACS_peak_7468_lociStitched
ABCF1	0	chr6	30581891	30586707	1_MACS_peak_28837_lociStitched
ABHD11	0	chr7	73152205	73158422	2_MACS_peak_31376_lociStitched
ABHD12	0	chr20	25261122	25283346	9_MACS_peak_20352_lociStitched
ACADVL	0	chr17	7137129	7147066	4_MACS_peak_13477_lociStitched
ACAP1	0	chr17	7209832	7213181	1_MACS_peak_13482_lociStitched
ACAT1	0	chr11	108031103	108048631	5_MACS_peak_6523_lociStitched
ACAT2	0	chr6	160146937	160150394	1_MACS_peak_30542_lociStitched
ACBD3	0	chr1	226308877	226324040	5_MACS_peak_3094_lociStitched
ACTG1	0	chr17	79479200	79487465	3_MACS_peak_14837_lociStitched
ADAM15	0	chr1	154971220	154981239	2_MACS_peak_2124_lociStitched
ADAM17	0	chr2	9681544	9697027	7_MACS_peak_17096_lociStitched
ADAM19	0	chr5	156964682	156977657	3_MACS_peak_27984_lociStitched
ADAM19	0	chr5	156904605	156917613	6_MACS_peak_27970_lociStitched
ADAM19	0	chr5	156923907	156937059	6_MACS_peak_27976_lociStitched
ADAM9	0	chr8	38809557	38823066	5_MACS_peak_32897_lociStitched
ADAMTSL4	0	chr1	150531807	150553268	3_MACS_peak_1992_lociStitched
ADAR	0	chr1	154575973	154582877	3_MACS_peak_2096_lociStitched
ADAT3	0	chr19	1853405	1865798	5_MACS_peak_15654_lociStitched
ADAT3	0	chr19	1939768	1943353	1_MACS_peak_15665_lociStitched
ADD3	0	chr10	111825772	111838885	3_MACS_peak_4720_lociStitched
ADM	0	chr11	10323891	10341287	3_MACS_peak_5148_lociStitched
ADM2	0	chr22	50963352	50983932	5_MACS_peak_22391_lociStitched
ADNP	0	chr20	49546098	49549163	1_MACS_peak_20942_lociStitched
ADORA2A	0	chr22	24822263	24834416	3_MACS_peak_21772_lociStitched
ADRB2	0	chr5	148204660	148218514	2_MACS_peak_27841_lociStitched
ADRBK1	0	chr11	67032974	67047847	6_MACS_peak_5892_lociStitched
ADRBK1	0	chr11	67006206	67010759	1_MACS_peak_5891_lociStitched
AEN	0	chr15	89173490	89185875	3_MACS_peak_11905_lociStitched
AFF1	0	chr4	87855089	87864750	2_MACS_peak_25512_lociStitched
AFTPH	0	chr2	64750064	64754638	1_MACS_peak_18043_lociStitched
AGER	0	chr6	32152629	32164868	3_MACS_peak_28906_lociStitched
AGPAT1	0	chr6	32152629	32164868	3_MACS_peak_28906_lociStitched
AGRP	0	chr16	67562076	67567143	1_MACS_peak_12883_lociStitched
AHNAK	0	chr11	62318098	62326456	2_MACS_peak_5655_lociStitched
AHNAK	0	chr11	62306125	62314918	1_MACS_peak_5654_lociStitched
AIM2	0	chr1	159035745	159048138	4_MACS_peak_2269_lociStitched
AIP	0	chr11	67271840	67276935	1_MACS_peak_5917_lociStitched
AJAP1	0	chr1	4850965	4860640	1_MACS_peak_105_lociStitched
AK1	0	chr9	130659221	130681168	9_MACS_peak_35225_lociStitched
AKAP13	0	chr15	85943360	85962315	5_MACS_peak_11862_lociStitched
AKAP13	0	chr15	86013684	86026175	4_MACS_peak_11875_lociStitched
AKAP2	0	chr9	112902878	112924501	7_MACS_peak_34988_lociStitched
AKAP2	0	chr9	112883217	112896587	4_MACS_peak_34984_lociStitched
AKAP2	0	chr9	112860660	112874685	6_MACS_peak_34978_lociStitched
AKAP5	0	chr14	64966356	64975465	2_MACS_peak_10169_lociStitched
AKAP6	0	chr14	32668999	32676224	3_MACS_peak_9894_lociStitched
AKR1D1	0	chr7	137706044	137718466	6_MACS_peak_32241_lociStitched
AKT1S1	0	chr19	50379054	50381832	1_MACS_peak_16874_lociStitched
ALCAM	0	chr3	105084725	105089710	1_MACS_peak_23590_lociStitched
ALDH1A3	0	chr15	101458842	101476971	7_MACS_peak_12042_lociStitched
ALG2	0	chr9	101982969	101988073	2_MACS_peak_34871_lociStitched
ALKBH4	0	chr7	102061192	102088084	12_MACS_peak_31738_lociStitched
ALOX12	0	chr17	6914989	6919573	1_MACS_peak_13472_lociStitched
ALOX5	0	chr10	45913520	45922905	2_MACS_peak_3882_lociStitched
ALOXE3	0	chr17	8053758	8068344	6_MACS_peak_13515_lociStitched
ALPK1	0	chr4	113200163	113211722	6_MACS_peak_25742_lociStitched
AMBRA1	0	chr11	46637810	46640366	1_MACS_peak_5523_lociStitched
AMD1	0	chr6	111194447	111201062	3_MACS_peak_29746_lociStitched
AMDHD2	0	chr16	2562516	2566591	2_MACS_peak_12160_lociStitched
AMH	0	chr19	2252841	2274624	9_MACS_peak_15697_lociStitched
AMIGO3	0	chr3	49756793	49763570	2_MACS_peak_23126_lociStitched
AMN	0	chr14	103362832	103371078	3_MACS_peak_10770_lociStitched
AMPD3	0	chr11	10471807	10483318	4_MACS_peak_5153_lociStitched
AMZ2	0	chr17	66283435	66291479	2_MACS_peak_14566_lociStitched
ANAPC11	0	chr17	79823258	79830476	3_MACS_peak_14850_lociStitched
ANAPC16	0	chr10	74012463	74026168	7_MACS_peak_4192_lociStitched
ANAPC16	0	chr10	73974412	73979509	2_MACS_peak_4185_lociStitched
ANKDD1A	0	chr15	65183100	65191050	1_MACS_peak_11428_lociStitched
ANKRD11	0	chr16	89551060	89558296	3_MACS_peak_13291_lociStitched
ANKRD12	0	chr18	9135430	9142671	1_MACS_peak_14986_lociStitched
ANKRD13D	0	chr11	67032974	67047847	6_MACS_peak_5892_lociStitched
ANKRD13D	0	chr11	67006206	67010759	1_MACS_peak_5891_lociStitched
ANKRD16	0	chr10	5930652	5947467	7_MACS_peak_3408_lociStitched
ANKRD28	0	chr3	15834216	15852672	6_MACS_peak_22572_lociStitched
ANKRD36BP2	0	chr2	89048896	89057950	1_MACS_peak_18398_lociStitched
ANKRD37	0	chr4	186345819	186347992	1_MACS_peak_26409_lociStitched
ANKRD37	0	chr4	186316075	186320461	1_MACS_peak_26406_lociStitched
ANKRD42	0	chr11	82866546	82875576	5_MACS_peak_6256_lociStitched
ANKRD44	0	chr2	198157197	198177074	3_MACS_peak_19551_lociStitched
ANKRD44	0	chr2	198069764	198087144	4_MACS_peak_19534_lociStitched
ANKRD55	0	chr5	55437133	55451613	5_MACS_peak_26751_lociStitched
ANKZF1	0	chr2	220142122	220145578	1_MACS_peak_19856_lociStitched
ANKZF1	0	chr2	220109519	220119955	3_MACS_peak_19853_lociStitched
ANP32B	0	chr9	100744133	100751041	2_MACS_peak_34857_lociStitched
ANP32E	0	chr1	150204833	150209334	1_MACS_peak_1982_lociStitched
ANXA9	0	chr1	150975492	150981835	2_MACS_peak_2010_lociStitched
AP1AR	0	chr4	113200163	113211722	6_MACS_peak_25742_lociStitched
AP1G1	0	chr16	71841345	71844174	1_MACS_peak_13022_lociStitched
AP2A1	0	chr19	50311685	50322614	3_MACS_peak_16867_lociStitched
AP4B1	0	chr1	114470539	114474207	1_MACS_peak_1713_lociStitched
APBB1IP	0	chr10	26734438	26748932	9_MACS_peak_3721_lociStitched
APC2	0	chr19	1406382	1416722	4_MACS_peak_15630_lociStitched
APEH	0	chr3	49756793	49763570	2_MACS_peak_23126_lociStitched
APH1A	0	chr1	150204833	150209334	1_MACS_peak_1982_lociStitched
APOA1	0	chr11	116793707	116805606	1_MACS_peak_6673_lociStitched
APOBEC3H	0	chr22	39539940	39549229	2_MACS_peak_22087_lociStitched
APOL6	0	chr22	36041374	36047104	2_MACS_peak_21929_lociStitched
APOLD1	0	chr12	12865457	12880301	1_MACS_peak_7110_lociStitched
APTX	0	chr9	33024227	33026737	1_MACS_peak_34357_lociStitched
AQP10	0	chr1	154297222	154302080	1_MACS_peak_2090_lociStitched
ARAP1	0	chr11	72423823	72437037	5_MACS_peak_6003_lociStitched
ARAP1	0	chr11	72448872	72458410	5_MACS_peak_6008_lociStitched
ARF1	1	chr1	228269394	228273853	1_MACS_peak_3178_lociStitched
ARF4	1	chr3	57579123	57585737	3_MACS_peak_23282_lociStitched
ARFGEF2	0	chr20	47537409	47543848	1_MACS_peak_20880_lociStitched
ARHGAP25	0	chr2	68989052	69004628	4_MACS_peak_18149_lociStitched
ARHGAP33	0	chr19	36230766	36239882	3_MACS_peak_16427_lociStitched
ARHGAP4	0	chrX	153230594	153240469	3_MACS_peak_36238_lociStitched
ARHGAP42	0	chr11	100778878	100791554	4_MACS_peak_6457_lociStitched
ARHGAP42	0	chr11	100547265	100560087	4_MACS_peak_6440_lociStitched
ARHGAP42	0	chr11	100605105	100614854	2_MACS_peak_6448_lociStitched
ARHGAP9	0	chr12	57912024	57917733	2_MACS_peak_7843_lociStitched
ARHGDIA	0	chr17	79823258	79830476	3_MACS_peak_14850_lociStitched
ARHGDIB	0	chr12	15100318	15116391	4_MACS_peak_7149_lociStitched
ARHGEF2	0	chr1	155937268	155954488	6_MACS_peak_2170_lociStitched
ARHGEF3	0	chr3	56947355	56958865	4_MACS_peak_23271_lociStitched
