GENE	TF	ENHANCER_LIST
AASDHPPT	0	1_MACS_peak_3626_lociStitched
ABCF1	0	1_MACS_peak_17078_lociStitched,1_MACS_peak_17076_lociStitched
ABCG1	0	1_MACS_peak_12642_lociStitched
ABHD14A	0	1_MACS_peak_13778_lociStitched
ABHD14B	0	1_MACS_peak_13778_lociStitched
ABTB1	0	1_MACS_peak_14165_lociStitched
ACAD11	0	1_MACS_peak_14218_lociStitched
ACAP1	0	1_MACS_peak_7810_lociStitched
ACE	0	1_MACS_peak_8509_lociStitched
ACOXL	0	2_MACS_peak_11146_lociStitched
ACTR3C	0	1_MACS_peak_19023_lociStitched
ACTR8	0	1_MACS_peak_13828_lociStitched
ACY1	0	1_MACS_peak_13778_lociStitched
ADAMTSL4	0	2_MACS_peak_1153_lociStitched
ADAR	0	1_MACS_peak_1233_lociStitched
ADM	0	4_MACS_peak_2910_lociStitched
ADM2	0	1_MACS_peak_13295_lociStitched
ADORA2A	0	4_MACS_peak_12912_lociStitched
ADPGK	0	1_MACS_peak_6567_lociStitched
ADRBK1	0	1_MACS_peak_3319_lociStitched
AEN	0	2_MACS_peak_6821_lociStitched,2_MACS_peak_6817_lociStitched
AFF4	0	1_MACS_peak_16267_lociStitched
AFTPH	0	2_MACS_peak_10766_lociStitched
AGPAT3	0	1_MACS_peak_12705_lociStitched
AHNAK	0	1_MACS_peak_3150_lociStitched
AIRE	1	1_MACS_peak_12730_lociStitched
AK1	0	2_MACS_peak_20533_lociStitched
AK3	0	1_MACS_peak_19888_lociStitched
AKAP13	0	1_MACS_peak_6793_lociStitched,1_MACS_peak_6792_lociStitched
AKAP5	0	3_MACS_peak_5617_lociStitched
AKAP8	0	2_MACS_peak_9591_lociStitched,1_MACS_peak_9593_lociStitched
AKAP8L	0	1_MACS_peak_9593_lociStitched
AKT1S1	0	1_MACS_peak_10146_lociStitched,1_MACS_peak_10142_lociStitched
ALCAM	0	1_MACS_peak_13992_lociStitched
ALDOA	0	1_MACS_peak_7356_lociStitched,1_MACS_peak_7360_lociStitched
ALG13	0	1_MACS_peak_21170_lociStitched
ALG2	0	1_MACS_peak_20338_lociStitched
ALKBH4	0	2_MACS_peak_18723_lociStitched,3_MACS_peak_18725_lociStitched
ALKBH5	0	2_MACS_peak_7911_lociStitched
ALOX12	0	1_MACS_peak_7799_lociStitched
ALOXE3	0	3_MACS_peak_7838_lociStitched,1_MACS_peak_7841_lociStitched
AMBRA1	0	1_MACS_peak_3074_lociStitched
AMDHD2	0	1_MACS_peak_7017_lociStitched
AMH	0	1_MACS_peak_9256_lociStitched
AMIGO3	0	1_MACS_peak_13725_lociStitched
AMT	0	1_MACS_peak_13716_lociStitched
AMZ2	0	1_MACS_peak_8591_lociStitched
ANAPC11	0	1_MACS_peak_8809_lociStitched,3_MACS_peak_8806_lociStitched
ANKDD1A	0	1_MACS_peak_6474_lociStitched
ANKRD13D	0	1_MACS_peak_3319_lociStitched
ANKRD28	0	1_MACS_peak_13455_lociStitched
ANKRD36BP2	0	2_MACS_peak_11006_lociStitched,1_MACS_peak_11022_lociStitched
ANKRD37	0	1_MACS_peak_15541_lociStitched
ANKRD42	0	2_MACS_peak_3519_lociStitched,1_MACS_peak_3522_lociStitched
ANKRD55	0	1_MACS_peak_15771_lociStitched
ANKZF1	0	1_MACS_peak_11717_lociStitched
ANP32A	0	1_MACS_peak_6535_lociStitched
ANP32B	0	1_MACS_peak_20327_lociStitched
APBA3	0	2_MACS_peak_9307_lociStitched
APEH	0	1_MACS_peak_13725_lociStitched
APOLD1	0	2_MACS_peak_4021_lociStitched,4_MACS_peak_4023_lociStitched
APTX	0	1_MACS_peak_19997_lociStitched
ARCN1	0	1_MACS_peak_3734_lociStitched
ARF1	1	1_MACS_peak_1821_lociStitched
ARF4	1	3_MACS_peak_13854_lociStitched
ARF6	0	1_MACS_peak_5512_lociStitched
ARFGAP3	0	1_MACS_peak_13188_lociStitched
ARHGAP33	0	1_MACS_peak_9803_lociStitched
ARHGAP4	0	2_MACS_peak_21359_lociStitched
ARHGDIA	0	1_MACS_peak_8809_lociStitched,3_MACS_peak_8806_lociStitched
ARHGEF37	0	1_MACS_peak_16451_lociStitched
ARID2	0	1_MACS_peak_4207_lociStitched
ARID5B	0	2_MACS_peak_2250_lociStitched
ARIH1	0	1_MACS_peak_6564_lociStitched
ARIH2	0	2_MACS_peak_13697_lociStitched
ARL8A	0	1_MACS_peak_1574_lociStitched
ARPC5L	0	4_MACS_peak_20491_lociStitched,1_MACS_peak_20490_lociStitched
ARPM1	0	1_MACS_peak_14417_lociStitched
ARPP19	0	1_MACS_peak_6365_lociStitched
ARRDC3	0	1_MACS_peak_16040_lociStitched
ARSG	0	1_MACS_peak_8591_lociStitched
ASB9P1	0	1_MACS_peak_6881_lociStitched,1_MACS_peak_6879_lociStitched
ATAT1	0	1_MACS_peak_17078_lociStitched
ATE1	0	1_MACS_peak_2706_lociStitched
ATG10	0	1_MACS_peak_15970_lociStitched
ATG13	0	1_MACS_peak_3074_lociStitched
ATG16L2	0	1_MACS_peak_3420_lociStitched
ATG9A	0	1_MACS_peak_11717_lociStitched
ATHL1	0	2_MACS_peak_2797_lociStitched
ATM	0	1_MACS_peak_3635_lociStitched
ATP11B	0	1_MACS_peak_14529_lociStitched
ATP1B2	0	1_MACS_peak_7825_lociStitched
ATP5D	0	1_MACS_peak_9200_lociStitched,2_MACS_peak_9196_lociStitched
ATP5J	0	1_MACS_peak_12504_lociStitched
ATP5L	0	1_MACS_peak_3731_lociStitched
ATP5O	0	1_MACS_peak_12572_lociStitched
ATP6AP1	0	1_MACS_peak_21383_lociStitched,2_MACS_peak_21379_lociStitched
ATP6V0C	0	1_MACS_peak_7017_lociStitched
ATP6V1A	0	2_MACS_peak_14056_lociStitched
ATP6V1E1	0	1_MACS_peak_12767_lociStitched
ATP6V1E2	0	1_MACS_peak_10629_lociStitched
ATXN1	0	1_MACS_peak_16922_lociStitched
ATXN2L	0	1_MACS_peak_7308_lociStitched
ATXN7	0	1_MACS_peak_13876_lociStitched
AURKB	0	1_MACS_peak_7841_lociStitched,1_MACS_peak_7851_lociStitched
AURKC	0	1_MACS_peak_10245_lociStitched
AXL	0	3_MACS_peak_9909_lociStitched
AZI2	0	1_MACS_peak_13503_lociStitched
AZIN1	0	1_MACS_peak_19537_lociStitched
B2M	0	1_MACS_peak_6290_lociStitched,2_MACS_peak_6295_lociStitched,1_MACS_peak_6286_lociStitched
BACH1	1	2_MACS_peak_12518_lociStitched
BAD	0	1_MACS_peak_3205_lociStitched,2_MACS_peak_3203_lociStitched
BAG1	0	1_MACS_peak_20009_lociStitched
BAIAP3	0	1_MACS_peak_6977_lociStitched
BAP1	0	1_MACS_peak_13791_lociStitched
BAT2L1	0	1_MACS_peak_20621_lociStitched
BBC3	0	1_MACS_peak_10067_lociStitched
BBX	1	1_MACS_peak_13997_lociStitched
BCAR4	0	1_MACS_peak_7138_lociStitched
BCL2	0	2_MACS_peak_9106_lociStitched,3_MACS_peak_9120_lociStitched
BCL2L11	0	2_MACS_peak_11146_lociStitched
BCL2L13	0	1_MACS_peak_12767_lociStitched
BCL6B	1	1_MACS_peak_7799_lociStitched
BCLAF1	1	1_MACS_peak_17787_lociStitched
BEST2	0	1_MACS_peak_9529_lociStitched
BET1L	0	1_MACS_peak_2793_lociStitched
BHLHE41	1	4_MACS_peak_4086_lociStitched
BIRC2	0	1_MACS_peak_3609_lociStitched
BIRC3	0	1_MACS_peak_3609_lociStitched
BMF	0	2_MACS_peak_6199_lociStitched
BMI1	0	4_MACS_peak_2093_lociStitched
BNIP2	0	1_MACS_peak_6411_lociStitched
BOD1	0	2_MACS_peak_16616_lociStitched
BRAF	0	1_MACS_peak_18966_lociStitched
BRCA2	0	2_MACS_peak_5065_lociStitched
BRD2	0	2_MACS_peak_17160_lociStitched
BRE	0	1_MACS_peak_10498_lociStitched
BRWD1	0	2_MACS_peak_12614_lociStitched
BTBD2	0	1_MACS_peak_9230_lociStitched
BTG1	0	3_MACS_peak_4546_lociStitched
BTG2	0	2_MACS_peak_1593_lociStitched,1_MACS_peak_1588_lociStitched
BZW1	0	2_MACS_peak_11599_lociStitched
C11ORF2	0	1_MACS_peak_3222_lociStitched
C11ORF20	0	1_MACS_peak_3205_lociStitched,2_MACS_peak_3203_lociStitched
C11ORF58	0	1_MACS_peak_2942_lociStitched
C11ORF71	0	1_MACS_peak_3694_lociStitched
C12ORF60	0	1_MACS_peak_4039_lociStitched
C12ORF61	0	1_MACS_peak_4432_lociStitched
C12ORF69	0	1_MACS_peak_4039_lociStitched
C12ORF73	0	1_MACS_peak_4648_lociStitched
C14ORF104	0	1_MACS_peak_5504_lociStitched,1_MACS_peak_5503_lociStitched
C14ORF50	0	3_MACS_peak_5617_lociStitched
C15ORF28	0	1_MACS_peak_6535_lociStitched
C15ORF39	0	1_MACS_peak_6642_lociStitched
C15ORF55	0	3_MACS_peak_6157_lociStitched
C15ORF61	0	3_MACS_peak_6504_lociStitched
C15ORF63	0	1_MACS_peak_6273_lociStitched
C16ORF42	0	1_MACS_peak_6977_lociStitched
C16ORF72	0	2_MACS_peak_7095_lociStitched
C16ORF92	0	1_MACS_peak_7356_lociStitched
C17ORF44	0	1_MACS_peak_7851_lociStitched
C17ORF46	0	2_MACS_peak_8303_lociStitched
C17ORF49	0	1_MACS_peak_7799_lociStitched
C17ORF59	0	3_MACS_peak_7838_lociStitched,1_MACS_peak_7841_lociStitched
C17ORF60	0	1_MACS_peak_8545_lociStitched
C17ORF68	0	1_MACS_peak_7851_lociStitched
C19ORF12	0	1_MACS_peak_9746_lociStitched
C19ORF23	0	1_MACS_peak_9200_lociStitched,2_MACS_peak_9196_lociStitched
C19ORF24	0	1_MACS_peak_9200_lociStitched,2_MACS_peak_9196_lociStitched
C19ORF26	0	1_MACS_peak_9200_lociStitched,2_MACS_peak_9196_lociStitched
C19ORF35	0	1_MACS_peak_9256_lociStitched
C19ORF50	0	1_MACS_peak_9687_lociStitched
C19ORF55	0	1_MACS_peak_9803_lociStitched
C1ORF151	0	1_MACS_peak_212_lociStitched
C1ORF25	0	1_MACS_peak_1518_lociStitched
C1ORF26	0	1_MACS_peak_1518_lociStitched
C1ORF35	0	1_MACS_peak_1821_lociStitched
C1ORF38	0	4_MACS_peak_346_lociStitched
C1ORF70	0	1_MACS_peak_31_lociStitched
C20ORF111	0	1_MACS_peak_12156_lociStitched
C20ORF152	0	1_MACS_peak_12075_lociStitched
C20ORF24	0	1_MACS_peak_12089_lociStitched
C21ORF121	0	1_MACS_peak_12634_lociStitched,1_MACS_peak_12635_lociStitched
C21ORF125	0	7_MACS_peak_12683_lociStitched,1_MACS_peak_12681_lociStitched,1_MACS_peak_12695_lociStitched,1_MACS_peak_12682_lociStitched
C21ORF128	0	1_MACS_peak_12635_lociStitched
C21ORF2	0	1_MACS_peak_12730_lociStitched
C21ORF33	0	3_MACS_peak_12721_lociStitched,2_MACS_peak_12718_lociStitched
C21ORF7	0	1_MACS_peak_12514_lociStitched
C21ORF84	0	7_MACS_peak_12683_lociStitched,1_MACS_peak_12695_lociStitched
C21ORF91	0	1_MACS_peak_12493_lociStitched
C22ORF41	0	1_MACS_peak_13295_lociStitched
C22ORF45	0	4_MACS_peak_12912_lociStitched
C2CD2L	0	1_MACS_peak_3743_lociStitched
C3ORF37	0	1_MACS_peak_14193_lociStitched,1_MACS_peak_14197_lociStitched
C3ORF47	0	1_MACS_peak_14193_lociStitched,1_MACS_peak_14197_lociStitched
C3ORF54	0	1_MACS_peak_13726_lociStitched
C3ORF63	0	1_MACS_peak_13844_lociStitched
C3ORF71	0	2_MACS_peak_13697_lociStitched
C4ORF31	0	2_MACS_peak_15282_lociStitched
C4ORF47	0	1_MACS_peak_15541_lociStitched
C5ORF15	0	1_MACS_peak_16273_lociStitched
C5ORF27	0	3_MACS_peak_16064_lociStitched
C5ORF33	0	1_MACS_peak_15698_lociStitched
C5ORF39	0	3_MACS_peak_15721_lociStitched
C5ORF45	0	1_MACS_peak_16700_lociStitched
C5ORF56	0	2_MACS_peak_16240_lociStitched
C5ORF60	0	1_MACS_peak_16694_lociStitched
C6ORF136	0	1_MACS_peak_17078_lociStitched
C6ORF62	0	2_MACS_peak_16945_lociStitched
C7ORF23	0	3_MACS_peak_18577_lociStitched
C7ORF29	0	1_MACS_peak_19023_lociStitched
C7ORF47	0	1_MACS_peak_18684_lociStitched
C7ORF49	0	1_MACS_peak_18909_lociStitched,1_MACS_peak_18913_lociStitched
C7ORF53	0	1_MACS_peak_18797_lociStitched
C7ORF55	0	1_MACS_peak_18940_lociStitched,1_MACS_peak_18939_lociStitched
C7ORF61	0	1_MACS_peak_18684_lociStitched
C9ORF100	0	1_MACS_peak_20044_lociStitched
C9ORF102	0	1_MACS_peak_20306_lociStitched
C9ORF130	0	1_MACS_peak_20306_lociStitched
C9ORF131	0	2_MACS_peak_20032_lociStitched
C9ORF153	0	1_MACS_peak_20239_lociStitched
C9ORF156	0	1_MACS_peak_20326_lociStitched
C9ORF163	0	1_MACS_peak_20703_lociStitched
C9ORF46	0	1_MACS_peak_19894_lociStitched
C9ORF53	0	1_MACS_peak_19972_lociStitched
C9ORF64	0	1_MACS_peak_20231_lociStitched
C9ORF68	0	1_MACS_peak_19886_lociStitched
C9ORF78	0	2_MACS_peak_20596_lociStitched
C9ORF89	0	3_MACS_peak_20277_lociStitched,1_MACS_peak_20280_lociStitched
C9ORF95	0	2_MACS_peak_20205_lociStitched
C9ORF96	0	1_MACS_peak_20663_lociStitched
CA9	0	1_MACS_peak_20044_lociStitched
CACNG7	0	2_MACS_peak_10184_lociStitched
CADM1	0	1_MACS_peak_3701_lociStitched,2_MACS_peak_3703_lociStitched
CADM4	0	1_MACS_peak_9979_lociStitched
CALM1	0	1_MACS_peak_5794_lociStitched
CALM3	0	2_MACS_peak_10049_lociStitched
CAND2	0	1_MACS_peak_13380_lociStitched
CANX	0	1_MACS_peak_16696_lociStitched
CAPN1	0	1_MACS_peak_3222_lociStitched
CAPRIN1	0	1_MACS_peak_3021_lociStitched
