GENE	TF	ENHANCER_LIST
A1BG	0	2_MACS_peak_14076_lociStitched
A1BG-AS1	0	2_MACS_peak_14076_lociStitched
AAAS	0	3_MACS_peak_6090_lociStitched
AAMP	0	2_MACS_peak_16387_lociStitched,2_MACS_peak_16391_lociStitched
AARS2	0	4_MACS_peak_24531_lociStitched
ABCD2	0	1_MACS_peak_5881_lociStitched
ABCF1	0	2_MACS_peak_24248_lociStitched
ABCG4	0	3_MACS_peak_5225_lociStitched
ABHD4	0	3_MACS_peak_7796_lociStitched,2_MACS_peak_7800_lociStitched
ACAP1	0	3_MACS_peak_11054_lociStitched
ACAT2	0	1_MACS_peak_25800_lociStitched
ACBD4	0	1_MACS_peak_11573_lociStitched
ACOT13	0	2_MACS_peak_24069_lociStitched
ACRC	0	2_MACS_peak_30828_lociStitched
ACTR8	0	2_MACS_peak_18893_lociStitched
ADAM15	0	1_MACS_peak_1581_lociStitched
ADAM17	0	3_MACS_peak_14169_lociStitched
ADAMTS4	0	7_MACS_peak_1738_lociStitched
ADAMTSL4	0	1_MACS_peak_1456_lociStitched
ADAT1	0	1_MACS_peak_10781_lociStitched
ADAT3	0	4_MACS_peak_12931_lociStitched
ADCY10	0	1_MACS_peak_1847_lociStitched
ADM	0	3_MACS_peak_4035_lociStitched
ADNP	0	1_MACS_peak_17259_lociStitched
ADRBK1	0	1_MACS_peak_4663_lociStitched
AFF1	0	1_MACS_peak_21284_lociStitched
AFTPH	0	2_MACS_peak_14862_lociStitched
AGBL2	0	1_MACS_peak_4389_lociStitched
AGER	0	2_MACS_peak_24311_lociStitched
AGPAT1	0	2_MACS_peak_24311_lociStitched
AHNAK	0	5_MACS_peak_4490_lociStitched
AIDA	0	1_MACS_peak_2543_lociStitched
AIM2	0	2_MACS_peak_1682_lociStitched
AK1	0	3_MACS_peak_30154_lociStitched
AKAP2	0	4_MACS_peak_29961_lociStitched
AKAP5	0	3_MACS_peak_8320_lociStitched
AKIRIN2	0	2_MACS_peak_24968_lociStitched
AKT1S1	0	3_MACS_peak_13900_lociStitched,4_MACS_peak_13903_lociStitched
ALCAM	0	1_MACS_peak_19295_lociStitched
ALDH8A1	0	5_MACS_peak_25448_lociStitched
ALG2	0	5_MACS_peak_29861_lociStitched
ALKBH5	0	1_MACS_peak_11174_lociStitched
ALOX12	0	1_MACS_peak_11043_lociStitched
ALPK1	0	4_MACS_peak_21509_lociStitched
AMAC1	0	1_MACS_peak_11370_lociStitched
AMBRA1	0	1_MACS_peak_4362_lociStitched
AMD1	0	4_MACS_peak_25211_lociStitched
AMH	0	2_MACS_peak_12954_lociStitched
AMHR2	0	3_MACS_peak_6090_lociStitched
AMT	0	1_MACS_peak_18798_lociStitched
ANAPC11	0	4_MACS_peak_12143_lociStitched
ANG	0	1_MACS_peak_7764_lociStitched
ANKDD1A	0	1_MACS_peak_9406_lociStitched
ANKMY1	0	2_MACS_peak_16606_lociStitched
ANKRD12	0	2_MACS_peak_12266_lociStitched
ANKRD13D	0	1_MACS_peak_4663_lociStitched
ANKRD28	0	5_MACS_peak_18402_lociStitched
ANKRD34A	0	1_MACS_peak_1353_lociStitched,2_MACS_peak_1358_lociStitched,2_MACS_peak_1354_lociStitched
ANKRD35	0	2_MACS_peak_1358_lociStitched
ANKRD37	0	3_MACS_peak_22211_lociStitched
ANKRD42	0	1_MACS_peak_4879_lociStitched
ANKRD7	0	1_MACS_peak_27189_lociStitched
ANP32A	0	1_MACS_peak_9474_lociStitched
ANP32B	0	2_MACS_peak_29845_lociStitched
ANP32E	0	1_MACS_peak_1447_lociStitched
AP1AR	0	4_MACS_peak_21509_lociStitched
AP1G1	0	1_MACS_peak_10734_lociStitched
APBA3	0	1_MACS_peak_13002_lociStitched
APEX1	0	2_MACS_peak_7752_lociStitched
APH1A	0	1_MACS_peak_1447_lociStitched
APOA2	0	7_MACS_peak_1738_lociStitched
APOF	0	2_MACS_peak_6161_lociStitched
APOLD1	0	1_MACS_peak_5557_lociStitched,2_MACS_peak_5555_lociStitched
AQP10	0	2_MACS_peak_1555_lociStitched
ARF1	1	1_MACS_peak_2643_lociStitched
ARF4	1	3_MACS_peak_18909_lociStitched
ARF6	0	1_MACS_peak_8108_lociStitched,2_MACS_peak_8106_lociStitched
ARFGEF2	0	1_MACS_peak_17207_lociStitched
ARHGAP18	0	1_MACS_peak_25373_lociStitched
ARHGAP30	0	2_MACS_peak_1729_lociStitched
ARHGAP33	0	3_MACS_peak_13546_lociStitched
ARHGAP4	0	1_MACS_peak_31266_lociStitched
ARHGAP9	0	1_MACS_peak_6194_lociStitched
ARHGDIA	0	4_MACS_peak_12143_lociStitched
ARHGEF2	0	3_MACS_peak_1618_lociStitched,4_MACS_peak_1614_lociStitched
ARHGEF40	0	3_MACS_peak_7768_lociStitched
ARID1A	0	2_MACS_peak_376_lociStitched
ARID1B	0	1_MACS_peak_25739_lociStitched,2_MACS_peak_25740_lociStitched
ARID2	0	2_MACS_peak_5935_lociStitched
ARID4B	0	2_MACS_peak_2755_lociStitched
ARID5B	0	1_MACS_peak_3308_lociStitched
ARIH1	0	2_MACS_peak_9505_lociStitched
ARL4D	0	2_MACS_peak_11540_lociStitched
ARMC2	0	4_MACS_peak_25182_lociStitched,3_MACS_peak_25179_lociStitched
ARPC2	0	2_MACS_peak_16387_lociStitched
ARPC5L	0	2_MACS_peak_30101_lociStitched
ARPM1	0	3_MACS_peak_19999_lociStitched
ARRDC3	0	2_MACS_peak_23052_lociStitched
ASB5	0	1_MACS_peak_22104_lociStitched
ASB9P1	0	5_MACS_peak_9795_lociStitched
ASF1A	0	1_MACS_peak_25288_lociStitched
ASH1L	0	1_MACS_peak_1604_lociStitched
ATAD1	0	2_MACS_peak_3515_lociStitched
ATAT1	0	2_MACS_peak_24248_lociStitched
ATF3	1	1_MACS_peak_2460_lociStitched
ATF5	1	3_MACS_peak_13900_lociStitched,4_MACS_peak_13903_lociStitched
ATF6	1	6_MACS_peak_1770_lociStitched
ATF7IP	0	2_MACS_peak_5587_lociStitched
ATG13	0	1_MACS_peak_4362_lociStitched
ATG3	0	1_MACS_peak_19399_lociStitched
ATHL1	0	3_MACS_peak_3901_lociStitched
ATM	0	1_MACS_peak_5095_lociStitched
ATN1	0	6_MACS_peak_5476_lociStitched
ATP11B	0	1_MACS_peak_20202_lociStitched
ATP13A1	0	2_MACS_peak_13426_lociStitched
ATP2A2	0	2_MACS_peak_6802_lociStitched
ATP5B	0	3_MACS_peak_6172_lociStitched,3_MACS_peak_6167_lociStitched
ATP5D	0	4_MACS_peak_12914_lociStitched
ATP5G1	0	2_MACS_peak_11670_lociStitched
ATP5L	0	3_MACS_peak_5200_lociStitched
ATP6V1A	0	2_MACS_peak_19419_lociStitched
ATP6V1E2	0	2_MACS_peak_14625_lociStitched,2_MACS_peak_14623_lociStitched
ATP8B2	0	2_MACS_peak_1555_lociStitched
