GENE	TF	ENHANCER_LIST
A1BG	0	4_MACS_peak_18208_lociStitched
A1BG-AS1	0	4_MACS_peak_18208_lociStitched
A4GALT	0	1_MACS_peak_23187_lociStitched,2_MACS_peak_23195_lociStitched
AANAT	0	5_MACS_peak_15162_lociStitched
AARS2	0	3_MACS_peak_29446_lociStitched
ABCA7	0	4_MACS_peak_16114_lociStitched,4_MACS_peak_16109_lociStitched
ABCB9	0	4_MACS_peak_8394_lociStitched
ABCD1	0	4_MACS_peak_36526_lociStitched
ABCG1	0	2_MACS_peak_22171_lociStitched
ABHD1	0	4_MACS_peak_18565_lociStitched
ABHD12	0	1_MACS_peak_21140_lociStitched
ABHD15	0	4_MACS_peak_13993_lociStitched
ABHD4	0	4_MACS_peak_9272_lociStitched
ABHD8	0	5_MACS_peak_16946_lociStitched
ABL2	0	3_MACS_peak_2657_lociStitched
ACBD3	0	3_MACS_peak_3274_lociStitched
ACER1	0	1_MACS_peak_16401_lociStitched
ACO2	0	2_MACS_peak_23118_lociStitched
ACOXL	0	6_MACS_peak_19614_lociStitched
ACSF3	0	3_MACS_peak_13353_lociStitched
ACTG1	0	6_MACS_peak_15356_lociStitched
ACTN4	0	7_MACS_peak_17368_lociStitched
ACTR3	0	1_MACS_peak_19727_lociStitched
ADA	0	2_MACS_peak_21504_lociStitched
ADAM12	0	7_MACS_peak_5077_lociStitched
ADAM15	0	1_MACS_peak_2250_lociStitched,5_MACS_peak_2257_lociStitched,2_MACS_peak_2255_lociStitched
ADAM17	0	2_MACS_peak_18346_lociStitched
ADAM22	0	3_MACS_peak_31575_lociStitched
ADAM6	0	8_MACS_peak_10421_lociStitched
ADAMTS4	0	5_MACS_peak_2443_lociStitched
ADAMTSL4	0	1_MACS_peak_2099_lociStitched
ADAT3	0	2_MACS_peak_16179_lociStitched,3_MACS_peak_16184_lociStitched
ADD1	0	3_MACS_peak_25550_lociStitched
ADM	0	8_MACS_peak_5389_lociStitched
ADM2	0	7_MACS_peak_23364_lociStitched
ADORA2A	0	3_MACS_peak_22652_lociStitched
ADPGK	0	1_MACS_peak_11276_lociStitched
AEN	0	1_MACS_peak_11622_lociStitched
AFMID	0	8_MACS_peak_15221_lociStitched,3_MACS_peak_15231_lociStitched
AGAP1	0	1_MACS_peak_20756_lociStitched
AGBL5	0	4_MACS_peak_18565_lociStitched
AGFG2	0	3_MACS_peak_31738_lociStitched
AGPAT3	0	1_MACS_peak_22255_lociStitched
AHNAK	0	7_MACS_peak_5870_lociStitched,4_MACS_peak_5864_lociStitched
AHNAK2	0	3_MACS_peak_10376_lociStitched
AIFM1	0	3_MACS_peak_36376_lociStitched
AIM1L	0	3_MACS_peak_633_lociStitched
AIRE	1	2_MACS_peak_22281_lociStitched,3_MACS_peak_22277_lociStitched
AK1	0	10_MACS_peak_35083_lociStitched
AKAP2	0	2_MACS_peak_34805_lociStitched
AKT1S1	0	4_MACS_peak_17932_lociStitched,4_MACS_peak_17922_lociStitched,5_MACS_peak_17926_lociStitched
ALAD	0	3_MACS_peak_34862_lociStitched,3_MACS_peak_34859_lociStitched,4_MACS_peak_34854_lociStitched
ALDH16A1	0	4_MACS_peak_17884_lociStitched
ALDH1A3	0	6_MACS_peak_11813_lociStitched
ALDH8A1	0	2_MACS_peak_30136_lociStitched
ALG12	0	4_MACS_peak_23332_lociStitched
ALKBH4	0	4_MACS_peak_31793_lociStitched,2_MACS_peak_31803_lociStitched
ALKBH7	0	1_MACS_peak_16401_lociStitched
ALLC	0	2_MACS_peak_18274_lociStitched
ALOX5	0	4_MACS_peak_4095_lociStitched
ALPK1	0	3_MACS_peak_26270_lociStitched
ALPK2	0	2_MACS_peak_15935_lociStitched
AMDHD2	0	5_MACS_peak_11971_lociStitched
AMH	0	7_MACS_peak_16206_lociStitched,1_MACS_peak_16205_lociStitched
AMN1	0	3_MACS_peak_7227_lociStitched
AMZ1	0	2_MACS_peak_30596_lociStitched
AMZ2	0	1_MACS_peak_14984_lociStitched
AMZ2P1	0	2_MACS_peak_14932_lociStitched
ANAPC1	0	2_MACS_peak_19660_lociStitched
ANAPC11	0	5_MACS_peak_15382_lociStitched
ANAPC16	0	4_MACS_peak_4302_lociStitched
ANAPC2	0	9_MACS_peak_35414_lociStitched
ANKDD1A	0	6_MACS_peak_11088_lociStitched
ANKLE1	0	5_MACS_peak_16946_lociStitched
ANKMY1	0	3_MACS_peak_20807_lociStitched,2_MACS_peak_20810_lociStitched
