GENE	TF	ENHANCER_LIST
A1BG	0	2_MACS_peak_12022_lociStitched
A1BG-AS1	0	2_MACS_peak_12022_lociStitched
AARS2	0	2_MACS_peak_19570_lociStitched
ABCA7	0	3_MACS_peak_10652_lociStitched,1_MACS_peak_10656_lociStitched
ABHD12	0	3_MACS_peak_13895_lociStitched
ACAP3	0	1_MACS_peak_40_lociStitched
ACBD3	0	2_MACS_peak_2248_lociStitched
ACO2	0	1_MACS_peak_15093_lociStitched
ACTG1	0	2_MACS_peak_10109_lociStitched
ACTR3C	0	2_MACS_peak_21459_lociStitched
ADAM15	0	1_MACS_peak_1539_lociStitched,2_MACS_peak_1541_lociStitched
ADAMTSL4	0	1_MACS_peak_1431_lociStitched,2_MACS_peak_1432_lociStitched
ADAT3	0	3_MACS_peak_10701_lociStitched
ADCY1	0	4_MACS_peak_20672_lociStitched
ADCY10	0	1_MACS_peak_1752_lociStitched
ADCY7	0	4_MACS_peak_8405_lociStitched
ADM2	0	4_MACS_peak_15266_lociStitched
ADORA2A	0	3_MACS_peak_14769_lociStitched
AFMID	0	7_MACS_peak_10009_lociStitched,2_MACS_peak_10016_lociStitched
AGAP1	0	4_MACS_peak_13642_lociStitched
AHNAK	0	4_MACS_peak_3892_lociStitched
AIRE	1	2_MACS_peak_14591_lociStitched
ALDH3B1	0	4_MACS_peak_4125_lociStitched
ALDOA	0	1_MACS_peak_8283_lociStitched
ALG12	0	3_MACS_peak_15239_lociStitched,2_MACS_peak_15235_lociStitched
ALKBH4	0	6_MACS_peak_21144_lociStitched
ALKBH5	0	1_MACS_peak_9119_lociStitched
ALOX12	0	3_MACS_peak_8973_lociStitched
AMH	0	6_MACS_peak_10727_lociStitched
ANAPC11	0	4_MACS_peak_10124_lociStitched,2_MACS_peak_10130_lociStitched
ANAPC16	0	7_MACS_peak_2886_lociStitched
ANAPC2	0	1_MACS_peak_23469_lociStitched,2_MACS_peak_23473_lociStitched,3_MACS_peak_23475_lociStitched
ANKDD1A	0	1_MACS_peak_7385_lociStitched
ANKMY1	0	3_MACS_peak_13691_lociStitched
ANKRD12	0	1_MACS_peak_10243_lociStitched
ANKRD34A	0	1_MACS_peak_1350_lociStitched,2_MACS_peak_1352_lociStitched,1_MACS_peak_1351_lociStitched
ANKRD36BP2	0	8_MACS_peak_12754_lociStitched
ANKRD55	0	4_MACS_peak_17890_lociStitched
ANP32A	0	1_MACS_peak_7457_lociStitched
ANP32B	0	1_MACS_peak_22948_lociStitched
ANP32E	0	1_MACS_peak_1422_lociStitched
ANXA11	0	4_MACS_peak_2970_lociStitched
ANXA6	0	3_MACS_peak_18552_lociStitched
ANXA9	0	3_MACS_peak_1441_lociStitched,1_MACS_peak_1444_lociStitched
APC2	0	3_MACS_peak_10679_lociStitched
APH1A	0	1_MACS_peak_1422_lociStitched
APLF	0	4_MACS_peak_12564_lociStitched
APOBEC3H	0	1_MACS_peak_15035_lociStitched
APOD	0	4_MACS_peak_16606_lociStitched
APOL1	0	2_MACS_peak_14911_lociStitched
APOL2	0	2_MACS_peak_14911_lociStitched
APOL4	0	2_MACS_peak_14911_lociStitched
APOLD1	0	2_MACS_peak_4778_lociStitched
APRT	0	3_MACS_peak_8795_lociStitched,2_MACS_peak_8798_lociStitched
ARF1	1	1_MACS_peak_2276_lociStitched
ARHGAP26	0	1_MACS_peak_18483_lociStitched
ARHGAP39	0	3_MACS_peak_22454_lociStitched
ARHGAP4	0	1_MACS_peak_24266_lociStitched,2_MACS_peak_24264_lociStitched
ARHGAP9	0	3_MACS_peak_5179_lociStitched
ARHGDIA	0	4_MACS_peak_10124_lociStitched,2_MACS_peak_10130_lociStitched
ARHGEF2	0	2_MACS_peak_1584_lociStitched,2_MACS_peak_1582_lociStitched
ARID1A	0	1_MACS_peak_489_lociStitched
ARID1B	0	2_MACS_peak_20188_lociStitched
ARID2	0	1_MACS_peak_4932_lociStitched
ARID3A	1	5_MACS_peak_10644_lociStitched
ARID5A	1	3_MACS_peak_12799_lociStitched
ARL6IP5	0	4_MACS_peak_15854_lociStitched
ARPC5L	0	2_MACS_peak_23169_lociStitched
ARRDC1	0	3_MACS_peak_23496_lociStitched
ARRDC3	0	1_MACS_peak_18131_lociStitched
ASAP3	0	2_MACS_peak_399_lociStitched
ASB16	0	1_MACS_peak_9514_lociStitched
ASB2	0	5_MACS_peak_6791_lociStitched
ASB9P1	0	4_MACS_peak_7733_lociStitched
ASCC1	0	7_MACS_peak_2886_lociStitched
ASH1L	0	1_MACS_peak_1574_lociStitched
ASNA1	0	8_MACS_peak_11055_lociStitched
ASPSCR1	0	2_MACS_peak_10130_lociStitched
ASS1	0	1_MACS_peak_23305_lociStitched
ATAD1	0	3_MACS_peak_2992_lociStitched
ATF4	1	4_MACS_peak_15058_lociStitched
ATG2A	0	5_MACS_peak_3969_lociStitched
ATN1	0	8_MACS_peak_4686_lociStitched
ATOX1	0	3_MACS_peak_18570_lociStitched
ATP5B	0	2_MACS_peak_5155_lociStitched,1_MACS_peak_5160_lociStitched
ATP5D	0	9_MACS_peak_10668_lociStitched
ATP6AP1	0	4_MACS_peak_24277_lociStitched
ATP8B3	0	3_MACS_peak_10701_lociStitched
ATXN2L	0	1_MACS_peak_8247_lociStitched
ATXN7L3	0	1_MACS_peak_9514_lociStitched
AVIL	0	3_MACS_peak_5197_lociStitched
AVPR2	0	2_MACS_peak_24264_lociStitched
AZIN1	0	3_MACS_peak_22146_lociStitched
B3GALNT2	0	2_MACS_peak_2378_lociStitched
B3GALT4	0	3_MACS_peak_19370_lociStitched
B3GALT6	0	1_MACS_peak_31_lociStitched
B3GNT9	0	7_MACS_peak_8517_lociStitched
BAD	0	6_MACS_peak_3948_lociStitched,1_MACS_peak_3955_lociStitched
BAT5	0	1_MACS_peak_19306_lociStitched
BAX	0	1_MACS_peak_11786_lociStitched
BAZ2A	0	2_MACS_peak_5155_lociStitched,1_MACS_peak_5160_lociStitched
BBC3	0	1_MACS_peak_11721_lociStitched
BCL2	0	1_MACS_peak_10557_lociStitched,1_MACS_peak_10547_lociStitched
BCL3	0	5_MACS_peak_11634_lociStitched,2_MACS_peak_11632_lociStitched
BCL6B	1	3_MACS_peak_8973_lociStitched
BCL8	0	15_MACS_peak_6967_lociStitched
BCL9L	0	1_MACS_peak_4466_lociStitched
BCOR	0	2_MACS_peak_23738_lociStitched
BEST1	0	3_MACS_peak_3879_lociStitched
BEST2	0	8_MACS_peak_11055_lociStitched
BEST4	0	2_MACS_peak_817_lociStitched
BGLAP	0	4_MACS_peak_1606_lociStitched
BHLHE40	1	4_MACS_peak_15292_lociStitched
BIRC5	0	2_MACS_peak_10016_lociStitched,2_MACS_peak_10020_lociStitched
BLVRB	0	5_MACS_peak_11521_lociStitched
BMF	0	7_MACS_peak_7116_lociStitched
BMP2K	0	2_MACS_peak_17080_lociStitched
BNIPL	0	1_MACS_peak_1444_lociStitched
BOLA1	0	4_MACS_peak_1408_lociStitched,1_MACS_peak_1412_lociStitched
BOLA2B	0	2_MACS_peak_8290_lociStitched
BRD2	0	2_MACS_peak_19356_lociStitched
BRP44	0	1_MACS_peak_1752_lociStitched
BRSK1	0	2_MACS_peak_11944_lociStitched
BSCL2	0	1_MACS_peak_3910_lociStitched
BTBD19	0	2_MACS_peak_817_lociStitched
BTBD2	0	5_MACS_peak_10713_lociStitched
BTG2	0	1_MACS_peak_1991_lociStitched,3_MACS_peak_1988_lociStitched
BTN2A2	0	13_MACS_peak_19125_lociStitched
BTN3A1	0	13_MACS_peak_19125_lociStitched
BTN3A2	0	13_MACS_peak_19125_lociStitched
BUB1B	0	7_MACS_peak_7116_lociStitched
BZRAP1	0	3_MACS_peak_9727_lociStitched
C10ORF114	0	4_MACS_peak_2591_lociStitched
C10ORF140	0	4_MACS_peak_2591_lociStitched
C11ORF2	0	3_MACS_peak_3989_lociStitched
C11ORF20	0	6_MACS_peak_3948_lociStitched,1_MACS_peak_3955_lociStitched
C11ORF24	0	2_MACS_peak_4139_lociStitched
C12ORF5	0	4_MACS_peak_4647_lociStitched
C12ORF57	0	8_MACS_peak_4686_lociStitched
C14ORF181	0	1_MACS_peak_6557_lociStitched
C14ORF4	0	3_MACS_peak_6668_lociStitched
C14ORF43	0	6_MACS_peak_6615_lociStitched
C14ORF48	0	5_MACS_peak_6791_lociStitched
C14ORF73	0	4_MACS_peak_6880_lociStitched
C14ORF86	0	5_MACS_peak_6791_lociStitched
C15ORF28	0	1_MACS_peak_7457_lociStitched
C16ORF13	0	3_MACS_peak_7827_lociStitched
C16ORF53	0	4_MACS_peak_8271_lociStitched
C16ORF70	0	7_MACS_peak_8517_lociStitched
C16ORF92	0	1_MACS_peak_8283_lociStitched
C17ORF101	0	2_MACS_peak_10170_lociStitched
C17ORF107	0	3_MACS_peak_8939_lociStitched
C17ORF37	0	1_MACS_peak_9375_lociStitched
C17ORF46	0	1_MACS_peak_9540_lociStitched
C17ORF49	0	3_MACS_peak_8973_lociStitched
C17ORF62	0	2_MACS_peak_10170_lociStitched
C17ORF63	0	2_MACS_peak_9219_lociStitched
C17ORF65	0	1_MACS_peak_9514_lociStitched
C17ORF70	0	2_MACS_peak_10109_lociStitched
C17ORF95	0	1_MACS_peak_9976_lociStitched
C17ORF96	0	2_MACS_peak_9349_lociStitched
C17ORF99	0	7_MACS_peak_10009_lociStitched,2_MACS_peak_10016_lociStitched
C19ORF22	0	5_MACS_peak_10644_lociStitched
