GENE	CHROM	START	STOP	ENHANCER_ID
ABI3	chr17	47268900	47270860	1_MACS_peak_4295_lociStitched
ARF1	chr1	228269841	228271219	2_MACS_peak_1084_lociStitched
ARID5A	chr2	97202379	97204029	1_MACS_peak_5779_lociStitched
ATF3	chr1	212780861	212783081	3_MACS_peak_1023_lociStitched
BCL6B	chr17	6915116	6920303	2_MACS_peak_4037_lociStitched
BCLAF1	chr6	136609690	136611997	3_MACS_peak_9269_lociStitched
BHLHE41	chr12	26274480	26276467	3_MACS_peak_2410_lociStitched
CAMTA2	chr17	4851219	4854086	3_MACS_peak_4013_lociStitched
CEBPB	chr20	48806988	48809752	3_MACS_peak_6395_lociStitched
CHD2	chr15	93425361	93427392	3_MACS_peak_3552_lociStitched
ELF2	chr4	140097409	140099726	2_MACS_peak_7972_lociStitched
ESRRA	chr11	64051833	64053587	2_MACS_peak_1912_lociStitched
ETV5	chr3	185826335	185828376	2_MACS_peak_7564_lociStitched
FOSB	chr19	45970353	45973113	2_MACS_peak_5243_lociStitched
HBP1	chr7	106807815	106810209	3_MACS_peak_9768_lociStitched
HIVEP2	chr6	143265579	143269424	4_MACS_peak_9309_lociStitched
IRF2	chr4	185394564	185396918	4_MACS_peak_8069_lociStitched
JUN	chr1	59247935	59250773	3_MACS_peak_361_lociStitched
JUNB	chr19	12900274	12905029	4_MACS_peak_4976_lociStitched
JUND	chr19	18390160	18393443	3_MACS_peak_5066_lociStitched
KLF13	chr15	31617623	31620479	3_MACS_peak_3197_lociStitched
KLF2	chr19	16434881	16439750	3_MACS_peak_5030_lociStitched
KLF2	chr19	16475750	16478263	3_MACS_peak_5036_lociStitched
KLF6	chr10	3824742	3828414	4_MACS_peak_1180_lociStitched
KLF6	chr10	3915460	3918421	4_MACS_peak_1184_lociStitched
KLF7	chr2	208030281	208031876	2_MACS_peak_6125_lociStitched
KLF9	chr9	73033298	73035583	2_MACS_peak_10546_lociStitched
MEF2A	chr15	100105110	100107142	3_MACS_peak_3572_lociStitched
MYBL2	chr20	42309399	42311619	3_MACS_peak_6351_lociStitched
MYNN	chr3	169490183	169491723	1_MACS_peak_7454_lociStitched
NFE2L1	chr17	46124723	46126728	2_MACS_peak_4279_lociStitched
NFE2L1	chr17	46132560	46134931	2_MACS_peak_4282_lociStitched
NFE2L1	chr17	46100870	46102548	1_MACS_peak_4277_lociStitched
NFE2L2	chr2	178128355	178130301	3_MACS_peak_6011_lociStitched
NFKB2	chr10	104153593	104156139	2_MACS_peak_1558_lociStitched
NR4A2	chr2	157197650	157199928	3_MACS_peak_5940_lociStitched
NR4A2	chr2	157188538	157191612	4_MACS_peak_5936_lociStitched
POU5F1	chr6	31164975	31166739	3_MACS_peak_8886_lociStitched
PRDM10	chr11	129871720	129873657	2_MACS_peak_2260_lociStitched
RFX1	chr19	14116259	14118210	2_MACS_peak_4998_lociStitched
RFX3	chr9	3524899	3527531	2_MACS_peak_10402_lociStitched
SMAD2	chr18	45456287	45458027	2_MACS_peak_4663_lociStitched
SMAD4	chr18	48555942	48557312	2_MACS_peak_4680_lociStitched
SP2	chr17	45972489	45974563	2_MACS_peak_4273_lociStitched
SP3	chr2	174828175	174830605	3_MACS_peak_5990_lociStitched
SP6	chr17	45972489	45974563	2_MACS_peak_4273_lociStitched
TBP	chr6	170861725	170864004	3_MACS_peak_9390_lociStitched
USF1	chr1	161015149	161017319	3_MACS_peak_786_lociStitched
VEZF1	chr17	56064913	56066292	1_MACS_peak_4359_lociStitched
VEZF1	chr17	56083661	56085010	1_MACS_peak_4360_lociStitched
XBP1	chr22	29195511	29197184	2_MACS_peak_6641_lociStitched
ZBTB4	chr17	7386401	7388086	1_MACS_peak_4051_lociStitched
ZBTB4	chr17	7381866	7383536	1_MACS_peak_4050_lociStitched
ZFP91	chr11	58345121	58347204	2_MACS_peak_1845_lociStitched
ZNF16	chr8	146125899	146128475	2_MACS_peak_10394_lociStitched
ZNF250	chr8	146125899	146128475	2_MACS_peak_10394_lociStitched
ZNF335	chr20	44600035	44601470	2_MACS_peak_6371_lociStitched
ZNF483	chr9	114245027	114246914	1_MACS_peak_10678_lociStitched
ZNF580	chr19	56165169	56166876	3_MACS_peak_5374_lociStitched
ZNF581	chr19	56165169	56166876	3_MACS_peak_5374_lociStitched
ZNF595	chr4	35808	37501	2_MACS_peak_7654_lociStitched
ZNF623	chr8	144679249	144679925	1_MACS_peak_10366_lociStitched
ZNF718	chr4	35808	37501	2_MACS_peak_7654_lociStitched
ZNF784	chr19	56165169	56166876	3_MACS_peak_5374_lociStitched
