GENE	TF	CHROM	START	STOP	ENHANCER_ID
A1BG	0	chr19	58891319	58899816	2_MACS_peak_15844_lociStitched
A1BG-AS1	0	chr19	58891319	58899816	2_MACS_peak_15844_lociStitched
AAMP	0	chr2	219147395	219157701	3_MACS_peak_18940_lociStitched
AAMP	0	chr2	219081001	219088354	2_MACS_peak_18933_lociStitched
AANAT	0	chr17	74486403	74498311	4_MACS_peak_13583_lociStitched
AARS2	0	chr6	44224044	44234151	3_MACS_peak_28247_lociStitched
ABCB6	0	chr2	220109404	220120629	3_MACS_peak_18966_lociStitched
ABCB6	0	chr2	220040516	220044184	1_MACS_peak_18962_lociStitched
ABCF1	0	chr6	30579274	30586702	4_MACS_peak_27836_lociStitched
ABCF1	0	chr6	30522972	30526177	1_MACS_peak_27834_lociStitched
ABHD1	0	chr2	27374686	27393590	10_MACS_peak_16182_lociStitched
ACAD11	0	chr3	132377251	132380938	1_MACS_peak_23086_lociStitched
ACADVL	0	chr17	7136886	7147336	2_MACS_peak_12386_lociStitched
ACADVL	0	chr17	7153029	7156648	1_MACS_peak_12388_lociStitched
ACAP1	0	chr17	7209763	7213323	1_MACS_peak_12390_lociStitched
ACAT2	0	chr6	160146851	160151947	1_MACS_peak_29454_lociStitched
ACBD3	0	chr1	226309150	226316796	3_MACS_peak_3135_lociStitched
ACBD3	0	chr1	226410626	226423027	4_MACS_peak_3149_lociStitched
ACCN4	0	chr2	220405792	220409501	1_MACS_peak_18978_lociStitched
ACO2	0	chr22	41839785	41844966	1_MACS_peak_21181_lociStitched
ACTR3	0	chr2	114643874	114652681	2_MACS_peak_17629_lociStitched
ACTR8	0	chr3	53914809	53926873	4_MACS_peak_22203_lociStitched
ADAM15	0	chr1	154971273	154979504	1_MACS_peak_2022_lociStitched
ADAM17	0	chr2	9683396	9697046	4_MACS_peak_15912_lociStitched
ADAM19	0	chr5	156964816	156983060	4_MACS_peak_27093_lociStitched
ADAMTS4	0	chr1	161122836	161130094	2_MACS_peak_2230_lociStitched
ADAMTSL4	0	chr1	150532142	150553127	3_MACS_peak_1837_lociStitched
ADAR	0	chr1	154572211	154582550	3_MACS_peak_1994_lociStitched
ADAT1	0	chr16	75680587	75687335	2_MACS_peak_11997_lociStitched
ADCK4	0	chr19	41220173	41225522	1_MACS_peak_15365_lociStitched
ADCY10	0	chr1	167903333	167907697	1_MACS_peak_2369_lociStitched
ADD1	0	chr4	2787175	2805308	5_MACS_peak_24124_lociStitched
ADM	0	chr11	10323933	10344833	4_MACS_peak_4867_lociStitched
ADM2	0	chr22	50962707	50987467	7_MACS_peak_21372_lociStitched
ADRBK1	0	chr11	67033858	67046781	4_MACS_peak_5451_lociStitched
AEN	0	chr15	89164382	89185723	5_MACS_peak_10732_lociStitched
AFF1	0	chr4	87855257	87862184	3_MACS_peak_24718_lociStitched
AFTPH	0	chr2	64749568	64767371	8_MACS_peak_16890_lociStitched
AGBL3	0	chr7	134670842	134682613	6_MACS_peak_30916_lociStitched
AGER	0	chr6	32152272	32164711	4_MACS_peak_27933_lociStitched
AGPAT1	0	chr6	32152272	32164711	4_MACS_peak_27933_lociStitched
AHNAK	0	chr11	62318719	62328781	2_MACS_peak_5226_lociStitched
AHNAK	0	chr11	62305432	62314827	2_MACS_peak_5224_lociStitched
AHSG	0	chr3	186284138	186290090	2_MACS_peak_23844_lociStitched
AIF1	0	chr6	31627277	31634727	2_MACS_peak_27893_lociStitched
AIM2	0	chr1	159035777	159048226	4_MACS_peak_2154_lociStitched
AIP	0	chr11	67271916	67276936	1_MACS_peak_5475_lociStitched
AK1	0	chr9	130660763	130680915	4_MACS_peak_33887_lociStitched
