GENE	CHROM	START	STOP	ENHANCER_ID
ARF1	chr1	228269130	228274581	5_MACS_peak_3177_lociStitched
ARF4	chr3	57581272	57585216	3_MACS_peak_21866_lociStitched
ARID5A	chr2	97201939	97204669	1_MACS_peak_17333_lociStitched
ATF3	chr1	212780087	212783592	1_MACS_peak_2949_lociStitched
ATF3	chr1	212731374	212733158	1_MACS_peak_2946_lociStitched
BACH1	chr21	30670524	30673489	1_MACS_peak_19843_lociStitched
BACH2	chr6	90993829	90996544	1_MACS_peak_27985_lociStitched
BCL6B	chr17	6915151	6919147	3_MACS_peak_12494_lociStitched
BCLAF1	chr6	136609247	136612318	1_MACS_peak_28382_lociStitched
BHLHE40	chr3	5018508	5022550	3_MACS_peak_20999_lociStitched
BHLHE41	chr12	26269280	26280080	6_MACS_peak_6730_lociStitched
BHLHE41	chr12	26308443	26312252	2_MACS_peak_6737_lociStitched
CAMTA2	chr17	4849949	4854132	3_MACS_peak_12462_lociStitched
CEBPB	chr20	48806536	48811037	1_MACS_peak_19554_lociStitched
CEBPG	chr19	33863775	33866445	2_MACS_peak_15412_lociStitched
CHD2	chr15	93425105	93430199	3_MACS_peak_11044_lociStitched
CHD2	chr15	93443056	93452179	3_MACS_peak_11047_lociStitched
CREB1	chr2	208393374	208396294	2_MACS_peak_18440_lociStitched
CREB3L2	chr7	137662320	137679576	9_MACS_peak_30182_lociStitched
CREB3L2	chr7	137682747	137686968	2_MACS_peak_30194_lociStitched
CREM	chr10	35415020	35417323	2_MACS_peak_3798_lociStitched
DBP	chr19	49136949	49142084	4_MACS_peak_15892_lociStitched
DDIT3	chr12	57912115	57917970	4_MACS_peak_7288_lociStitched
DEAF1	chr11	694362	696853	2_MACS_peak_4795_lociStitched
E2F2	chr1	23850700	23855430	3_MACS_peak_363_lociStitched
ELF2	chr4	140097122	140100105	1_MACS_peak_24567_lociStitched
ELK3	chr12	96587427	96590715	1_MACS_peak_7641_lociStitched
ELK4	chr1	205599447	205601791	1_MACS_peak_2794_lociStitched
ERF	chr19	42771848	42775637	2_MACS_peak_15701_lociStitched
ERF	chr19	42720593	42725238	4_MACS_peak_15693_lociStitched
ESR1	chr6	152077615	152080376	2_MACS_peak_28594_lociStitched
ETV6	chr12	11801463	11805297	3_MACS_peak_6576_lociStitched
FLI1	chr11	128562698	128566524	2_MACS_peak_6309_lociStitched
FLI1	chr11	128587658	128592379	3_MACS_peak_6312_lociStitched
FOS	chr14	75743328	75746521	1_MACS_peak_9267_lociStitched
FOSL2	chr2	28612850	28617476	3_MACS_peak_16466_lociStitched
FOXO3	chr6	108878497	108883894	2_MACS_peak_28090_lociStitched
FOXP2	chr7	113724245	113727672	1_MACS_peak_29942_lociStitched
HAP1	chr17	39844347	39847093	3_MACS_peak_13050_lociStitched
HBP1	chr7	106807714	106810946	1_MACS_peak_29915_lociStitched
HES7	chr17	8064630	8067365	1_MACS_peak_12556_lociStitched
HEY1	chr8	80634789	80639378	2_MACS_peak_30965_lociStitched
HIVEP2	chr6	143264852	143269461	1_MACS_peak_28493_lociStitched
HIVEP2	chr6	143163309	143168123	3_MACS_peak_28481_lociStitched
IKZF1	chr7	50343710	50352497	1_MACS_peak_29311_lociStitched
IKZF3	chr17	38017298	38022194	2_MACS_peak_13007_lociStitched
IRF1	chr5	131790721	131796198	2_MACS_peak_26023_lociStitched
IRF1	chr5	131821024	131827616	3_MACS_peak_26030_lociStitched
IRF1	chr5	131830207	131833990	1_MACS_peak_26033_lociStitched
IRF1	chr5	131798579	131803528	3_MACS_peak_26025_lociStitched
IRF2	chr4	185392582	185397758	3_MACS_peak_24942_lociStitched
IRF2	chr4	185302553	185307309	3_MACS_peak_24918_lociStitched
IRF3	chr19	50143561	50146376	2_MACS_peak_15946_lociStitched
IRF4	chr6	391089	397461	4_MACS_peak_26703_lociStitched
JUN	chr1	59247510	59251331	1_MACS_peak_1035_lociStitched
JUNB	chr19	12899233	12905195	2_MACS_peak_15077_lociStitched
JUND	chr19	18390189	18393841	2_MACS_peak_15296_lociStitched
KLF13	chr15	31642536	31654737	4_MACS_peak_9878_lociStitched
KLF13	chr15	31554805	31560329	3_MACS_peak_9864_lociStitched
KLF13	chr15	31634969	31642024	5_MACS_peak_9873_lociStitched
KLF13	chr15	31616891	31621096	2_MACS_peak_9868_lociStitched
KLF13	chr15	31526471	31529640	2_MACS_peak_9861_lociStitched
KLF15	chr3	126074399	126076424	1_MACS_peak_22438_lociStitched
KLF2	chr19	16434873	16439896	3_MACS_peak_15219_lociStitched
KLF3	chr4	38664576	38669630	5_MACS_peak_23839_lociStitched
KLF6	chr10	3821631	3828855	3_MACS_peak_3468_lociStitched
KLF7	chr2	208029960	208032086	1_MACS_peak_18435_lociStitched
KLF9	chr9	73032971	73036449	1_MACS_peak_32307_lociStitched
KLF9	chr9	73026997	73029661	1_MACS_peak_32306_lociStitched
MEF2A	chr15	100104782	100108008	1_MACS_peak_11111_lociStitched
MEF2C	chr5	88175339	88185687	7_MACS_peak_25658_lociStitched
MEF2D	chr1	156466491	156475934	4_MACS_peak_2051_lociStitched
MEF2D	chr1	156455768	156465985	3_MACS_peak_2048_lociStitched
MIXL1	chr1	226372810	226375199	1_MACS_peak_3131_lociStitched
MXI1	chr10	111967324	111972705	3_MACS_peak_4554_lociStitched
MYBL2	chr20	42309389	42311988	1_MACS_peak_19323_lociStitched
MYC	chr8	128746906	128754195	2_MACS_peak_31509_lociStitched
MYNN	chr3	169489328	169492106	2_MACS_peak_22919_lociStitched
MZF1	chr19	59068306	59071133	1_MACS_peak_16157_lociStitched
NFE2L2	chr2	178126548	178130627	2_MACS_peak_18109_lociStitched
NFE2L2	chr2	178075778	178078855	1_MACS_peak_18100_lociStitched
NFE2L3	chr7	26238726	26242381	1_MACS_peak_29051_lociStitched
NFKB1	chr4	103421592	103424639	1_MACS_peak_24330_lociStitched
NFKB2	chr10	104153545	104156246	1_MACS_peak_4473_lociStitched
NFYA	chr6	41039106	41042013	1_MACS_peak_27515_lociStitched
NHLH1	chr1	160311611	160314359	1_MACS_peak_2144_lociStitched
NR1D1	chr17	38254146	38257608	4_MACS_peak_13020_lociStitched
NR1D2	chr3	23986189	23988627	1_MACS_peak_21283_lociStitched
NR3C1	chr5	142781574	142785648	1_MACS_peak_26240_lociStitched
NR4A2	chr2	157197282	157200207	2_MACS_peak_17875_lociStitched
NR4A2	chr2	157188643	157191852	1_MACS_peak_17874_lociStitched
PBX2	chr6	32156626	32160965	1_MACS_peak_27319_lociStitched
PLAGL2	chr20	30791839	30796636	3_MACS_peak_19123_lociStitched
POU2F1	chr1	167188986	167192195	2_MACS_peak_2289_lociStitched
POU5F1	chr6	31169965	31172776	1_MACS_peak_27250_lociStitched
POU6F1	chr12	51632103	51633922	1_MACS_peak_7115_lociStitched
PRDM1	chr6	106531606	106552689	5_MACS_peak_28046_lociStitched
PRDM1	chr6	106610738	106616504	2_MACS_peak_28059_lociStitched
PRDM10	chr11	129871397	129874113	1_MACS_peak_6330_lociStitched
RFX1	chr19	14116351	14118356	1_MACS_peak_15133_lociStitched
RFX3	chr9	3524759	3529029	1_MACS_peak_31773_lociStitched
RUNX1	chr21	36256726	36262843	2_MACS_peak_19928_lociStitched
RXRB	chr6	33167116	33169936	2_MACS_peak_27330_lociStitched
SIN3A	chr15	75743541	75748766	5_MACS_peak_10721_lociStitched
SMAD4	chr18	48555798	48557618	1_MACS_peak_14352_lociStitched
SP3	chr2	174827849	174831087	1_MACS_peak_18045_lociStitched
SREBF2	chr22	42227375	42230530	3_MACS_peak_20791_lociStitched
TBX6	chr16	30074841	30078596	2_MACS_peak_11642_lociStitched
