GENE	CHROM	START	STOP	ENHANCER_ID
ARF1	chr1	228269603	228278414	2_MACS_peak_2497_lociStitched
ARID3A	chr19	924068	955751	6_MACS_peak_11485_lociStitched
ARID3B	chr15	74832376	74840792	2_MACS_peak_8431_lociStitched
ATF4	chr22	39897601	39929404	8_MACS_peak_16422_lociStitched
ATF6	chr1	161731500	161755161	7_MACS_peak_1879_lociStitched
BACH1	chr21	30668346	30677645	4_MACS_peak_15743_lociStitched
BCL11A	chr2	60761109	60780625	8_MACS_peak_13381_lociStitched
BCL6B	chr17	6915049	6919564	1_MACS_peak_9829_lociStitched
BCLAF1	chr6	136608650	136612690	1_MACS_peak_22165_lociStitched
BHLHA15	chr7	97829287	97853453	5_MACS_peak_23255_lociStitched
BHLHE41	chr12	26265953	26281052	1_MACS_peak_5294_lociStitched
BHLHE41	chr12	26305459	26316716	2_MACS_peak_5295_lociStitched
CAD	chr2	27427821	27441198	3_MACS_peak_13008_lociStitched
CAMTA2	chr17	4842285	4854794	3_MACS_peak_9806_lociStitched
CENPB	chr20	3776000	3783962	2_MACS_peak_14961_lociStitched
CHD2	chr15	93443013	93448844	1_MACS_peak_8699_lociStitched
CREB3L2	chr7	137659945	137687066	4_MACS_peak_23683_lociStitched
CREM	chr10	35414975	35421872	3_MACS_peak_2960_lociStitched
CTCF	chr16	67595265	67601516	1_MACS_peak_9379_lociStitched
CTCF	chr16	67570953	67587206	6_MACS_peak_9373_lociStitched
CUX1	chr7	101921026	101963808	12_MACS_peak_23338_lociStitched
CUX1	chr7	101495306	101515057	3_MACS_peak_23331_lociStitched
DDIT3	chr12	57909823	57917817	2_MACS_peak_5743_lociStitched
DMRTC2	chr19	42371522	42388959	4_MACS_peak_12392_lociStitched
E2F1	chr20	32250714	32263334	3_MACS_peak_15173_lociStitched
E2F3	chr6	20401151	20412337	3_MACS_peak_21070_lociStitched
ETV5	chr3	185823118	185829700	3_MACS_peak_18231_lociStitched
FIZ1	chr19	56145683	56167772	4_MACS_peak_12735_lociStitched
FLI1	chr11	128583377	128609832	3_MACS_peak_5001_lociStitched
FOSB	chr19	45942425	45959823	4_MACS_peak_12477_lociStitched
FOSB	chr19	45970380	45973899	1_MACS_peak_12481_lociStitched
FOSL1	chr11	65623779	65628938	1_MACS_peak_4319_lociStitched
FOSL1	chr11	65655027	65662154	2_MACS_peak_4321_lociStitched
FOXH1	chr8	145743163	145754967	4_MACS_peak_24892_lociStitched
FOXN3	chr14	89767963	89774207	1_MACS_peak_7612_lociStitched
FOXN3	chr14	90080183	90088296	1_MACS_peak_7629_lociStitched
FOXO3	chr6	108877766	108887980	2_MACS_peak_21898_lociStitched
FOXO3	chr6	108897745	108920528	7_MACS_peak_21900_lociStitched
FOXP2	chr7	113722680	113728281	1_MACS_peak_23485_lociStitched
FOXR1	chr11	118887167	118890586	1_MACS_peak_4890_lociStitched
GLI1	chr12	57846766	57854184	3_MACS_peak_5737_lociStitched
GZF1	chr20	23329744	23344191	3_MACS_peak_15090_lociStitched
HBP1	chr7	106807441	106811277	1_MACS_peak_23455_lociStitched
HES7	chr17	8053541	8068186	5_MACS_peak_9869_lociStitched
HEY2	chr6	126067271	126073793	1_MACS_peak_22045_lociStitched
HINFP	chr11	118962979	118979360	3_MACS_peak_4895_lociStitched
HIVEP2	chr6	143159745	143179753	4_MACS_peak_22235_lociStitched
HIVEP2	chr6	143263917	143269858	1_MACS_peak_22247_lociStitched
IKZF1	chr7	50343156	50359035	2_MACS_peak_23000_lociStitched
IKZF3	chr17	38016015	38025163	1_MACS_peak_10242_lociStitched
IKZF3	chr17	37922570	37937615	4_MACS_peak_10235_lociStitched
IRF1	chr5	131788695	131837219	7_MACS_peak_20324_lociStitched
IRF1	chr5	131742725	131783345	7_MACS_peak_20317_lociStitched
