GENE	CHROM	START	STOP	ENHANCER_ID
AIRE	chr21	45715293	45721635	2_MACS_peak_22281_lociStitched
AIRE	chr21	45658358	45664739	3_MACS_peak_22277_lociStitched
ARID3A	chr19	921387	927987	2_MACS_peak_16104_lociStitched
ARID5A	chr2	97192468	97205821	4_MACS_peak_19454_lociStitched
ATF3	chr1	212779660	212783589	1_MACS_peak_3132_lociStitched
ATF4	chr22	39911136	39930955	6_MACS_peak_23071_lociStitched
ATF4	chr22	39856815	39871025	2_MACS_peak_23066_lociStitched
ATF5	chr19	50422354	50441587	4_MACS_peak_17932_lociStitched
ATF5	chr19	50369369	50382699	4_MACS_peak_17922_lociStitched
ATF5	chr19	50393078	50407873	5_MACS_peak_17926_lociStitched
BHLHE40	chr3	5014631	5029390	2_MACS_peak_23415_lociStitched
BHLHE41	chr12	26266048	26280177	4_MACS_peak_7155_lociStitched
CAD	chr2	27434100	27441702	2_MACS_peak_18574_lociStitched
CAMTA2	chr17	4842056	4855050	3_MACS_peak_13547_lociStitched
CEBPB	chr20	48806482	48810694	1_MACS_peak_21663_lociStitched
CHD2	chr15	93442882	93452448	1_MACS_peak_11746_lociStitched
CHD2	chr15	93424137	93429818	2_MACS_peak_11744_lociStitched
CREB3L2	chr7	137663244	137688092	4_MACS_peak_32184_lociStitched
CREB3L4	chr1	153929015	153951461	5_MACS_peak_2191_lociStitched
CTCF	chr16	67594078	67601785	1_MACS_peak_12953_lociStitched
CUX1	chr7	101915326	101955601	7_MACS_peak_31777_lociStitched
DDIT3	chr12	57909525	57918289	2_MACS_peak_7640_lociStitched
DMRTC2	chr19	42363134	42381593	5_MACS_peak_17519_lociStitched
E2F2	chr1	23849111	23861209	1_MACS_peak_494_lociStitched
E2F2	chr1	23876839	23889117	4_MACS_peak_497_lociStitched
E2F3	chr6	20400992	20418651	5_MACS_peak_28806_lociStitched
E2F4	chr16	67189053	67218674	7_MACS_peak_12921_lociStitched
E2F4	chr16	67269477	67283560	4_MACS_peak_12930_lociStitched
E2F6	chr2	11638001	11649005	3_MACS_peak_18401_lociStitched
ELF2	chr4	140092945	140100578	2_MACS_peak_26434_lociStitched
ELK3	chr12	96586830	96596857	2_MACS_peak_7900_lociStitched
ERF	chr19	42783248	42790070	1_MACS_peak_17553_lociStitched
FLI1	chr11	128585767	128609711	7_MACS_peak_6826_lociStitched
FOSB	chr19	45922120	45932734	3_MACS_peak_17652_lociStitched
FOSL1	chr11	65623812	65630160	2_MACS_peak_6053_lociStitched
FOSL2	chr2	28612578	28617519	1_MACS_peak_18601_lociStitched
FOXJ1	chr17	74167712	74190618	4_MACS_peak_15139_lociStitched
FOXK2	chr17	80450817	80465341	3_MACS_peak_15435_lociStitched
FOXN3	chr14	89891377	89903287	4_MACS_peak_10027_lociStitched
GLI1	chr12	57844993	57857500	1_MACS_peak_7636_lociStitched
HIVEP2	chr6	143264817	143269609	1_MACS_peak_30258_lociStitched
HOMEZ	chr14	23763957	23776689	4_MACS_peak_9320_lociStitched
HSF4	chr16	67189053	67218674	7_MACS_peak_12921_lociStitched
IKZF1	chr7	50343095	50357876	3_MACS_peak_31256_lociStitched
IKZF3	chr17	37909266	37935795	4_MACS_peak_14267_lociStitched
IRF1	chr5	131791043	131815940	5_MACS_peak_27802_lociStitched
IRF1	chr5	131824763	131837597	2_MACS_peak_27807_lociStitched
IRF2	chr4	185263648	185276673	1_MACS_peak_26726_lociStitched
IRF3	chr19	50175003	50186385	5_MACS_peak_17906_lociStitched
IRF4	chr6	290234	357600	8_MACS_peak_28548_lociStitched
IRF4	chr6	388069	411357	3_MACS_peak_28557_lociStitched
IRF5	chr7	128572542	128582596	2_MACS_peak_32047_lociStitched
IRF9	chr14	24604372	24617854	4_MACS_peak_9347_lociStitched
IRX5	chr16	54958854	54966269	2_MACS_peak_12796_lociStitched
JUNB	chr19	12885319	12918338	9_MACS_peak_16721_lociStitched
KLF1	chr19	13043157	13058256	3_MACS_peak_16746_lociStitched
KLF1	chr19	12990968	13003274	4_MACS_peak_16737_lociStitched
KLF10	chr8	103658921	103676049	3_MACS_peak_33470_lociStitched
KLF11	chr2	10175831	10185466	3_MACS_peak_18370_lociStitched
KLF13	chr15	31635315	31646756	2_MACS_peak_10546_lociStitched
KLF13	chr15	31617139	31622438	1_MACS_peak_10545_lociStitched
KLF16	chr19	1847154	1856805	2_MACS_peak_16179_lociStitched
KLF16	chr19	1894580	1906317	3_MACS_peak_16184_lociStitched
KLF3	chr4	38307281	38322241	3_MACS_peak_25806_lociStitched
KLF6	chr10	3818136	3829343	4_MACS_peak_3679_lociStitched
KLF9	chr9	73026570	73036766	2_MACS_peak_34418_lociStitched
MAFF	chr22	38634350	38687893	6_MACS_peak_22980_lociStitched
MAFF	chr22	38609645	38629648	8_MACS_peak_22972_lociStitched
MAFF	chr22	38568488	38578492	2_MACS_peak_22968_lociStitched
MAZ	chr16	29815339	29837404	4_MACS_peak_12559_lociStitched
MEF2B	chr19	19264556	19286651	8_MACS_peak_17066_lociStitched
MEF2D	chr1	156448793	156479679	1_MACS_peak_2338_lociStitched
MLX	chr17	40713220	40740323	6_MACS_peak_14370_lociStitched
MLX	chr17	40680947	40701131	6_MACS_peak_14363_lociStitched
MLX	chr17	40758699	40773761	4_MACS_peak_14376_lociStitched
MYBL2	chr20	42336740	42365593	10_MACS_peak_21459_lociStitched
MYBL2	chr20	42305653	42321234	6_MACS_peak_21453_lociStitched
MYCL1	chr1	40355978	40368735	3_MACS_peak_1010_lociStitched
MYNN	chr3	169481439	169492355	3_MACS_peak_25042_lociStitched
MZF1	chr19	59064860	59072021	2_MACS_peak_18227_lociStitched
NFE2L1	chr17	46123603	46142888	3_MACS_peak_14599_lociStitched
NFE2L1	chr17	46172948	46186581	3_MACS_peak_14603_lociStitched
NFE2L2	chr2	178127439	178130958	1_MACS_peak_20177_lociStitched
NFE2L3	chr7	26190927	26200367	1_MACS_peak_30905_lociStitched
NFE2L3	chr7	26233632	26243465	2_MACS_peak_30909_lociStitched
NFIB	chr9	14314304	14323485	3_MACS_peak_34080_lociStitched
NFIL3	chr9	94179828	94195988	5_MACS_peak_34545_lociStitched
NFIX	chr19	13043157	13058256	3_MACS_peak_16746_lociStitched
NR1D1	chr17	38251202	38270620	3_MACS_peak_14289_lociStitched
NR1I3	chr1	161134806	161163453	5_MACS_peak_2443_lociStitched
NR3C1	chr5	142781666	142785760	1_MACS_peak_28046_lociStitched
NR6A1	chr9	127527446	127539759	4_MACS_peak_35011_lociStitched
