GENE	TF	ENHANCER_LIST
ABCA7	0	2_MACS_peak_11022_lociStitched,4_MACS_peak_11026_lociStitched
ABCB6	0	4_MACS_peak_14057_lociStitched
ABCF1	0	3_MACS_peak_20456_lociStitched,1_MACS_peak_20454_lociStitched
ABCG4	0	2_MACS_peak_4767_lociStitched
ABHD2	0	6_MACS_peak_8323_lociStitched
ABL2	0	6_MACS_peak_1871_lociStitched
ACADVL	0	3_MACS_peak_9550_lociStitched
ACAP1	0	5_MACS_peak_9554_lociStitched
ACAT2	0	2_MACS_peak_21615_lociStitched
ACBD3	0	2_MACS_peak_2420_lociStitched,3_MACS_peak_2430_lociStitched
ACO2	0	1_MACS_peak_15612_lociStitched
ACTR3C	0	5_MACS_peak_22791_lociStitched
ACTR8	0	3_MACS_peak_16425_lociStitched
ADAM15	0	1_MACS_peak_1458_lociStitched
ADAMTS4	0	6_MACS_peak_1636_lociStitched,2_MACS_peak_1634_lociStitched
ADAMTSL4	0	2_MACS_peak_1323_lociStitched
ADAR	0	3_MACS_peak_1436_lociStitched
ADAT3	0	1_MACS_peak_11081_lociStitched
ADCY10	0	1_MACS_peak_1754_lociStitched
ADM	0	4_MACS_peak_3745_lociStitched
ADM2	0	6_MACS_peak_15750_lociStitched
ADRB2	0	4_MACS_peak_19698_lociStitched
ADRBK1	0	4_MACS_peak_4282_lociStitched
AEN	0	3_MACS_peak_8317_lociStitched
AFF1	0	3_MACS_peak_18128_lociStitched
AFTPH	0	1_MACS_peak_12904_lociStitched
AGER	0	4_MACS_peak_20534_lociStitched
AGPAT1	0	4_MACS_peak_20534_lociStitched
AHNAK	0	2_MACS_peak_4085_lociStitched,1_MACS_peak_4084_lociStitched
AIF1	0	2_MACS_peak_20495_lociStitched
AIM2	0	4_MACS_peak_1572_lociStitched
AK1	0	5_MACS_peak_24845_lociStitched
AKAP2	0	7_MACS_peak_24657_lociStitched
AKAP5	0	2_MACS_peak_6988_lociStitched
AKAP8	0	3_MACS_peak_11509_lociStitched,1_MACS_peak_11513_lociStitched
AKAP8L	0	1_MACS_peak_11513_lociStitched
AKT1S1	0	1_MACS_peak_12166_lociStitched
ALAD	0	3_MACS_peak_24691_lociStitched
ALCAM	0	1_MACS_peak_16684_lociStitched
ALDH1A3	0	4_MACS_peak_8481_lociStitched
ALDH3B1	0	2_MACS_peak_4311_lociStitched
ALDH9A1	0	2_MACS_peak_1697_lociStitched
ALG2	0	1_MACS_peak_24597_lociStitched
ALKBH4	0	3_MACS_peak_22413_lociStitched
ALKBH5	0	1_MACS_peak_9671_lociStitched
ALOX12	0	1_MACS_peak_9545_lociStitched
ALOXE3	0	6_MACS_peak_9588_lociStitched
ALPK1	0	7_MACS_peak_18271_lociStitched
AMDHD2	0	2_MACS_peak_8610_lociStitched
AMH	0	5_MACS_peak_11108_lociStitched,4_MACS_peak_11104_lociStitched
AMIGO3	0	1_MACS_peak_16303_lociStitched
AMT	0	1_MACS_peak_16296_lociStitched
ANAPC11	0	2_MACS_peak_10583_lociStitched
ANKDD1A	0	1_MACS_peak_7950_lociStitched
ANKMY1	0	4_MACS_peak_14203_lociStitched
ANKRD11	0	3_MACS_peak_9398_lociStitched
ANKRD12	0	2_MACS_peak_10679_lociStitched
ANKRD13D	0	4_MACS_peak_4282_lociStitched
ANKRD16	0	5_MACS_peak_2651_lociStitched
ANKRD28	0	1_MACS_peak_15903_lociStitched
