GENE	CHROM	START	STOP	ENHANCER_ID
ARF1	chr1	228269131	228272209	1_MACS_peak_3409_lociStitched
ARID3A	chr19	905864	928497	7_MACS_peak_14790_lociStitched
ARID3A	chr19	888101	894241	3_MACS_peak_14787_lociStitched
ARID5A	chr2	97192526	97204934	3_MACS_peak_17640_lociStitched
ATF3	chr1	212779966	212783644	1_MACS_peak_3206_lociStitched
ATF4	chr22	39897202	39917505	8_MACS_peak_21077_lociStitched
BACH1	chr21	30667553	30674645	3_MACS_peak_20146_lociStitched
BHLHE40	chr3	5014410	5029423	5_MACS_peak_21406_lociStitched
BHLHE41	chr12	26266162	26280995	3_MACS_peak_6843_lociStitched
BHLHE41	chr12	26306222	26316724	2_MACS_peak_6846_lociStitched
CEBPB	chr20	48806373	48810836	1_MACS_peak_19861_lociStitched
CEBPG	chr19	33862993	33866257	2_MACS_peak_15656_lociStitched
CHD2	chr15	93424613	93429290	2_MACS_peak_11317_lociStitched
CHD2	chr15	93443077	93452036	5_MACS_peak_11319_lociStitched
CREB3L2	chr7	137660500	137687949	9_MACS_peak_30460_lociStitched
CTCFL	chr20	56038837	56058258	4_MACS_peak_19951_lociStitched
DDIT3	chr12	57913120	57917542	1_MACS_peak_7401_lociStitched
ELF2	chr4	140096794	140100311	1_MACS_peak_24729_lociStitched
ERF	chr19	42771803	42775871	1_MACS_peak_15925_lociStitched
ESRRG	chr1	216693383	216705702	5_MACS_peak_3224_lociStitched
ETS1	chr11	128417952	128424259	2_MACS_peak_6525_lociStitched
FLI1	chr11	128585837	128611678	12_MACS_peak_6540_lociStitched
FLI1	chr11	128562424	128571002	4_MACS_peak_6536_lociStitched
FOS	chr14	75724561	75727441	1_MACS_peak_9761_lociStitched
FOXD4L5	chr9	69784787	69788223	2_MACS_peak_32817_lociStitched
FOXN3	chr14	89768016	89772938	1_MACS_peak_9866_lociStitched
FOXO1	chr13	41236677	41242097	2_MACS_peak_8648_lociStitched
FOXO3	chr6	108878237	108888946	3_MACS_peak_28306_lociStitched
FOXO3	chr6	108970840	108999436	15_MACS_peak_28331_lociStitched
FOXP2	chr7	113723113	113728622	2_MACS_peak_30201_lociStitched
HBP1	chr7	106807389	106810732	1_MACS_peak_30177_lociStitched
HES5	chr1	2471841	2481770	4_MACS_peak_93_lociStitched
HINFP	chr11	118964422	118979026	4_MACS_peak_6414_lociStitched
IKZF1	chr7	50343607	50361274	4_MACS_peak_29639_lociStitched
IKZF3	chr17	37909361	37935238	7_MACS_peak_13117_lociStitched
IKZF3	chr17	38016014	38024792	3_MACS_peak_13133_lociStitched
