GENE	CHROM	START	STOP	ENHANCER_ID
ARF1	chr1	228268339	228279064	2_MACS_peak_2460_lociStitched
ARID3A	chr19	905394	956188	7_MACS_peak_11617_lociStitched
ARID5A	chr2	97191592	97206455	3_MACS_peak_13596_lociStitched
ARX	chrX	25018909	25042587	1_MACS_peak_26568_lociStitched
ATF4	chr22	39825770	39870815	4_MACS_peak_16237_lociStitched
ATF4	chr22	39896906	39929580	5_MACS_peak_16241_lociStitched
ATF5	chr19	50369103	50382652	2_MACS_peak_12489_lociStitched
ATF6	chr1	161673953	161721371	4_MACS_peak_1792_lociStitched
BCLAF1	chr6	136608142	136612782	1_MACS_peak_22340_lociStitched
BHLHA15	chr7	97828579	97853588	4_MACS_peak_23506_lociStitched
BHLHE41	chr12	26265074	26289452	2_MACS_peak_5298_lociStitched
CHD2	chr15	93345999	93397773	8_MACS_peak_8887_lociStitched
CHD2	chr15	93442239	93471413	4_MACS_peak_8897_lociStitched
CHD2	chr15	93423358	93430089	1_MACS_peak_8896_lociStitched
CREB3L2	chr7	137636668	137727017	10_MACS_peak_23898_lociStitched
CTCF	chr16	67546577	67603071	7_MACS_peak_9581_lociStitched
CTCFL	chr20	56038379	56059807	2_MACS_peak_15473_lociStitched
CUX1	chr7	101920248	101984218	3_MACS_peak_23585_lociStitched
DBP	chr19	49119809	49153971	4_MACS_peak_12448_lociStitched
DMRTC2	chr19	42363041	42393033	4_MACS_peak_12315_lociStitched
ELK3	chr12	96580793	96610663	2_MACS_peak_6066_lociStitched
ERF	chr19	42771182	42791643	2_MACS_peak_12330_lociStitched
ESR1	chr6	152001477	152028222	3_MACS_peak_22525_lociStitched
ESR1	chr6	152069743	152087146	2_MACS_peak_22530_lociStitched
ETV6	chr12	11897751	11937994	4_MACS_peak_5160_lociStitched
ETV7	chr6	36327635	36358206	3_MACS_peak_21550_lociStitched
FIZ1	chr19	56145084	56171073	4_MACS_peak_12580_lociStitched
FLI1	chr11	128582270	128632704	3_MACS_peak_5003_lociStitched
FOXK2	chr17	80475942	80513792	6_MACS_peak_11110_lociStitched
FOXN3	chr14	89756753	89785755	4_MACS_peak_7805_lociStitched
FOXN3	chr14	89880476	89902109	2_MACS_peak_7815_lociStitched
FOXO3	chr6	108877727	108920879	5_MACS_peak_22067_lociStitched
FOXP2	chr7	113722038	113729475	1_MACS_peak_23703_lociStitched
GZF1	chr20	23329071	23348401	3_MACS_peak_15088_lociStitched
HES7	chr17	8052499	8068463	1_MACS_peak_10057_lociStitched
HEY2	chr6	126100698	126142717	4_MACS_peak_22213_lociStitched
HIVEP2	chr6	143222911	143270730	6_MACS_peak_22436_lociStitched
HIVEP2	chr6	143158173	143180970	2_MACS_peak_22432_lociStitched
IKZF1	chr7	50342578	50370965	2_MACS_peak_23226_lociStitched
IKZF3	chr17	37908706	37938487	2_MACS_peak_10424_lociStitched
IKZF3	chr17	37996132	38025651	3_MACS_peak_10429_lociStitched
IRF1	chr5	131741134	131837789	3_MACS_peak_20536_lociStitched
IRF2	chr4	185296438	185404021	9_MACS_peak_19553_lociStitched
IRF4	chr6	285758	366858	4_MACS_peak_20992_lociStitched
IRF4	chr6	381057	405674	2_MACS_peak_20996_lociStitched
ISL2	chr15	76626387	76646361	2_MACS_peak_8682_lociStitched
JUN	chr1	59246356	59252347	1_MACS_peak_818_lociStitched
JUNB	chr19	12885235	12918739	5_MACS_peak_11935_lociStitched
JUND	chr19	18388078	18417595	3_MACS_peak_12077_lociStitched
KLF12	chr13	74516414	74548670	5_MACS_peak_6988_lociStitched
KLF13	chr15	31614139	31671810	2_MACS_peak_8127_lociStitched
KLF13	chr15	31505816	31532624	2_MACS_peak_8121_lociStitched
KLF13	chr15	31546240	31564141	2_MACS_peak_8123_lociStitched
KLF2	chr19	16425288	16498735	4_MACS_peak_12018_lociStitched
KLF6	chr10	3822452	3829636	1_MACS_peak_2674_lociStitched
