GENE	TF	CHROM	START	STOP	ENHANCER_ID
ABCF1	0	chr6	30582938	30585599	4_MACS_peak_8878_lociStitched
ABCF1	0	chr6	30523518	30525246	3_MACS_peak_8873_lociStitched
ABI3	1	chr17	47268900	47270860	1_MACS_peak_4295_lociStitched
ACADVL	0	chr17	7144990	7147140	1_MACS_peak_4042_lociStitched
ACADVL	0	chr17	7154631	7156220	3_MACS_peak_4043_lociStitched
ACAT2	0	chr6	160147474	160149167	2_MACS_peak_9364_lociStitched
ACBD4	0	chr17	43224294	43227601	2_MACS_peak_4222_lociStitched
ACBD4	0	chr17	43237598	43238991	1_MACS_peak_4224_lociStitched
ACSF2	0	chr17	48473648	48475017	1_MACS_peak_4309_lociStitched
ACTL7B	0	chr9	111033624	111035301	2_MACS_peak_10669_lociStitched
ADAMTSL4	0	chr1	150548967	150552750	4_MACS_peak_659_lociStitched
ADAMTSL4	0	chr1	150533637	150536004	2_MACS_peak_656_lociStitched
ADNP	0	chr20	49547364	49548315	1_MACS_peak_6400_lociStitched
AEN	0	chr15	89181191	89183381	3_MACS_peak_3520_lociStitched
AHNAK	0	chr11	62322192	62324532	3_MACS_peak_1874_lociStitched
AKAP1	0	chr17	55161870	55163371	2_MACS_peak_4348_lociStitched
AKT1S1	0	chr19	50379473	50381288	3_MACS_peak_5322_lociStitched
ALDOC	0	chr17	26926099	26927392	1_MACS_peak_4125_lociStitched
ALG2	0	chr9	101983675	101985131	1_MACS_peak_10650_lociStitched
ALOX12	0	chr17	6915116	6920303	2_MACS_peak_4037_lociStitched
AMAC1L3	0	chr17	7386401	7388086	1_MACS_peak_4051_lociStitched
AMAC1L3	0	chr17	7381866	7383536	1_MACS_peak_4050_lociStitched
AMDHD2	0	chr16	2563278	2564703	1_MACS_peak_3628_lociStitched
ANKDD1A	0	chr15	65185011	65188087	4_MACS_peak_3373_lociStitched
ANKRD12	0	chr18	9135891	9138886	2_MACS_peak_4572_lociStitched
ANKRD17	0	chr4	74123765	74125337	2_MACS_peak_7816_lociStitched
ANKRD34A	0	chr1	145437691	145441601	5_MACS_peak_597_lociStitched
ANKRD37	0	chr4	186346425	186347809	1_MACS_peak_8080_lociStitched
ANKRD40	0	chr17	48784452	48786814	1_MACS_peak_4313_lociStitched
ANKRD40	0	chr17	48796316	48797629	1_MACS_peak_4314_lociStitched
ANKZF1	0	chr2	220143509	220145051	2_MACS_peak_6162_lociStitched
AP1G1	0	chr16	71842101	71843751	2_MACS_peak_3895_lociStitched
APOLD1	0	chr12	12869597	12872007	2_MACS_peak_2352_lociStitched
ARF1	1	chr1	228269841	228271219	2_MACS_peak_1084_lociStitched
ARHGAP27	0	chr17	43487089	43489018	1_MACS_peak_4236_lociStitched
ARHGAP30	0	chr1	161015149	161017319	3_MACS_peak_786_lociStitched
ARHGAP4	0	chrX	153236393	153238483	1_MACS_peak_11099_lociStitched
ARID5A	1	chr2	97202379	97204029	1_MACS_peak_5779_lociStitched
ARID5B	0	chr10	63808600	63811673	5_MACS_peak_1381_lociStitched
ARIH1	0	chr15	72765734	72767789	2_MACS_peak_3438_lociStitched
ARPM1	0	chr3	169490183	169491723	1_MACS_peak_7454_lociStitched
ARRDC3	0	chr5	90675421	90678986	3_MACS_peak_8324_lociStitched
ATAT1	0	chr6	30582938	30585599	4_MACS_peak_8878_lociStitched
ATF3	1	chr1	212780861	212783081	3_MACS_peak_1023_lociStitched
ATG10	0	chr5	81469333	81471321	2_MACS_peak_8300_lociStitched
ATG9A	0	chr2	220143509	220145051	2_MACS_peak_6162_lociStitched
ATHL1	0	chr11	267567	270151	4_MACS_peak_1669_lociStitched
ATP11B	0	chr3	182510652	182512564	3_MACS_peak_7525_lociStitched
ATP5D	0	chr19	1258928	1261465	4_MACS_peak_4786_lociStitched
ATP5G1	0	chr17	46985020	46986447	1_MACS_peak_4292_lociStitched
ATP5L2	0	chr22	43010423	43012104	1_MACS_peak_6774_lociStitched
ATP6V0C	0	chr16	2563278	2564703	1_MACS_peak_3628_lociStitched
ATP6V1E1	0	chr22	18120891	18122216	1_MACS_peak_6560_lociStitched
ATXN1	0	chr6	16759934	16763096	5_MACS_peak_8759_lociStitched
ATXN1L	0	chr16	71842101	71843751	2_MACS_peak_3895_lociStitched
AVIL	0	chr12	58238610	58240812	5_MACS_peak_2583_lociStitched
AZIN1	0	chr8	103818239	103819881	2_MACS_peak_10217_lociStitched
AZIN1	0	chr8	103874909	103877133	3_MACS_peak_10221_lociStitched
B2M	0	chr15	45002723	45005185	2_MACS_peak_3274_lociStitched
BAD	0	chr11	64051833	64053587	2_MACS_peak_1912_lociStitched
BAG1	0	chr9	33289489	33291138	1_MACS_peak_10466_lociStitched
BAIAP3	0	chr16	1358756	1359699	1_MACS_peak_3608_lociStitched
BCL2	0	chr18	60823556	60830591	5_MACS_peak_4722_lociStitched
BCL2L11	0	chr2	111877772	111880500	4_MACS_peak_5831_lociStitched
BCL2L13	0	chr22	18120891	18122216	1_MACS_peak_6560_lociStitched
BCL6B	1	chr17	6915116	6920303	2_MACS_peak_4037_lociStitched
