GENE	TF	ENHANCER_LIST
ABHD2	0	5_MACS_peak_9579_lociStitched
ABP1	0	2_MACS_peak_26337_lociStitched
ACBD3	0	4_MACS_peak_2582_lociStitched
ACTR3C	0	2_MACS_peak_26328_lociStitched,1_MACS_peak_26327_lociStitched
ADAMTSL4	0	3_MACS_peak_1648_lociStitched
AIRE	1	2_MACS_peak_18443_lociStitched
AK1	0	3_MACS_peak_28352_lociStitched
AKAP2	0	3_MACS_peak_28150_lociStitched
AKAP5	0	1_MACS_peak_8002_lociStitched
ALDH8A1	0	5_MACS_peak_24666_lociStitched
ALKBH4	0	2_MACS_peak_25873_lociStitched,1_MACS_peak_25869_lociStitched
AMDHD2	0	1_MACS_peak_9818_lociStitched
AMN	0	4_MACS_peak_8505_lociStitched
ANKDD1A	0	1_MACS_peak_9160_lociStitched
ANKRD46	0	3_MACS_peak_27043_lociStitched
APOBEC3A	0	3_MACS_peak_19073_lociStitched
APOBEC3B	0	3_MACS_peak_19073_lociStitched
APOBEC3C	0	5_MACS_peak_19091_lociStitched,3_MACS_peak_19073_lociStitched
APOBEC3D	0	5_MACS_peak_19091_lociStitched,3_MACS_peak_19073_lociStitched
APOBEC3F	0	5_MACS_peak_19091_lociStitched,4_MACS_peak_19098_lociStitched
APOBEC3G	0	5_MACS_peak_19091_lociStitched,4_MACS_peak_19098_lociStitched,3_MACS_peak_19102_lociStitched
APOBEC3H	0	5_MACS_peak_19091_lociStitched,4_MACS_peak_19098_lociStitched,3_MACS_peak_19107_lociStitched,3_MACS_peak_19102_lociStitched
APOLD1	0	3_MACS_peak_5765_lociStitched
ARFRP1	0	1_MACS_peak_18113_lociStitched
ARHGAP9	0	1_MACS_peak_6238_lociStitched
ARHGEF18	0	3_MACS_peak_13584_lociStitched
ARMC2	0	2_MACS_peak_24506_lociStitched
ARPC1B	0	1_MACS_peak_25772_lociStitched
ATG16L2	0	1_MACS_peak_4953_lociStitched
ATHL1	0	3_MACS_peak_4046_lociStitched,3_MACS_peak_4059_lociStitched
ATM	0	2_MACS_peak_5180_lociStitched
ATP6V0C	0	1_MACS_peak_9818_lociStitched
ATXN7L1	0	2_MACS_peak_25928_lociStitched
B4GALNT4	0	3_MACS_peak_4059_lociStitched
B4GALT1	0	5_MACS_peak_27587_lociStitched
BAG1	0	2_MACS_peak_27603_lociStitched
BAT5	0	2_MACS_peak_23772_lociStitched
BATF	1	4_MACS_peak_8180_lociStitched
BBC3	0	2_MACS_peak_14749_lociStitched
BCL2	0	1_MACS_peak_13135_lociStitched
BCL3	0	5_MACS_peak_14644_lociStitched
BCOR	0	1_MACS_peak_28884_lociStitched
BEST2	0	1_MACS_peak_13810_lociStitched
BFAR	0	1_MACS_peak_10064_lociStitched
BHLHE41	1	3_MACS_peak_5848_lociStitched,2_MACS_peak_5851_lociStitched
BOLA1	0	2_MACS_peak_1623_lociStitched,2_MACS_peak_1628_lociStitched
BRD2	0	1_MACS_peak_23823_lociStitched
BTG2	0	2_MACS_peak_2301_lociStitched,1_MACS_peak_2293_lociStitched
BTN1A1	0	3_MACS_peak_23615_lociStitched
BTN2A2	0	7_MACS_peak_23596_lociStitched
BTN3A1	0	7_MACS_peak_23596_lociStitched
BTN3A2	0	7_MACS_peak_23596_lociStitched
BUD31	0	1_MACS_peak_25772_lociStitched
BZRAP1	0	1_MACS_peak_12108_lociStitched
C10ORF91	0	10_MACS_peak_3971_lociStitched
C11ORF53	0	4_MACS_peak_5212_lociStitched
C12ORF73	0	3_MACS_peak_6549_lociStitched,2_MACS_peak_6547_lociStitched
C12ORF75	0	1_MACS_peak_6597_lociStitched
C14ORF138	0	1_MACS_peak_7846_lociStitched
C14ORF145	0	8_MACS_peak_8217_lociStitched,3_MACS_peak_8227_lociStitched
C14ORF182	0	2_MACS_peak_7842_lociStitched
C14ORF183	0	1_MACS_peak_7846_lociStitched
C14ORF43	0	1_MACS_peak_8121_lociStitched
C14ORF50	0	1_MACS_peak_8002_lociStitched
C14ORF73	0	1_MACS_peak_8517_lociStitched
C16ORF59	0	1_MACS_peak_9818_lociStitched
C17ORF37	0	3_MACS_peak_11691_lociStitched
C17ORF46	0	1_MACS_peak_11889_lociStitched,6_MACS_peak_11893_lociStitched
C17ORF96	0	2_MACS_peak_11648_lociStitched
C1ORF106	0	4_MACS_peak_2240_lociStitched,4_MACS_peak_2248_lociStitched
C1ORF159	0	1_MACS_peak_21_lociStitched,3_MACS_peak_18_lociStitched
C1ORF186	0	2_MACS_peak_2379_lociStitched
C1QTNF5	0	2_MACS_peak_5369_lociStitched
C20ORF72	0	2_MACS_peak_17382_lociStitched
C21ORF33	0	1_MACS_peak_18438_lociStitched
C22ORF26	0	4_MACS_peak_19284_lociStitched,1_MACS_peak_19283_lociStitched
C4ORF42	0	4_MACS_peak_21120_lociStitched
C5ORF45	0	1_MACS_peak_23233_lociStitched
C6ORF106	0	4_MACS_peak_23900_lociStitched,2_MACS_peak_23906_lociStitched
C6ORF25	0	2_MACS_peak_23772_lociStitched
C6ORF26	0	2_MACS_peak_23772_lociStitched
C6ORF27	0	2_MACS_peak_23772_lociStitched
C7ORF23	0	1_MACS_peak_25687_lociStitched
C7ORF29	0	2_MACS_peak_26328_lociStitched,1_MACS_peak_26327_lociStitched
C7ORF40	0	3_MACS_peak_25376_lociStitched,2_MACS_peak_25382_lociStitched,1_MACS_peak_25375_lociStitched
C7ORF44	0	2_MACS_peak_25326_lociStitched
C7ORF47	0	1_MACS_peak_25804_lociStitched
C7ORF49	0	1_MACS_peak_26173_lociStitched
C7ORF55	0	1_MACS_peak_26211_lociStitched,1_MACS_peak_26210_lociStitched
C7ORF61	0	1_MACS_peak_25804_lociStitched
C9ORF129	0	2_MACS_peak_27982_lociStitched
C9ORF89	0	1_MACS_peak_27974_lociStitched
CADM1	0	3_MACS_peak_5272_lociStitched
CBLC	0	5_MACS_peak_14644_lociStitched
CBX3	0	1_MACS_peak_25179_lociStitched,1_MACS_peak_25182_lociStitched
CBX6	0	4_MACS_peak_19060_lociStitched
CBX7	0	3_MACS_peak_19107_lociStitched,3_MACS_peak_19102_lociStitched
CCDC134	0	5_MACS_peak_19186_lociStitched
CCDC85B	0	2_MACS_peak_4736_lociStitched
CCDC88C	0	6_MACS_peak_8311_lociStitched,1_MACS_peak_8318_lociStitched
CCDC9	0	2_MACS_peak_14749_lociStitched
