ENHANCER_ID	CHROM	START	STOP	GENE_LIST
3_MACS_peak_20537_lociStitched	chr3	141079652	141132523	ZBTB38
4_MACS_peak_1838_lociStitched	chr1	154907436	154935437	ZBTB7B
2_MACS_peak_1916_lociStitched	chr1	156456769	156479258	MEF2D
3_MACS_peak_24604_lociStitched	chr6	45383001	45405912	RUNX2
5_MACS_peak_2020_lociStitched	chr1	161142765	161164063	NR1I3
2_MACS_peak_24970_lociStitched	chr6	106531390	106556688	PRDM1
1_MACS_peak_1938_lociStitched	chr1	157141959	157154577	ETV3
2_MACS_peak_18020_lociStitched	chr20	52191530	52214105	ZNF217
1_MACS_peak_18086_lociStitched	chr20	56045721	56058392	CTCFL
1_MACS_peak_18769_lociStitched	chr22	29185991	29199761	XBP1
4_MACS_peak_13531_lociStitched	chr19	1847308	1865776	KLF16
1_MACS_peak_13525_lociStitched	chr19	1646922	1654084	TCF3
3_MACS_peak_6364_lociStitched	chr12	53583465	53604490	ZNF740,RARG
5_MACS_peak_23259_lociStitched	chr5	131790945	131814908	IRF1
5_MACS_peak_5773_lociStitched	chr11	128585497	128609874	FLI1
1_MACS_peak_5794_lociStitched	chr11	129871204	129874566	PRDM10
3_MACS_peak_18770_lociStitched	chr22	29206004	29226765	XBP1
3_MACS_peak_8965_lociStitched	chr15	31546830	31562060	KLF13
6_MACS_peak_1725_lociStitched	chr1	150846742	150868544	ARNT
4_MACS_peak_11383_lociStitched	chr17	4842096	4854675	CAMTA2
3_MACS_peak_5633_lociStitched	chr11	118963629	118979554	HINFP
1_MACS_peak_1845_lociStitched	chr1	154970620	154977550	ZBTB7B
7_MACS_peak_22973_lociStitched	chr5	88163495	88186853	MEF2C
1_MACS_peak_22283_lociStitched	chr4	185392297	185398166	IRF2
3_MACS_peak_23442_lociStitched	chr5	142778083	142785766	NR3C1
5_MACS_peak_27559_lociStitched	chr8	42741579	42754098	THAP1
1_MACS_peak_459_lociStitched	chr1	23850621	23858962	E2F2
4_MACS_peak_19045_lociStitched	chr22	39910942	39929084	ATF4
1_MACS_peak_18176_lociStitched	chr20	62256675	62260604	GMEB2
