GENE	TF	ENHANCER_LIST
A1BG	0	2_MACS_peak_15844_lociStitched
A1BG-AS1	0	2_MACS_peak_15844_lociStitched
AAMP	0	3_MACS_peak_18940_lociStitched,2_MACS_peak_18933_lociStitched
AANAT	0	4_MACS_peak_13583_lociStitched
AARS2	0	3_MACS_peak_28247_lociStitched
ABCB6	0	3_MACS_peak_18966_lociStitched,1_MACS_peak_18962_lociStitched
ABCF1	0	4_MACS_peak_27836_lociStitched,1_MACS_peak_27834_lociStitched
ABHD1	0	10_MACS_peak_16182_lociStitched
ACAD11	0	1_MACS_peak_23086_lociStitched
ACADVL	0	2_MACS_peak_12386_lociStitched,1_MACS_peak_12388_lociStitched
ACAP1	0	1_MACS_peak_12390_lociStitched
ACAT2	0	1_MACS_peak_29454_lociStitched
ACBD3	0	3_MACS_peak_3135_lociStitched,4_MACS_peak_3149_lociStitched
ACCN4	0	1_MACS_peak_18978_lociStitched
ACO2	0	1_MACS_peak_21181_lociStitched
ACTR3	0	2_MACS_peak_17629_lociStitched
ACTR8	0	4_MACS_peak_22203_lociStitched
ADAM15	0	1_MACS_peak_2022_lociStitched
ADAM17	0	4_MACS_peak_15912_lociStitched
ADAM19	0	4_MACS_peak_27093_lociStitched
ADAMTS4	0	2_MACS_peak_2230_lociStitched
ADAMTSL4	0	3_MACS_peak_1837_lociStitched
ADAR	0	3_MACS_peak_1994_lociStitched
ADAT1	0	2_MACS_peak_11997_lociStitched
ADCK4	0	1_MACS_peak_15365_lociStitched
ADCY10	0	1_MACS_peak_2369_lociStitched
ADD1	0	5_MACS_peak_24124_lociStitched
ADM	0	4_MACS_peak_4867_lociStitched
ADM2	0	7_MACS_peak_21372_lociStitched
ADRBK1	0	4_MACS_peak_5451_lociStitched
AEN	0	5_MACS_peak_10732_lociStitched
AFF1	0	3_MACS_peak_24718_lociStitched
AFTPH	0	8_MACS_peak_16890_lociStitched
AGBL3	0	6_MACS_peak_30916_lociStitched
AGER	0	4_MACS_peak_27933_lociStitched
AGPAT1	0	4_MACS_peak_27933_lociStitched
AHNAK	0	2_MACS_peak_5226_lociStitched,2_MACS_peak_5224_lociStitched
AHSG	0	2_MACS_peak_23844_lociStitched
AIF1	0	2_MACS_peak_27893_lociStitched
AIM2	0	4_MACS_peak_2154_lociStitched
AIP	0	1_MACS_peak_5475_lociStitched
AK1	0	4_MACS_peak_33887_lociStitched
AKAP2	0	5_MACS_peak_33631_lociStitched
AKT1S1	0	1_MACS_peak_15662_lociStitched
ALCAM	0	1_MACS_peak_22606_lociStitched
ALDH16A1	0	2_MACS_peak_15641_lociStitched
ALDH1A3	0	5_MACS_peak_10938_lociStitched
ALDH9A1	0	2_MACS_peak_2305_lociStitched
ALDOA	0	1_MACS_peak_11584_lociStitched
ALG12	0	3_MACS_peak_21344_lociStitched,5_MACS_peak_21337_lociStitched
ALG2	0	4_MACS_peak_33539_lociStitched
ALKBH5	0	1_MACS_peak_12548_lociStitched
ALOX12	0	3_MACS_peak_12376_lociStitched
ALOXE3	0	5_MACS_peak_12428_lociStitched
ALS2CR11	0	2_MACS_peak_18784_lociStitched
ALS2CR4	0	2_MACS_peak_18784_lociStitched
AMDHD2	0	6_MACS_peak_11096_lociStitched
AMH	0	3_MACS_peak_14472_lociStitched
AMIGO3	0	1_MACS_peak_22065_lociStitched
AMT	0	6_MACS_peak_22049_lociStitched
ANAPC13	0	1_MACS_peak_23121_lociStitched
ANKDD1A	0	1_MACS_peak_10270_lociStitched
ANKMY1	0	2_MACS_peak_19206_lociStitched,3_MACS_peak_19208_lociStitched
ANKRD11	0	4_MACS_peak_12193_lociStitched
ANKRD12	0	2_MACS_peak_13861_lociStitched
ANKRD13D	0	4_MACS_peak_5451_lociStitched
ANKRD16	0	10_MACS_peak_3429_lociStitched
ANKRD34A	0	2_MACS_peak_1738_lociStitched,4_MACS_peak_1740_lociStitched,3_MACS_peak_1747_lociStitched
ANKRD35	0	3_MACS_peak_1747_lociStitched
ANKRD36BP2	0	3_MACS_peak_17292_lociStitched
ANKRD42	0	3_MACS_peak_5711_lociStitched
ANKRD44	0	5_MACS_peak_18694_lociStitched,3_MACS_peak_18685_lociStitched
ANKRD57	0	5_MACS_peak_17498_lociStitched,11_MACS_peak_17487_lociStitched
ANKZF1	0	3_MACS_peak_18966_lociStitched,1_MACS_peak_18969_lociStitched
ANP32A	0	1_MACS_peak_10372_lociStitched
ANP32B	0	3_MACS_peak_33515_lociStitched
ANXA11	0	6_MACS_peak_4126_lociStitched
ANXA2	0	4_MACS_peak_10152_lociStitched
ANXA6	0	9_MACS_peak_27002_lociStitched
ANXA9	0	3_MACS_peak_1863_lociStitched
AP1G1	0	1_MACS_peak_11954_lociStitched
AP2A1	0	3_MACS_peak_15655_lociStitched
APEH	0	1_MACS_peak_22065_lociStitched
APOBEC3H	0	3_MACS_peak_21106_lociStitched
APOD	0	4_MACS_peak_23975_lociStitched
APOLD1	0	2_MACS_peak_6410_lociStitched
APOM	0	2_MACS_peak_27893_lociStitched
APTX	0	3_MACS_peak_32922_lociStitched
AQP10	0	2_MACS_peak_1974_lociStitched
ARF1	1	2_MACS_peak_3186_lociStitched
ARF4	1	2_MACS_peak_22266_lociStitched
ARFGEF2	0	3_MACS_peak_19901_lociStitched
ARHGAP23	0	8_MACS_peak_12811_lociStitched
ARHGAP25	0	3_MACS_peak_17003_lociStitched
ARHGAP26	0	4_MACS_peak_26886_lociStitched
ARHGAP30	0	3_MACS_peak_2221_lociStitched
ARHGAP33	0	5_MACS_peak_15232_lociStitched
ARHGAP9	0	2_MACS_peak_7062_lociStitched
ARHGDIB	0	6_MACS_peak_6451_lociStitched
ARHGEF18	0	5_MACS_peak_14647_lociStitched
ARHGEF2	0	5_MACS_peak_2063_lociStitched
ARHGEF3	0	2_MACS_peak_22257_lociStitched
ARID1A	0	4_MACS_peak_438_lociStitched,9_MACS_peak_445_lociStitched
ARID1B	0	3_MACS_peak_29360_lociStitched,1_MACS_peak_29359_lociStitched
ARID2	0	1_MACS_peak_6752_lociStitched
ARID3B	1	2_MACS_peak_10450_lociStitched
ARID4B	0	1_MACS_peak_3304_lociStitched
ARID5A	1	3_MACS_peak_17337_lociStitched
ARID5B	0	5_MACS_peak_3903_lociStitched,1_MACS_peak_3894_lociStitched
ARIH1	0	2_MACS_peak_10411_lociStitched
ARL6IP5	0	5_MACS_peak_22363_lociStitched,1_MACS_peak_22362_lociStitched
ARL6IP6	0	1_MACS_peak_17957_lociStitched
ARPC2	0	2_MACS_peak_18933_lociStitched
ARPC5L	0	1_MACS_peak_33818_lociStitched
ARPM1	0	1_MACS_peak_23491_lociStitched
ARPP19	0	1_MACS_peak_10024_lociStitched
ARRDC3	0	1_MACS_peak_26245_lociStitched
ASB3	0	7_MACS_peak_16620_lociStitched
ASB5	0	3_MACS_peak_25387_lociStitched
ASB7	0	2_MACS_peak_10936_lociStitched
ASB9P1	0	2_MACS_peak_10845_lociStitched
ASH1L	0	3_MACS_peak_2046_lociStitched
ASNA1	0	6_MACS_peak_14829_lociStitched
ASPRV1	0	4_MACS_peak_17034_lociStitched
