GENE	CHROM	START	STOP	ENHANCER_ID
ARF1	chr1	228269049	228272349	1_MACS_peak_3670_lociStitched
ARID3A	chr19	890997	894308	1_MACS_peak_16945_lociStitched
ARID3A	chr19	905867	910419	3_MACS_peak_16946_lociStitched
ARID3A	chr19	924309	928412	1_MACS_peak_16951_lociStitched
ATF5	chr19	50423755	50428814	2_MACS_peak_18445_lociStitched
BACH1	chr21	30670582	30674976	3_MACS_peak_22860_lociStitched
BCL6	chr3	187461180	187465009	2_MACS_peak_26623_lociStitched
BCLAF1	chr6	136608756	136612445	2_MACS_peak_32372_lociStitched
BHLHA15	chr7	97839655	97843686	3_MACS_peak_34038_lociStitched
BHLHE41	chr12	26266144	26280812	3_MACS_peak_7877_lociStitched
CEBPB	chr20	48806492	48810242	1_MACS_peak_22504_lociStitched
CEBPG	chr19	33863761	33865980	1_MACS_peak_17852_lociStitched
CHD2	chr15	93424520	93429328	2_MACS_peak_12879_lociStitched
CHD2	chr15	93443178	93449092	1_MACS_peak_12881_lociStitched
CREB3L2	chr7	137662329	137678391	6_MACS_peak_34645_lociStitched
CREB3L2	chr7	137705926	137716426	6_MACS_peak_34664_lociStitched
CREB3L2	chr7	137682578	137688395	5_MACS_peak_34654_lociStitched
DBP	chr19	49136294	49142363	1_MACS_peak_18376_lociStitched
DDIT3	chr12	57912833	57917416	2_MACS_peak_8479_lociStitched
DEAF1	chr11	694114	697767	1_MACS_peak_5589_lociStitched
DMRT2	chr9	1099111	1104422	2_MACS_peak_36553_lociStitched
ERF	chr19	42720308	42725607	2_MACS_peak_18147_lociStitched
ERF	chr19	42783338	42791557	1_MACS_peak_18152_lociStitched
ERF	chr19	42771761	42775750	1_MACS_peak_18151_lociStitched
ESR1	chr6	152010833	152013682	1_MACS_peak_32626_lociStitched
ESRRA	chr11	64070871	64074608	1_MACS_peak_6259_lociStitched
ETV6	chr12	11801441	11805586	2_MACS_peak_7692_lociStitched
FLI1	chr11	128585560	128592492	1_MACS_peak_7428_lociStitched
FLI1	chr11	128625544	128631605	3_MACS_peak_7439_lociStitched
FOXD4L5	chr9	69784984	69788336	2_MACS_peak_37099_lociStitched
FOXD4L5	chr9	69877952	69884610	1_MACS_peak_37101_lociStitched
FOXN3	chr14	90082364	90088462	1_MACS_peak_11092_lociStitched
FOXN3	chr14	89768564	89772763	2_MACS_peak_11078_lociStitched
FOXO3	chr6	108878218	108884300	1_MACS_peak_32034_lociStitched
FOXP1	chr3	71029278	71033628	1_MACS_peak_25323_lociStitched
FOXP2	chr7	113723267	113727768	1_MACS_peak_34306_lociStitched
HEY2	chr6	126067737	126073093	2_MACS_peak_32238_lociStitched
HIVEP2	chr6	143264927	143269775	1_MACS_peak_32509_lociStitched
IKZF1	chr7	50343113	50359118	2_MACS_peak_33612_lociStitched
IKZF1	chr7	50417225	50421980	1_MACS_peak_33619_lociStitched
IKZF3	chr17	37924499	37935498	4_MACS_peak_15180_lociStitched
IRF1	chr5	131790351	131804052	4_MACS_peak_29638_lociStitched
IRF1	chr5	131819398	131827713	3_MACS_peak_29646_lociStitched
IRF1	chr5	131829115	131834275	2_MACS_peak_29649_lociStitched
IRF2	chr4	185390827	185398141	1_MACS_peak_28299_lociStitched
IRF2	chr4	185454469	185460266	3_MACS_peak_28311_lociStitched
IRF2	chr4	185369036	185376402	2_MACS_peak_28292_lociStitched
IRF4	chr6	388894	404986	10_MACS_peak_30478_lociStitched
JUN	chr1	59247665	59251346	1_MACS_peak_1323_lociStitched
JUNB	chr19	12898842	12906056	1_MACS_peak_17469_lociStitched
JUND	chr19	18389882	18393971	1_MACS_peak_17703_lociStitched
KLF13	chr15	31635935	31654718	4_MACS_peak_11613_lociStitched
KLF13	chr15	31554295	31560521	1_MACS_peak_11603_lociStitched
KLF13	chr15	31615617	31621404	2_MACS_peak_11608_lociStitched
KLF13	chr15	31525823	31529860	1_MACS_peak_11600_lociStitched
KLF13	chr15	31519601	31524713	1_MACS_peak_11599_lociStitched
KLF2	chr19	16434406	16440323	2_MACS_peak_17614_lociStitched
KLF3	chr4	38664468	38670505	3_MACS_peak_27156_lociStitched
KLF6	chr10	3821878	3828965	1_MACS_peak_3926_lociStitched
KLF7	chr2	208028744	208032376	1_MACS_peak_21253_lociStitched
KLF9	chr9	73032659	73036767	1_MACS_peak_37169_lociStitched
KLF9	chr9	73025958	73030155	1_MACS_peak_37168_lociStitched
