GENE_NAME	REFSEQ_ID	PROXIMAL_ENHANCERS	ENHANCER_RANKS	IS_SUPER	TSS_SIGNAL
QPCT	NM_012413	chr2:37535738-37593688	1	1	2.7186
PRKD3	NM_005813	chr2:37535738-37593688	1	1	0.6034
ZBTB38	NM_001080412	chr3:141079286-141132445	2	1	1.3712
DUSP22	NM_020185	chr6:289817-340337	3	1	2.4587
IKZF3	NM_183232	chr17:37909357-37958427,chr17:37990237-38009510,chr17:38015592-38025092	5,423,603	1	1.483
GRB7	NM_005310	chr17:37909357-37958427	5	1	0.4042
C17orf37	NM_032339	chr17:37909357-37958427	5	1	0.3739
IGLL5	NM_001178126	chr22:23189886-23247650,chr22:23265273-23286741	6,70	1	1.52
MIR650	NR_030755	chr22:23152662-23168500,chr22:23189886-23247650	6,471	1	2.144
TAB1	NM_006116	chr22:39822916-39871639	7	1	0.4594
MGAT3	NM_002409	chr22:39822916-39871639	7	1	1.011
SMCR7L	NM_019008	chr22:39910714-39929590,chr22:39822916-39871639	7,472	1	0.7322
ATF4	NM_182810	chr22:39910714-39929590,chr22:39822916-39871639	7,472	1	1.2401
CPEB4	NM_030627	chr5:173310334-173356891,chr5:173247157-173268345	8,402	1	0.7014
CKS1B	NR_024163	chr1:154907544-154958197,chr1:154966166-154979573	9,380	1	2.6859
MIR4258	NR_036212	chr1:154907544-154958197,chr1:154966166-154979573	9,380	1	2.695
FLAD1	NM_201398	chr1:154907544-154958197,chr1:154966166-154979573	9,380	1	0.7771
PMVK	NM_006556	chr1:154907544-154958197,chr1:154821614-154860726	9,51	1	2.1548
PBXIP1	NM_020524	chr1:154907544-154958197,chr1:154966166-154979573	9,380	1	3.1837
PYGO2	NM_138300	chr1:154907544-154958197,chr1:154966166-154979573	9,380	1	2.8139
SHC1	NM_001130041	chr1:154907544-154958197,chr1:154966166-154979573	9,380	1	2.4713
LENEP	NM_018655	chr1:154966166-154979573,chr1:154907544-154958197	9,380	1	0.6703
ZBTB7B	NM_015872	chr1:154966166-154979573,chr1:154907544-154958197,chr1:155021944-155059552	9,48,380	1	3.159
DCST1	NM_001143687	chr1:155021944-155059552,chr1:154907544-154958197,chr1:154966166-154979573	9,48,380	1	0.6984
DCST2	NM_144622	chr1:154907544-154958197,chr1:155021944-155059552,chr1:154966166-154979573	9,48,380	1	0.3589
DEPDC6	NM_022783	chr8:120914901-120950931	10	1	0.7571
DSCC1	NM_024094	chr8:120914901-120950931	10	1	0.2622
INPP4A	NM_004027	chr2:99054912-99107532	11	1	0.4175
ANKRD55	NM_024669	chr5:55435960-55473481	12	1	0.8552
TMEM121	NM_025268	chr14:106023223-106057942,chr14:105947176-105958568	13,1126	1	0.2884
BCL2L1	NM_001191	chr20:30277214-30312075	14	1	1.861
TPX2	NM_012112	chr20:30277214-30312075	14	1	0.2057
CABLES1	NM_001100619	chr18:20800136-20848386,chr18:20711740-20719220	15,1042	1	0.8919
UTP3	NM_020368	chr4:71523399-71556279	16	1	1.5156
IGJ	NM_144646	chr4:71523399-71556279	16	1	3.9267
