GENE_NAME	REFSEQ_ID	PROXIMAL_ENHANCERS	ENHANCER_RANKS	IS_SUPER	TSS_SIGNAL
MEF2D	NM_005920	chr1:156448454-156479816	1	1	4.703
C1orf61	NM_006365	chr1:156448454-156479816	1	1	0.1116
TMEM121	NM_025268	chr14:106023223-106057942,chr14:105947176-105958568	2,901	1	0.2884
QPCT	NM_012413	chr2:37535738-37593688	3	1	2.7186
PRKD3	NM_005813	chr2:37535738-37593688	3	1	0.6034
ZBTB38	NM_001080412	chr3:141079286-141132445	4	1	1.3712
CKS1B	NR_024163	chr1:154907544-154958197,chr1:154966166-154979573	5,38	1	2.6859
MIR4258	NR_036212	chr1:154907544-154958197,chr1:154966166-154979573	5,38	1	2.695
FLAD1	NM_201398	chr1:154907544-154958197,chr1:154966166-154979573	5,38	1	0.7771
PMVK	NM_006556	chr1:154907544-154958197,chr1:154821614-154860726	5,80	1	2.1548
PBXIP1	NM_020524	chr1:154907544-154958197,chr1:154966166-154979573	5,38	1	3.1837
PYGO2	NM_138300	chr1:154907544-154958197,chr1:154966166-154979573	5,38	1	2.8139
SHC1	NM_001130041	chr1:154907544-154958197,chr1:154966166-154979573	5,38	1	2.4713
LENEP	NM_018655	chr1:154966166-154979573,chr1:154907544-154958197	5,38	1	0.6703
ZBTB7B	NM_015872	chr1:154966166-154979573,chr1:154907544-154958197,chr1:155021944-155059552	5,38,50	1	3.159
DCST1	NM_001143687	chr1:155021944-155059552,chr1:154907544-154958197,chr1:154966166-154979573	5,38,50	1	0.6984
DCST2	NM_144622	chr1:154907544-154958197,chr1:154966166-154979573,chr1:155021944-155059552	5,38,50	1	0.3589
DUSP22	NM_020185	chr6:289817-340337	6	1	2.4587
UTP3	NM_020368	chr4:71523399-71556279	7	1	1.5156
IGJ	NM_144646	chr4:71523399-71556279	7	1	3.9267
ENAM	NM_031889	chr4:71523399-71556279	7	1	0.4295
RUFY3	NM_001130709	chr4:71523399-71556279	7	1	0.301
HIST2H4B	NM_001034077	chr1:149800608-149835678	9	1	2.3397
HIST2H2AA4	NM_001040874	chr1:149800608-149835678,chr1:149855025-149861585	9,132	1	4.5521
HIST2H3A	NM_001005464	chr1:149800608-149835678,chr1:149855025-149861585	9,132	1	4.5172
HIST2H2BC	NR_036461	chr1:149800608-149835678,chr1:149855025-149861585	9,132	1	4.6278
FCGR1A	NM_000566	chr1:149800608-149835678	9	1	0.2842
HIST2H2AC	NM_003517	chr1:149855025-149861585,chr1:149800608-149835678	9,132	1	4.4997
BOLA1	NM_016074	chr1:149800608-149835678,chr1:149855025-149861585	9,132	1	0.2859
HIST2H2BF	NM_001161334	chr1:149800608-149835678	9	1	0.5105
HIST2H3D	NM_001123375	chr1:149800608-149835678	9	1	1.3242
HIST2H2BE	NM_003528	chr1:149855025-149861585,chr1:149800608-149835678	9,132	1	3.8728
