GENE_ID	locusLine	bin_1_MM8.jin.bam
1_MACS_peak_1_lociStitched	chr1(.):9984-10543	3.0094
1_MACS_peak_2_lociStitched	chr1(.):28550-29495	2.517
1_MACS_peak_3_lociStitched	chr1(.):713393-715203	2.8705
1_MACS_peak_4_lociStitched	chr1(.):762054-763552	1.6843
2_MACS_peak_5_lociStitched	chr1(.):879824-880584	1.1526
1_MACS_peak_7_lociStitched	chr1(.):894119-894616	1.4008
1_MACS_peak_8_lociStitched	chr1(.):948295-949631	2.5528
1_MACS_peak_9_lociStitched	chr1(.):955006-955230	1.1058
1_MACS_peak_10_lociStitched	chr1(.):968232-968498	0.9269
1_MACS_peak_11_lociStitched	chr1(.):1092796-1093974	1.7734
2_MACS_peak_12_lociStitched	chr1(.):1147640-1148735	1.4276
1_MACS_peak_14_lociStitched	chr1(.):1166731-1167408	1.9019
1_MACS_peak_15_lociStitched	chr1(.):1208212-1209359	2.0667
1_MACS_peak_16_lociStitched	chr1(.):1240525-1240741	0.8772
2_MACS_peak_17_lociStitched	chr1(.):1242880-1244614	1.8064
1_MACS_peak_19_lociStitched	chr1(.):1259444-1261197	2.0013
1_MACS_peak_20_lociStitched	chr1(.):1265872-1266601	1.5175
1_MACS_peak_21_lociStitched	chr1(.):1284936-1285396	1.3354
1_MACS_peak_22_lociStitched	chr1(.):1309914-1311642	1.8804
2_MACS_peak_23_lociStitched	chr1(.):1333899-1335543	1.5545
1_MACS_peak_25_lociStitched	chr1(.):1341948-1343345	1.8839
1_MACS_peak_26_lociStitched	chr1(.):1397140-1398827	2.2697
2_MACS_peak_27_lociStitched	chr1(.):1406471-1408052	1.5743
1_MACS_peak_29_lociStitched	chr1(.):1440225-1441115	1.1432
1_MACS_peak_30_lociStitched	chr1(.):1446768-1448502	1.6347
1_MACS_peak_31_lociStitched	chr1(.):1509329-1511119	5.4333
1_MACS_peak_32_lociStitched	chr1(.):1550268-1552133	3.3509
1_MACS_peak_33_lociStitched	chr1(.):1565315-1566551	1.4781
1_MACS_peak_34_lociStitched	chr1(.):1589892-1591300	2.9304
1_MACS_peak_35_lociStitched	chr1(.):1623150-1625312	3.7743
1_MACS_peak_36_lociStitched	chr1(.):1655074-1656389	2.5484
3_MACS_peak_37_lociStitched	chr1(.):1669032-1670447	1.052
1_MACS_peak_40_lociStitched	chr1(.):1676245-1678571	3.3357
3_MACS_peak_41_lociStitched	chr1(.):1709124-1714227	1.9096
1_MACS_peak_44_lociStitched	chr1(.):1821047-1823204	4.2742
3_MACS_peak_45_lociStitched	chr1(.):1839666-1841354	2.0667
