DMSO_RPMI8226	KB528_3Hr_RPMI8226	LOG2_FOLD_CHANGE	P_VALUE
WASH7P	22.3276921536931	22.1914525846016	-0.00883003325592121	0.931170629010561
LOC100288069	3.93523408270756	3.26918261520455	-0.267519487568316	0.594308021722573
LINC00115	3.07425965300574	2.61438489018353	-0.233767470107884	0.291552715181868
LINC01128	4.05569346436311	8.61835001101421	1.08746307548085	0.0003667897642152
LOC100130417	1.15173244031506	0.705059084119799	-0.707989536435723	0.102870016862546
SAMD11	1.12582712577205	0.704864205900326	-0.67556806407192	0.0830681528891665
NOC2L	364.904924401179	360.59320542611	-0.0171484076005046	0.84242678731717
KLHL17	16.974826983072	10.195702845636	-0.735435638137443	0.000562484479720101
PLEKHN1	7.84969880227744	3.85208348620092	-1.02699832693098	0.0285357192414518
HES4	43.8331504846951	43.7552225577156	-0.00256715040044013	0.954218767802936
ISG15	45.6491432677028	36.5164677651876	-0.322040564002258	0.0476117586724903
AGRN	22.2659948258564	20.8510334076329	-0.0947231841049482	0.571055805419916
RNF223	1.48783239156768	1.07790130502457	-0.46498692415618	0.0720391291797224
C1orf159	30.3113827353625	26.5676367627964	-0.190189762724795	0.0978127520992024
TNFRSF18	339.191922101126	267.241689696642	-0.343956726586524	0.00356933639019629
TNFRSF4	0.471805203779325	0.582806511599405	0.304825665600402	0.703697040346608
SDF4	348.019965981841	357.304340555409	0.0379833637994821	0.570368162962674
B3GALT6	32.7945439019266	37.7715528528844	0.203844286085157	0.0215964988450349
FAM132A	2.18172945325759	3.0349878104108	0.476218511675871	0.0861597826251111
UBE2J2	75.3474066695354	87.0077331297137	0.207585773893873	0.0229377568347512
ACAP3	132.301405471865	104.871092286222	-0.335211333952712	0.0362174290404157
PUSL1	110.59544105262	114.892800005419	0.0549964750959284	0.0298860192029856
CPSF3L	144.819553084949	138.32919100238	-0.0661507695408506	0.394995711737392
CPTP	110.173043197625	73.0252424773597	-0.593304124302584	0.00695891044938403
DVL1	97.4905159763086	83.7103473235625	-0.219855914756166	0.0640621952901454
AURKAIP1	492.074156092231	474.137023699748	-0.0535716951403478	0.239700806531661
CCNL2	79.2590841202006	117.191718707018	0.564222424627508	0.0029712930944676
LOC148413	49.8567565872657	37.1412566295159	-0.424766403951789	0.00194619777184709
MRPL20	385.365595655809	397.282264460932	0.043936612165055	0.636777968320148
ATAD3C	14.6539766287745	13.8588512904214	-0.0804845371704546	0.252796453111704
ATAD3B	121.4306304918	145.495613263935	0.260843273351633	0.0449965771898314
ATAD3A	184.082055499692	211.278239678563	0.198795188259573	0.0942087091239901
TMEM240	0.618009797091099	1.03154044215913	0.739098770095289	0.136125063022721
SSU72	443.770809280972	420.466110207004	-0.0778252487065803	0.0278108644372306
C1orf233	40.4940515072198	37.5150247181042	-0.110241485819888	0.31759451201955
MIB2	33.7750490602462	32.8243964767291	-0.0411893797926143	0.405613750938271
CDK11B	42.8119259537449	47.0061263224924	0.134836057292032	0.205907161699465
SLC35E2B	20.1210936039984	14.0410576056314	-0.51905711243341	0.0463166106649227
CDK11A	14.5824995403256	17.2539834768714	0.242691450831901	0.129674222291494
SLC35E2	3.23880749396472	2.10399338934496	-0.622332549002795	0.0357580482968169
NADK	144.506770629404	122.17567639743	-0.242179997681428	0.0404658632339616
GNB1	297.465275802361	291.563314210864	-0.0289120624423588	0.742459082818612
CALML6	1.21085034709834	1.34158151718207	0.147914149589589	0.627131441177999
TMEM52	28.0427495545524	27.5908457389861	-0.0234381304945069	0.832896386557517
PRKCZ	8.6295140227518	6.20593538650799	-0.475630639056388	0.00360128039946919
FAAP20	12.8531679765773	12.16103341314	-0.0798581601293776	0.0010184349135137
SKI	14.8846218025635	26.6617365325975	0.84094818394369	0.0151629286675445
MORN1	2.18473618025393	1.92505258043452	-0.182561224550912	0.0988494093292878
RER1	94.970443276857	96.287842599202	0.0198750660104795	0.763255247524362
PEX10	49.2224811846711	46.2187574055145	-0.0908389089800298	0.317770634161302
PANK4	24.7089190157503	23.3710637649338	-0.0803084941551858	0.456205454053439
LOC115110	1.82545957257933	1.08241756428102	-0.754002563491061	0.010836695740685
TNFRSF14	19.2837097502746	13.2309160404763	-0.543469670365337	0.00272261056169781
FAM213B	40.3304305095504	33.240383168741	-0.278931793512082	0.0364394600625422
ARHGEF16	8.30082240105579	5.42134329301893	-0.614603913168543	0.00224506674284397
MEGF6	7.7242461573187	6.46109267160715	-0.257615973222113	0.155249681488022
TPRG1L	39.6207675794292	41.6024594817842	0.0704119910310695	0.246922350749915
WRAP73	38.1159992236652	40.2764453838868	0.079539665911027	0.177437527233663
TP73-AS1	1.30606776182086	0.703301617977101	-0.893014307779389	0.0141832129200201
SMIM1	6.93106189068621	6.15515852884184	-0.171280386561229	0.398557710233714
LRRC47	88.4069022518603	105.003047507653	0.248200284262954	0.0335648202647509
CEP104	24.2552690547314	26.1960054287573	0.111048652236829	0.262384103044183
DFFB	9.94019192789641	6.7736302431542	-0.553344472411951	0.0221623763317628
C1orf174	25.2214891487081	34.7626076635017	0.462882848745283	0.0120671127812226
LINC01134	1.12762647593997	1.31181750160618	0.21827777103927	0.16437153758851
NPHP4	11.9920054017427	11.7200341716913	-0.0330961620723109	0.840636414786801
KCNAB2	90.0590860528572	78.1290805878762	-0.205012199987585	0.174105888463392
RPL22	473.815917547662	473.652837638607	-0.000496638178512309	0.997152754133083
LOC102724450	39.0912996123833	31.0263524884821	-0.333353447519959	0.0620354791098679
RNF207	13.533092518818	9.0634296731791	-0.578362569022339	0.0231791870269349
ICMT	51.6789898528505	75.5449220223558	0.54775691302813	0.0055791150098509
LINC00337	0.463444280067029	0.63418148885331	0.452499873210106	0.252463322569061
GPR153	1.46278360125982	1.20063049817331	-0.284924137757189	0.128617299760894
ACOT7	120.280018889102	114.381706455546	-0.0725406652723566	0.0311829088194277
ESPN	4.46392900216749	5.34941255935334	0.261066390435092	0.193889633140981
TNFRSF25	86.6864758827394	59.598722158913	-0.540525534923325	8.95082292053837e-05
PLEKHG5	1.66218833586303	1.50795559622819	-0.140489910187282	0.539604435774708
NOL9	11.4207153914795	17.5679884072335	0.621295983771053	0.00310246815021084
ZBTB48	30.0090541857327	33.9307041702338	0.177193521554703	0.079064944005786
KLHL21	58.0243483426012	87.1857209941536	0.587433459145889	0.0186582659020179
PHF13	14.5246836989441	12.0767768533703	-0.266271278634451	0.11747807829581
THAP3	10.7882703233168	13.3541154527131	0.307820841219553	0.0113986874391519
DNAJC11	72.6218697042594	83.758170870843	0.205825862847273	0.103086939504341
CAMTA1	8.49648178598359	8.2054989395711	-0.0502745150745485	0.490592877399865
VAMP3	33.1148156321361	48.434667950668	0.548563225148589	0.000197141311358296
PARK7	759.978905432727	741.466388651534	-0.035578079064575	0.628417814481208
ERRFI1	1.20486527420549	2.07943515709574	0.787319862214014	0.0480262036421018
RERE	35.6059183974256	23.3220719822263	-0.610421098838333	0.0694377238098365
ENO1	2492.10672842966	2367.63609727363	-0.0739184978215169	0.00564551528751404
MIR6728	2.27102126505488	6.45727628610581	1.5075845416878	0.0255925594028307
ENO1-AS1	2.83464663816941	2.36117801274132	-0.263662090065272	0.2648545641396
SLC2A5	6.50704869375633	5.2645142581485	-0.305702925796047	0.0550778043676028
GPR157	3.51098903392792	2.32783706767295	-0.592887406964999	0.134023872513195
H6PD	4.63891408596188	4.99907769802684	0.107874822940061	0.485555735802174
SPSB1	8.17738289188669	5.99467003249484	-0.447958848785236	0.00130220782971773
SLC25A33	36.8460874905078	63.4306790407614	0.783669352073734	5.92726095195149e-06
TMEM201	19.9123959338706	28.8752218740568	0.536165210122747	0.0368576493229648
PIK3CD	1.55451274076631	0.734803934596167	-1.08103118437039	0.00124672601252285
PIK3CD-AS2	16.2121119151908	12.4794771220761	-0.377514551770136	0.0031467381562633
CLSTN1	74.7667811447114	74.508186546877	-0.00499847392852086	0.974166326527116
CTNNBIP1	9.18551995297465	10.5982291918931	0.206389938264684	0.028509191085892
LZIC	39.6593082607121	37.6655838648221	-0.0744126211139033	0.321309313469592
NMNAT1	3.00098795102452	5.8278489405509	0.957525956311407	4.14659517840644e-05
UBE4B	41.7875278866229	35.2514771142965	-0.24538870174764	0.209767965161777
KIF1B	4.68885469777622	4.33099897831196	-0.114535740216518	0.55789405138461
RNU6-2	0.673692577543449	0.774674992541697	0.201500764044258	0.541967634062823
PGD	323.37502682959	328.860758942055	0.0242686013568068	0.535768023030619
APITD1	5.93102776028463	5.74494199604731	-0.0459897976269609	0.569158176696592
DFFA	52.1221382842434	43.6126680089379	-0.257149020831502	0.0132304093396814
PEX14	30.9293417457782	33.0572219157967	0.0959893580121006	0.409192227215046
TARDBP	106.27088385888	90.2994396476536	-0.234957440602083	0.0246523017666864
SRM	1064.63495660744	1206.84417677293	0.180880570582823	0.131651860013792
EXOSC10	80.1914117757462	95.137495015863	0.246566302150528	0.00778660689008434
MTOR	38.2994853574972	34.8518115719467	-0.136091358036181	0.440000928770842
UBIAD1	40.8368676415097	64.5138882975499	0.659737561998584	0.00156121423782267
PTCHD2	1.20851342668594	1.36930392214121	0.180209192056498	0.415124883961971
FBXO2	0.672290525415048	0.777427029435486	0.209622450073451	0.471598864601241
FBXO44	3.18647670645767	2.27358701563478	-0.486991893965109	0.0153281216743034
FBXO6	0.657317139324708	0.649962216151911	-0.0162337500429344	0.954807112584012
MAD2L2	167.213358813919	156.472211000791	-0.0957836485670428	0.0918378932582699
AGTRAP	82.2835658051809	64.6488337775042	-0.347979970229318	0.00108904124343826
MTHFR	18.8192698447439	8.93072460324459	-1.07536151536099	0.0142709841286831
CLCN6	10.5412607190443	7.13678333391459	-0.56270154208111	0.0328360767744222
NPPA-AS1	1.89072178170884	1.25312496820905	-0.59340679244557	0.0504841403581719
KIAA2013	228.111947447265	190.359185569268	-0.26101782310004	0.00399500712795694
PLOD1	135.100472865731	112.666532140881	-0.261973701070858	0.0643087510665689
MFN2	82.707305986553	101.300677736396	0.292557145053115	0.0587111232546684
