DMSO_RPMI8226	KB528_24Hr_RPMI8226	LOG2_FOLD_CHANGE	P_VALUE
WASH7P	22.3276921536931	30.5577448364837	0.45270393803051	0.0115899618493431
LOC100288069	3.93523408270756	7.06785309715465	0.844822599011549	0.0432777525141333
LINC00115	3.07425965300574	3.73970384795626	0.282685005043558	0.202421452374624
LINC01128	4.05569346436311	4.18916391374676	0.0467137198082954	0.706256255048758
LOC100130417	1.15173244031506	0.773039101995257	-0.575192306560823	0.148564703154171
SAMD11	1.12582712577205	0.931271477929278	-0.273711615293243	0.185432782980036
NOC2L	364.904924401179	315.139339648955	-0.211530759354476	0.0662399786415875
KLHL17	16.974826983072	24.7623234842252	0.544749821252038	0.00897561479067325
PLEKHN1	7.84969880227744	7.96510301115947	0.0210557219921573	0.8947083310397
HES4	43.8331504846951	45.5883879578303	0.0566440197059241	0.32196384717255
ISG15	45.6491432677028	33.0531559505466	-0.465799755935847	0.0140032490049052
AGRN	22.2659948258564	24.0016379660175	0.10829079275015	0.415937341390172
RNF223	1.48783239156768	0.236037180881992	-2.65612597422562	0.000321073662410584
C1orf159	30.3113827353625	38.4768277447001	0.344130193728706	0.0146244210442151
TNFRSF18	339.191922101126	205.235231561097	-0.724823400913932	9.31777510427921e-05
TNFRSF4	0.471805203779325	0.247478258391164	-0.930889544635091	0.190930302874485
SDF4	348.019965981841	354.750073335963	0.0276329063485536	0.657938235436823
B3GALT6	32.7945439019266	39.274669778936	0.260143334840738	0.0146229568906055
FAM132A	2.18172945325759	3.44215124262329	0.657838278043785	0.172046845100293
UBE2J2	75.3474066695354	84.7976218433217	0.170465947296729	0.0236482141685087
ACAP3	132.301405471865	115.971641792335	-0.190056317355665	0.11267281231076
PUSL1	110.59544105262	100.467783540054	-0.138558961899419	0.00238433456077544
CPSF3L	144.819553084949	152.637615094581	0.0758541313012682	0.273815652431613
CPTP	110.173043197625	95.8365594028012	-0.201123252445233	0.107861960808542
DVL1	97.4905159763086	113.126792949758	0.214606874429246	0.0463774483554682
AURKAIP1	492.074156092231	411.143152460115	-0.259234946434623	0.00579410526391735
CCNL2	79.2590841202006	105.607736088453	0.414067318949056	0.0174243997150461
