DMSO_0	KB528_24	LOG2_FOLD_CHANGE	P_VALUE
WASH7P	32.1701679513853	78.5632929160985	1.28813193238658	0.0382783318162256
LOC729737	34.5470193502921	20.9570986173376	-0.721122244699351	0.345130508467384
LOC100133331	2.72806618174028	3.27534612033384	0.263768726719258	0.52629699148476
LOC100288069	9.09823837636952	8.44986935384748	-0.106658198540641	0.647023385084535
LINC00115	5.34888350080838	4.61411913070821	-0.213182528931673	0.205447930167741
LINC01128	10.7789703409496	4.23879905265127	-1.34649189174969	0.0154476050786749
NOC2L	66.3904131514792	98.0740184435032	0.562896061551209	0.031232839903374
KLHL17	23.7958974228313	74.0383797588651	1.63756045952672	0.0242943543539183
PLEKHN1	1.8403541903555	3.3722070101513	0.873709651133947	0.166509157622623
HES4	706.312989433897	1.05394794243882	-9.38836020855147	0.00144267435858916
ISG15	851.75421210233	186.543902413499	-2.19092197341551	0.00103698736242472
AGRN	7.8438635760125	8.30559409831905	0.0825189239611493	0.814674715479379
C1orf159	23.6038246854304	31.8275600257984	0.431255912835753	0.0763713453038086
TNFRSF18	58.5572871161717	7.36869740569322	-2.99036720100263	0.0310906832571906
TNFRSF4	172.954896544698	4.95382641465476	-5.1257087318743	0.013245589495403
SDF4	181.158872352852	217.632587409815	0.264639131709102	0.0729062947976873
B3GALT6	17.6746544888162	38.7060840320817	1.13087834188704	0.0013985480566504
FAM132A	3.80819694962424	3.45599549691379	-0.140006755149769	0.406081713813072
UBE2J2	42.5155018056773	93.4319887486602	1.1359276108181	0.00358381168628881
SCNN1D	12.5825106006379	17.5059698360292	0.476427176431222	0.0286786452435991
ACAP3	72.7632744203764	85.085950011247	0.225710456480571	0.35179147243366
PUSL1	38.7604729100293	33.8377900665069	-0.195950823283013	0.216826370586436
CPSF3L	94.6423774284259	153.095277957375	0.693871565376726	0.032512360007591
GLTPD1	10.7213010410949	30.873094047666	1.52587008560923	0.000213210904671345
TAS1R3	1.40852616998499	1.2702359449068	-0.14908986791399	0.636882742980478
DVL1	44.3258211402976	83.8750603900216	0.920094542610904	0.000890805241865791
MXRA8	0.987154602982088	0.388459835705039	-1.34551060893245	0.140509926824744
AURKAIP1	138.554936763991	212.671241555121	0.618166842715426	0.000171643952653165
CCNL2	211.743794129851	340.253559836319	0.684290568617809	0.0465974190122692
LOC148413	29.1494669938192	58.7605687660157	1.01137885677534	0.00215617540907066
MRPL20	96.3038890293996	187.12878632703	0.958365543232979	0.00602050975036109
ATAD3B	76.4090179706939	80.412541910945	0.0736776169568135	0.58704116015929
ATAD3A	16.9607640319029	31.5961618333017	0.897548156138906	0.00995374888781116
TMEM240	0.174292697667165	2.41185031691633	3.79055634285974	0.00075897735780579
SSU72	111.098468441734	248.367411234265	1.16063695872779	0.000569456364527398
C1orf233	3.79202994282552	9.91621893939983	1.38681976875865	0.01948930796069
MIB2	32.7918625499732	86.8031819243768	1.40441008026844	0.00668697247105284
MMP23B	2.6181261822893	0.674523132612678	-1.95659480455914	0.00132799948357258
MMP23A	0.842840084874847	0.644680737512148	-0.386674051652334	0.576993658043353
CDK11B	86.7969781017718	66.5507882447181	-0.383189061204201	0.0380342727457944
SLC35E2B	22.2363112678306	51.0318292916305	1.19847987518656	0.053372049503568
CDK11A	73.1281300411953	98.8248389799075	0.434447228039365	0.145848233021388
SLC35E2	15.9676002546199	46.7839924166465	1.55086747386728	0.0462329692230143
NADK	51.2583444106137	53.5540350843196	0.0632083985409878	0.767665312092372
GNB1	196.799430871602	259.115648255911	0.396870095437548	0.0129668680392736
CALML6	1.50250276175586	1.87781381170674	0.321686381761337	0.370229187946447
TMEM52	3.96856181184966	0.481788186199868	-3.04214535299644	0.0174854638194928
PRKCZ	13.4561396965416	22.8274133314772	0.762502802791597	0.00229989938510532
C1orf86	12.4378151914353	18.2111225821076	0.550086770614538	0.00163259008921806
SKI	239.590505757491	36.930377515683	-2.69769082416369	0.00747540031134838
MORN1	2.92078017892245	6.36658609242441	1.12416619061992	3.56604120970276e-05
LOC100129534	1.24226440744161	6.74084425846325	2.43995701940245	0.0383815220696201
RER1	48.4425544623938	140.796859506279	1.53926830678235	0.00374419535491388
PEX10	7.3551381301522	17.9323611474354	1.28574111905272	0.000826997978544547
PLCH2	25.9430894686749	12.3377932259449	-1.07226592227834	0.0693248026887575
PANK4	18.767746755173	46.8866060583853	1.32092040024361	0.00665676113007385
LOC115110	6.551825141651	7.10858522144271	0.117665603444995	0.592481469203562
LOC100133445	7.16016784381081	5.25183860907156	-0.447170824203328	0.102735839396552
TNFRSF14	357.432150702759	274.144875633785	-0.382730902579758	0.152748441051814
FAM213B	12.8218180846142	29.4161099917713	1.19800563105925	0.00122847787515288
MEGF6	32.8729473405968	32.7378723118353	-0.0059402504187192	0.96568420298088
TPRG1L	46.127873208205	86.7282712712261	0.910863576600983	0.00258112447808082
WRAP73	24.321806363892	67.8686464271538	1.48049485955704	7.49129698841251e-05
TP73-AS1	8.33925931342435	29.30912126454	1.81335855890274	0.0101560766010984
