BAM	GENE_ID	NAME	LOCUSLINE	COLOR1	COLOR2	COLOR3	bin_1	bin_2	bin_3	bin_4	bin_5	bin_6	bin_7	bin_8	bin_9	bin_10	bin_11	bin_12	bin_13	bin_14	bin_15	bin_16	bin_17	bin_18	bin_19	bin_20	bin_21	bin_22	bin_23	bin_24	bin_25	bin_26	bin_27	bin_28	bin_29	bin_30	bin_31	bin_32	bin_33	bin_34	bin_35	bin_36	bin_37	bin_38	bin_39	bin_40	bin_41	bin_42	bin_43	bin_44	bin_45	bin_46	bin_47	bin_48	bin_49	bin_50	bin_51	bin_52	bin_53	bin_54	bin_55	bin_56	bin_57	bin_58	bin_59	bin_60	bin_61	bin_62	bin_63	bin_64	bin_65	bin_66	bin_67	bin_68	bin_69	bin_70	bin_71	bin_72	bin_73	bin_74	bin_75	bin_76	bin_77	bin_78	bin_79	bin_80	bin_81	bin_82	bin_83	bin_84	bin_85	bin_86	bin_87	bin_88	bin_89	bin_90	bin_91	bin_92	bin_93	bin_94	bin_95	bin_96	bin_97	bin_98	bin_99	bin_100	bin_101	bin_102	bin_103	bin_104	bin_105	bin_106	bin_107	bin_108	bin_109	bin_110	bin_111	bin_112	bin_113	bin_114	bin_115	bin_116	bin_117	bin_118	bin_119	bin_120	bin_121	bin_122	bin_123	bin_124	bin_125	bin_126	bin_127	bin_128	bin_129	bin_130	bin_131	bin_132	bin_133	bin_134	bin_135	bin_136	bin_137	bin_138	bin_139	bin_140	bin_141	bin_142	bin_143	bin_144	bin_145	bin_146	bin_147	bin_148	bin_149	bin_150	bin_151	bin_152	bin_153	bin_154	bin_155	bin_156	bin_157	bin_158	bin_159	bin_160	bin_161	bin_162	bin_163	bin_164	bin_165	bin_166	bin_167	bin_168	bin_169	bin_170	bin_171	bin_172	bin_173	bin_174	bin_175	bin_176	bin_177	bin_178	bin_179	bin_180	bin_181	bin_182	bin_183	bin_184	bin_185	bin_186	bin_187	bin_188	bin_189	bin_190	bin_191	bin_192	bin_193	bin_194	bin_195	bin_196	bin_197	bin_198	bin_199	bin_200
01_0EWN_0229Kronos_MM1S-No-Treatment-1_H3K18Ac_hs-dm_i02.bam		H3K18Ac_0	chr5(+):87828193-88385787	220	220	220	0.3968	0.3362	0.6675	0.5903	0.3626	0.4467	0.4324	0.4164	0.744	0.3588	0.2662	0.3892	0.3411	0.3828	0.4881	0.4337	0.449	0.4656	0.5556	0.3147	0.4399	0.374	0.245	0.2723	0.4087	0.259	0.3242	0.4097	0.4191	0.3096	0.3524	0.4284	0.5549	0.5147	0.1924	0.4227	0.6341	0.3387	0.3873	0.3445	0.5446	0.5226	0.4213	0.6507	0.6905	11.9045	12.2207	2.4186	6.1519	2.0819	12.74	26.9607	3.631	1.7943	0.3668	0.4186	0.9406	0.6269	0.2588	0.4635	0.4806	0.263	0.2371	0.5816	0.5352	0.6423	0.9496	0.7376	0.6012	0.5858	1.5203	3.6697	5.0929	2.0498	1.0955	0.887	2.1017	1.9009	0.969	0.8317	0.8246	0.5605	0.7899	0.5025	0.5886	0.7393	0.7579	0.6546	0.7942	0.6821	0.3891	0.7831	0.6359	0.4189	0.7264	0.4781	0.5553	1.2405	1.4462	1.1266	1.4144	3.5077	12.5227	17.6175	19.1323	22.1071	15.4603	12.0456	7.5201	1.579	0.6555	0.457	0.7281	1.012	0.8382	0.6158	0.8352	0.7268	0.7185	0.7242	0.5562	0.6644	1.5632	3.9485	9.6183	20.9099	24.6685	20.7348	14.1399	0.8827	0.621	0.8358	0.2954	0.3765	0.3038	0.1903	0.4117	0.1978	0.4629	0.4143	0.4851	0.3594	0.375	0.3197	0.3407	0.4024	0.8425	0.6514	0.6325	0.7131	0.8812	1.0736	0.5357	0.6843	0.5646	0.8331	1.5566	0.663	0.6906	0.702	0.4855	0.5801	0.6085	0.6494	0.5944	0.5464	0.4384	0.3168	0.4669	0.2549	0.3941	0.5246	0.6231	0.5141	0.6005	0.7532	0.6018	0.6258	0.731	0.581	0.5455	0.7435	0.8162	0.5258	0.6749	0.3755	0.5025	0.5101	0.5531	0.6614	0.6238	0.8714	1.3641	4.1726	1.8981	0.7114	0.7813	0.5267	0.6964	0.6545
02_0EWO_0229Kronos_MM1S-No-Treatment-2_H3K18Ac_hs-dm_i04.bam		H3K18Ac_0	chr5(+):87828193-88385787	240	240	240	0.3285	0.5284	0.5449	0.4343	0.4915	0.2207	0.3194	0.455	0.3095	0.2847	0.3463	0.3069	0.5094	0.5011	0.5212	0.5101	0.345	0.355	0.4267	0.2894	0.3173	0.358	0.3294	0.21	0.1854	0.4087	0.4999	0.3353	0.3792	0.3588	0.5581	0.5483	0.8015	0.4741	0.3327	0.2552	0.5291	0.4427	0.4194	0.2164	0.4899	0.4169	0.5294	0.5982	0.7509	11.2027	11.4335	3.1179	5.5716	2.5725	12.5514	26.868	3.7174	1.4217	0.4187	0.4445	0.7143	0.7461	0.4313	0.5546	0.5828	0.3409	0.6694	0.6866	0.7141	0.8187	0.5957	0.6351	0.3479	0.6777	1.1831	3.8444	5.018	2.1885	0.8643	0.5678	2.6618	1.9717	0.747	0.8197	0.6219	0.5533	0.8544	0.5552	0.7057	0.9143	0.7143	0.779	0.6573	0.8674	0.473	0.776	0.59	0.6173	0.5937	0.6882	0.5008	0.7741	1.2624	1.1144	1.6421	3.5712	12.85	18.9412	17.8049	20.0622	16.9748	11.3501	7.3782	1.1672	0.811	0.5763	0.6291	0.8532	0.7213	0.655	0.8945	0.8385	0.9708	0.7181	0.9983	0.5623	1.1157	4.448	9.1354	21.4544	24.9122	21.0529	12.8297	1.2173	0.575	0.5167	0.3864	0.5322	0.5449	0.6353	0.2319	0.4779	0.5324	0.4598	0.4689	0.4846	0.514	0.5229	0.2731	0.5113	0.7646	0.5094	0.5566	0.6499	0.8644	0.8134	0.4778	0.4778	0.8275	0.8816	1.1428	0.4935	0.5073	0.7272	0.6265	0.7439	0.4785	0.6897	0.5966	0.5313	0.5926	0.4149	0.499	0.4794	0.6052	0.7352	0.6215	0.5024	0.5459	0.8222	0.7768	0.7469	0.7851	0.851	0.8705	0.8802	0.6936	0.809	0.5481	0.7229	0.443	0.5269	0.6509	0.6821	0.8633	0.8691	1.5533	5.2932	2.4627	1.0484	0.6072	0.6649	0.7466	0.6279
03_0EWP_0229Kronos_MM1S-KB-1hr-1_H3K18Ac_hs-dm_i05.bam		H3K18Ac_1	chr5(+):87828193-88385787	90	90	90	0.3789	0.4135	0.6876	0.6524	0.5176	0.3218	0.3822	0.6405	0.3966	0.355	0.3762	0.2202	0.5341	0.5993	0.8008	0.4868	0.5606	0.5431	0.584	0.6909	0.9262	0.5681	0.5513	0.4604	0.3784	0.2931	0.5346	0.3636	0.2366	0.2987	0.3386	0.5275	0.466	0.478	0.2332	0.6507	0.4736	0.4479	0.532	0.4637	0.2431	0.5651	0.6038	0.5671	0.7673	7.5729	8.3592	1.5812	2.9945	1.5791	14.6427	27.1616	2.9144	1.1682	0.6493	0.4501	0.6081	0.8671	0.4915	0.8855	0.9434	0.7428	0.6696	0.9545	0.7183	0.856	0.8699	0.629	0.5097	0.6062	1.0112	1.6559	2.4761	1.1214	0.6781	0.6702	0.9552	0.9956	0.6978	0.6503	0.5466	0.6988	0.8766	0.8866	0.6863	0.6176	0.6338	0.4793	0.3549	0.3732	0.6892	0.4485	0.6492	0.5912	0.4696	0.6955	0.4919	0.7498	0.8547	1.0724	0.6725	1.5896	5.9595	7.0734	7.1031	11.386	8.271	4.1268	1.9991	0.8517	0.6375	0.3474	0.5947	0.4945	0.8456	0.6283	1.0546	0.6459	0.3377	0.3833	0.6833	0.6339	0.8783	1.465	3.774	11.8131	15.0043	13.2138	8.9311	0.6215	0.7577	0.7245	0.4365	0.3323	0.4511	0.7771	0.6346	0.6733	0.6597	0.87	0.5495	0.3457	0.5196	0.6548	0.2779	0.4045	0.4199	0.5883	0.5088	0.5837	0.5277	0.6197	0.7799	0.7901	0.8354	1.126	1.2847	0.5708	0.6691	0.7868	0.7508	0.6749	0.7343	0.5707	0.843	0.7456	0.686	0.4419	0.5955	0.4819	0.366	0.657	0.7753	0.7382	0.4929	0.8588	0.61	0.9285	0.7265	0.73	0.8522	1.3748	0.8996	0.7098	0.4952	0.6133	0.4991	0.6562	0.6172	0.6917	0.7765	0.7102	1.1891	4.2281	1.8129	0.6971	1.0003	0.8768	0.8216	0.6571
04_0EWQ_0229Kronos_MM1S-KB-1hr-2_H3K18Ac_hs-dm_i06.bam		H3K18Ac_1	chr5(+):87828193-88385787	65	65	65	0.4169	0.5283	0.4928	0.5934	0.3909	0.3828	0.5785	0.3268	0.3598	0.3527	0.3854	0.7029	0.5665	0.6345	0.3132	0.5693	0.4187	0.578	0.5687	0.6744	0.5803	0.5195	0.6017	0.4075	0.2288	0.5475	0.6097	0.4785	0.3341	0.4253	0.5589	0.4083	0.4258	0.5479	0.5328	0.4681	0.53	0.5695	0.5378	0.5028	0.4985	0.6896	0.8106	0.7826	0.6605	7.8595	8.0053	1.5378	2.8505	1.3599	13.474	24.2487	2.7645	1.407	0.3416	0.2782	0.9153	0.6352	0.4208	0.4522	0.6144	0.4223	0.5212	0.565	0.4871	0.8061	0.4868	0.3686	0.5843	0.5473	0.691	2.0315	2.2696	1.2278	0.6208	0.5909	1.4265	1.1304	0.5547	0.8636	0.671	0.5393	0.9249	0.6224	0.4423	0.6607	0.9326	0.5753	0.7288	0.6415	0.4672	0.7386	0.6167	0.8135	0.5627	0.5807	0.4555	0.7268	0.9541	0.7313	0.5064	1.6702	5.5209	6.96	6.6821	9.927	7.3768	3.3141	2.0533	0.7137	0.4592	0.5655	0.5709	0.48	0.7475	0.8906	1.151	0.6732	0.5837	0.4847	0.7201	0.554	0.844	1.7478	3.9804	11.8754	14.3695	12.4508	7.8168	0.7463	0.5103	0.3954	0.5123	0.4768	0.4281	0.5856	0.5796	0.3763	0.5548	0.7008	0.4343	0.5258	0.5427	0.5539	0.6019	0.5601	0.6599	0.3021	0.7355	0.6547	0.7376	0.6914	0.8252	0.8507	0.5849	0.877	1.1815	0.5594	0.4963	0.9808	0.9277	0.687	0.6571	0.6552	0.762	0.8385	0.5357	0.5002	0.5637	0.3462	0.4559	0.4561	0.6851	0.7447	0.5784	0.6198	0.6628	1.0028	0.7435	0.3551	0.6782	0.6216	0.7305	0.6596	0.7258	0.576	0.3755	0.4397	0.7739	0.5672	0.6642	0.8776	1.0965	3.4827	1.4508	0.6873	0.6927	0.7998	0.5591	0.8168
05_0EWR_0229Kronos_MM1S-KB-3hr-1_H3K18Ac_hs-dm_i07.bam		H3K18Ac_3	chr5(+):87828193-88385787	90	90	90	0.3938	0.4424	0.4941	0.6459	0.3759	0.2233	0.4044	0.3093	0.4126	0.5431	0.5073	0.5585	0.5646	0.4842	0.2256	0.4836	0.4305	0.2664	0.484	0.4094	0.5761	0.4794	0.5787	0.3976	0.2057	0.3373	0.2935	0.3805	0.4969	0.5249	0.463	0.5785	0.6564	0.6494	0.2476	0.3536	0.6778	0.3864	0.6174	0.3714	0.2777	0.2229	0.3912	0.5759	0.6909	12.2604	12.1359	2.9978	5.9695	1.8979	18.782	35.9058	3.6872	1.2347	0.5416	0.4279	1.0603	0.8543	0.3274	0.3521	0.3776	0.3539	0.4202	0.538	0.4293	0.7535	0.7271	0.3283	0.5155	0.5669	0.914	5.8356	8.1938	2.2551	0.8016	1.0875	2.6988	1.987	1.0825	1.0529	0.9042	0.8148	0.7742	0.655	0.7263	0.925	0.7629	0.6045	0.678	0.6009	0.4667	0.5229	0.7765	0.5754	0.5619	0.571	0.5818	1.3257	1.8792	0.9725	1.7715	4.9342	15.7715	19.7773	15.8466	20.4085	14.7896	7.4459	4.142	1.0181	0.6779	0.7322	0.6908	0.8588	0.5591	0.9113	0.929	0.7161	0.5851	0.563	0.5215	0.7672	1.5598	4.3087	10.0787	21.9017	34.1196	32.7552	19.497	1.1559	0.6334	0.7195	0.4501	0.3821	0.3706	0.4574	0.3977	0.3699	0.5981	0.829	0.2572	0.5257	0.4438	0.6191	0.6218	0.5072	0.7126	0.506	0.5589	0.455	0.5848	0.7365	0.3718	0.3806	0.5536	0.5858	1.4568	0.6671	0.6756	0.826	0.701	0.6058	0.4863	0.5438	0.8428	0.5811	0.5874	0.6726	0.3622	0.4515	0.5642	0.5529	0.461	0.5313	0.669	0.5539	0.4536	0.6224	0.4231	0.7614	0.7301	0.4599	0.7576	0.692	0.5581	0.5172	0.4386	0.5124	0.426	0.4707	0.7176	0.8139	1.56	5.3518	2.3011	0.9383	0.7225	0.5131	0.4284	0.575
06_0EWS_0229Kronos_MM1S-KB-3hr-2_H3K18Ac_hs-dm_i13.bam		H3K18Ac_3	chr5(+):87828193-88385787	65	65	65	0.3611	0.4919	0.5124	0.4507	0.4686	0.2625	0.4277	0.416	0.3876	0.2658	0.438	0.2815	0.429	0.2789	0.2877	0.3867	0.3117	0.3933	0.6322	0.3852	0.4313	0.3581	0.3361	0.2806	0.3005	0.3265	0.2664	0.5732	0.4729	0.4552	0.4442	0.3858	0.4741	0.5285	0.3978	0.524	0.4356	0.4206	0.4694	0.2656	0.3978	0.2805	0.3422	0.5307	0.7896	12.8778	12.4382	2.6464	5.2332	2.0879	17.2333	34.1127	3.5653	1.8613	0.2608	0.4836	0.9133	0.9894	0.2345	0.4486	0.2991	0.2098	0.3956	0.3554	0.4525	0.7436	0.5623	0.5204	0.6363	0.5869	1.0812	5.3766	8.4875	2.5474	1.0473	0.889	2.2843	2.2731	1.3038	0.6878	0.6708	0.7328	1.1217	0.7641	0.3102	0.6638	0.6095	0.7452	1.1026	0.4847	0.7057	1.0778	0.942	0.7313	0.5842	0.6802	0.676	1.5547	2.043	1.7787	1.688	5.6339	18.597	22.5857	19.5212	23.451	17.3354	9.2318	4.2724	1.1742	0.8023	0.5439	0.8438	1.0203	0.5686	0.8473	1.0501	0.7348	0.729	0.6692	0.6472	0.8058	1.6019	5.5515	12.0122	26.6811	36.3058	37.0656	21.6191	1.2724	0.7453	0.5622	0.4475	0.4535	0.5787	0.5004	0.48	0.588	0.5548	0.5965	0.6086	0.7587	0.4473	0.6344	0.3516	0.7294	0.8059	0.5755	0.868	0.7981	0.8022	0.8131	0.6858	0.6354	0.2918	0.9809	1.838	0.5834	0.4532	0.4832	0.2796	0.3461	0.716	0.3559	0.3529	0.7924	0.5641	0.4116	0.3486	0.2097	0.2448	0.5591	0.4077	0.7131	0.6575	0.3274	0.5424	0.6148	0.7603	0.5785	0.6005	0.7219	0.5271	0.5401	0.8063	0.4692	0.5419	0.4414	0.5621	0.5864	0.8095	1.0208	1.4312	5.8661	2.0592	0.5854	0.7731	0.5618	0.5827	0.4608
07_0EWT_0229Kronos_MM1S-KB-6hr-1_H3K18Ac_hs-dm_i14.bam		H3K18Ac_6	chr5(+):87828193-88385787	90	90	90	0.2355	0.3521	0.5094	0.5069	0.5358	0.4642	0.4323	0.2385	0.346	0.2763	0.2922	0.4433	0.5383	0.3103	0.4049	0.4253	0.2868	0.3861	0.2352	0.3597	0.292	0.3308	0.3448	0.3022	0.3162	0.4786	0.3432	0.3265	0.2682	0.3042	0.4648	0.4362	0.6555	0.4766	0.1926	0.2978	0.3438	0.4249	0.3213	0.3794	0.2852	0.423	0.5873	0.6577	0.8573	19.0992	17.6566	2.9224	6.6904	2.7451	17.4746	35.9179	4.1305	1.4859	0.3618	0.2303	0.8993	0.7268	0.3175	0.3012	0.4536	0.2815	0.4147	0.4054	0.5678	0.6228	0.5162	0.5021	0.8222	0.6738	1.0405	5.8364	7.8767	2.0441	0.9473	0.6949	2.0203	1.8784	0.6166	0.6171	0.6688	0.8727	1.0286	0.6663	0.5077	0.6818	0.7884	1.0787	0.8	0.6122	0.7843	0.8322	0.996	0.6942	0.6926	0.4246	0.4092	1.1453	1.4835	0.7013	1.1999	4.3998	14.0159	18.1303	15.7426	17.1371	10.9802	6.3364	3.1798	0.9338	0.7217	0.6995	0.6833	0.7631	0.9588	0.7932	0.7189	0.623	0.7084	0.388	0.4234	0.6429	1.4088	4.4372	9.7932	25.2626	39.935	38.3624	23.2663	1.2397	0.3419	0.3499	0.245	0.3407	0.2462	0.5215	0.5786	0.5185	0.7591	0.5622	0.4419	0.5425	0.4586	0.492	0.5413	0.5306	0.7598	0.4956	0.4446	0.5058	0.5348	0.4435	0.4947	0.5899	0.4219	0.9693	2.5073	0.874	0.3991	0.6164	0.6716	0.752	0.9018	0.5896	0.4556	0.4773	0.3889	0.288	0.1693	0.499	0.4965	0.7465	0.6181	0.3779	0.4946	0.4611	0.4373	0.5555	0.5427	0.2964	0.3979	0.631	0.7476	0.7436	0.7146	0.4288	0.3501	0.2409	0.543	0.4051	0.6102	0.9902	2.3024	11.0373	3.5189	0.9096	0.5951	0.7152	0.7013	0.6507
08_0EWU_0229Kronos_MM1S-KB-6hr-2_H3K18Ac_hs-dm_i16.bam		H3K18Ac_6	chr5(+):87828193-88385787	65	65	65	0.2344	0.2717	0.3653	0.5811	0.3382	0.2974	0.2533	0.5071	0.2964	0.3408	0.393	0.3333	0.4038	0.344	0.3428	0.3712	0.3225	0.3008	0.4051	0.48	0.3092	0.3827	0.4176	0.3796	0.2909	0.3371	0.2918	0.3496	0.2533	0.5003	0.4724	0.4849	0.4328	0.3933	0.3378	0.5014	0.3038	0.2579	0.4174	0.4178	0.227	0.412	0.4976	0.8674	0.8136	20.9982	19.3657	3.2602	7.1065	2.5641	18.133	34.2542	3.9167	1.9458	0.4098	0.2703	0.8495	0.8065	0.3672	0.4931	0.479	0.2611	0.3337	0.571	0.4699	0.9125	0.749	0.5151	0.3573	0.4815	0.9452	6.0136	7.8421	1.9633	0.8136	0.8802	1.6661	1.7532	0.9933	0.5788	0.638	0.6622	0.6971	0.6943	0.5733	0.744	0.7375	0.6123	0.7441	0.6216	0.7418	0.7153	0.8757	0.6625	0.6321	0.5563	0.42	1.3953	1.313	1.562	1.2197	4.3802	14.9628	20.2219	17.2896	19.1041	12.4108	6.4997	3.2435	1.0951	0.539	0.6095	0.7798	1.0031	0.7066	0.9751	0.8939	0.7887	0.6305	0.7768	0.6625	0.7056	1.5005	4.7463	10.848	27.6292	43.4219	42.9407	24.0387	1.1013	0.6616	0.5647	0.5463	0.4861	0.3368	0.3756	0.4508	0.5143	0.3126	0.2993	0.3761	0.5885	0.5909	0.5071	0.7157	0.5672	0.3916	0.5199	0.5909	0.4513	0.7909	0.8496	0.58	0.4095	0.3677	0.9206	2.2056	0.6257	0.2539	0.3835	0.5156	0.4685	0.4056	0.484	0.4837	0.5761	0.504	0.3549	0.4773	0.382	0.4394	0.6717	0.3935	0.4116	0.6036	0.6386	0.6508	0.7701	0.4296	0.5485	0.5143	0.5966	0.8018	0.6509	0.854	0.6624	0.5403	0.3697	0.3796	0.5612	0.8449	1.0806	2.5348	12.3088	3.6319	0.4115	0.795	0.6972	0.4938	0.4801
09_0EWV_0229Kronos_MM1S-KB-24hr-1_H3K18Ac_hs-dm_i17.bam		H3K18Ac_24	chr5(+):87828193-88385787	90	90	90	0.2083	0.5213	0.5802	0.7456	0.6338	0.3687	0.4057	0.3088	0.7049	0.4147	0.1968	0.3437	0.2386	0.3188	0.3108	0.4254	0.2597	0.3634	0.3577	0.3223	0.4549	0.3994	0.2872	0.2966	0.3143	0.3123	0.3893	0.4321	0.6138	0.3193	0.2972	0.2967	0.7389	0.4849	0.3858	0.4017	0.4047	0.2385	0.4755	0.5838	0.4444	0.3313	0.4654	0.3119	0.9572	24.0214	20.352	2.8669	6.7339	2.665	16.5152	31.9139	4.4833	2.1221	0.4296	0.3177	0.425	0.4847	0.3223	0.5776	0.4973	0.555	0.5294	0.6377	0.781	0.7446	0.6797	0.6751	0.5106	0.8199	1.6291	5.3712	6.5802	2.328	1.0588	0.6354	1.9925	1.6416	0.884	0.9398	0.6919	0.895	0.9651	0.669	0.6199	0.6227	0.817	0.6231	0.7651	0.8003	0.5772	0.7805	0.8483	0.7375	0.7468	0.6072	0.6918	0.9211	1.5045	1.7092	1.5294	5.361	17.0582	21.4881	21.7635	25.5308	17.8001	7.6464	4.1673	1.3938	0.8453	0.8292	1.3048	1.1797	0.786	0.8393	1.0518	0.7339	1.1703	0.9086	1.2164	0.8494	1.6594	6.0219	18.0105	45.3708	60.3675	56.8067	29.911	1.2417	0.5981	0.771	0.3394	0.4022	0.4086	0.4746	0.4588	0.3743	0.7602	0.6411	0.4568	0.3831	0.5572	0.523	0.4748	0.5461	0.5438	0.4589	0.4188	0.4279	0.7547	0.8974	0.5084	0.5517	0.3671	0.7952	1.2061	0.3539	0.5752	0.8242	0.717	0.4426	0.4089	0.2488	0.4319	0.6107	0.4011	0.3161	0.516	0.5341	0.3289	0.524	0.687	0.5855	0.5519	0.499	0.5985	0.5126	0.514	0.3756	0.3137	0.4973	0.8754	0.6803	0.543	0.4136	0.3755	0.3851	0.4263	0.201	0.4695	0.6464	1.9279	7.5509	2.247	0.512	0.7027	0.4774	0.5634	0.5547
10_0EWW_0229Kronos_MM1S-KB-24hr-2_H3K18Ac_hs-dm_i19.bam		H3K18Ac_24	chr5(+):87828193-88385787	65	65	65	0.2154	0.4103	0.391	0.661	0.434	0.2334	0.2453	0.2935	0.5176	0.2701	0.27	0.4113	0.4857	0.2516	0.2196	0.4209	0.2463	0.4396	0.5053	0.3003	0.3993	0.5697	0.3284	0.3221	0.1952	0.1158	0.4996	0.4665	0.3167	0.2825	0.2915	0.6174	0.5047	0.2782	0.2493	0.2215	0.3598	0.2459	0.3722	0.3892	0.31	0.5497	0.2997	0.398	1.139	23.6579	22.0897	3.3849	6.6031	2.6936	18.7653	35.584	4.4619	2.0508	0.2974	0.288	0.9485	0.6938	0.2946	0.5096	0.4698	0.3161	0.4407	0.62	0.5195	0.7695	0.8978	0.5132	0.5174	0.7924	1.6809	5.6246	6.8669	2.2158	1.1048	0.7563	1.417	1.4967	0.8393	0.8604	0.5877	0.8164	1.0233	0.9457	0.5878	0.9991	0.7805	0.6252	0.8981	0.8775	0.674	0.8729	0.7901	0.8714	1.0385	0.9065	0.8633	1.1964	1.3492	1.0468	1.3548	4.7179	15.2856	20.5919	22.2877	23.8918	15.3546	7.89	3.6445	1.3635	0.6828	0.8264	0.9468	0.8288	0.8253	0.8603	1.0544	0.8861	0.7175	0.6918	0.7977	0.8266	1.8054	5.8178	16.3739	44.2703	61.2439	54.9846	30.2297	1.5872	0.7916	0.6738	0.354	0.4439	0.3872	0.4668	0.3334	0.5544	0.4564	0.5819	0.6028	0.8263	0.6133	0.4949	0.4403	0.3033	0.7143	0.5745	0.4072	0.3087	0.6098	0.6223	0.58	0.5348	0.4288	0.6118	1.0683	0.4176	0.3849	0.6529	0.4324	0.3769	0.3991	0.6175	0.6616	0.5123	0.4017	0.5363	0.4257	0.3174	0.4651	0.7063	0.4159	0.6448	0.486	0.526	0.4753	0.3919	0.5966	0.5322	0.6354	0.6797	0.5144	0.6912	0.6746	0.3498	0.447	0.531	0.4402	0.5868	0.5898	0.8382	1.9282	7.3123	2.4566	0.5822	0.743	0.6285	0.6971	0.4384
