GENE_ID	locusLine	bin_1_MM5_jia.bam
NM_032236	chr1(.):21999791-22114688	0.1269
NM_001198993	chr1(.):1677670-1715297	0.2527
NM_023018	chr1(.):1677670-1714909	0.254
NM_001198994	chr1(.):1677670-1716508	0.2469
NM_003820	chr1(.):2482804-2500267	0.1796
NM_015291	chr1(.):15848351-15903228	0.152
NM_001013693	chr1(.):22133757-22156714	0.0755
NM_002600	chr1(.):66253855-66845262	0.1168
NM_001037341	chr1(.):66253192-66845262	0.1168
NM_001037340	chr1(.):66453389-66845262	0.1299
NR_024584	chr1(.):144295516-144346755	0.1435
NM_207168	chr1(.):150594521-150607098	0.2127
NM_020524	chr1(.):154911558-154933567	0.2627
NM_144977	chr1(.):197516384-197749623	0.1039
NM_001195215	chr1(.):197468878-197749623	0.1
NM_014935	chr1(.):204182980-204334044	0.0608
NM_182838	chr1(.):1658680-1682431	0.2574
NM_001198995	chr1(.):1677670-1695081	0.1568
NM_001010926	chr1(.):2455183-2466684	0.1195
NR_026927	chr1(.):2476358-2489284	0.43
NM_018216	chr1(.):2434974-2463035	0.0856
NM_001195741	chr1(.):2513188-2527908	0.1965
NR_036638	chr1(.):2512898-2527908	0.1941
NM_177540	chr1(.):6610337-6644817	0.1207
NM_005341	chr1(.):6635062-6654340	0.1524
NM_014851	chr1(.):6645783-6667929	0.2103
NM_153812	chr1(.):6668755-6689093	0.2102
NM_024654	chr1(.):6576406-6619658	0.0835
NM_001195752	chr1(.):6680209-6698642	0.127
NM_001195753	chr1(.):6679924-6698642	0.1265
NM_015849	chr1(.):15797595-15822895	0.0638
NM_001229	chr1(.):15813768-15855940	0.1685
NM_032996	chr1(.):15813768-15856285	0.1677
NM_001032730	chr1(.):22049338-22114688	0.152
NR_026685	chr1(.):26432655-26457026	0.2911
NM_152835	chr1(.):26433267-26457026	0.2979
NM_032588	chr1(.):26372797-26399121	0.0637
NM_024869	chr1(.):26480510-26494119	0.0666
NM_014280	chr1(.):28521789-28564542	0.1093
NM_016311	chr1(.):28557610-28569611	0.186
NM_031459	chr1(.):28581005-28614002	0.1204
NM_001037339	chr1(.):66792792-66845262	0.307
NM_006769	chr1(.):87789150-87819607	0.2452
NM_001127215	chr1(.):92935317-92954356	0.3503
NM_005263	chr1(.):92935317-92957433	0.3259
NM_001127216	chr1(.):92935317-92956628	0.3338
NM_004974	chr1(.):111140775-111153345	0.0779
NM_002232	chr1(.):111209309-111222655	0.5068
NM_017709	chr1(.):118143603-118176011	0.9317
NR_024584	chr1(.):144475745-144526969	0.1523
NM_001005464	chr1(.):149807258-149817765	0.3482
NM_001040874	chr1(.):149808784-149819318	0.3507
NM_005850	chr1(.):149890210-149904702	0.1663
NM_016074	chr1(.):149866154-149877348	0.1015
NM_003528	chr1(.):149851009-149863232	0.4094
NM_003517	chr1(.):149853524-149863961	0.4666
NM_175065	chr1(.):149854018-149864466	0.4633
NM_014849	chr1(.):149869871-149894434	0.0844
NM_181873	chr1(.):149895542-149913266	0.1768
NM_001145862	chr1(.):149895542-149913791	0.1743
NR_036461	chr1(.):149816758-149827340	0.3585
NM_001040874	chr1(.):149817627-149828161	0.3494
NM_001005464	chr1(.):149819180-149829687	0.3459
NM_019032	chr1(.):150516897-150538412	0.2752
NM_207046	chr1(.):150589598-150606609	0.2162
NR_036211	chr1(.):150519404-150529490	0.0827
NM_001197320	chr1(.):150542026-150557214	0.4878
NM_020452	chr1(.):154295275-154328780	0.2681
NM_001005855	chr1(.):154293035-154315322	0.3476
NM_080429	chr1(.):154288591-154302801	0.4678
NM_001130041	chr1(.):154929773-154951959	0.3279
NM_001130040	chr1(.):154929773-154948223	0.3342
NM_201398	chr1(.):154950769-154970587	0.0853
NM_015872	chr1(.):154970111-154995999	0.2719
NM_207196	chr1(.):155018761-155040252	0.1039
NM_018655	chr1(.):154961061-154971791	0.096
NM_001143687	chr1(.):155001281-155028406	0.0782
NR_024163	chr1(.):154942117-154956725	0.354
NM_144622	chr1(.):154986002-155011257	0.0837
NM_138300	chr1(.):154924501-154939258	0.3337
NR_036212	chr1(.):154943168-154953259	0.4251
NM_005920	chr1(.):156428518-156475529	0.3118
NM_001195216	chr1(.):197698138-197749623	0.1687
NR_034150	chr1(.):203262885-203279453	0.5629
NM_006763	chr1(.):203269663-203283729	0.595
NM_002023	chr1(.):203304751-203325289	0.0906
NR_027022	chr1(.):204332557-204343847	0.0596
NM_032833	chr1(.):204367491-204385944	0.3497
NR_026817	chr1(.):207986723-208000941	0.5074
NR_029832	chr1(.):207970196-207980284	0.1163
NR_029518	chr1(.):207970787-207980868	0.1216
NM_182972	chr1(.):234735014-234750271	0.7973
NR_033927	chr1(.):234760056-234775526	0.0657
NR_033872	chr2(.):70184394-70319147	0.1509
NR_015395	chr2(.):112119590-112257692	0.2318
NR_024373	chr2(.):112181885-112257692	0.3447
NM_001012514	chr2(.):231724620-231748963	0.3379
NM_145693	chr2(.):11881739-11972533	0.1625
NM_170672	chr2(.):33656415-33794798	0.1481
NM_005813	chr2(.):37472645-37549222	0.1314
NM_001190274	chr2(.):48029058-48137932	0.1149
NM_025133	chr2(.):48029058-48120858	0.0823
NM_022893	chr2(.):60679328-60785633	0.13
NM_018014	chr2(.):60673301-60785633	0.1275
NM_003400	chr2(.):61700068-61770418	0.1361
NR_024204	chr2(.):87749973-87826030	0.3903
NM_004836	chr2(.):88851258-88932094	0.2546
NM_004027	chr2(.):99056320-99212496	0.2204
NM_001566	chr2(.):99056320-99203284	0.228
NM_001142807	chr2(.):111485149-111880799	0.1074
NM_001077269	chr2(.):175419301-175552627	0.1513
NM_003879	chr2(.):201975889-202034003	0.3388
NM_001127184	chr2(.):201975815-202011323	0.4771
NM_173822	chr2(.):201833440-201941392	0.0959
NM_016061	chr2(.):30364749-30388399	0.3434
NM_015376	chr2(.):33733941-33794798	0.0898
NM_001139488	chr2(.):33696320-33794798	0.1748
NM_012413	chr2(.):37566752-37605465	0.2939
NM_006887	chr2(.):43444540-43458745	0.6722
NR_027251	chr2(.):43449349-43460994	0.5808
NM_006196	chr2(.):70309584-70321334	0.8013
NR_024444	chr2(.):70346167-70357448	0.278
NM_020122	chr2(.):85193230-85291595	0.1232
NR_015424	chr2(.):89060418-89111109	0.2025
NM_006538	chr2(.):111873490-111931022	0.2464
NM_207002	chr2(.):111873490-111891423	0.4656
NM_003467	chr2(.):136866918-136880725	0.3939
NM_001008540	chr2(.):136866918-136878813	0.4496
NM_006186	chr2(.):157175943-157194287	0.4597
NM_004288	chr2(.):158266130-158305604	0.3358
NM_002610	chr2(.):173415778-173468862	0.2666
NM_003387	chr2(.):175419301-175504307	0.1853
NM_001463	chr2(.):183693004-183736498	0.1961
NM_002491	chr2(.):201931461-201955473	0.137
NM_001127183	chr2(.):201978386-202033841	0.3498
NM_001099285	chr2(.):232568234-232583250	0.5797
NR_036052	chr2(.):232573023-232583105	0.4422
NM_014674	chr3(.):5224358-5266650	0.299
NR_027007	chr3(.):9425536-9444174	0.344
NM_001195099	chr3(.):15703743-15803058	0.0954
NM_001195098	chr3(.):15703743-15844691	0.1266
NM_015199	chr3(.):15703743-15906053	0.1326
NM_001164347	chr3(.):114051946-114348053	0.1581
NM_015642	chr3(.):114051946-114871127	0.1392
NM_001164344	chr3(.):114051946-114483124	0.1482
NM_001164346	chr3(.):114051946-114348792	0.1581
NM_001164343	chr3(.):114051946-114795261	0.1319
NM_207294	chr3(.):152012193-152188569	0.1639
NM_021038	chr3(.):151980828-152188568	0.1831
NM_001135095	chr3(.):171753343-172123492	0.2366
NM_022763	chr3(.):171752417-172123492	0.2365
NM_001134382	chr3(.):12933718-13119617	0.1538
NM_014869	chr3(.):12933718-13013960	0.0788
NM_033027	chr3(.):39178341-39200102	0.4169
NM_001080448	chr3(.):96528424-97472786	0.1101
NM_014429	chr3(.):108672086-108841993	0.1384
NM_001009899	chr3(.):113362232-113420493	0.1542
NM_001690	chr3(.):113460865-113535905	0.1999
NM_002093	chr3(.):119535801-119818264	0.1378
NM_017554	chr3(.):122394671-122454687	0.2094
