#MM11 Enhancers
#Created from /data/projects/IRF4_mm_trn_data/myeloma_public_data/rose/MM11.H3K27ac_ROSE/MM11_0KB_STITCHED_ENHANCER_REGION_MAP.txt
#Ranked by MM11.jin.bam
#Using cutoff of 9845.5644 for Super-Enhancers
#Created on Jul 16 2024 
REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	MM11.jin.bam	enhancerRank	isStretch
6_MACS_peak_3348_lociStitched	chr11	65184015	65198769	6	14431	73907.2122	1	1
1_MACS_peak_3367_lociStitched	chr11	65263773	65274998	1	11226	58530.5175	2	1
2_MACS_peak_2021_lociStitched	chr1	234738137	234749209	2	11034	52296.3776	3	1
3_MACS_peak_9534_lociStitched	chr19	39891738	39902285	3	10510	38869.9138	4	1
2_MACS_peak_9248_lociStitched	chr19	13949174	13959358	2	9812	53286.7616	5	1
1_MACS_peak_19921_lociStitched	chrX	106953314	106963022	1	9709	64572.762	6	1
5_MACS_peak_15794_lociStitched	chr6	319871	330382	5	9629	25167.5384	7	1
2_MACS_peak_4879_lociStitched	chr12	125396604	125406303	2	9424	43425.3327	8	1
6_MACS_peak_2220_lociStitched	chr10	22603806	22612863	6	8758	20639.9973	9	1
4_MACS_peak_14096_lociStitched	chr4	40194652	40204004	4	8730	20453.7592	10	1
2_MACS_peak_3027_lociStitched	chr11	10323813	10332200	2	8149	20730.1479	11	1
4_MACS_peak_1557_lociStitched	chr1	182990933	182999175	4	8147	22860.8354	12	1
5_MACS_peak_16545_lociStitched	chr6	106531867	106540776	5	7721	15468.6967	13	1
4_MACS_peak_18353_lociStitched	chr8	126441210	126449018	4	7574	33112.9472	14	1
7_MACS_peak_15802_lociStitched	chr6	389237	397134	7	7440	15223.0469	15	1
1_MACS_peak_1775_lociStitched	chr1	207993673	208001031	1	7359	40846.4654	16	1
4_MACS_peak_17675_lociStitched	chr7	139470675	139478562	4	7130	20437.5831	17	1
4_MACS_peak_14593_lociStitched	chr4	153581308	153589063	4	7105	15429.348	18	1
3_MACS_peak_7398_lociStitched	chr16	87883774	87891085	3	7098	23882.8437	19	1
2_MACS_peak_1157_lociStitched	chr1	150545684	150553058	2	7017	44589.1032	20	1
1_MACS_peak_7134_lociStitched	chr16	56964200	56971199	1	7000	36366.1041	21	1
4_MACS_peak_2769_lociStitched	chr10	112256971	112264396	4	6967	18570.6675	22	1
5_MACS_peak_2228_lociStitched	chr10	22623528	22631179	5	6912	34023.997	23	1
