#MM11 Enhancers
#Created from /data/projects/IRF4_mm_trn_data/myeloma_public_data/rose/MM11.H3K27ac_ROSE/MM11_0KB_STITCHED_ENHANCER_REGION_MAP.txt
#Ranked by MM11.jin.bam
#Using cutoff of 9845.5644 for Super-Enhancers
#Created on Jul 16 2024 
REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	MM11.jin.bam	enhancerRank	isSuper
6_MACS_peak_3348_lociStitched	chr11	65184015	65198769	6	14431	73907.2122	1	1
1_MACS_peak_19921_lociStitched	chrX	106953314	106963022	1	9709	64572.762	2	1
1_MACS_peak_3367_lociStitched	chr11	65263773	65274998	1	11226	58530.5175	3	1
1_MACS_peak_5488_lociStitched	chr14	50085654	50090886	1	5233	54923.9664	4	1
2_MACS_peak_9248_lociStitched	chr19	13949174	13959358	2	9812	53286.7616	5	1
2_MACS_peak_2021_lociStitched	chr1	234738137	234749209	2	11034	52296.3776	6	1
1_MACS_peak_5489_lociStitched	chr14	50099447	50103413	1	3967	49726.8978	7	1
1_MACS_peak_16157_lociStitched	chr6	32935724	32941888	1	6165	48694.9836	8	1
1_MACS_peak_15171_lociStitched	chr5	90674770	90680773	1	6004	46923.6501	9	1
2_MACS_peak_12338_lociStitched	chr22	29192885	29199015	2	5671	46670.142	10	1
2_MACS_peak_1157_lociStitched	chr1	150545684	150553058	2	7017	44589.1032	11	1
1_MACS_peak_5501_lociStitched	chr14	50465686	50471096	1	5411	44485.348	12	1
2_MACS_peak_4879_lociStitched	chr12	125396604	125406303	2	9424	43425.3327	13	1
1_MACS_peak_1959_lociStitched	chr1	228269426	228273099	1	3674	41675.6945	14	1
1_MACS_peak_1775_lociStitched	chr1	207993673	208001031	1	7359	40846.4654	15	1
3_MACS_peak_9534_lociStitched	chr19	39891738	39902285	3	10510	38869.9138	16	1
1_MACS_peak_9307_lociStitched	chr19	16434199	16440393	1	6195	38111.682	17	1
1_MACS_peak_18566_lociStitched	chr9	3524405	3528323	1	3919	37979.133	18	1
1_MACS_peak_19086_lociStitched	chr9	101983030	101986199	1	3170	37504.4812	19	1
1_MACS_peak_15763_lociStitched	chr5	179245128	179249076	1	3949	36961.176	20	1
1_MACS_peak_7134_lociStitched	chr16	56964200	56971199	1	7000	36366.1041	21	1
1_MACS_peak_9711_lociStitched	chr19	47286579	47291997	1	5419	34588.512	22	1
1_MACS_peak_18934_lociStitched	chr9	80910634	80913755	1	3122	34235.4974	23	1
1_MACS_peak_6086_lociStitched	chr15	41244055	41247186	1	3132	34183.3187	24	1
5_MACS_peak_2228_lociStitched	chr10	22623528	22631179	5	6912	34023.997	25	1
1_MACS_peak_2075_lociStitched	chr1	245132597	245135644	1	3048	33357.0325	26	1
4_MACS_peak_18353_lociStitched	chr8	126441210	126449018	4	7574	33112.9472	27	1
1_MACS_peak_5842_lociStitched	chr14	105946984	105950003	1	3020	32804.454	28	1
2_MACS_peak_18914_lociStitched	chr9	74976902	74981363	2	4436	31681.5759	29	1
1_MACS_peak_18904_lociStitched	chr9	73032887	73036590	1	3704	31385.1468	30	1
1_MACS_peak_18645_lociStitched	chr9	20353152	20359020	1	5869	31265.8776	31	1
1_MACS_peak_17489_lociStitched	chr7	104651857	104656448	1	4592	31242.2141	32	1
1_MACS_peak_1572_lociStitched	chr1	184019233	184022166	1	2934	31068.9757	33	1
1_MACS_peak_18848_lociStitched	chr9	66454645	66459394	1	4750	31063.6839	34	1
1_MACS_peak_5204_lociStitched	chr13	97873708	97878850	1	5143	30912.1614	35	1
1_MACS_peak_5491_lociStitched	chr14	50233517	50236339	1	2823	30674.5756	36	1
1_MACS_peak_18903_lociStitched	chr9	73025888	73029875	1	3988	30272.0949	37	1
1_MACS_peak_19077_lociStitched	chr9	100744320	100748446	1	4127	29694.4094	38	1
2_MACS_peak_4068_lociStitched	chr12	25534895	25540663	2	5361	29350.468	39	1
1_MACS_peak_18945_lociStitched	chr9	86320791	86324118	1	3328	29311.8681	40	1
2_MACS_peak_4805_lociStitched	chr12	122237686	122243364	2	5648	28924.2998	41	1
1_MACS_peak_5496_lociStitched	chr14	50358281	50361958	1	3678	28672.1429	42	1
1_MACS_peak_18756_lociStitched	chr9	35070478	35073624	1	3147	28229.058	43	1
1_MACS_peak_3288_lociStitched	chr11	62647469	62650928	1	3460	27797.9076	44	1
1_MACS_peak_8058_lociStitched	chr17	43660272	43663843	1	3572	27751.3123	45	1
1_MACS_peak_5907_lociStitched	chr14	106326376	106330851	1	4476	27514.985	46	1
1_MACS_peak_15677_lociStitched	chr5	172196341	172200113	1	3773	27377.176	47	1
1_MACS_peak_1348_lociStitched	chr1	159890465	159895741	1	5277	27365.0292	48	1
1_MACS_peak_1027_lociStitched	chr1	143742355	143745847	1	3493	26726.7204	49	1
1_MACS_peak_19459_lociStitched	chr9	139376337	139379342	1	3006	26599.9595	50	1
2_MACS_peak_1688_lociStitched	chr1	203255397	203261218	2	5735	26539.6853	51	1
1_MACS_peak_19250_lociStitched	chr9	127630346	127636217	1	5872	25988.5686	52	1
1_MACS_peak_9765_lociStitched	chr19	49375380	49379946	1	4567	25614.8034	53	1
1_MACS_peak_19155_lociStitched	chr9	114244666	114247290	1	2625	25536.2432	54	1
1_MACS_peak_1263_lociStitched	chr1	155176721	155179691	1	2971	25500.42	55	1
1_MACS_peak_1160_lociStitched	chr1	150581413	150587165	1	5753	25495.74	56	1
1_MACS_peak_16445_lociStitched	chr6	74228921	74234079	1	5159	25284.516	57	1
1_MACS_peak_5089_lociStitched	chr13	49549240	49555105	1	5866	25242.96	58	1
5_MACS_peak_15794_lociStitched	chr6	319871	330382	5	9629	25167.5384	59	1
1_MACS_peak_14421_lociStitched	chr4	119754586	119758327	1	3742	25066.1964	60	1
1_MACS_peak_14093_lociStitched	chr4	40056138	40059958	1	3821	24983.564	61	1
2_MACS_peak_15444_lociStitched	chr5	138723153	138729834	2	6671	24884.7207	62	1
1_MACS_peak_12343_lociStitched	chr22	29662917	29666278	1	3362	24691.2504	63	1
1_MACS_peak_9678_lociStitched	chr19	45970266	45973864	1	3599	24352.7032	64	1
3_MACS_peak_10405_lociStitched	chr2	70311991	70316916	3	4668	23907.4275	65	1
3_MACS_peak_7398_lociStitched	chr16	87883774	87891085	3	7098	23882.8437	66	1
1_MACS_peak_5494_lociStitched	chr14	50328058	50331125	1	3068	23840.7111	67	1
1_MACS_peak_14833_lociStitched	chr5	32172265	32175522	1	3258	23771.2145	68	1
1_MACS_peak_17040_lociStitched	chr7	30633302	30636573	1	3272	23518.1629	69	1
2_MACS_peak_11161_lociStitched	chr2	208028600	208032334	2	3440	23248.2574	70	1
2_MACS_peak_17623_lociStitched	chr7	130789983	130796208	2	6222	23100.3525	71	1
1_MACS_peak_12790_lociStitched	chr3	15835485	15839859	1	4375	23088.5964	72	1
2_MACS_peak_12140_lociStitched	chr21	45572649	45578288	2	5608	22936.6325	73	1
4_MACS_peak_1557_lociStitched	chr1	182990933	182999175	4	8147	22860.8354	74	1
1_MACS_peak_12043_lociStitched	chr21	38737714	38741343	1	3630	22800.6441	75	1
1_MACS_peak_1381_lociStitched	chr1	161013743	161018204	1	4462	22660.0956	76	1
2_MACS_peak_9232_lociStitched	chr19	13260640	13267076	2	6189	22544.0208	77	1
1_MACS_peak_18596_lociStitched	chr9	5626241	5630724	1	4484	22483.1416	78	1
2_MACS_peak_5504_lociStitched	chr14	50527100	50532858	2	5754	22353.7076	79	1
1_MACS_peak_1816_lociStitched	chr1	212780039	212783426	1	3388	22317.2817	80	1
2_MACS_peak_17483_lociStitched	chr7	104581180	104586681	2	5144	22202.036	81	1
2_MACS_peak_18936_lociStitched	chr9	82185054	82189015	2	3884	22133.6719	82	1
1_MACS_peak_16285_lociStitched	chr6	42749104	42752150	1	3047	22118.8336	83	1
1_MACS_peak_19092_lociStitched	chr9	102581107	102585385	1	4279	21956.835	84	1
1_MACS_peak_4971_lociStitched	chr13	30167558	30170382	1	2825	21935.7024	85	1
1_MACS_peak_2708_lociStitched	chr10	104401553	104406899	1	5347	21882.7818	86	1
1_MACS_peak_18654_lociStitched	chr9	20620192	20625206	1	5015	21798.8664	87	1
2_MACS_peak_18977_lociStitched	chr9	91932343	91935287	2	2945	21778.8288	88	1
1_MACS_peak_9367_lociStitched	chr19	18389287	18393633	1	4347	21773.46	89	1
5_MACS_peak_7391_lociStitched	chr16	87810591	87814579	5	3548	21734.2012	90	1
1_MACS_peak_12890_lociStitched	chr3	39191920	39195696	1	3777	21681.0368	91	1
1_MACS_peak_14859_lociStitched	chr5	36240402	36243333	1	2932	21656.8659	92	1
1_MACS_peak_1133_lociStitched	chr1	149856160	149860541	1	4382	21478.2906	93	1
1_MACS_peak_4080_lociStitched	chr12	26273559	26280255	1	6697	21425.1912	94	1
1_MACS_peak_1294_lociStitched	chr1	156073027	156077403	1	4377	21418.7696	95	1
1_MACS_peak_16079_lociStitched	chr6	30581881	30586379	1	4499	21392.488	96	1
1_MACS_peak_2314_lociStitched	chr10	43902224	43905396	1	3173	21390.6992	97	1
1_MACS_peak_15949_lociStitched	chr6	16758953	16763908	1	4956	21367.942	98	1
1_MACS_peak_19421_lociStitched	chr9	136022163	136025576	1	3414	21315.2089	99	1
1_MACS_peak_14940_lociStitched	chr5	55883357	55886847	1	3491	21263.523	100	1
1_MACS_peak_20147_lociStitched	chrX	153235527	153239322	1	3796	21219.363	101	1
1_MACS_peak_16317_lociStitched	chr6	43737257	43741376	1	4120	21127.9986	102	1
3_MACS_peak_15874_lociStitched	chr6	7905358	7911784	3	5899	21090.7746	103	1
2_MACS_peak_15424_lociStitched	chr5	137087449	137091213	2	3752	21053.934	104	1
1_MACS_peak_6375_lociStitched	chr15	72765530	72768361	1	2832	20977.9931	105	1
1_MACS_peak_19425_lociStitched	chr9	136241359	136243767	1	2409	20951.2856	106	1
1_MACS_peak_14270_lociStitched	chr4	83349709	83352696	1	2988	20907.2078	107	1
1_MACS_peak_692_lociStitched	chr1	59247283	59251527	1	4245	20830.8252	108	1
2_MACS_peak_3027_lociStitched	chr11	10323813	10332200	2	8149	20730.1479	109	1
6_MACS_peak_2220_lociStitched	chr10	22603806	22612863	6	8758	20639.9973	110	1
1_MACS_peak_12105_lociStitched	chr21	44772671	44776740	1	4070	20635.1197	111	1
4_MACS_peak_1707_lociStitched	chr1	204376127	204381912	4	5436	20632.2025	112	1
1_MACS_peak_15190_lociStitched	chr5	95293535	95298516	1	4982	20587.4692	113	1
2_MACS_peak_10082_lociStitched	chr2	30368437	30373360	2	4797	20528.91	114	1
1_MACS_peak_19046_lociStitched	chr9	98267814	98273967	1	6154	20520.255	115	1
1_MACS_peak_8065_lociStitched	chr17	44268521	44272366	1	3846	20503.4625	116	1
4_MACS_peak_14096_lociStitched	chr4	40194652	40204004	4	8730	20453.7592	117	1
4_MACS_peak_17675_lociStitched	chr7	139470675	139478562	4	7130	20437.5831	118	1
1_MACS_peak_19151_lociStitched	chr9	113017153	113021638	1	4486	20365.9365	119	1
2_MACS_peak_15452_lociStitched	chr5	139014758	139019042	2	4251	20277.4572	120	1
1_MACS_peak_1098_lociStitched	chr1	147929921	147933151	1	3231	20265.989	121	1
1_MACS_peak_10992_lociStitched	chr2	178127878	178130780	1	2903	20235.9362	122	1
1_MACS_peak_2073_lociStitched	chr1	244996612	244999977	1	3366	20114.2875	123	1
2_MACS_peak_15250_lociStitched	chr5	108743971	108749451	2	5471	20084.2	124	1
3_MACS_peak_19190_lociStitched	chr9	117263862	117268774	3	4880	20074.8528	125	1
1_MACS_peak_8964_lociStitched	chr19	2269311	2272207	1	2897	20068.4112	126	1
