REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	MM24.jin.bam	enhancerRank	isStretch	OVERLAP_GENES	PROXIMAL_GENES	CLOSEST_GENE	enhancerRank	isStretch
18_MACS_peak_25349_lociStitched	chr6	108861974	109025351	18	139121	156825.5823	1	1	FOXO3	NCRNA00222	FOXO3	1	1
8_MACS_peak_26186_lociStitched	chr7	7998671	8132723	8	128091	224188.5648	2	1	GLCCI1		GLCCI1	2	1
6_MACS_peak_8808_lociStitched	chr14	91781098	91886415	6	95551	165705.7678	3	1	CCDC88C		CCDC88C	3	1
5_MACS_peak_20235_lociStitched	chr3	141078470	141174818	5	93693	281634.8388	4	1	ZBTB38	RASA2	RASA2	4	1
2_MACS_peak_23457_lociStitched	chr5	131742460	131837964	2	93023	228760.7312	5	1	C5orf56,IRF1	SLC22A5,MIR3936,IL5	IRF1	5	1
13_MACS_peak_27584_lociStitched	chr7	137604293	137717908	13	89620	137474.15	6	1	CREB3L2	AKR1D1	CREB3L2	6	1
7_MACS_peak_1976_lociStitched	chr1	160574951	160662894	7	80831	105417.2741	7	1	SLAMF1,CD48	SLAMF7,CD84	SLAMF1	7	1
10_MACS_peak_27985_lociStitched	chr8	27206797	27300161	10	79051	85147.968	8	1	PTK2B	EPHX2,TRIM35,CHRNA2	PTK2B	8	1
7_MACS_peak_1497_lociStitched	chr1	118147059	118238040	7	74975	78134.4828	9	1	FAM46C		FAM46C	9	1
7_MACS_peak_12142_lociStitched	chr17	62132551	62210428	7	67491	92455.5744	10	1	ERN1	SNORD104,SNORA76,ICAM2	ERN1	10	1
13_MACS_peak_23123_lociStitched	chr5	95213362	95300974	13	66759	95593.4532	11	1	ELL2	C5orf27	ELL2	11	1
12_MACS_peak_2473_lociStitched	chr1	203235960	203309836	12	61868	111767.0004	12	1	BTG2,LOC730227,FMOD	CHIT1	LOC730227	12	1
7_MACS_peak_2577_lociStitched	chr1	206844832	206917097	7	61611	72857.573	13	1	MAPKAPK2	DYRK3,IL10	MAPKAPK2	13	1
9_MACS_peak_15404_lociStitched	chr2	87741503	87826366	9	61479	78820.7544	14	1	NCRNA00152		NCRNA00152	14	1
5_MACS_peak_23969_lociStitched	chr5	173309194	173374641	5	60947	103098.6591	15	1	CPEB4	C5orf47	CPEB4	15	1
11_MACS_peak_15509_lociStitched	chr2	99060430	99136282	11	60423	53187.4224	16	1	INPP4A		INPP4A	16	1
12_MACS_peak_10154_lociStitched	chr15	94764472	94858082	12	60217	80663.737	17	1	MCTP2	MCTP2	MCTP2	17	1
6_MACS_peak_25232_lociStitched	chr6	90020116	90086502	6	60073	108162.7098	18	1	GABRR2,UBE2J1,RRAGD		UBE2J1	18	1
9_MACS_peak_21940_lociStitched	chr4	144256103	144331270	9	59632	86411.9832	19	1	GAB1		GAB1	19	1
9_MACS_peak_11341_lociStitched	chr17	16825804	16895852	9	58953	64486.1888	20	1	TNFRSF13B		TNFRSF13B	20	1
6_MACS_peak_23589_lociStitched	chr5	139011059	139081870	6	58906	133294.6264	21	1	CXXC5		CXXC5	21	1
3_MACS_peak_20712_lociStitched	chr3	183218497	183279463	3	58605	124474.2822	22	1	KLHL6		KLHL6	22	1
8_MACS_peak_20361_lociStitched	chr3	151984798	152058804	8	58501	119556.693	23	1	MBNL1,LOC401093,TMEM14E		MBNL1	23	1
3_MACS_peak_18065_lociStitched	chr22	23240977	23299319	3	57873	113819.4078	24	1		IGLL5	IGLL5	24	1
7_MACS_peak_27272_lociStitched	chr7	114555155	114629532	7	57529	120364.2991	25	1	MDFIC		MDFIC	25	1
10_MACS_peak_10446_lociStitched	chr16	11761216	11838332	10	56715	76907.7868	26	1	SNN,TXNDC11		TXNDC11	26	1
8_MACS_peak_20778_lociStitched	chr3	186702518	186769340	8	56670	90577.221	27	1	ST6GAL1		ST6GAL1	27	1
6_MACS_peak_24107_lociStitched	chr6	285564	348074	6	56469	100422.315	28	1	DUSP22	IRF4	DUSP22	28	1
6_MACS_peak_30347_lociStitched	chr9	134493769	134555882	6	55572	118859.4368	29	1	RAPGEF1		RAPGEF1	29	1
8_MACS_peak_19657_lociStitched	chr3	98448047	98508461	8	53119	101568.0168	30	1	ST3GAL6		ST3GAL6	30	1
13_MACS_peak_11044_lociStitched	chr16	81811968	81877037	13	52614	55074.4016	31	1	PLCG2		PLCG2	31	1
3_MACS_peak_5715_lociStitched	chr11	128552866	128610620	3	52553	148439.3308	32	1	FLI1		FLI1	32	1
7_MACS_peak_17096_lociStitched	chr20	30257697	30312442	7	51672	52828.925	33	1	BCL2L1	COX4I2,TPX2	BCL2L1	33	1
8_MACS_peak_13197_lociStitched	chr19	2031006	2100152	8	51527	173763.898	34	1	IZUMO4,MKNK2,MOBKL2A	BTBD2	MKNK2	34	1
4_MACS_peak_24237_lociStitched	chr6	7865107	7922129	4	51420	87198.0424	35	1	BMP6,MUTED-TXNDC5,TXNDC5		TXNDC5	35	1
6_MACS_peak_8858_lociStitched	chr14	95944508	96003018	6	50211	91386.769	36	1	GLRX5,SNHG10,SCARNA13	C14orf49	SCARNA13	36	1
5_MACS_peak_23346_lociStitched	chr5	118643477	118706772	5	48943	61161.9585	37	1	TNFAIP8		TNFAIP8	37	1
1_MACS_peak_9132_lociStitched	chr15	31614741	31663531	1	48791	133708.995	38	1	KLF13		KLF13	38	1
9_MACS_peak_25661_lociStitched	chr6	137050821	137115742	9	48446	54806.3082	39	1	MAP3K5	PEX7	MAP3K5	39	1
4_MACS_peak_28388_lociStitched	chr8	81031702	81084990	4	47833	68618.9576	40	1	TPD52	TPD52	TPD52	40	1
8_MACS_peak_18400_lociStitched	chr22	39813403	39875181	8	47757	78297.4372	41	1	TAB1,MGAT3	MGAT3,SMCR7L,ATF4	MGAT3	41	1
6_MACS_peak_5872_lociStitched	chr12	7022277	7085945	6	46758	103288.5964	42	1	LRRC23,ENO2,ATN1,C12orf57,PTPN6,MIR200C,MIR141,EMG1,PHB2,SCARNA12,LPCAT3	TPI1,RPL13P5,DSTNP2,SPSB2	C12orf57	42	1
8_MACS_peak_9897_lociStitched	chr15	78323085	78381636	8	46757	60553.4442	43	1	TBC1D2B	SH2D7,LOC91450,CIB2	TBC1D2B	43	1
5_MACS_peak_12405_lociStitched	chr17	76690385	76746183	5	46647	60842.1392	44	1	CYTH1		CYTH1	44	1
10_MACS_peak_23050_lociStitched	chr5	88095345	88153157	10	46571	55817.486	45	1	MEF2C		MEF2C	45	1
10_MACS_peak_29000_lociStitched	chr8	142093698	142161173	10	46390	85699.9975	46	1	DENND3		DENND3	46	1
6_MACS_peak_10142_lociStitched	chr15	93423796	93482129	6	45987	124885.1197	47	1	LOC100507217,CHD2,MIR3175		MIR3175	47	1
6_MACS_peak_29603_lociStitched	chr9	71509383	71569066	6	45906	46379.6593	48	1	PIP5K1B		PRKACG	48	1
13_MACS_peak_22123_lociStitched	chr4	160046167	160114977	13	45775	36565.634	49	1	MIR3688		MIR3688	49	1
4_MACS_peak_27179_lociStitched	chr7	104617051	104662775	4	45054	155493.6068	50	1	MLL5,LOC100216545	LOC723809	LOC100216545	50	1
10_MACS_peak_18913_lociStitched	chr3	30645500	30710488	10	44835	59249.5596	51	1	TGFBR2		TGFBR2	51	1
8_MACS_peak_19968_lociStitched	chr3	121503396	121564041	8	44401	64865.892	52	1	EAF2,IQCB1	SLC15A2,GOLGB1	IQCB1	52	1
7_MACS_peak_14914_lociStitched	chr2	46760938	46808454	7	44177	60639.9192	53	1	RHOQ,PIGF	CRIPT,ATP6V1E2	RHOQ	53	1
6_MACS_peak_21113_lociStitched	chr4	15766654	15815570	6	43987	54962.0176	54	1	CD38		CD38	54	1
3_MACS_peak_22682_lociStitched	chr5	56109345	56154545	3	43851	88578.44	55	1	MAP3K1		MAP3K1	55	1
8_MACS_peak_4880_lociStitched	chr11	65306368	65363771	8	43064	82493.8513	56	1	SSSCA1,FAM89B,EHBP1L1,LTBP3,KCNK7	MALAT1,SCYL1,PCNXL3,SIPA1,MAP3K11	SSSCA1	56	1
4_MACS_peak_1811_lociStitched	chr1	154369806	154418305	4	40850	57005.7246	57	1	IL6R		IL6R	57	1
2_MACS_peak_15430_lociStitched	chr2	88888178	88929232	2	40636	75498.306	58	1	EIF2AK3		EIF2AK3	58	1
5_MACS_peak_3429_lociStitched	chr10	52964719	53016690	5	39945	46493.2566	59	1	PRKG1	MIR605	MIR605	59	1
12_MACS_peak_12920_lociStitched	chr18	52897714	52959721	12	39927	38295.5232	60	1	TCF4		CCDC68	60	1
3_MACS_peak_19361_lociStitched	chr3	53189918	53233845	3	39829	69048.8513	61	1	PRKCD	RFT1	PRKCD	61	1
7_MACS_peak_18309_lociStitched	chr22	37613839	37670987	7	39706	59656.7972	62	1	RAC2	CYTH4,C1QTNF6,SSTR3	RAC2	62	1
10_MACS_peak_13020_lociStitched	chr18	60842039	60903159	10	39591	46402.304	63	1	BCL2		BCL2	63	1
2_MACS_peak_4877_lociStitched	chr11	65234863	65279223	2	39253	124784.68	64	1	MALAT1	NEAT1,MIR612,SCYL1,LTBP3	MALAT1	64	1
4_MACS_peak_6316_lociStitched	chr12	48190518	48232862	4	38862	89841.2648	65	1	HDAC7	SLC48A1,RAPGEF3	HDAC7	65	1
7_MACS_peak_15473_lociStitched	chr2	96889933	96933649	7	38817	63379.4568	66	1	LOC285033,CIAO1,TMEM127	STARD7,SNRNP200	LOC285033	66	1
9_MACS_peak_26532_lociStitched	chr7	38366345	38412571	9	38807	54260.0788	67	1			TARP	67	1
8_MACS_peak_9468_lociStitched	chr15	52933131	52977652	8	38419	65566.0767	68	1	KIAA1370		KIAA1370	68	1
3_MACS_peak_3229_lociStitched	chr10	22594823	22635144	3	38177	82859.655	69	1	COMMD3,BMI1,SPAG6		BMI1	69	1
6_MACS_peak_4920_lociStitched	chr11	65878647	65925990	6	38154	63349.6683	70	1	PACS1		PACS1	70	1
5_MACS_peak_10216_lociStitched	chr15	101456615	101499944	5	38123	74993.8332	71	1	ALDH1A3,LRRK1		LRRK1	71	1
6_MACS_peak_8639_lociStitched	chr14	74206462	74255893	6	37720	61368.5865	72	1	C14orf43	PNMA1	C14orf43	72	1
6_MACS_peak_7344_lociStitched	chr12	123344039	123389250	6	37132	45871.0806	73	1	HIP1R,VPS37B		VPS37B	73	1
4_MACS_peak_26679_lociStitched	chr7	50410397	50450863	4	36981	35848.8294	74	1	IKZF1		IKZF1	74	1
2_MACS_peak_2571_lociStitched	chr1	206727341	206765041	2	36741	64572.56	75	1	RASSF5,LGTN	DYRK3	RASSF5	75	1
4_MACS_peak_25384_lociStitched	chr6	109186224	109228721	4	36491	64246.9646	76	1	ARMC2		ARMC2	76	1
6_MACS_peak_5077_lociStitched	chr11	72821909	72871163	6	36436	70979.9394	77	1	FCHSD2		FCHSD2	77	1
7_MACS_peak_8562_lociStitched	chr14	70076659	70121876	7	35911	42965.1934	78	1	KIAA0247	C14orf162	KIAA0247	78	1
5_MACS_peak_12372_lociStitched	chr17	75429188	75471335	5	35820	58091.2101	79	1	SEPT9	MIR4316	SEPT9	79	1
10_MACS_peak_10132_lociStitched	chr15	93340086	93394161	10	35813	82031.775	80	1	ASB9P1	LOC100507217,CHD2	ASB9P1	80	1
3_MACS_peak_4179_lociStitched	chr10	125817804	125855533	3	35764	77740.6045	81	1	CHST15		CHST15	81	1
5_MACS_peak_24075_lociStitched	chr5	180210193	180249716	5	35699	64469.9176	82	1	MGAT1	LOC729678,OR2Y1,ZFP62	MGAT1	82	1
7_MACS_peak_18951_lociStitched	chr3	31977090	32024495	7	35559	44484.852	83	1	ZNF860,OSBPL10		ZNF860	83	1
4_MACS_peak_30743_lociStitched	chrX	48767652	48817053	4	35510	44505.3609	84	1	SLC35A2,PIM2,OTUD5	PQBP1,TIMM17B,KCND1,GRIPAP1	PIM2	84	1
1_MACS_peak_9011_lociStitched	chr14	106144721	106180015	1	35295	123116.0602	85	1			TMEM121	85	1
3_MACS_peak_26713_lociStitched	chr7	55568538	55606920	3	35253	50449.3008	86	1	VOPP1		VOPP1	86	1
2_MACS_peak_20545_lociStitched	chr3	171797796	171833913	2	35234	56660.3496	87	1	FNDC3B		FNDC3B	87	1
6_MACS_peak_23426_lociStitched	chr5	130585851	130626880	6	35185	56320.5083	88	1	CDC42SE2		CDC42SE2	88	1
1_MACS_peak_9002_lociStitched	chr14	106024104	106059077	1	34974	142350.6019	89	1		TMEM121	TMEM121	89	1
5_MACS_peak_22475_lociStitched	chr5	32571742	32613787	5	34936	49932.642	90	1	SUB1		SUB1	90	1
3_MACS_peak_12843_lociStitched	chr18	46443599	46480595	3	34835	76430.0364	91	1	SMAD7		SMAD7	91	1
6_MACS_peak_13686_lociStitched	chr19	18588396	18633600	6	34768	40109.5092	92	1	ELL	C19orf50,UBA52,ISYNA1,FKBP8	ELL	92	1
5_MACS_peak_23755_lociStitched	chr5	150437461	150478797	5	34706	61896.5264	93	1	TNIP1	GPX3,ANXA6	TNIP1	93	1
2_MACS_peak_20543_lociStitched	chr3	171752280	171788076	2	34621	57427.5228	94	1	FNDC3B		FNDC3B	94	1
2_MACS_peak_5472_lociStitched	chr11	111216478	111252461	2	34472	71771.6918	95	1	POU2AF1	C11orf93,C11orf92	POU2AF1	95	1
3_MACS_peak_26259_lociStitched	chr7	18529377	18570329	3	34461	95512.3496	96	1	HDAC9		HDAC9	96	1
6_MACS_peak_7318_lociStitched	chr12	122210133	122251741	6	34361	75052.5104	97	1	TMEM120B,SETD1B,RHOF,LOC338799	HPD	RHOF	97	1
4_MACS_peak_29887_lociStitched	chr9	100743011	100784957	4	34276	78854.2854	98	1	ANP32B	NANS,HEMGN	ANP32B	98	1
8_MACS_peak_19808_lociStitched	chr3	112045053	112087369	8	34241	42624.9068	99	1	CD200	SLC9A10	CD200	99	1
5_MACS_peak_13160_lociStitched	chr19	1236941	1277287	5	33725	64351.87	100	1	ATP5D,MIDN,CIRBP,C19orf24,C19orf26,C19orf23	STK11,EFNA2	MIDN	100	1
6_MACS_peak_14764_lociStitched	chr2	37540143	37586563	6	33494	56414.226	101	1	QPCT,PRKD3		QPCT	101	1
