#MM5_jia_peaks Enhancers
#Created from /data/projects/IRF4_mm_trn_data/myeloma_public_data/rose/MM5_jia_ROSE/MM5_jia_peaks_0KB_STITCHED_ENHANCER_REGION_MAP.txt
#Ranked by MM5_jia.bam
#Using cutoff of 3488.7154 for Super-Enhancers
#Created on Jul 16 2024 
REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	MM5_jia.bam	enhancerRank	isSuper
4_MACS_peak_914_lociStitched	chr1	118147638	118177052	4	29115	30393.4862	1	1
7_MACS_peak_14251_lociStitched	chr6	7887536	7914378	7	25484	30114.0398	2	1
3_MACS_peak_2878_lociStitched	chr11	65184022	65199000	3	14938	24333.2588	3	1
1_MACS_peak_2885_lociStitched	chr11	65263664	65275373	1	11710	18788.2614	4	1
5_MACS_peak_13532_lociStitched	chr5	88167972	88186923	5	17654	17935.2264	5	1
5_MACS_peak_10991_lociStitched	chr22	23222842	23239085	5	15659	17704.87	6	1
1_MACS_peak_15952_lociStitched	chr7	130788667	130797060	1	8394	17057.0939	7	1
3_MACS_peak_9488_lociStitched	chr2	89154505	89167733	3	12910	15933.126	8	1
4_MACS_peak_11001_lociStitched	chr22	23270093	23281814	4	11414	15859.6851	9	1
1_MACS_peak_5993_lociStitched	chr15	93443158	93452098	1	8941	14900.298	10	1
3_MACS_peak_15816_lociStitched	chr7	104650757	104659004	3	8009	14739.0384	11	1
3_MACS_peak_5782_lociStitched	chr15	75742245	75748896	3	6591	14163.3045	12	1
1_MACS_peak_16951_lociStitched	chr9	66454627	66460801	1	6175	13932.8658	13	1
2_MACS_peak_1871_lociStitched	chr10	22601782	22615475	2	13688	13818.9756	14	1
5_MACS_peak_5149_lociStitched	chr14	91829901	91843518	5	13136	13306.5324	15	1
4_MACS_peak_4335_lociStitched	chr12	125395651	125406439	4	10615	13077.2136	16	1
1_MACS_peak_15814_lociStitched	chr7	104581275	104587186	1	5912	12842.2386	17	1
2_MACS_peak_5925_lociStitched	chr15	89177497	89185772	2	8254	12320.6475	18	1
6_MACS_peak_15251_lociStitched	chr7	8004623	8017761	6	12075	12089.5876	19	1
1_MACS_peak_13559_lociStitched	chr5	90674182	90680862	1	6681	11569.76	20	1
1_MACS_peak_5501_lociStitched	chr15	45001924	45007781	1	5858	11392.4507	21	1
1_MACS_peak_5562_lociStitched	chr15	52968642	52973492	1	4851	11274.795	22	1
3_MACS_peak_8495_lociStitched	chr19	39892759	39902518	3	9288	11273.5968	23	1
1_MACS_peak_14878_lociStitched	chr6	106531929	106542798	1	10870	11198.3307	24	1
2_MACS_peak_5991_lociStitched	chr15	93424574	93429742	2	5117	10995.4368	25	1
3_MACS_peak_4299_lociStitched	chr12	123371421	123381439	3	9626	10853.5012	26	1
2_MACS_peak_5358_lociStitched	chr15	31616408	31622191	2	5737	10743.6574	27	1
4_MACS_peak_5850_lociStitched	chr15	81584233	81596561	4	11772	10724.1272	28	1
3_MACS_peak_2758_lociStitched	chr11	58340282	58347880	3	7412	10646.3176	29	1
1_MACS_peak_5720_lociStitched	chr15	72765212	72768332	1	3121	10626.72	30	1
6_MACS_peak_5749_lociStitched	chr15	75073636	75086411	6	12322	10566.2025	31	1
4_MACS_peak_7491_lociStitched	chr17	74258539	74269400	4	9995	10551.4615	32	1
5_MACS_peak_9478_lociStitched	chr2	89130631	89140915	5	9917	10326.1644	33	1
3_MACS_peak_16594_lociStitched	chr8	126441283	126449912	3	8029	10304.7518	34	1
2_MACS_peak_7186_lociStitched	chr17	43298275	43307738	2	9420	10271.1402	35	1
6_MACS_peak_1689_lociStitched	chr1	234738307	234748948	6	9962	10161.0909	36	1
1_MACS_peak_12169_lociStitched	chr3	141101463	141111821	1	10359	10102.1574	37	1
4_MACS_peak_5954_lociStitched	chr15	90637369	90646493	4	9024	10034.5752	38	1
2_MACS_peak_8282_lociStitched	chr19	16434794	16439814	2	4901	9779.462	39	1
3_MACS_peak_4528_lociStitched	chr13	46268371	46277206	3	8714	9676.9755	40	1
1_MACS_peak_954_lociStitched	chr1	143461312	143468493	1	7182	9607.4599	41	1
3_MACS_peak_2892_lociStitched	chr11	65336113	65345413	3	9195	9535.29	42	1
5_MACS_peak_11983_lociStitched	chr3	114164983	114176203	5	10878	9412.458	43	1
2_MACS_peak_5578_lociStitched	chr15	56656791	56666617	2	9704	9380.8822	44	1
1_MACS_peak_11438_lociStitched	chr3	13050480	13059307	1	8828	9356.62	45	1
1_MACS_peak_13933_lociStitched	chr5	142779465	142785642	1	6178	9330.3585	46	1
2_MACS_peak_8196_lociStitched	chr19	12898969	12905258	2	6200	9164.3308	47	1
1_MACS_peak_5697_lociStitched	chr15	69109264	69114352	1	5089	9121.7664	48	1
4_MACS_peak_2352_lociStitched	chr10	112256572	112265784	4	8654	9114.3528	49	1
5_MACS_peak_3603_lociStitched	chr12	26269394	26280389	5	9835	9032.3925	50	1
2_MACS_peak_7820_lociStitched	chr18	60822271	60830437	2	8120	8980.1502	51	1
2_MACS_peak_14546_lociStitched	chr6	32935544	32941777	2	5986	8979.2598	52	1
2_MACS_peak_12493_lociStitched	chr3	195630822	195637158	2	5892	8841.888	53	1
3_MACS_peak_12313_lociStitched	chr3	171811922	171821139	3	8960	8802.235	54	1
3_MACS_peak_12170_lociStitched	chr3	141118013	141126734	3	8467	8727.9768	55	1
1_MACS_peak_13640_lociStitched	chr5	107715506	107719363	1	3858	8675.9358	56	1
6_MACS_peak_4640_lociStitched	chr13	78484484	78496849	6	11482	8644.3715	57	1
1_MACS_peak_13358_lociStitched	chr5	56468129	56473220	1	5092	8429.1687	58	1
2_MACS_peak_5504_lociStitched	chr15	45018114	45023258	2	5119	8363.1152	59	1
1_MACS_peak_5619_lociStitched	chr15	63795051	63798861	1	3811	8326.374	60	1
2_MACS_peak_9330_lociStitched	chr2	70311836	70316759	2	4918	8237.6559	61	1
2_MACS_peak_1461_lociStitched	chr1	203255153	203260946	2	5763	8205.7845	62	1
1_MACS_peak_14063_lociStitched	chr5	172196502	172200273	1	3772	8096.7141	63	1
1_MACS_peak_9779_lociStitched	chr2	158295373	158301442	1	6070	8059.632	64	1
2_MACS_peak_3555_lociStitched	chr12	12866815	12873857	2	6912	8024.359	65	1
1_MACS_peak_14285_lociStitched	chr6	12008176	12013880	1	5705	7853.2672	66	1
4_MACS_peak_9466_lociStitched	chr2	88920093	88928395	4	7824	7846.2202	67	1
2_MACS_peak_14044_lociStitched	chr5	162929780	162937019	2	7234	7824.6351	68	1
3_MACS_peak_13584_lociStitched	chr5	95293678	95298756	3	5045	7794.2222	69	1
1_MACS_peak_3002_lociStitched	chr11	69061186	69066675	1	5490	7752.6636	70	1
1_MACS_peak_669_lociStitched	chr1	66797296	66803761	1	6466	7598.3145	71	1
1_MACS_peak_15942_lociStitched	chr7	129588448	129592992	1	4545	7535.3152	72	1
2_MACS_peak_13350_lociStitched	chr5	56109776	56114994	2	5108	7499.8314	73	1
1_MACS_peak_16115_lociStitched	chr7	158619894	158623287	1	3394	7470.7074	74	1
1_MACS_peak_8224_lociStitched	chr19	13949423	13954446	1	5024	7387.8284	75	1
1_MACS_peak_13845_lociStitched	chr5	137877612	137880860	1	3249	7353.1472	76	1
1_MACS_peak_15745_lociStitched	chr7	100025639	100028737	1	3099	7331.1072	77	1
1_MACS_peak_3164_lociStitched	chr11	95521938	95524594	1	2657	7307.4528	78	1
1_MACS_peak_3323_lociStitched	chr11	118659806	118663591	1	3786	7305.05	79	1
1_MACS_peak_10814_lociStitched	chr21	38737742	38741110	1	3369	7289.0256	80	1
