GENE	H3k18ac_4_DMSO_compare_TSS_SIGNAL	H3k18ac_4_DMSO_compare_DISTAL_SIGNAL
A1BG	0.0	1409.6514000000002
A1BG-AS1	0.0	1409.6514000000002
A2LD1	1945.6052	733.9983
A2M	0.0	16.9065
A2ML1	0.0	0.0
A4GALT	0.0	3239.7489
A4GNT	0.0	1360.7732
AAA1	0.0	4903.5100999999995
AAAS	1884.8093	8839.1507
AACS	1232.133	1093.1612
AACSP1	0.0	0.0
AADAC	0.0	697.5966999999999
AADACL3	0.0	0.0
AADAT	0.0	1775.0555999999997
AAGAB	2208.0553	1239.3716
AAK1	7041.599999999999	2292.0032
AAMP	2186.9914999999996	13132.155499999999
AANAT	1394.68	25575.1238
AARS	6196.799999999999	7332.233900000001
AARS2	1538.7975	8007.4518
AARSD1	3035.4786999999997	2415.1396
AASDH	2190.7563999999998	924.4121
AASDHPPT	4314.5674	508.6326
AASS	1673.0	2411.9773000000005
AATF	3379.6	17.3842
AATK	0.0	1943.8999000000003
ABAT	0.0	152.6136
ABCA1	2155.9098	13597.937699999999
ABCA10	0.0	493.582
ABCA11P	3465.1842	11.421100000000001
ABCA12	0.0	366.6372
ABCA13	0.0	6611.6402
ABCA17P	0.0	589.3051
ABCA2	0.0	3076.0343000000003
ABCA3	0.0	589.3051
ABCA5	3460.2	3283.2650999999996
ABCA6	0.0	778.4348
ABCA7	2563.8	20496.246199999998
ABCA9	0.0	778.4348
ABCB1	0.0	3.3123
ABCB10	4723.4	481.32959999999997
ABCB11	0.0	2577.5361000000003
ABCB5	0.0	1923.6506
ABCB6	2536.2888000000003	2769.6091
ABCB7	998.2438	0.0
ABCB8	5026.2	11072.352300000002
ABCB9	2831.3005000000003	45612.832899999994
ABCC1	4475.373	2870.1281999999997
ABCC10	2974.0620000000004	2961.9573
ABCC11	0.0	1132.1308999999999
ABCC12	0.0	11.8309
ABCC13	0.0	0.0
ABCC2	0.0	0.0
ABCC3	0.0	3283.0938
ABCC4	1506.6958	446.07200000000006
ABCC5	0.0	1143.4912
ABCC6	0.0	3500.9633
ABCC6P1	0.0	4240.3674
ABCC6P2	0.0	2607.5448
ABCC8	0.0	4042.8549000000003
ABCD1	1430.4465	1676.4235999999999
ABCD2	3072.4	2676.8773
ABCD3	1124.3482	0.0
ABCD4	0.0	716.9184
ABCE1	4174.5833	3457.2200999999995
ABCF1	2393.0	12125.9323
ABCF2	1831.2	381.3728
ABCF3	4950.8	2775.0979999999995
ABCG1	4696.5228	51512.28469999999
ABCG2	0.0	5816.7877
ABCG4	0.0	5174.0733
ABCG5	0.0	0.0
ABCG8	0.0	0.0
ABHD1	920.2726	16941.1772
ABHD10	1943.271	3896.1524
ABHD11	6802.1322	11778.5059
ABHD12	3755.2	79484.6116
ABHD12B	0.0	2832.072
ABHD13	2049.3552	81.1094
ABHD14A	1438.9572	1771.6115999999997
ABHD14B	2058.5937	1771.6115999999997
ABHD15	3120.9827999999998	5714.5824
ABHD2	2438.0	37625.789000000004
ABHD3	3064.4123999999997	4045.847
ABHD4	3944.1623999999997	18682.504600000004
