GENE_ID	locusLine	bin_1_MM24.jin.bam
NM_173083	chr1(.):226413860-226502198	0.1941
NM_017891	chr1(.):1012197-1056736	0.0771
NM_032236	chr1(.):21999791-22114688	0.3723
NM_012090	chr1(.):39542117-39957789	0.2132
NM_001006605	chr1(.):93302720-93432079	0.2506
NM_021642	chr1(.):161470204-161494360	0.3403
NM_201569	chr1(.):183436505-183528328	0.3612
NM_003820	chr1(.):2482804-2500267	0.5526
NM_012102	chr1(.):8407463-8882699	0.2417
NM_015001	chr1(.):16169358-16271950	0.5058
NM_001113348	chr1(.):21538739-21677034	0.308
NM_001013693	chr1(.):22133757-22156714	0.2137
NM_020379	chr1(.):25938958-26116258	0.1522
NM_002379	chr1(.):31179123-31201432	0.1864
NR_034182	chr1(.):31186618-31204593	0.2332
NM_001195100	chr1(.):32367021-32390259	0.0936
NM_080391	chr1(.):32367021-32408988	0.4263
NM_032017	chr1(.):36800224-36856485	0.4376
NM_001720	chr1(.):40218902-40259533	0.5514
NM_174964	chr1(.):44168217-44401831	0.1988
NM_001981	chr1(.):51814934-51989995	0.3429
NM_002227	chr1(.):65293905-65437187	0.3188
NM_002600	chr1(.):66253855-66845262	0.2409
NM_001037341	chr1(.):66253192-66845262	0.2407
NM_001037340	chr1(.):66453389-66845262	0.2922
NM_018841	chr1(.):68162148-68304155	0.1985
NM_001195260	chr1(.):144946760-145002111	0.4461
NM_153713	chr1(.):145472084-145504091	0.352
NM_022359	chr1(.):144946760-145081186	0.3614
NM_001002812	chr1(.):144885590-145000022	0.5772
NM_014644	chr1(.):144846426-145000022	0.4567
NM_001195261	chr1(.):144946760-145000082	0.4568
NM_001198834	chr1(.):144846423-145000033	0.4566
NM_001002810	chr1(.):144946760-145000033	0.4569
NM_001198832	chr1(.):144846423-145044992	0.434
NM_207168	chr1(.):150594521-150607098	0.808
NM_207042	chr1(.):150589598-150607098	0.8412
NM_207044	chr1(.):150590753-150607098	0.8912
NM_020699	chr1(.):153772202-153900451	0.2177
NM_020524	chr1(.):154911558-154933567	0.6279
NM_181359	chr1(.):154372668-154445188	0.846
NM_002249	chr1(.):154674914-154847754	0.2669
NM_170782	chr1(.):154674914-154837338	0.2698
NM_005572	chr1(.):156079460-156112657	0.24
NM_005973	chr1(.):156732273-156775609	0.4753
NM_005894	chr1(.):157795703-157816634	0.3361
NM_012394	chr1(.):161065345-161092866	0.3434
NM_052862	chr1(.):167594473-167680486	0.3344
NM_014412	chr1(.):174963891-174986163	1.1344
NM_014857	chr1(.):174123633-174932327	0.1231
NM_001035230	chr1(.):174839683-174932327	0.1079
NM_001007214	chr1(.):174963570-174986163	1.1192
NM_002293	chr1(.):182987594-183119727	0.4753
NM_025191	chr1(.):184654624-184729041	0.6172
NM_144977	chr1(.):197516384-197749623	0.2432
NM_001195215	chr1(.):197468878-197749623	0.2142
NM_138795	chr1(.):202096976-202118866	0.3539
NM_001017403	chr1(.):202158117-202293889	0.0432
NM_021636	chr1(.):202167904-202293889	0.0423
NM_201630	chr1(.):204581302-204659597	0.4006
NM_006338	chr1(.):204581302-204659481	0.4008
NM_182663	chr1(.):206675878-206767616	0.8641
NM_004481	chr1(.):230197955-230422875	0.3298
NM_001130045	chr1(.):1104285-1138313	0.0817
NR_029639	chr1(.):1097483-1107578	0.0523
NM_153254	chr1(.):1110076-1126243	0.0437
NM_004195	chr1(.):1133887-1147089	0.3424
NR_029834	chr1(.):1098242-1108332	0.0564
NR_029957	chr1(.):1099384-1109467	0.0607
NM_014638	chr1(.):2402753-2441964	0.0676
NM_001010926	chr1(.):2455183-2466684	0.677
NR_026927	chr1(.):2476358-2489284	2.2234
NM_018216	chr1(.):2434974-2463035	0.3064
NM_001195741	chr1(.):2513188-2527908	0.5785
NR_036638	chr1(.):2512898-2527908	0.5727
NM_001089591	chr1(.):16128656-16139194	0.0484
NR_024279	chr1(.):16155709-16179642	2.77
NM_014675	chr1(.):17243444-17304474	0.0945
NM_001397	chr1(.):21538739-21621982	0.3068
NM_001113347	chr1(.):21538739-21611183	0.12
NM_001113349	chr1(.):21538739-21621766	0.3029
NM_001032730	chr1(.):22049338-22114688	0.5384
NM_015627	chr1(.):25865075-25900377	0.7845
NR_026685	chr1(.):26432655-26457026	0.9411
NM_152835	chr1(.):26433267-26457026	0.9628
NM_032588	chr1(.):26372797-26399121	0.0294
NR_023345	chr1(.):26498981-26521375	0.1858
NM_024869	chr1(.):26480510-26494119	0.163
NM_015871	chr1(.):26491387-26502364	0.2641
NM_006314	chr1(.):26498980-26521375	0.1858
NM_017837	chr1(.):27109485-27129887	0.9639
NM_006015	chr1(.):27017521-27113601	0.652
NM_018066	chr1(.):27200872-27221869	0.2743
NM_032283	chr1(.):27148200-27187211	0.7047
NM_006142	chr1(.):27184632-27195947	0.4548
NM_014280	chr1(.):28521789-28564542	0.256
NM_016311	chr1(.):28557610-28569611	0.7159
NM_001164721	chr1(.):28468676-28525447	0.1446
NM_001164722	chr1(.):28468676-28525437	0.1444
NM_031459	chr1(.):28581005-28614002	0.1613
NM_006762	chr1(.):31200314-31235683	0.6509
NM_005202	chr1(.):36555843-36570850	0.1028
NM_018067	chr1(.):36616802-36651441	0.7588
NM_014408	chr1(.):36597172-36620067	0.5601
NM_206837	chr1(.):36888900-36921086	0.0575
NM_032881	chr1(.):36854030-36868493	0.8177
NM_022756	chr1(.):37953175-37985364	0.1749
NM_025079	chr1(.):37935118-37954978	1.8775
NR_002983	chr1(.):40028045-40038182	0.6896
NR_003929	chr1(.):39982951-40030370	0.5935
NM_001135653	chr1(.):40021484-40047521	1.0375
NM_001195007	chr1(.):40199516-40234586	0.2048
NM_022120	chr1(.):40230196-40242020	1.0064
NM_001198979	chr1(.):40854016-40893998	0.1372
NM_001198978	chr1(.):40835304-40893998	0.4417
NM_001198980	chr1(.):40857471-40893998	0.1112
NM_022733	chr1(.):40834377-40893998	0.4353
NM_006516	chr1(.):43386045-43429847	0.6051
NR_033967	chr1(.):43419719-43454029	0.2891
NM_004073	chr1(.):45261035-45276667	0.4011
NM_001013632	chr1(.):45266585-45277957	0.3674
NM_001136537	chr1(.):45269153-45284801	0.362
NR_001456	chr1(.):45238513-45248584	0.6019
NR_001457	chr1(.):45239061-45249130	0.608
NM_153274	chr1(.):45244256-45258426	0.2208
NM_003738	chr1(.):45282937-45313616	0.1789
NM_001012	chr1(.):45236245-45249412	0.4745
NR_000024	chr1(.):45237163-45247261	0.5981
NR_000015	chr1(.):45236536-45246610	0.597
NM_001166292	chr1(.):45280515-45313616	0.1729
NM_001037339	chr1(.):66792792-66845262	1.0475
NM_001924	chr1(.):68145882-68159019	1.148
NM_002232	chr1(.):111209309-111222655	0.9173
NM_017709	chr1(.):118143603-118176011	0.9971
NM_001002811	chr1(.):144885590-144937032	0.7931
NM_032305	chr1(.):145451235-145475387	0.9941
NM_202004	chr1(.):145408190-145422545	0.0743
NM_006472	chr1(.):145433461-145447628	1.9167
